,dates,jap0020-0000,jap0020-0001,jap0020-0003,jap0020-0004,jap0020-0005,jap0020-0006,jap0020-0007,jap0020-0008,jap0020-0009,jap0020-0010,jap0020-0011,jap0020-0012,jap0020-0013,jap0020-0014,jap0020-0015,jap0020-0016,jap0020-0017,jap0020-0018,jap0020-0019,jap0020-0020,jap0020-0021,jap0020-0022,jap0020-0023,jap0020-0024,jap0020-0025,jap0020-0026,jap0020-0027,jap0020-0028,jap0020-0029,jap0020-0030,jap0020-0031,jap0020-0032,jap0020-0033,jap0020-0034,jap0020-0035,jap0020-0036,jap0020-0037,jap0020-0038,jap0020-0039,jap0020-0040,jap0020-0041,jap0020-0042,jap0020-0043,jap0020-0044,jap0020-0045,jap0020-0046,jap0020-0047,jap0020-0048,jap0020-0049,jap0020-0050,jap0020-0051,jap0020-0052,jap0020-0053,jap0020-0054,jap0020-0055,jap0020-0056,jap0020-0057,jap0020-0058,jap0020-0059,jap0020-0060,jap0020-0061,jap0020-0062,jap0020-0063,jap0020-0064,jap0020-0065,jap0020-0066,jap0020-0067,jap0020-0068,jap0020-0069,jap0020-0070,jap0020-0071,jap0020-0072
0,1984-05-23 00:22:43+00:00,151.43213132374441,123.87955035142795,,112.09339433382046,123.74966609391002,119.95782227458061,122.91388434783002,118.09352162896113,112.35408815327091,106.39404005938127,92.75720363120516,123.26550131021412,126.31307808019781,124.22058722304001,119.17696542081308,132.0707666641415,151.9561369809064,151.20593437341688,146.25213019062082,141.73388213336543,144.81309438411145,149.66836943162426,158.98263742141634,136.45991293482436,126.61180544965936,124.62609586799134,131.20723920964522,,109.69134635142117,135.66986048582496,151.9160380647261,145.5278811022019,129.92141454373566,115.24228423080478,98.46735697287347,128.7532661114963,132.80854881032943,,140.07351700229768,137.53456978037215,148.91460246172971,151.46860085138334,169.96730140580755,165.15430756321499,139.75802692780107,144.44917539580842,141.0285350512598,137.9934611572857,148.3786811952949,152.6040433079991,,152.7902282334151,139.3004009217124,129.5022823515277,103.52520755448946,104.08080666837965,103.31916827825722,97.54270129102389,100.17272051812118,104.05685062735225,109.57849631620225,112.13487874022712,117.53326285857081,126.84144366736327,131.86122124793886,139.0240749213432,156.30704257803288,157.0276112164478,143.0500696338215,137.064367458528,142.31945512241126,136.8217284316742
1,1984-06-15 00:29:22+00:00,135.7932824621435,105.86049250144258,,,92.99349426917361,,92.01249655061024,,77.7872897360961,75.77786391534569,66.94416435142791,102.8918761402549,101.83230517800438,,90.7133179056094,99.66978977607162,106.47537289518426,121.05587946638728,117.57601327532437,115.37880048005486,113.08348108489962,115.21074073811398,131.59156401740353,104.44328654600392,113.58937784996652,112.89644011236547,110.07298535203371,109.76676642408641,,106.66084796619934,123.31508838554957,117.71690830131989,98.02987124925711,88.67118930104628,57.96390083380335,87.33129476505282,94.0375162588298,104.39259548135767,110.48799152401881,103.00616786348591,121.45157091310709,128.2488673572434,137.88228883917736,135.63584744546876,97.04976532279493,120.22889100888814,115.2636868782793,113.44880279210298,124.84036072028225,137.4297952599644,143.0275521608349,127.91669246368427,115.23088476916222,97.72097931545689,64.9742652796744,73.45150435599531,71.20587710282534,73.86357532304542,82.5668055163891,82.81738161317459,81.57964268735267,88.31057507748035,93.36077384122196,95.45719185661927,107.10055731464443,,126.18941157637623,119.68716016334473,104.0298276568807,106.61765675573973,110.25070047828028,106.27682346541506
2,1985-04-15 00:31:22+00:00,,,,,,122.68066088762572,132.60093299774735,125.28182496331965,,,94.01327163640717,,,,,,,,,,118.60192400378861,,,,,,122.19575007052023,,,129.54905434150487,,,,,,,,,,,154.9316532633349,,,,,,,,,,,,,,,,,,,,,,,,,149.42446312462346,,,,,,
3,1985-05-17 00:31:11+00:00,147.09410153051073,115.01691193431643,,112.17243739522229,122.7975403585503,117.40364567243657,111.21067884185676,114.44358099339604,97.9659757246142,104.44110833887201,87.48622305315239,122.64224921701283,,124.93350106214967,145.48438897372347,151.5394449084623,152.86556870891744,156.14128089186778,153.77523681519736,139.76753602679943,141.556071992693,141.67751803271238,152.22525799052235,135.41699138745557,,119.54010877899222,128.71746491335665,,97.41022778362333,142.6031978555608,159.60360639731715,136.35335392257034,118.46080021845651,110.63729032137437,108.33585347639163,136.8575252238797,142.65327148599673,150.1313018680012,140.46167848181386,135.55899149761004,149.64143615539624,153.96363173186668,170.8157310949538,167.55389710920707,113.47212756433187,144.8828024737266,135.1598763727534,138.37848617924848,153.48366612447109,161.73535046643812,171.01008658075258,175.49979545695575,161.1956409342819,142.4880969361678,,123.19211922827685,105.84562510090109,99.45502365744458,106.2189408647515,109.61930548003073,106.12965034501823,113.76312305651427,116.26311275366191,131.48475146920575,144.53356994257373,,151.48644269242652,160.78487728942068,148.1030107093666,145.097798707233,146.0405128531862,132.7744170085808
4,1985-07-04 00:31:04+00:00,,,,,,,,,,,,,,,,,,114.9142968935956,115.38766073914411,110.76965908794133,109.39084751606065,123.86776191062094,125.93307364811437,100.70608706664424,104.22409566974632,102.7148052914701,101.44371244873295,103.35702515299516,88.55410057150235,,120.6039509014474,105.76324813576275,88.79907531324213,77.25011787870353,77.6119237377359,106.41278347080048,109.93736081990022,96.40758468219505,100.67729235965942,98.19061513930025,113.47785595274057,122.93013989915349,137.38175451640146,135.9546570419715,96.23722420717498,120.31962612936778,122.68200156822016,117.59872926758496,126.34628519486847,131.68169777859939,137.0081285714961,142.98670420344197,140.25783107098482,116.03927233906984,70.55758604685602,81.81338466875967,76.76585298548272,,83.5779646711543,77.40757542853872,72.84075214740378,76.64395578416065,101.74977013546768,109.35159918309506,109.85593769564312,102.8318419227815,137.9631671162199,147.46866778658978,140.25295943979884,130.16339696063793,120.86543826932268,106.5945194352741
5,1985-11-25 00:29:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-02-13 00:27:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-05-13 00:19:38+00:00,160.60014257922444,126.601653731839,,112.74619827883811,119.61966392101546,121.70386059664368,127.39292865105641,118.3836525832267,114.18899135755089,112.00841075533438,101.31415863801418,122.21810706932403,129.39459886778297,131.78286692061897,133.3861211974966,140.70560359322445,145.97422241919907,142.68420523547496,146.47231255254587,145.91617879728523,151.27020551249643,,162.02840852677014,141.87689260381683,121.71016756166641,130.32595846665396,164.2445072894506,,,123.10875072763817,141.50707319040396,138.7079922214674,128.6846465952429,125.14702125862216,113.50300610361758,126.55719491553079,127.30900352978138,,147.49130792993162,146.09432200102282,,165.8697351980406,174.59606385144866,156.30106540068994,,138.63441293403412,135.94151604671208,129.15303511471308,136.16493485608788,143.83343010413597,,156.42970234230637,150.10722221929848,133.4804582107352,103.44876507939266,109.71518488602173,110.48834775892082,111.32972013287485,115.43568960145821,113.59400667253927,110.36334668485215,111.58434593798584,121.78268715416236,129.077180523705,131.35353859729008,144.45408373043443,157.32667500503925,158.14629669826542,147.68985562728773,,149.81122227535906,143.20132055696212
8,1986-09-02 00:15:52+00:00,141.16206170685965,111.22813781751074,,105.12977998839332,109.59550467635503,126.70777434689866,122.80601376991451,129.764135364586,103.69552952287198,,92.65554853325527,121.60561069892286,119.34700463497113,129.52617258968885,136.74773415904076,133.22933388055745,152.15409444201316,139.10800719955057,140.50431855116722,136.54677669095597,142.73229799578613,144.6775235610657,153.86697280620706,134.72282335123884,131.94543200219513,133.7887604336241,131.46274754445164,120.79901972103143,116.45838870338088,140.14699928256888,140.47324667064424,136.16603652580454,124.2738210603721,112.72921847516936,107.14537508578918,117.15057394581122,124.07167310545707,,138.55621154527358,143.06846170088386,141.27924507912184,148.01730978131226,164.36664767617458,165.38311316823936,133.7287308906372,142.3474699303861,137.71976617030802,,151.23347751431297,166.13520225883187,166.86837581202005,155.1489751041081,147.14606498369483,134.53743014469083,122.84234809191317,119.51701405138961,106.38375706057862,102.06599498064513,,99.46923373226602,108.76563772674034,113.10188488928277,123.58466349697183,138.5091395314651,145.45733332148208,150.25480219961898,158.57077946036642,156.38418430343197,136.65110417306565,141.7318057281444,146.2860254863829,137.31265294140096
9,1986-11-28 00:19:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
