dates,satname,nzd0128-0000,nzd0128-0001,nzd0128-0002,nzd0128-0003,nzd0128-0004,nzd0128-0005,nzd0128-0006,nzd0128-0007,nzd0128-0008,nzd0128-0009,nzd0128-0010,nzd0128-0011,nzd0128-0012,nzd0128-0013,nzd0128-0014,nzd0128-0015,nzd0128-0016,nzd0128-0017
1999-08-26 22:04:44+00:00,L7,357.27,377.98,377.01,377.21,377.50,381.51,380.71,375.11,372.44,372.81,366.03,392.54,393.33,380.75,390.03,389.42,379.58,385.27
1999-09-20 21:58:32+00:00,L7,366.31,394.63,389.62,392.35,392.19,395.60,393.27,387.88,385.42,385.16,380.40,,418.68,396.38,424.39,412.17,402.92,415.20
1999-09-27 22:04:48+00:00,L7,342.35,362.42,362.18,360.19,369.99,369.09,366.57,368.07,359.92,357.80,350.32,372.43,368.78,358.63,363.24,367.69,362.66,371.36
1999-10-13 22:04:48+00:00,L7,344.45,366.26,362.10,362.47,366.75,364.27,363.12,365.88,358.49,353.04,354.12,372.93,376.57,356.39,368.71,360.86,362.59,371.04
1999-10-22 21:58:28+00:00,L7,379.45,395.41,399.23,388.40,389.72,396.47,391.66,389.08,387.43,386.60,383.70,,431.97,396.80,,423.68,403.97,415.59
1999-11-14 22:04:42+00:00,L7,350.28,366.69,365.14,367.32,371.09,370.20,367.50,370.31,363.65,364.17,358.86,376.73,381.05,364.79,377.24,375.33,366.88,374.82
1999-12-25 21:58:28+00:00,L7,339.63,354.01,350.05,343.00,342.80,340.39,342.65,336.94,336.93,342.36,334.01,352.40,350.83,350.34,364.52,361.42,361.40,369.58
2000-03-30 21:58:09+00:00,L7,378.73,395.38,392.16,383.18,384.56,388.74,389.61,386.25,384.19,381.50,380.56,,424.90,391.40,418.58,416.08,395.09,401.00
2000-04-15 21:57:55+00:00,L7,368.40,381.35,379.89,361.52,379.48,383.70,387.13,387.30,379.85,388.71,378.52,,422.68,,,,,
2000-07-11 22:03:17+00:00,L7,,385.65,390.48,395.60,,,387.08,,375.13,376.63,365.86,,,394.08,400.02,,,390.56
2000-07-20 21:56:59+00:00,L7,323.31,344.15,339.28,339.40,341.52,342.54,341.53,339.61,336.34,341.48,335.14,359.50,358.49,355.99,367.19,367.63,365.01,373.89
2000-08-12 22:02:54+00:00,L7,353.48,385.43,374.11,383.53,386.57,392.03,389.25,387.03,378.85,383.85,381.40,,,389.60,398.99,397.75,388.27,390.99
2000-09-13 22:02:26+00:00,L7,,,,,,,365.22,365.09,358.36,347.94,342.94,328.33,321.11,336.87,368.70,369.10,373.69,403.53
2001-01-03 22:02:12+00:00,L7,,372.57,378.55,376.90,378.54,378.97,383.49,378.68,376.74,376.47,367.75,,,374.60,,402.67,381.34,390.44
2001-01-28 21:56:08+00:00,L7,343.20,360.67,357.12,358.29,354.40,363.04,358.62,352.78,354.54,351.53,349.83,367.88,378.85,366.08,373.57,374.41,368.36,381.38
2001-02-13 21:56:03+00:00,L7,341.90,362.17,357.28,355.77,355.82,361.27,358.33,353.55,353.00,350.83,349.06,368.56,374.48,361.64,378.30,373.43,365.88,373.08
2001-03-17 21:55:52+00:00,L7,361.06,376.59,411.48,381.26,377.94,376.53,378.41,376.66,370.15,371.63,366.02,,,381.13,408.14,403.46,387.84,396.72
2001-03-24 22:01:59+00:00,L7,,,,,373.42,372.00,368.00,370.02,362.38,357.80,351.64,371.54,378.53,366.08,376.81,373.91,366.46,378.27
2001-05-20 21:55:29+00:00,L7,348.44,378.67,378.06,380.33,388.30,397.49,392.62,385.80,383.12,381.27,377.68,,,384.78,399.41,,,
2001-06-28 22:01:09+00:00,L7,,388.09,385.29,389.79,387.83,395.04,395.02,392.98,385.90,390.38,375.44,,,385.21,407.84,416.89,387.66,395.73
2001-08-08 21:54:37+00:00,L7,345.49,369.81,361.11,355.25,357.59,363.98,360.32,352.77,355.67,356.30,351.67,373.47,380.63,376.62,383.86,375.34,367.42,379.41
2001-09-09 21:54:12+00:00,L7,354.93,369.83,369.92,368.23,370.46,370.00,367.27,364.90,361.58,360.94,354.48,376.97,381.00,374.58,384.53,380.76,374.53,381.31
2001-09-25 21:54:04+00:00,L7,373.08,395.53,390.78,395.31,390.85,398.17,397.15,396.25,388.11,387.01,380.22,,425.12,389.32,417.47,417.16,394.63,400.11
2001-10-02 22:00:04+00:00,L7,355.54,373.47,373.24,377.02,377.52,378.41,380.53,375.75,372.71,373.11,363.90,375.09,382.51,362.63,382.30,380.31,368.85,389.79
2001-10-11 21:53:46+00:00,L7,377.24,398.07,396.62,391.47,393.43,395.56,393.17,392.42,386.53,385.09,380.83,,439.89,406.56,,432.13,407.78,
2002-01-06 22:00:31+00:00,L7,361.52,381.04,378.05,377.28,380.14,382.30,384.40,376.14,368.62,372.27,365.93,,,374.29,405.89,401.07,383.08,389.02
2002-01-22 22:00:40+00:00,L7,372.33,392.26,386.39,382.21,385.86,392.89,390.04,382.44,374.55,378.42,375.91,,,381.95,399.65,390.85,372.81,394.47
2002-03-27 22:00:37+00:00,L7,359.77,376.82,376.96,376.15,370.80,,349.23,362.23,367.07,369.59,359.59,382.89,391.41,372.77,390.50,382.18,378.91,386.64
2002-04-28 22:00:38+00:00,L7,338.36,356.59,356.80,354.92,361.52,366.64,361.19,351.84,354.81,347.34,346.09,364.45,365.42,356.38,364.41,367.73,364.22,371.14
2002-05-23 21:54:18+00:00,L7,370.13,397.81,405.23,401.48,404.05,405.37,405.81,404.76,395.19,397.63,385.22,431.01,434.44,410.20,433.73,434.19,,
2002-06-15 22:00:19+00:00,L7,344.91,366.58,359.25,361.12,368.68,369.37,365.25,363.08,357.36,357.32,351.75,372.88,373.11,360.71,377.73,372.26,367.09,372.60
2002-06-24 21:54:04+00:00,L7,,381.25,372.69,376.42,379.99,378.31,382.48,371.77,364.93,366.38,362.54,389.18,392.11,381.20,389.92,384.91,384.01,385.57
2002-07-17 22:00:08+00:00,L7,362.08,397.69,395.57,397.62,402.63,401.25,403.71,398.74,385.83,390.17,378.75,,,394.15,,432.08,399.34,
2002-08-18 21:59:57+00:00,L7,379.39,409.61,400.74,404.83,402.79,404.29,409.70,405.85,403.76,402.14,394.09,436.59,440.22,429.25,,444.55,,
2002-08-27 21:53:36+00:00,L7,349.47,364.50,361.49,361.69,361.50,367.83,363.55,362.99,359.94,357.72,352.88,373.12,378.18,362.31,378.84,379.76,375.04,386.95
2002-09-12 21:53:31+00:00,L7,354.58,368.74,361.60,365.47,369.47,370.70,363.99,360.81,360.15,358.56,354.15,371.83,380.77,363.50,382.27,375.99,367.48,377.13
2002-09-19 21:59:35+00:00,L7,364.15,390.44,382.85,385.76,383.31,384.84,388.37,384.72,378.08,375.38,367.91,,,377.78,397.65,393.47,382.21,388.31
2002-10-05 21:59:31+00:00,L7,360.26,383.13,378.93,381.70,383.04,383.54,387.55,383.19,381.03,377.89,362.64,,,377.43,397.07,395.43,381.49,389.76
2002-10-14 21:53:19+00:00,L7,385.52,399.85,402.43,397.14,397.21,397.14,400.13,395.33,390.73,389.03,382.43,,,404.76,434.17,431.85,407.06,
2002-12-24 22:00:09+00:00,L7,340.51,354.43,357.35,354.05,357.57,365.39,360.33,358.10,357.46,348.53,345.34,358.98,359.54,349.56,356.52,354.86,357.49,364.80
2003-01-18 21:54:06+00:00,L7,351.33,365.81,366.47,359.18,363.97,367.33,363.54,361.07,357.16,355.19,350.90,371.47,379.95,359.81,378.41,374.57,368.37,381.26
2003-01-25 22:00:18+00:00,L7,360.73,381.35,381.76,380.02,379.49,380.38,385.59,376.07,374.27,372.95,363.16,,,373.70,394.94,402.52,382.91,389.77
2003-02-26 22:00:28+00:00,L7,,,,385.70,,,,,,,,,,,,,,
2003-03-23 21:54:16+00:00,L7,351.78,369.33,368.95,362.62,365.68,367.10,363.48,356.87,357.44,355.29,351.01,371.76,376.75,366.08,380.09,376.90,373.17,378.04
2003-03-30 22:00:31+00:00,L7,365.05,383.64,385.22,384.10,384.38,383.30,388.16,378.93,374.66,376.01,,449.98,,,,392.62,381.30,388.77
2003-04-15 22:00:34+00:00,L7,344.23,368.38,361.07,365.73,357.40,362.29,361.07,355.84,353.17,352.68,349.37,,391.93,373.11,384.40,382.27,380.79,390.86
2003-05-10 21:54:22+00:00,L7,372.73,397.83,398.16,398.73,394.75,398.17,402.16,397.71,390.05,385.46,384.17,427.87,,390.26,,424.55,401.52,404.10
