dates,nzd0128-0000,nzd0128-0001,nzd0128-0002,nzd0128-0003,nzd0128-0004,nzd0128-0005,nzd0128-0006,nzd0128-0007,nzd0128-0008,nzd0128-0009,nzd0128-0010,nzd0128-0011,nzd0128-0012,nzd0128-0013,nzd0128-0014,nzd0128-0015,nzd0128-0016,nzd0128-0017,satname
1999-08-26 22:04:44+00:00,356.87,377.62,376.68,376.85,377.14,381.11,380.31,374.71,372.04,372.41,365.59,391.87,392.66,380.31,389.46,388.75,379.18,384.87,L7
1999-09-20 21:58:32+00:00,351.71,381.36,377.45,379.08,378.92,381.00,378.67,373.28,370.82,370.56,364.18,,394.35,380.16,403.53,387.84,388.32,400.60,L7
1999-09-27 22:04:48+00:00,364.75,382.78,380.85,380.55,390.35,391.49,388.97,390.47,382.32,380.20,375.21,409.76,406.11,383.52,395.24,405.02,385.06,393.76,L7
1999-10-13 22:04:48+00:00,365.05,384.99,379.27,381.20,385.48,384.87,383.72,386.48,379.09,373.64,377.01,407.26,410.90,379.28,398.14,395.19,383.19,391.64,L7
1999-10-22 21:58:28+00:00,363.85,381.23,386.23,374.22,375.54,380.87,376.06,373.48,371.83,371.00,366.37,,405.97,379.47,,397.68,388.37,399.99,L7
1999-11-14 22:04:42+00:00,361.08,376.51,374.14,377.14,380.91,381.00,378.30,381.11,374.45,374.97,370.86,394.73,399.05,376.79,392.67,393.33,377.68,385.62,L7
1999-12-25 21:58:28+00:00,369.83,381.46,375.22,370.45,370.25,370.59,372.85,367.14,367.13,372.56,367.57,402.73,401.16,383.90,407.66,411.75,391.60,399.78,L7
2000-03-30 21:58:09+00:00,366.13,383.93,381.66,371.73,373.11,376.14,377.01,373.65,371.59,368.90,366.56,,403.90,377.40,400.58,395.08,382.49,388.40,L7
2000-04-15 21:57:55+00:00,352.20,366.62,366.39,346.79,364.75,367.50,370.93,371.10,363.65,372.51,360.52,,395.68,,,,,,L7
2000-07-11 22:03:17+00:00,,368.56,374.81,378.51,,,368.28,,356.33,357.83,344.97,,,373.19,373.16,,,371.76,L7
2000-07-20 21:56:59+00:00,339.11,358.51,352.45,353.76,355.88,358.34,357.33,355.41,352.14,357.28,352.70,385.83,384.82,373.55,389.76,393.96,380.81,389.69,L7
2000-08-12 22:02:54+00:00,341.28,374.34,363.94,372.44,375.48,379.83,377.05,374.83,366.65,371.65,367.84,,,376.04,381.56,377.42,376.07,378.79,L7
2000-09-13 22:02:26+00:00,,,,,,,367.82,367.69,360.96,350.54,345.83,,,339.76,372.41,373.43,376.29,406.13,L7
2001-01-03 22:02:12+00:00,,368.93,375.22,373.26,374.90,374.97,379.49,374.68,372.74,372.47,363.31,,,370.16,,396.00,377.34,386.44,L7
2001-01-28 21:56:08+00:00,363.80,379.40,374.29,377.02,373.13,383.64,379.22,373.38,375.14,372.13,372.72,402.21,413.18,388.97,403.00,408.74,388.96,401.98,L7
2001-02-13 21:56:03+00:00,355.90,374.90,368.95,368.50,368.55,375.27,372.33,367.55,367.00,364.83,364.62,391.89,397.81,377.20,398.30,396.76,379.88,387.08,L7
2001-03-17 21:55:52+00:00,354.86,370.95,406.31,375.62,372.30,370.33,372.21,370.46,363.95,365.43,359.13,,,374.24,399.28,393.13,381.64,390.52,L7
2001-03-24 22:01:59+00:00,,,,,379.42,378.60,374.60,376.62,368.98,364.40,358.97,382.54,389.53,373.41,386.24,384.91,373.06,384.87,L7
2001-05-20 21:55:29+00:00,335.24,366.67,367.06,368.33,376.30,384.29,379.42,372.60,369.92,368.07,363.01,,,370.11,380.55,,,,L7
2001-06-28 22:01:09+00:00,,380.45,378.29,382.15,380.19,386.64,386.62,384.58,377.50,381.98,366.11,,,375.88,395.84,402.89,379.26,387.33,L7
2001-08-08 21:54:37+00:00,360.69,383.63,373.78,369.07,371.41,379.18,375.52,367.97,370.87,371.50,368.56,398.80,405.96,393.51,405.57,400.67,382.62,394.61,L7
2001-09-09 21:54:12+00:00,362.33,376.56,376.09,374.96,377.19,377.40,374.67,372.30,368.98,368.34,362.70,389.30,393.33,382.80,395.10,393.09,381.93,388.71,L7
2001-09-25 21:54:04+00:00,362.68,386.08,382.11,385.86,381.40,387.77,386.75,385.85,377.71,376.61,368.66,,407.79,377.76,402.61,399.83,384.23,389.71,L7
2001-10-02 22:00:04+00:00,360.94,378.38,377.74,381.93,382.43,383.81,385.93,381.15,378.11,378.51,369.90,384.09,391.51,368.63,390.01,389.31,374.25,395.19,L7
2001-10-11 21:53:46+00:00,363.64,385.71,385.29,379.11,381.07,381.96,379.57,378.82,372.93,371.49,365.72,,417.22,391.45,,409.46,394.18,,L7
2002-01-06 22:00:31+00:00,357.52,377.40,374.72,373.64,376.50,378.30,380.40,372.14,364.62,368.27,361.49,,,369.85,400.18,394.40,379.08,385.02,L7
2002-01-22 22:00:40+00:00,367.73,388.08,382.56,378.03,381.68,388.29,385.44,377.84,369.95,373.82,370.80,,,376.84,393.08,383.18,368.21,389.87,L7
2002-03-27 22:00:37+00:00,354.77,372.27,372.79,371.60,366.25,,344.23,357.23,362.07,364.59,354.03,374.56,383.08,367.21,383.36,373.85,373.91,381.64,L7
2002-04-28 22:00:38+00:00,358.16,374.59,373.30,372.92,379.52,386.44,380.99,371.64,374.61,367.14,368.09,397.45,398.42,378.38,392.70,400.73,384.02,390.94,L7
2002-05-23 21:54:18+00:00,349.73,379.26,388.23,382.93,385.50,384.97,385.41,384.36,374.79,377.23,362.55,397.01,400.44,387.53,404.59,400.19,,,L7
2002-06-15 22:00:19+00:00,360.71,380.94,372.42,375.48,383.04,385.17,381.05,378.88,373.16,373.12,369.31,399.21,399.44,378.27,400.30,398.59,382.89,388.40,L7
2002-06-24 21:54:04+00:00,,381.98,373.36,377.15,380.72,379.11,383.28,372.57,365.73,367.18,363.43,390.51,393.44,382.09,391.06,386.24,384.81,386.37,L7
2002-07-17 22:00:08+00:00,355.48,391.69,390.07,391.62,396.63,394.65,397.11,392.14,379.23,383.57,371.42,,,386.82,,421.08,392.74,,L7
2002-08-18 21:59:57+00:00,359.59,391.61,384.24,386.83,384.79,384.49,389.90,386.05,383.96,382.34,372.09,403.59,407.22,407.25,,411.55,,,L7
2002-08-27 21:53:36+00:00,365.07,378.68,374.49,375.87,375.68,383.43,379.15,378.59,375.54,373.32,370.21,399.12,404.18,379.64,401.13,405.76,390.64,402.55,L7
2002-09-12 21:53:31+00:00,365.78,378.92,370.93,375.65,379.65,381.90,375.19,372.01,371.35,369.76,366.59,390.50,399.44,375.94,398.27,394.66,378.68,388.33,L7
2002-09-19 21:59:35+00:00,355.15,382.26,375.35,377.58,375.13,375.84,379.37,375.72,369.08,366.38,357.91,,,367.78,384.79,378.47,373.21,379.31,L7
2002-10-05 21:59:31+00:00,352.26,375.86,372.26,374.43,375.77,375.54,379.55,375.19,373.03,369.89,353.75,,,368.54,385.64,382.10,373.49,381.76,L7
2002-10-14 21:53:19+00:00,374.12,389.49,392.93,386.78,386.85,385.74,388.73,383.93,379.33,377.63,369.76,,,392.09,417.88,412.85,395.66,,L7
2002-12-24 22:00:09+00:00,361.11,373.16,374.52,372.78,376.30,385.99,380.93,378.70,378.06,369.13,368.23,393.31,393.87,372.45,385.95,389.19,378.09,385.40,L7
2003-01-18 21:54:06+00:00,363.53,376.90,376.64,370.27,375.06,379.53,375.74,373.27,369.36,367.39,364.46,391.80,400.28,373.37,395.84,394.90,380.57,393.46,L7
2003-01-25 22:00:18+00:00,359.13,379.90,380.43,378.57,378.04,378.78,383.99,374.47,372.67,371.35,361.38,,,371.92,392.65,399.85,381.31,388.17,L7
2003-02-26 22:00:28+00:00,,,,371.88,,,,,,,,,,,,,,,L7
