dates,satname,nzd0403-0000,nzd0403-0001,nzd0403-0002,nzd0403-0003,nzd0403-0004,nzd0403-0005,nzd0403-0006,nzd0403-0007,nzd0403-0008,nzd0403-0009,nzd0403-0010,nzd0403-0011
1999-07-18 22:00:25+00:00,L7,485.28,,,237.69,266.95,406.77,435.05,504.91,524.71,572.82,632.14,632.57
1999-09-04 22:00:33+00:00,L7,338.16,360.64,367.53,380.33,383.35,384.17,383.83,390.66,373.89,391.15,401.15,384.45
1999-10-22 22:00:28+00:00,L7,363.76,369.92,381.22,389.82,393.41,393.15,388.02,388.76,376.25,382.63,391.40,434.82
1999-12-25 22:00:28+00:00,L7,343.16,346.85,345.42,175.34,110.57,184.24,221.13,248.50,252.27,370.39,387.56,389.58
2000-01-26 22:00:26+00:00,L7,342.45,342.48,350.58,162.33,102.47,191.43,223.70,242.92,243.54,368.57,372.23,372.92
2000-02-11 22:00:21+00:00,L7,,,,,106.84,195.76,225.64,245.02,245.45,242.11,240.80,291.37
2000-02-27 22:00:16+00:00,L7,,,,,,,,,,366.16,362.42,372.60
2000-03-30 22:00:09+00:00,L7,334.49,338.54,347.39,215.77,194.67,359.06,378.41,375.57,371.62,376.06,380.62,383.38
2000-05-01 21:59:54+00:00,L7,,,,,,388.17,379.37,383.54,381.75,382.63,383.45,409.49
2000-06-18 21:59:27+00:00,L7,,,,,57.43,157.84,211.00,223.37,209.29,224.71,223.92,284.59
2000-09-06 21:58:22+00:00,L7,309.72,319.86,314.84,,112.15,266.40,279.62,395.24,387.62,383.15,383.89,385.71
2000-10-08 21:58:00+00:00,L7,347.91,315.48,,,135.71,352.83,386.65,386.83,387.23,405.77,401.12,408.37
2000-11-25 21:57:58+00:00,L7,328.14,344.92,362.43,393.30,402.68,393.37,387.61,384.72,398.16,408.57,412.15,401.33
2001-09-25 21:56:04+00:00,L7,340.04,340.91,361.48,371.65,376.43,378.32,377.50,366.57,362.24,356.56,352.61,355.03
2002-02-16 21:56:30+00:00,L7,329.39,,,,379.40,393.48,379.15,368.94,375.30,378.18,383.72,386.39
2002-03-20 21:56:24+00:00,L7,162.76,128.54,359.26,371.79,377.43,390.65,381.84,382.05,384.45,394.54,398.59,409.09
2002-08-11 21:55:48+00:00,L7,182.20,331.55,324.98,,352.75,348.79,336.28,326.81,334.16,330.21,348.53,361.24
2002-10-14 21:55:19+00:00,L7,315.96,173.78,,,349.45,348.28,332.49,328.68,307.10,319.76,333.33,333.36
2002-10-30 21:55:25+00:00,L7,241.73,159.82,156.98,,350.27,341.76,328.85,324.11,230.67,295.59,318.68,332.17
2003-05-10 21:56:22+00:00,L7,,,,,99.43,175.37,220.79,233.73,233.48,236.81,234.19,321.84
2003-10-17 21:55:51+00:00,L7,303.94,308.10,308.44,140.48,,166.27,214.20,231.81,330.33,342.23,351.73,354.31
2003-11-18 21:56:15+00:00,L7,290.15,90.07,122.02,,,,,,,,,
2004-01-21 21:56:38+00:00,L7,307.85,313.81,320.13,326.44,330.10,330.62,338.76,337.38,343.65,356.81,366.72,375.33
2004-04-02 21:46:54+00:00,L5,162.01,104.03,,333.71,323.62,323.64,331.83,341.67,350.70,355.39,349.03,310.68
2004-05-04 21:47:51+00:00,L5,321.47,322.68,323.43,331.37,335.59,344.31,345.54,349.41,362.89,367.82,357.08,378.74
2004-06-05 21:48:48+00:00,L5,,,,,,,,232.85,236.66,239.03,242.09,308.58
2004-06-21 21:49:16+00:00,L5,,,,,,174.90,293.33,427.11,348.39,399.03,410.60,408.53
2004-09-25 21:51:43+00:00,L5,322.01,327.95,318.90,329.61,328.73,335.00,221.19,234.15,235.27,235.49,238.72,309.05
2004-10-19 21:56:19+00:00,L7,299.46,304.76,126.76,141.85,65.41,169.29,217.64,230.52,235.30,,236.65,274.33
2004-11-04 21:56:31+00:00,L7,294.35,306.12,218.04,211.53,311.62,171.30,212.94,230.61,228.05,230.24,228.99,283.92
2004-11-20 21:56:37+00:00,L7,312.81,310.74,323.90,329.36,222.64,,227.72,243.98,308.91,337.79,354.61,356.76
2004-12-06 21:56:47+00:00,L7,172.91,138.30,225.50,317.89,325.77,297.33,227.10,235.44,240.28,320.13,,
2005-01-15 21:53:45+00:00,L5,164.28,122.13,,,121.85,321.26,329.10,326.89,342.86,343.68,347.33,296.87
2005-03-04 21:54:27+00:00,L5,304.69,307.66,241.01,317.67,323.89,326.87,329.31,330.24,342.09,344.21,345.61,332.46
2005-03-12 21:57:20+00:00,L7,,,,,,322.61,324.52,328.41,339.68,348.03,349.64,279.77
2005-04-05 21:54:42+00:00,L5,311.47,317.21,337.38,338.09,343.20,348.79,350.13,347.78,341.93,346.98,354.06,367.39
2005-04-13 21:57:12+00:00,L7,,,186.34,199.27,106.16,191.61,229.27,238.53,241.25,240.55,241.50,279.50
2005-04-21 21:54:46+00:00,L5,317.62,326.92,339.12,352.76,353.86,352.22,349.91,343.16,336.30,338.00,347.31,354.82
2005-09-20 21:56:42+00:00,L7,138.60,93.32,,,101.53,173.70,220.58,230.52,243.37,241.26,238.83,300.22
2005-09-28 21:55:44+00:00,L5,297.30,310.03,315.78,331.72,336.74,345.14,345.90,349.96,342.86,345.75,348.59,324.64
2005-10-06 21:56:37+00:00,L7,306.28,128.31,315.64,332.61,340.66,337.89,345.99,343.79,338.61,338.92,344.57,316.74
2005-10-22 21:56:51+00:00,L7,297.72,298.72,198.01,215.28,,,,235.02,234.25,239.16,237.03,300.59
2005-11-07 21:57:03+00:00,L7,,133.93,201.04,217.18,102.81,173.70,216.89,238.31,237.02,242.25,239.12,302.96
2005-12-25 21:57:19+00:00,L7,321.85,329.64,327.67,,347.62,351.51,351.06,340.43,338.42,340.39,349.44,336.71
2006-01-10 21:57:28+00:00,L7,301.43,301.81,253.98,331.78,333.68,338.82,327.64,,245.54,245.57,241.97,316.14
2006-02-11 21:57:40+00:00,L7,310.62,314.60,254.77,340.99,,346.05,338.25,324.67,339.95,239.43,236.63,301.56
2006-02-19 21:58:15+00:00,L5,,,,245.44,309.16,288.53,222.28,240.50,244.64,246.78,248.76,307.68
2006-03-15 21:57:43+00:00,L7,308.43,315.62,268.30,336.29,335.77,,340.41,339.32,347.36,352.12,353.32,353.63
2006-03-31 21:57:42+00:00,L7,312.75,323.69,312.83,338.56,333.86,348.34,,,344.01,345.60,339.40,367.01
2006-04-16 21:57:37+00:00,L7,182.38,214.89,236.20,250.95,306.55,,,228.89,234.17,228.88,234.59,300.11
2006-09-07 21:57:12+00:00,L7,326.93,333.78,339.93,351.34,354.85,359.55,361.79,367.48,356.69,320.68,,309.96
2006-10-09 21:57:00+00:00,L7,,311.72,,336.38,,347.64,349.30,335.58,233.25,235.46,235.57,279.42
2006-11-10 21:57:30+00:00,L7,303.19,308.96,308.56,329.47,332.75,335.14,213.94,226.55,229.15,224.69,228.52,286.74
2007-01-05 22:02:28+00:00,L5,,,,,159.29,181.76,223.94,233.47,233.47,244.59,254.11,372.39
2007-01-29 21:57:57+00:00,L7,277.45,301.77,330.44,352.01,,,227.00,234.76,238.40,246.94,266.85,428.67
2007-03-02 21:58:07+00:00,L7,294.03,301.47,335.95,371.92,381.86,388.98,406.81,406.71,401.51,412.23,415.47,418.13
2007-03-18 21:58:09+00:00,L7,313.32,333.67,355.47,373.87,383.79,392.63,392.66,398.90,399.26,401.91,407.15,
2007-04-19 21:58:07+00:00,L7,304.83,319.28,333.47,339.63,352.79,364.16,359.30,354.62,382.66,382.21,250.69,373.25
2007-08-25 21:57:35+00:00,L7,304.66,311.09,,,330.83,337.59,320.02,339.27,318.00,314.13,328.84,345.89
2007-09-10 21:57:27+00:00,L7,305.07,307.89,321.28,,337.09,329.92,223.75,232.24,229.90,247.56,239.58,331.67
2007-10-12 21:57:23+00:00,L7,301.87,311.69,95.39,,211.73,230.03,199.42,213.32,,224.79,224.31,283.73
2007-10-28 21:57:34+00:00,L7,,,,,,,,227.29,223.53,229.65,229.07,284.92
2008-01-16 21:57:59+00:00,L7,306.87,287.35,,,142.50,196.05,345.18,340.03,336.55,338.45,344.54,324.47
2008-02-25 21:58:00+00:00,L5,311.90,304.84,,,121.89,185.24,358.03,354.47,351.52,351.33,350.06,345.93
2008-03-04 21:57:48+00:00,L7,317.36,330.98,336.24,,166.81,364.19,372.81,371.31,369.77,365.01,359.61,
