dates,nzd0403-0000,nzd0403-0001,nzd0403-0002,nzd0403-0003,nzd0403-0004,nzd0403-0005,nzd0403-0006,nzd0403-0007,nzd0403-0008,nzd0403-0009,nzd0403-0010,nzd0403-0011,satname
1999-07-18 22:00:25+00:00,,,,,,433.97,,,,,,,L7
1999-09-04 22:00:33+00:00,340.23,368.14,372.53,388.90,388.80,396.17,392.40,399.23,381.39,397.82,405.77,390.45,L7
1999-10-22 22:00:28+00:00,359.69,355.17,371.39,372.96,382.68,369.55,371.16,371.90,361.50,369.52,382.32,423.02,L7
1999-12-25 22:00:28+00:00,345.71,356.10,351.59,,,,,,,378.61,393.25,396.98,L7
2000-01-26 22:00:26+00:00,348.11,362.98,364.25,,,,,,,386.79,384.85,389.32,L7
2000-02-27 22:00:16+00:00,,,,,,,,,,373.72,367.65,379.40,L7
2000-03-30 22:00:09+00:00,333.25,334.04,344.39,,,351.86,373.27,370.43,367.12,372.06,377.85,379.78,L7
2000-05-01 21:59:54+00:00,,,,,,362.57,361.08,365.25,365.75,368.41,373.60,396.69,L7
2000-09-06 21:58:22+00:00,312.34,329.36,321.17,,,,,406.10,397.12,391.59,389.74,393.31,L7
2000-10-08 21:58:00+00:00,347.22,312.98,,,,348.83,383.79,383.97,384.73,403.55,399.58,406.37,L7
2000-11-25 21:57:58+00:00,323.86,329.42,352.10,375.59,391.41,368.57,369.90,367.01,382.66,394.79,402.61,388.93,L7
2001-09-25 21:56:04+00:00,342.59,350.16,367.65,382.22,383.16,393.12,388.07,377.14,371.49,364.78,358.30,362.43,L7
2002-02-16 21:56:30+00:00,332.49,,,,387.58,411.48,392.01,381.80,386.55,388.18,390.64,395.39,L7
2002-03-20 21:56:24+00:00,,,367.59,386.08,386.52,410.65,396.13,396.34,396.95,405.65,406.28,419.09,L7
2002-08-11 21:55:48+00:00,,334.80,,,355.11,353.99,339.99,330.52,337.41,333.10,350.53,363.84,L7
2002-10-14 21:55:19+00:00,318.44,,,,356.00,362.68,342.78,338.97,316.10,327.76,338.87,340.56,L7
2002-10-30 21:55:25+00:00,,,,,357.72,358.16,340.56,335.82,,304.70,324.99,340.37,L7
2003-05-10 21:56:22+00:00,,,,,,,,,,,,325.84,L7
2003-10-17 21:55:51+00:00,307.94,322.60,,,,,,,344.83,355.12,360.65,,L7
2003-11-18 21:56:15+00:00,292.70,,,,,,,,,,,,L7
2004-01-21 21:56:38+00:00,302.68,295.06,307.63,305.01,316.46,300.62,317.33,315.95,324.90,340.14,355.18,360.33,L7
2004-04-02 21:46:54+00:00,,,,316.57,312.71,299.64,314.69,324.53,335.70,342.06,339.80,,L5
2004-05-04 21:47:51+00:00,316.30,303.93,310.93,309.94,321.95,314.31,324.11,327.98,344.14,351.15,345.54,363.74,L5
2004-06-21 21:49:16+00:00,,,,,,,300.19,,354.39,,,,L5
