,dates,per0203-0000,per0203-0001,per0203-0002,per0203-0003,per0203-0004,per0203-0005,per0203-0006,per0203-0007,per0203-0008,per0203-0009,per0203-0010,per0203-0011,per0203-0012,per0203-0013,per0203-0014,per0203-0015,per0203-0016,per0203-0017,per0203-0018,per0203-0019,per0203-0020,per0203-0021,per0203-0022,per0203-0023,per0203-0024,per0203-0025,per0203-0026,per0203-0027,per0203-0028,per0203-0029,per0203-0030,per0203-0031,per0203-0032,per0203-0033,per0203-0034,per0203-0035,per0203-0036,per0203-0037,per0203-0038,per0203-0039,per0203-0040,per0203-0041,per0203-0042,per0203-0043,per0203-0044,per0203-0045,per0203-0046,per0203-0047,per0203-0048,per0203-0049,per0203-0050,per0203-0051,per0203-0052,per0203-0053,per0203-0054,per0203-0055,per0203-0056,per0203-0057,per0203-0058,per0203-0059,per0203-0060,per0203-0061,per0203-0062,per0203-0063,per0203-0064,per0203-0065,per0203-0066,per0203-0067,per0203-0068,per0203-0069,per0203-0070
0,1984-05-08 14:32:57+00:00,156.20684557192962,151.83348793846443,160.5671159970196,,,,,152.43173299996718,157.66375941159836,173.58239287425843,162.9387587725262,149.58928631830764,141.34134834993716,131.68937097498994,137.65644835050898,145.5502178406715,152.1558513504324,158.71836737772614,144.1729487355524,146.9279292936485,151.55953687045104,,,160.76034454167205,167.29478161720908,184.92353571531123,169.40659170059376,169.35882193778446,158.38579079717385,150.91348364980547,153.1893548620992,148.08414883174746,142.02333484487622,140.4282278827087,122.95892258866355,130.68318267396046,133.23772829292193,136.42170541183114,139.27761935533402,143.50394026264942,152.3877319415194,154.35035342263188,163.84160233140088,167.997287197132,168.15169169751238,154.8816205187564,143.10205709520645,147.9896632147975,134.7683409058586,134.37124342572935,146.3969292142846,150.07731702496926,148.37425544404272,146.3909375289747,155.30867439323555,158.90072751832787,171.2505470754056,170.06502644770606,164.4595677098035,182.2780650039706,185.8219905726527,174.3624184039517,195.83439610924214,201.9178729846259,188.62009004316238,190.23341981805567,180.40877056763128,186.39058745796817,173.00450764917315,177.60715063490437,185.7650904612088
1,1985-03-24 14:35:57+00:00,165.94150015228075,157.21230220259235,157.839762650978,177.70310856516264,160.8597090754929,144.863044006169,135.18629348788016,142.81615986892052,141.2748187143925,148.09718139516733,134.37685932009168,147.2362319314085,144.8374023157348,135.04087968884966,148.17882960902523,158.70959669581546,163.46989296566753,171.44805176368448,163.40665860589326,164.75468900137912,174.57684480353603,188.0504001274295,189.99400169728247,181.21592075051163,208.79710418633533,209.14900234985654,204.4574612727681,200.92536736002464,189.07454993778666,182.64879134545657,175.13673226324738,177.4198594193802,167.51404881344058,137.65771874713334,150.5822221944706,158.5391757353134,152.66695635464197,169.46509696616232,163.47253775320883,156.23823332418962,174.5499601273485,186.15911964333057,182.1569847413206,200.173113130001,197.7052729324777,179.1199898661968,180.08626746915505,169.84217626401414,168.36906077100167,162.28171587417188,154.3697897095373,173.557626561567,168.7275772009714,165.1248627286692,168.09500218012107,164.01428058984237,167.65755745899475,146.3697976058181,168.23482157029042,180.9914958269322,168.18852165541108,186.7365656772533,189.6496728278199,207.51134669916257,194.05006950724922,188.53474913505917,200.01271520960861,191.99530803133814,182.02224902165503,174.5850128607652,191.054944730207
2,1985-04-09 14:35:54+00:00,165.9358021179761,156.1561988139044,163.78792482524776,183.2697506023645,162.3743328049613,150.85943150117825,147.694895545826,135.73760302139715,137.8686312218394,155.01082663001142,128.2769737678102,138.7016361903081,142.89534779340397,143.13572289189742,144.79598954407206,155.70566768688585,166.99029351007732,172.7866024971031,150.3849919422205,147.339181510785,173.57227354695115,173.24676165251688,178.97872188507236,177.47624790716029,178.26578924541369,200.46446824361857,201.70720183636433,195.40354571948296,197.9403507078944,185.1600093023158,177.95226185077416,174.03085504623795,172.451822123628,163.14269147834577,146.54051328228024,146.55227272765552,153.93745757445112,154.01196109041547,157.07510437408655,158.2419188451581,163.58808061231733,177.73790356321337,179.92374690224815,178.4032486831145,188.77713693041972,175.35041546316947,161.61534073158464,167.2390090721079,158.48367633823085,163.1844368643547,155.90312823314687,155.04458650569867,163.3704549710422,181.10273158361812,173.71404266174687,168.748046481894,158.17984544108833,161.3021215158294,168.26338339578098,177.20339578776878,181.729605425373,175.14920887416804,187.37265504825632,193.9100679453062,194.09026591509925,183.96916466011686,186.07171052985024,190.8841261098891,182.84643526202137,175.6735554971393,177.0020087349216
3,1987-11-09 14:33:31+00:00,157.24480308983325,152.53935225737817,157.3472684873058,168.9274931384427,151.40031255108306,139.5272003010346,128.48163339059107,126.90879271828801,137.40489597318563,161.11756405998736,143.44964042168905,132.7426142198381,133.71582379177642,146.50326423884295,155.6241150674458,158.35779909568586,164.53584947534958,174.11688134907288,168.0704329349406,164.89955728693383,157.67216725922108,164.5411052962418,189.2514768223572,203.55256736641647,208.2180041499531,209.7981126926571,197.1888604765766,181.9406089912485,181.19335807204052,194.74921602891155,187.09023014415226,173.07065875456902,171.26950737919603,164.69635397008898,158.1490774780595,153.97789046944027,151.93071722801906,151.5281142963431,152.55434953498312,175.29033225440398,177.42211988862297,178.89788739211147,176.45107562267663,164.88509422530592,170.22494060842132,168.8725124690706,178.65975750492072,166.8788303929384,155.84387034454227,143.22363217813563,144.23758117439317,151.26350531552671,158.0553425809954,163.96641786334447,162.79187978002284,140.65757630113916,140.0814253523273,163.607016562593,167.1272504710311,166.67669159002077,176.5972433304587,165.76633840110935,181.01197824875075,184.09742753935762,187.76994654213848,178.51913404057296,186.44297013575508,190.62553332710348,173.35216169035775,179.53633836267176,184.38015124703395
4,1988-03-16 14:35:30+00:00,161.58297367911715,162.59991202666328,167.4057126196903,189.57636709534833,172.28765856612742,156.03581592682778,146.9894936684862,144.4244659700596,152.8765907382676,164.42922150979365,151.7595297003923,144.05951140513577,140.36050523633867,138.2283839021352,142.68734288659184,153.30656668809127,161.34673876569587,172.83163339541673,176.55549358979863,165.4763450738658,164.64847470208014,180.16691289341924,181.09810051211204,189.58918611518538,198.0811606808523,205.7671151283935,205.59679324245292,195.66840609436173,189.10268752466396,187.40531785942716,173.69214486685192,168.50803846210633,163.56707956975316,161.03634532290465,169.41675306237687,159.90647710432006,167.70323299926824,166.56688798477836,172.2104382102429,165.27158910733857,168.42247517899528,167.8699712282327,176.66574935255758,187.47624513040367,188.28737685213127,189.4328321490834,175.3729615559273,157.42355205286606,162.7035350735714,160.07006081680547,139.00934416503046,163.8484585922192,152.7656268588563,154.95439716954604,162.04289973249277,159.33358167926514,161.76101901099284,151.35463001360614,172.86406396217623,177.0893624352307,179.01361036267335,179.55830146009208,194.85501972651358,186.39202433910697,199.50392279834264,192.61416052089015,188.04370692997915,187.30816935378007,184.57474572299523,184.67410911077312,190.45813538463162
5,1988-04-01 14:35:37+00:00,153.23848798382753,136.92417276635484,138.98031397743515,146.5068389231572,126.94889237757258,113.17498860322475,117.04063929634087,116.82170027977048,125.6685853567309,141.43977058108155,126.91383797928027,120.16174658851583,118.44715113798857,124.55349009279803,130.7108943990998,138.63745820003444,156.97692154945062,178.87936126818005,,167.94945274600002,173.77940550413396,178.06573159890692,174.02275389335034,182.2906675562308,194.08202944496546,199.49764848268472,186.8199316684025,180.3525233855998,177.8118227289805,162.60463369269618,160.8454123358364,155.05128808570245,150.66891266702441,147.58872673676487,136.8054825458765,141.93320558152567,143.75333871153893,143.04627504947084,147.72331745269832,139.65122919793407,147.77097937017163,157.8647159880958,165.13657453226057,163.071187957125,169.81975868084822,155.3908531793305,160.13827075476735,158.39581702883333,140.25421596808135,146.77407621332668,147.1138359085471,137.91058140540727,153.7202114645816,140.3695089731528,133.06716493348242,126.65609162441605,154.33174679110928,153.8677570546048,160.60140024205748,162.17589453373301,153.56762307626735,182.45625516853164,177.2257587248236,181.48061246931775,179.766111480524,178.27348456948047,170.20006018704993,174.96034367700042,161.53566552850566,159.66185655457073,171.59084827381093
6,1988-04-17 14:35:41+00:00,163.31162769127675,158.78667441253606,149.77699406745916,166.13081928025807,153.02602597500692,134.17148297716778,125.72762788154463,126.19975249808152,129.5588123279446,144.80275157142677,140.56441580205802,138.25460274208845,143.11394886272402,143.53304995645794,136.022533315167,142.633843707358,176.1271672927729,185.6035659256524,168.02811972357333,148.95759325823448,161.74337718266662,175.3847113013236,170.36308577103176,167.82754304710164,192.26014584820314,206.77036513120672,201.84580570975763,196.63809073817043,192.25131589379052,183.2569271215803,179.52339067445834,174.63348539941305,160.90251485311387,164.22107563019307,159.6371425703945,156.0139264900756,166.00236172556012,156.62850619873885,157.40284035554424,151.64987301701467,154.31394019642727,173.0706808042794,182.24004718817204,174.9556046228825,183.49989817144427,173.43924227088445,173.17684358145257,182.45129688369812,163.49171610512278,152.72905023313749,164.13821650097267,149.86328296836678,162.99740482210876,161.18715491701022,138.10799459603473,145.98317569659577,168.5581622930492,178.63345143303314,166.9572899803937,167.50979610043814,170.47906663326742,187.84563970209678,190.8792465182571,202.69369912696578,188.20648927574075,188.59316623659214,187.7017204806626,184.70705157115296,182.31303438929467,176.18321565076633,179.90960080502896
7,1988-05-03 14:35:49+00:00,154.53940670180302,149.88749048372955,148.41229142021317,158.47787716805163,144.63522046218057,129.85313363169888,126.45809027324415,129.10913740006762,131.7785512276729,146.4820277483474,124.72842743911623,137.14756258698318,137.27066633233343,139.90768201559106,142.03456374981252,144.60335011919702,157.9028311755379,167.77530507258956,168.87641670563852,157.19902921287036,142.7693447343232,145.9721555645702,173.0977375361209,172.27560446143218,173.91973171744624,193.24472430188064,199.4488370352723,187.67187293346547,177.60142070648166,176.79237126122726,180.74898472527917,172.41519473027668,152.9143843908631,149.03959767853428,148.35369625960521,159.45676265470533,163.27435552645585,146.58634335667514,124.85394837619873,145.77037110631412,167.69532109219372,172.47559052835257,159.5106373670575,156.71406807464066,170.3210706831268,154.03428916361406,168.21825863372044,169.96613776663642,166.20215944260187,135.2561105629138,148.76427740268034,141.78568732718972,165.80247237924027,134.8822724221856,121.20083519411581,161.59182277388462,171.65369107382037,173.09575528467218,164.50224979348806,153.5699044636524,170.82692337354607,184.19126397929045,189.81241530589196,186.15374485721847,183.7410398679901,178.25367005219394,186.3087649897525,172.37450833783035,173.0191214255322,168.15974678479228,168.39534189805855
8,1988-06-04 14:36:05+00:00,156.89980917480364,142.0307530008411,146.36031716177283,155.8062534921198,136.38467242827633,119.70506247254275,115.30905251748928,115.5644234388993,117.90063863400376,140.92729372451825,124.77374336082565,126.73114435725927,128.43680962601422,124.98809676579862,120.69526011951449,130.43205498649817,156.73383434978481,165.97168823779924,148.60391187746635,154.24132018922577,153.3495608525944,147.47263574368984,158.4652852484244,168.04028179666946,184.11584850849394,198.4348608474696,183.47880926093018,181.37533596264427,180.2892329713564,177.1916069537014,166.93831115649132,151.7189901574766,143.2605179214488,154.22449064312383,152.94826671484284,150.32866379700712,139.50026446292225,131.72589197520819,147.45556422120367,159.5730280925975,151.80862365376564,152.24764447651174,163.14541476469063,171.14100272200332,178.58955232466042,161.82569862480585,141.09922387577032,137.28214069317093,153.76854535516165,160.87380004309,135.58203201623942,132.01158877558743,132.5845693790307,138.64268022486468,152.1382545966059,161.6312116492237,158.87062803773887,153.79892426075006,141.193095279529,166.90274946604367,166.60421206986265,168.10997396357774,186.5741994561869,177.6048519965192,177.98797302567937,175.8211512391909,176.34507000518465,175.3369646334385,170.87346073304076,163.65408739818338,172.98910212668133
9,1988-06-20 14:36:10+00:00,,115.15760506488505,106.22867561978101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1988-07-22 14:36:16+00:00,163.42745993590722,156.06914350566973,158.33812869527466,170.01625177377116,159.03950416131167,139.6874056235514,123.16791448651263,123.27589226498885,133.58338706633683,142.83511767440334,125.81788326712542,135.04040181384977,122.349836886819,111.19341752828238,131.18336632561437,153.93639994510136,144.1440507209622,140.19548210538713,141.68284465436972,141.92185079381426,135.78769359400923,140.09110040697894,159.20049415902014,185.1887777088916,194.10572873684762,198.74549776255287,180.4155069917756,172.0407108604671,174.44729141932774,163.9066858321272,160.24130495876705,157.08353018222772,151.23277863337034,150.84298394526516,148.49115526896426,145.80771508140154,153.47495670675943,149.53472238845185,142.79019362437657,153.47522920682857,158.38711488836833,156.34229065933613,149.64110797437058,141.53832277890396,152.05936499323275,157.11945262492387,168.32959676981594,155.46971506128165,122.36162707645065,125.00340953050248,144.6752816945606,145.28245554500288,152.52173180424958,143.66304852535805,137.1691063863052,145.2602626460904,138.6154482942387,157.7819332829075,156.31149437251455,154.4400480220538,176.41617437090216,177.97106774655535,176.0257115259603,180.58322422299645,181.55859757193392,182.22903078586435,172.16176218213974,169.76990653386494,166.42146758729112,163.41363159897688,171.3188802257685
11,1988-10-10 14:36:09+00:00,160.22496132535352,149.3940486796968,152.09308597818205,166.49053200289794,143.80445838017732,129.17059226938628,115.19540414983194,103.5612260290874,109.74760923474767,128.81698336443344,123.36005835384582,115.96212496717489,108.56620064223684,112.71070524035066,120.67219116130867,122.81300120030191,144.57693189616583,145.56469921913043,139.01947103331213,140.15754366688327,134.93947285843228,130.61517571696,147.99330530096395,152.48255784273246,164.80969953271307,182.91541067211065,181.44179206402094,161.13145596441677,145.8711206816826,156.88216158735634,156.64459319298066,140.23351414033795,144.93248475027764,141.1411818881704,149.90607414235933,146.46915979835376,136.01112553816577,137.30165915119028,130.1315664290617,128.44954006589373,133.24471745287389,158.48457089727,157.553836796501,149.35803382847243,153.78752149422954,145.61735137085552,134.29632811174636,152.12158563795228,148.65209500119525,134.27081095011542,135.33796340213743,140.4427262290585,128.30705262563936,117.36098429061215,128.4082608657787,154.23804734888463,163.60934866912638,162.85033399436293,167.31394717170184,163.5122117901173,153.5648407955762,178.02147432601328,175.51028206990037,189.02140255297257,177.36215631698653,175.86513331418737,176.82017938801508,174.24722842426016,163.39449390925992,165.32091598516297,174.54743989089755
