dates,nzd0261-0000,nzd0261-0001,nzd0261-0002,nzd0261-0003,nzd0261-0004,nzd0261-0005,nzd0261-0006,nzd0261-0007,nzd0261-0008,nzd0261-0009,nzd0261-0010,nzd0261-0011,nzd0261-0012,nzd0261-0013,nzd0261-0014,nzd0261-0015,nzd0261-0016,nzd0261-0017,nzd0261-0018,nzd0261-0019,nzd0261-0020,nzd0261-0021,nzd0261-0022,nzd0261-0023,nzd0261-0024,nzd0261-0025,nzd0261-0026,nzd0261-0027,nzd0261-0028,nzd0261-0029,nzd0261-0030,nzd0261-0031,nzd0261-0032,nzd0261-0033,nzd0261-0034,nzd0261-0035
1999-12-25 21:59:16+00:00,165.2653333159124,160.82134655683882,154.5784127448802,146.94489173738333,144.68629973542858,150.1967091249049,146.07367609468707,144.39083826342053,151.57998136203176,155.10518390559596,172.37483463864817,166.47659478625147,168.0200338554721,187.97602366388142,183.70520912304264,185.2169379337043,184.12466807064118,179.9494041066945,177.80166249317156,190.99092108962986,175.8371367130943,166.00443130958567,171.21645617613308,176.33999728983457,175.37668886557736,166.78890157813402,160.6862246022181,167.4779090032288,167.23124550354427,173.78972214208386,162.16193856293842,159.6764813999477,152.4679342493602,146.65196866960443,155.58954613294202,136.27504255937632
2000-01-10 21:59:16+00:00,178.48339702089822,162.14237099511337,157.34859101859178,155.38455905248296,160.82105051543783,161.9955303114475,154.91986582990597,149.90340099004314,152.6241141259695,152.33013291374823,163.85767056565535,166.02579602797567,178.92014278188168,190.40930914498048,188.1699631770275,189.1428517271025,184.34604444634772,185.7064259936224,187.7154959254087,182.68380400075003,178.1687450191255,181.89563036382182,186.72179964015984,186.75393743421623,188.14215226818433,183.6274563114655,178.01830997942048,173.66350081157145,180.32201456721532,174.60249080852137,171.5909340060841,165.1150087687156,156.93897335307742,150.65986313611714,147.68450848051575,139.4790886304224
2000-03-14 21:58:59+00:00,161.70029147702652,153.82795521656874,152.2252879205518,145.03875204024166,143.89005836155454,139.00233733041182,140.6719098017784,135.1288231720942,145.6557827692869,153.44080948122752,160.8872663900016,164.86085055482712,164.89985737194584,155.83551899137137,170.61046534149045,177.18762950682657,185.35076399339565,186.07072047320958,179.98313536670256,181.27684839099547,182.8329620482989,186.04183308777849,183.54829457008825,190.02684566452518,192.015445271487,190.05351672681272,185.24811860634048,186.39151179019873,187.60076845500902,182.5217280983369,172.84616003863133,162.49187331202054,153.3996245185866,144.5044113725645,128.34830750864367,118.99027383203295
2000-03-30 21:58:57+00:00,147.73689700667927,152.48889250599834,145.34085612654172,150.33504016639475,148.43348513792756,145.30090503424313,154.34251739961718,150.16646002052778,150.52733564172948,159.78051833835045,158.79843768269123,163.1791249131314,168.77211312173392,174.66634487007852,173.80899463883213,185.2450063483239,187.5234801041318,193.08545830810533,189.30981927092918,187.78552536635365,191.25999512379835,191.26756215919525,194.62623816659,197.45168831043313,195.24162812948168,199.97070007562067,205.61245643011642,202.57317973911753,201.0819883962724,197.24635474600777,185.04687581476878,168.2436889533055,164.36737450709307,153.51034155655452,144.29420838339203,138.8805933364426
2000-07-04 21:58:02+00:00,139.92770575086547,,,163.36581147549776,167.18565869887158,157.45857391063345,151.250284969738,168.5222389392884,177.60530027610733,174.9105045229054,186.3199537488359,179.13083833463446,192.19027431089327,192.044585000883,194.85376688797615,,,,,,,,,,,,,,,,,,,,,
2000-08-05 21:57:32+00:00,130.34593886965126,160.78698065519998,143.41396770647577,141.81834717249342,146.12863643967987,119.33498241437492,124.18846043051177,133.99575645978686,156.2231883995695,162.78200674829776,175.34542121577377,180.059949633542,188.05035338254672,172.7707229644545,192.9684392215826,186.62349060507404,177.0444406794769,186.99606447648554,166.64983290991896,162.1722308905082,,,,,,,,,,,,,,,,
2000-08-21 21:57:26+00:00,182.28729346060322,172.88600662700858,150.9142345081991,146.89166693253196,154.43796175869008,146.84647470837876,154.2095452807426,147.86573340321965,169.21676747132787,174.27093309841106,180.4636274052331,180.9339198981656,177.19653479755556,168.55865193536104,176.52132552531083,193.77433221446006,188.04052532824,177.11544277001087,181.18872759821232,161.30421900094024,167.16994417999845,171.06365083912493,175.6242286737003,182.09461993731765,171.49162768114678,190.0518693101153,180.18642933791972,192.46656145638076,197.11367359616577,184.11126356058165,177.71784512355734,167.9969855325145,149.21064444641362,149.00835039944886,132.0127246172336,132.3457555452697
2000-11-09 21:56:45+00:00,183.52856701872088,173.42215561904626,176.05825547247926,167.22481929350775,171.84181939726062,165.81128998035948,156.21297359213628,178.9846633437891,190.18514770900893,169.51254036925476,179.44193000437906,196.81673020481128,194.29991026815847,203.86091502717437,203.13686973055843,193.30872822438923,177.2029395153604,183.78404106865935,182.13223000407493,189.8177947270539,183.89067519623026,184.51965933746837,191.09540781688972,192.07544400988866,194.41228306559898,197.15855230968,200.64599669706527,193.75846920915413,195.49182546755029,180.21888850922733,165.91135344741465,155.1777279898419,164.23802166102575,153.21594235971338,163.45977405127343,153.05710990485557
2000-11-25 21:56:47+00:00,,,163.1031950893165,146.8254143831255,142.59777289139066,133.218025851904,122.71527936878037,146.25773199304285,164.0216305549081,160.82131281731532,174.01100643774205,171.6635860194514,150.265934793638,186.72397385914903,173.5559958403231,165.97023595741433,155.25568558134628,158.47534409308062,158.05103062416126,168.72814261528325,158.50355336460055,157.04417745778616,166.0943710772773,163.14028352619496,164.29528494343188,177.77993882401591,193.1129637245541,186.3520800996535,173.98178285326034,165.15220726194192,141.20029742785457,128.18752205677708,137.87518441501976,158.01329562603246,164.85080312287025,127.88928471911849
2001-03-17 21:56:40+00:00,144.40968937446803,150.9557206423408,148.97236811150145,144.98737354520372,146.06402679313737,144.71282256485634,140.2458287300146,135.192093486255,148.04080341612377,151.1793723736795,162.74448264715085,175.01503301379,183.63642741364626,178.65736089471574,181.64298354948275,159.89984801667632,167.3965218582416,174.48071405281522,171.89455182121318,161.468683844887,164.60226799670033,175.76423409307952,175.9622204631428,192.33729511268885,186.26223745040218,194.33950344718664,196.2407905710845,198.08100536634944,205.38536715387693,198.66549620496602,186.61731070322207,160.2573559513058,143.01476301973457,142.20026485356465,130.54895478601776,137.35195608125807
