dates,satname,nzd0261-0000,nzd0261-0001,nzd0261-0002,nzd0261-0003,nzd0261-0004,nzd0261-0005,nzd0261-0006,nzd0261-0007,nzd0261-0008,nzd0261-0009,nzd0261-0010,nzd0261-0011,nzd0261-0012,nzd0261-0013,nzd0261-0014,nzd0261-0015,nzd0261-0016,nzd0261-0017,nzd0261-0018,nzd0261-0019,nzd0261-0020,nzd0261-0021,nzd0261-0022,nzd0261-0023,nzd0261-0024,nzd0261-0025,nzd0261-0026,nzd0261-0027,nzd0261-0028,nzd0261-0029,nzd0261-0030,nzd0261-0031,nzd0261-0032,nzd0261-0033,nzd0261-0034,nzd0261-0035
2002-02-16 21:55:18+00:00,L7,,378.92,376.62,375.71,370.89,361.50,369.93,375.01,380.21,384.77,388.36,389.44,384.65,392.54,391.88,391.31,397.16,394.55,391.17,397.96,396.15,399.14,399.10,392.55,396.55,393.16,393.43,396.17,391.64,382.16,369.17,363.53,357.93,353.27,341.88,323.39
2002-03-20 21:55:12+00:00,L7,375.41,367.88,,,,,,,,,,,,,,,,,,,,374.71,328.56,329.60,320.78,,,,,,,,,,,
2002-08-27 21:54:24+00:00,L7,349.62,366.88,362.38,358.78,355.38,350.25,356.31,348.71,342.46,345.69,347.29,359.08,373.30,377.64,382.46,387.08,382.05,373.74,377.27,370.48,364.24,369.54,378.62,376.65,362.77,359.34,371.98,371.37,377.52,370.32,358.84,356.52,331.11,327.73,333.58,255.64
2002-10-14 21:54:07+00:00,L7,380.63,386.06,376.76,370.60,364.18,352.67,367.35,374.47,384.37,380.28,366.30,380.12,381.30,393.68,385.78,389.79,374.53,387.14,388.63,380.76,366.84,366.71,381.02,371.12,370.49,368.35,375.17,377.14,378.51,365.40,352.00,360.29,345.46,336.76,342.07,318.75
2002-12-01 21:54:40+00:00,L7,354.48,349.29,343.68,359.77,361.58,348.86,347.61,350.87,342.77,346.82,342.24,354.26,365.73,371.69,368.63,380.71,376.33,374.28,379.74,383.56,372.98,367.84,373.46,375.67,372.51,357.18,356.61,370.32,371.25,370.41,355.44,353.66,348.46,334.31,333.88,323.08
2003-02-19 21:55:06+00:00,L7,334.96,320.43,330.96,340.47,338.11,343.83,344.15,350.56,255.05,309.18,353.78,357.79,354.68,345.85,350.25,345.92,337.48,355.12,359.89,371.22,361.06,357.60,349.29,346.60,349.85,357.50,351.75,358.84,362.11,346.59,350.85,335.32,311.50,331.47,323.73,305.45
2003-03-07 21:55:10+00:00,L7,346.28,348.21,344.68,341.10,349.76,351.61,350.96,336.93,337.29,334.05,352.29,354.19,368.88,371.14,365.38,377.08,365.86,364.33,376.88,376.59,370.35,364.38,360.41,355.70,362.10,363.23,365.51,365.25,366.09,367.36,352.47,356.71,347.15,351.79,334.66,310.75
2003-04-24 21:55:10+00:00,L7,,,351.40,348.85,339.61,347.98,356.69,351.59,352.56,358.99,366.85,361.84,377.84,383.78,372.62,374.67,378.66,374.65,377.89,383.23,387.86,,,,,,,,,,,,,,,
2003-07-21 21:42:57+00:00,L5,308.79,280.41,293.88,367.28,373.87,346.09,345.31,345.96,373.10,374.66,375.90,369.00,273.82,271.71,255.85,249.90,204.45,206.74,234.83,180.36,204.76,230.21,213.33,369.77,366.90,371.64,374.32,379.29,233.47,237.15,196.30,246.58,201.12,208.35,193.23,194.15
2003-07-29 21:54:53+00:00,L7,320.51,,,,,304.70,267.56,329.16,337.14,335.25,255.47,319.74,282.30,283.05,,,,,,,,,,,,,,,,,350.51,331.85,233.15,215.09,224.55,206.63
2003-11-18 21:55:03+00:00,L7,379.60,375.50,364.16,370.29,359.72,,,347.75,362.55,361.05,377.40,372.83,376.38,384.17,378.29,378.20,381.75,372.24,,,392.87,384.06,381.29,379.30,383.18,382.03,378.81,385.52,381.13,371.29,349.32,,,347.68,332.07,317.38
2003-12-04 21:55:07+00:00,L7,356.41,353.28,346.36,347.95,342.78,352.49,347.22,,,348.95,346.06,347.61,335.91,352.05,364.35,357.78,358.63,362.87,358.83,368.55,,,368.20,370.67,369.21,368.93,371.62,364.99,360.14,363.70,346.73,332.14,335.45,,,310.63
2004-03-01 21:45:26+00:00,L5,,,,337.73,345.15,354.06,351.36,331.04,322.90,331.56,348.14,351.20,343.97,347.65,336.46,351.74,341.27,339.98,345.23,360.48,362.56,357.45,351.37,373.75,375.04,378.47,371.07,362.74,376.54,368.22,365.75,357.34,343.14,332.65,325.61,314.98
2004-03-09 21:55:39+00:00,L7,347.15,336.71,,,329.44,330.49,334.53,335.52,335.59,339.85,352.29,349.05,339.51,339.30,340.11,,,360.14,353.74,368.44,376.29,374.83,374.59,361.71,366.34,376.15,373.60,359.25,,,,349.01,343.40,336.04,336.10,319.13
2004-03-17 21:45:32+00:00,L5,322.54,311.52,334.85,333.33,334.42,324.33,332.57,316.82,325.83,333.92,337.68,342.69,332.26,292.02,341.35,338.02,343.23,355.21,345.04,349.33,363.78,363.81,363.89,352.05,356.88,359.38,352.27,353.48,349.36,361.68,353.86,346.69,328.89,326.13,326.37,313.37
2004-03-25 21:55:42+00:00,L7,,,348.60,349.41,347.24,350.05,350.51,328.99,336.12,361.88,356.73,355.12,,,360.55,356.18,352.51,358.54,356.09,353.79,368.37,360.85,368.84,367.14,362.42,,,,368.26,376.65,375.28,360.38,345.11,339.45,335.71,339.19
2004-04-18 21:46:13+00:00,L5,322.90,300.04,340.07,320.42,317.20,310.64,316.91,316.52,311.95,330.18,328.63,321.27,283.85,283.48,328.54,344.43,338.02,338.85,332.20,339.42,340.59,339.52,359.67,359.47,350.75,359.81,368.11,378.26,372.95,368.52,350.49,341.94,345.84,327.41,203.56,246.08
2004-05-04 21:46:39+00:00,L5,305.60,268.46,263.76,257.58,270.19,275.59,260.25,253.32,246.09,243.80,266.11,265.14,270.37,279.51,253.59,278.81,268.68,279.35,279.55,302.00,313.18,326.06,309.23,314.03,329.80,324.82,325.01,328.33,335.94,311.50,312.77,317.63,261.87,280.92,244.22,266.62
2004-06-21 21:48:04+00:00,L5,340.82,330.14,310.31,313.86,328.40,,282.70,315.81,309.54,258.85,307.11,322.01,333.30,309.12,301.70,313.33,323.62,333.12,307.78,305.66,322.19,344.26,343.60,339.10,335.56,346.96,339.59,377.28,354.39,357.46,330.58,330.87,313.57,304.18,319.01,316.11
2004-06-29 21:55:27+00:00,L7,,,288.42,285.31,274.75,288.72,268.07,313.48,235.86,231.20,249.73,257.82,281.50,,,255.50,203.37,203.10,230.39,170.68,200.26,226.49,222.73,196.31,210.62,359.03,357.63,,235.50,236.02,217.26,252.51,215.97,209.33,197.67,198.88
2004-07-07 21:48:33+00:00,L5,314.66,297.34,296.78,286.99,288.53,311.67,304.18,290.73,229.98,236.92,253.06,246.29,277.64,275.45,257.56,244.30,201.54,204.24,231.28,191.91,207.43,232.34,206.18,213.95,190.15,355.22,370.02,328.38,236.70,235.84,202.19,252.71,204.34,198.51,189.64,198.30
2004-07-23 21:48:56+00:00,L5,304.34,286.27,307.78,363.65,367.27,349.55,347.17,345.87,362.35,334.77,253.50,244.80,269.56,272.23,258.12,248.53,210.85,215.34,243.36,206.90,208.64,235.31,221.17,217.30,187.06,363.42,375.81,363.94,234.90,243.64,201.92,263.40,216.64,205.37,215.74,193.02
2004-08-16 21:55:14+00:00,L7,332.41,306.92,327.65,,,309.52,309.90,287.29,314.20,295.59,262.13,313.53,288.91,285.86,305.59,328.17,,,,,,,,,,,,,,,,,223.55,206.60,189.72,205.23
2004-09-09 21:50:07+00:00,L5,351.08,352.06,363.36,356.48,356.38,352.17,332.59,,,,,,,,377.15,372.72,374.17,379.28,373.86,375.02,371.44,363.39,351.12,370.85,376.93,379.52,364.62,364.13,358.38,357.67,348.40,358.56,,,,
2004-09-25 21:50:31+00:00,L5,347.33,347.88,355.04,351.03,354.30,340.03,325.73,324.44,314.06,331.48,343.97,349.10,345.82,364.37,356.57,361.17,350.10,358.25,357.75,357.57,367.47,365.23,358.25,368.93,370.52,372.57,363.74,360.38,367.26,350.44,335.68,320.00,326.55,317.61,322.57,309.42
2004-11-20 21:55:25+00:00,L7,378.68,368.99,368.79,,,384.85,374.74,369.29,360.92,355.36,379.79,378.46,376.60,379.33,388.46,380.37,,,377.86,373.47,382.52,387.43,378.14,376.69,386.51,381.02,389.03,387.99,383.27,,,362.02,362.93,346.84,347.01,339.80
2005-01-31 21:52:45+00:00,L5,380.60,375.22,364.51,360.04,363.26,357.80,367.52,364.45,382.33,368.59,363.74,365.74,369.94,376.43,377.11,368.20,370.67,376.94,374.22,376.69,378.85,386.87,369.32,368.07,376.62,381.22,383.65,387.75,376.78,376.21,370.32,363.60,369.49,365.94,360.64,350.93
2005-02-08 21:55:59+00:00,L7,329.83,336.56,316.86,331.14,335.58,343.80,332.87,,,293.56,326.47,318.06,300.34,317.48,328.43,323.68,321.91,334.51,346.76,340.67,,,345.39,338.36,347.27,351.95,344.47,356.07,349.88,339.90,346.79,347.65,334.68,,,
2005-02-16 21:53:01+00:00,L5,347.51,361.19,357.66,355.32,369.74,375.13,370.82,366.71,382.00,375.77,383.22,364.93,367.33,377.37,370.90,352.65,350.66,369.71,373.96,371.31,374.24,379.27,371.23,355.79,349.96,354.56,363.48,372.17,360.05,355.28,365.57,364.52,358.69,352.34,356.65,343.32
2005-02-24 21:56:05+00:00,L7,343.03,348.84,339.74,337.87,336.33,,,332.91,329.06,336.66,346.21,347.43,338.98,353.10,356.45,351.17,346.77,352.29,,,348.25,361.87,355.20,340.91,339.48,352.57,358.30,359.60,355.93,356.28,349.61,,,342.19,335.27,323.28
2005-03-04 21:53:16+00:00,L5,346.45,364.11,365.37,359.20,360.05,355.72,356.81,357.64,355.56,358.64,357.68,351.91,361.28,370.27,366.87,355.21,358.67,363.80,360.45,362.41,355.24,354.93,350.45,342.48,336.63,353.03,365.05,373.77,372.76,368.99,371.11,356.38,350.72,344.16,348.24,339.26
2005-03-12 21:56:08+00:00,L7,326.68,275.24,292.15,281.79,335.01,345.88,349.89,345.08,342.96,,,351.02,345.98,351.48,350.58,347.14,309.49,317.74,333.70,332.36,,,,,,,,,,,,355.29,242.54,203.80,188.15,
2005-04-13 21:56:00+00:00,L7,342.91,,351.75,356.46,354.34,357.68,357.11,353.18,344.35,339.90,,,343.72,341.87,359.55,345.56,365.14,350.72,363.88,356.45,352.98,364.04,,,,357.01,357.22,368.09,370.16,366.35,352.86,351.88,357.08,355.11,349.39,345.56
2005-08-03 21:55:49+00:00,L7,,284.98,295.59,339.93,335.90,331.21,339.78,,,233.80,250.30,321.45,269.37,278.05,256.06,332.27,324.11,334.58,339.91,,,,,,,,,,,,,,,,,202.66
2005-08-19 21:55:44+00:00,L7,337.91,336.84,334.23,332.62,334.06,336.83,341.11,342.43,340.21,329.78,,,,290.78,335.98,346.20,347.33,344.61,351.01,343.91,342.94,349.89,350.22,,,,352.83,340.73,356.17,357.66,344.66,340.16,338.48,333.82,223.38,259.41
2005-09-12 21:54:34+00:00,L5,387.41,373.47,371.01,366.39,371.77,383.64,380.14,368.91,369.88,367.03,373.70,378.94,366.72,370.78,381.26,381.92,375.86,375.45,383.88,380.74,383.89,386.36,385.17,384.54,389.71,392.60,396.82,389.11,392.21,381.40,379.83,364.54,356.25,346.87,347.68,337.05
2005-09-20 21:55:30+00:00,L7,348.40,,,,349.79,344.93,350.34,347.55,351.07,355.06,344.74,349.51,350.89,355.62,,,,364.01,359.23,359.64,363.33,349.67,358.45,359.96,364.18,364.32,364.58,370.28,,,346.44,332.09,323.57,316.45,315.40,295.59
2005-09-28 21:54:32+00:00,L5,347.83,348.05,348.77,348.64,356.99,351.64,352.83,359.00,358.18,352.58,344.26,358.44,355.22,360.34,360.16,357.07,364.98,347.43,349.78,358.11,365.16,358.66,360.92,353.47,360.56,367.23,367.95,362.06,367.85,342.82,338.85,330.32,324.40,321.33,312.76,289.91
2005-10-22 21:55:39+00:00,L7,383.59,375.44,371.35,364.46,362.58,373.53,377.73,372.68,366.73,381.60,378.22,,,389.99,390.48,381.14,387.13,386.34,370.73,380.87,377.91,374.17,367.41,370.23,,,371.96,370.14,385.23,372.23,350.85,333.73,336.17,332.65,334.70,327.16
2005-10-30 21:54:27+00:00,L5,347.09,344.88,338.35,320.27,264.90,,347.59,365.38,366.65,360.94,361.35,365.91,375.92,365.93,358.18,349.23,355.13,348.16,347.69,356.49,374.37,366.76,365.70,357.52,372.47,373.93,349.43,359.04,363.70,329.42,326.76,322.66,323.33,321.13,274.82,252.02
2005-11-07 21:55:51+00:00,L7,381.64,377.63,370.96,369.03,367.86,,,380.58,375.16,373.95,377.46,377.59,379.20,379.35,374.28,374.57,377.80,373.20,,,357.29,365.09,357.28,363.90,368.18,376.66,370.72,375.36,379.50,376.66,355.25,,,349.30,338.68,330.27
2005-11-15 21:54:49+00:00,L5,346.60,332.04,325.51,322.37,325.37,331.03,336.30,331.48,341.96,333.61,316.57,346.66,348.86,354.90,340.20,336.04,337.66,339.61,337.85,337.56,348.84,352.94,349.22,352.57,353.26,359.36,362.48,345.65,354.38,354.19,331.04,314.99,309.71,306.03,312.31,310.34
2006-01-10 21:56:16+00:00,L7,348.76,347.98,340.48,338.19,339.70,347.19,347.80,349.93,352.44,353.66,,,352.97,369.94,364.65,368.13,366.92,367.73,365.43,370.81,364.61,361.08,365.86,,,,373.41,370.43,368.52,363.85,356.93,346.61,343.28,337.95,328.17,313.92
2006-01-26 21:56:24+00:00,L7,340.73,337.30,,,349.44,339.45,341.44,352.13,347.42,344.73,314.12,349.27,354.93,354.58,358.43,,,,362.56,353.53,358.55,367.27,366.77,367.73,367.69,375.94,371.46,368.10,349.03,,,341.85,331.41,330.50,326.38,321.47
2006-02-03 21:56:42+00:00,L5,365.55,365.88,359.35,357.24,371.13,361.00,362.58,372.80,368.62,369.41,375.37,382.73,380.42,385.38,388.51,377.77,378.79,394.63,393.59,385.57,388.86,395.12,394.20,399.67,393.26,397.67,401.30,394.70,382.15,379.81,383.33,366.19,353.93,352.58,349.22,346.99
2006-03-15 21:56:31+00:00,L7,334.53,321.05,,,319.11,322.95,317.17,319.81,319.11,263.51,273.13,330.12,324.51,296.62,291.11,,,,343.93,339.06,342.20,345.62,338.74,351.22,352.03,359.52,358.59,364.03,,,,331.50,332.26,328.37,318.90,266.41
2006-03-31 21:56:30+00:00,L7,334.99,,,,334.45,331.44,332.62,334.93,334.01,335.66,334.55,348.83,348.22,345.74,,,,366.70,362.64,365.73,363.32,359.69,361.96,365.16,359.78,359.53,365.44,363.31,,,358.17,340.32,336.73,324.64,317.74,284.84
2006-05-18 21:56:30+00:00,L7,,,375.81,369.62,368.94,359.21,348.19,349.42,356.05,,,297.49,269.00,285.30,382.27,386.06,355.58,368.86,384.51,391.48,377.15,386.40,,,382.03,389.09,391.32,389.47,383.41,383.08,369.16,360.93,347.15,334.25,222.86,
2006-06-19 21:56:24+00:00,L7,312.97,274.93,293.23,370.02,,,,337.76,342.06,357.55,358.71,251.16,272.99,268.81,253.27,269.45,199.22,362.57,348.77,,199.85,383.01,369.61,193.70,361.34,369.76,372.97,364.61,234.92,380.93,379.03,324.67,,205.17,206.26,190.38
2006-06-27 21:59:12+00:00,L5,313.06,295.92,295.08,308.86,313.90,329.94,326.73,324.20,311.18,336.51,251.22,274.70,265.83,282.04,267.95,297.67,205.83,211.84,235.27,206.49,209.81,237.47,213.80,215.34,335.78,333.26,346.99,322.10,235.95,243.21,211.19,273.69,216.16,205.50,206.09,201.56
2006-07-13 21:59:26+00:00,L5,307.71,300.36,303.29,301.12,313.60,316.54,317.66,314.55,298.01,240.57,250.74,273.70,264.05,279.65,263.08,310.61,206.31,213.42,236.38,181.28,,,,,,,,,,,,,205.97,211.75,193.60,200.46
2006-07-21 21:56:09+00:00,L7,,281.88,,,292.65,334.05,329.16,324.21,347.97,340.88,250.97,251.25,283.55,272.72,253.25,,,208.33,239.59,200.65,205.57,225.67,360.32,365.76,371.45,367.93,367.37,356.19,,,205.92,278.49,228.86,213.27,185.61,198.33
2006-11-02 22:00:44+00:00,L5,349.12,342.72,336.84,340.26,329.15,341.64,346.96,336.57,337.63,349.30,351.77,348.20,357.39,367.98,363.03,353.11,365.98,353.75,351.94,356.45,347.43,361.27,366.72,373.12,372.24,370.16,371.64,373.89,375.08,372.93,356.89,348.92,337.88,329.38,322.11,323.56
2006-11-26 21:56:28+00:00,L7,,272.70,277.30,260.83,,,241.36,,,,,,,,,,,,,,,247.75,244.31,262.45,265.08,280.67,281.99,261.84,233.99,224.98,,,,222.66,202.34,251.98
2007-01-29 21:56:45+00:00,L7,,,351.99,350.60,347.84,360.05,371.42,372.73,361.55,356.65,356.21,355.94,356.87,,,372.34,379.51,369.45,347.03,366.53,355.72,365.77,369.21,377.26,381.51,379.27,,,388.26,374.19,392.05,381.62,348.87,343.56,341.96,324.75
2007-02-06 22:01:24+00:00,L5,347.71,349.44,343.59,339.85,342.20,347.05,356.67,368.53,355.99,360.97,359.62,355.07,369.40,376.79,368.24,380.96,379.25,363.73,369.92,378.73,375.64,374.68,372.43,368.44,377.52,388.72,387.64,390.61,386.89,399.40,398.43,367.69,355.00,347.01,341.70,334.59
2007-04-19 21:56:55+00:00,L7,,317.45,324.02,313.52,328.76,330.17,333.76,330.95,332.95,336.09,338.81,340.24,,,345.73,357.12,355.32,355.00,344.50,338.55,338.69,332.16,341.90,340.52,345.71,,,364.03,366.03,365.76,360.56,359.11,355.44,344.65,335.85,283.20
2007-09-26 21:56:11+00:00,L7,328.61,323.26,326.33,321.25,326.83,330.65,329.67,320.27,319.58,,,,298.86,335.52,344.76,354.05,348.21,355.15,351.52,350.79,350.59,341.00,,,,363.67,369.99,366.53,375.15,371.04,361.02,358.75,351.24,341.43,334.42,307.76
2007-10-28 21:56:22+00:00,L7,316.48,316.25,307.81,295.00,299.14,,,,305.25,305.76,299.37,298.13,310.26,319.24,329.77,339.18,335.21,340.05,353.03,,327.60,338.65,354.21,347.41,342.75,341.37,345.56,343.78,347.43,346.90,326.33,,,,309.71,296.07
2007-12-31 21:56:47+00:00,L7,380.35,370.15,,367.08,369.17,376.80,370.27,372.33,362.73,370.95,376.21,368.79,380.42,388.08,385.75,,390.29,375.71,390.95,395.78,388.90,362.63,385.71,388.40,382.31,366.07,382.79,,,381.52,375.98,356.89,360.21,363.35,365.03,366.69
2008-02-01 21:56:45+00:00,L7,351.49,351.28,345.54,341.64,334.17,343.43,348.30,,,355.92,271.29,250.55,269.41,270.32,254.94,281.50,313.03,361.53,366.25,374.17,,,377.73,378.58,375.48,369.27,370.81,364.72,359.03,362.57,347.68,332.34,336.34,,,339.98
2008-03-20 21:56:34+00:00,L7,333.39,,328.78,308.84,325.65,327.86,324.02,,,332.75,327.61,324.71,300.57,291.07,328.05,335.72,336.76,342.92,345.41,344.22,,,344.63,351.50,353.83,345.89,342.23,347.84,350.07,346.56,346.45,343.70,332.66,,,325.29
2008-08-27 21:55:30+00:00,L7,342.33,,349.31,341.61,327.15,331.30,340.24,329.48,333.26,331.21,,,340.01,362.34,366.05,360.58,356.48,369.82,374.25,376.94,380.73,384.70,384.45,,,386.77,381.12,376.60,380.52,368.82,350.59,341.23,331.65,330.46,330.65,
2009-03-23 21:56:39+00:00,L7,,,,,,,,,,,,,344.22,347.09,364.96,369.70,360.68,360.68,353.63,350.58,348.26,352.40,356.17,,,,381.58,384.22,365.58,360.43,348.72,343.94,335.42,333.17,330.07,316.48
2009-12-12 21:57:01+00:00,L5,349.25,343.61,331.40,334.17,331.81,339.34,337.53,336.46,327.04,301.34,347.61,350.84,340.74,342.34,347.27,348.71,359.92,360.83,350.14,331.70,,,,,,,,,,,,,,,,
2010-01-05 21:57:48+00:00,L7,380.07,371.98,369.59,366.60,361.93,372.06,363.79,366.91,,,363.31,369.56,378.70,375.87,372.67,374.27,372.01,384.00,378.86,352.04,358.46,,,371.87,368.66,364.15,369.66,383.81,386.16,378.36,341.07,322.89,311.02,318.90,,
2010-01-13 21:57:13+00:00,L5,334.68,330.66,322.58,328.72,329.40,338.03,329.04,325.10,322.61,330.23,340.56,339.03,347.04,347.10,347.51,350.09,347.07,359.31,354.65,332.16,340.95,346.72,347.78,345.18,348.51,337.92,348.21,348.93,354.98,333.87,321.09,295.79,296.76,306.39,317.77,319.81
2010-01-29 21:57:17+00:00,L5,327.09,327.44,309.12,304.77,309.83,309.83,303.13,268.80,277.82,298.77,326.78,331.94,335.31,344.43,344.42,336.71,348.30,352.28,340.28,329.12,323.88,322.33,324.58,328.72,333.94,340.11,350.95,355.30,357.37,334.40,322.58,304.25,293.95,293.11,293.76,290.22
2010-05-13 21:58:33+00:00,L7,,291.65,310.79,340.76,,317.96,322.00,323.81,227.62,245.99,341.22,332.03,,,290.51,337.15,352.80,344.80,334.72,219.40,256.17,241.70,231.42,348.21,,,,311.03,238.44,324.01,292.81,279.08,239.90,212.26,220.95,203.65
2010-05-29 21:58:33+00:00,L7,,,340.09,344.81,359.00,345.78,349.34,344.50,348.51,361.92,364.69,360.08,292.05,,,366.30,371.63,358.22,363.73,368.40,368.71,371.49,369.71,334.36,171.45,,,,344.52,356.55,348.56,340.81,330.12,210.43,223.96,205.82
2010-06-14 21:58:34+00:00,L7,,281.50,307.02,309.11,,,341.38,340.09,228.83,355.13,340.71,336.60,273.94,274.31,348.84,346.20,205.14,,,205.45,206.73,227.09,218.80,342.62,354.09,338.10,344.44,326.45,242.30,253.20,,,214.78,208.69,215.75,188.72
2010-06-30 21:58:37+00:00,L7,331.76,301.83,299.82,345.43,342.47,,,356.37,350.35,343.25,255.11,265.12,283.93,286.38,259.77,359.97,369.14,369.55,,,,,,,,,,,,,,,204.89,211.09,223.19,198.87
2010-10-04 21:58:41+00:00,L7,360.42,367.33,368.71,363.65,362.61,365.20,369.47,380.93,376.73,,,374.95,364.85,372.68,377.59,373.03,370.40,373.67,367.57,363.51,356.93,,,,347.25,350.04,341.90,335.93,356.94,361.90,333.84,324.29,326.45,325.39,329.80,
2010-11-05 21:59:01+00:00,L7,349.90,343.62,330.59,340.72,345.57,,,337.41,345.75,343.52,351.77,344.27,348.17,347.94,354.77,348.20,345.21,346.94,,,340.06,336.02,346.38,345.02,336.99,326.40,322.94,323.52,325.17,323.76,315.45,,,295.82,292.88,285.75
2010-11-21 21:59:14+00:00,L7,,338.74,339.05,336.34,334.53,350.53,310.80,342.84,350.97,343.94,349.79,,,,344.74,347.18,348.57,348.05,348.20,335.92,336.96,335.87,336.47,343.90,338.41,,,330.28,328.75,325.99,323.21,315.31,306.95,299.75,304.25,283.51
2010-12-07 21:59:24+00:00,L7,355.56,354.08,349.61,350.24,355.38,341.40,331.01,,,353.79,349.76,346.72,358.68,354.17,359.67,353.91,356.09,357.85,356.77,354.77,,,342.26,345.52,348.57,331.69,337.89,331.42,346.21,331.71,322.00,317.79,,,,298.15
