,dates,jap0236-0000,jap0236-0001,jap0236-0002,jap0236-0003,jap0236-0004,jap0236-0005,jap0236-0006,jap0236-0007,jap0236-0008,jap0236-0009,jap0236-0010,jap0236-0011,jap0236-0012
0,1984-07-06 00:50:57+00:00,160.66123855855358,184.7817303225535,196.5765009815462,206.95436258220786,210.0526481018366,207.6251688689005,196.6939688526346,185.27688536308062,185.37850587590458,174.05423527950734,173.13001062391652,174.15240280503102,163.213729936941
1,1984-10-26 00:52:25+00:00,169.36012949573734,182.88889501264617,185.72883408264607,193.587529038385,194.99897413639465,195.7985462906951,188.20977263409594,181.36523179817544,181.88963500840322,176.15231751866745,173.80695759154239,167.95163691081797,166.9867358229181
2,1984-12-13 00:52:28+00:00,175.6707535984631,183.0403899836544,198.9711034859437,207.19575446026641,201.9122120902833,197.14873969809585,193.59377525235988,190.39161118775212,180.35698811139184,173.61843091295958,171.00531541122564,167.2495041432917,160.9665118923706
3,1985-01-14 00:52:44+00:00,197.23332299869952,209.29428576620143,206.96957426540877,220.82845972208975,213.44116250734956,211.62611983621508,202.8748914271364,195.14238618115604,188.768746257312,181.34109880554223,175.52967165622243,176.7940700154806,171.16272261234383
4,1985-02-15 00:52:50+00:00,201.88676476441327,214.42407124043064,219.20793330206874,220.30714493579416,209.97353229202415,196.37623437367205,192.8276782882307,188.03539094262348,183.85305201205568,176.31975348987754,169.87635477280554,173.62740348071014,160.40862594771235
5,1985-08-26 00:51:56+00:00,206.54003520932406,215.30261099818125,227.8019825091451,222.5015496422124,205.63861846447398,209.74153903938048,205.67952595580357,206.35311907841134,186.38237881982295,170.5794096278627,162.1378195452839,167.54255866346566,165.5082023296515
6,1986-01-17 00:49:45+00:00,211.55543942542033,220.03219111407566,228.44355499577017,232.83429267592527,224.0327543265318,214.6913698753284,208.25693217301875,199.92651678835057,187.77469215842808,181.95472373285108,177.06486576368047,172.18121902197603,156.96256040804826
7,1986-06-10 00:46:19+00:00,196.4944810367647,198.77084948326996,198.35304811036502,214.48602916686838,208.60446232489642,202.26831724733668,186.88633745301445,185.08748674117453,179.58361077007376,167.61105030265065,165.74026800192067,165.0117964733615,162.56129588114243
8,1986-06-26 00:45:48+00:00,190.1477926433289,205.23672964840367,201.48312292719913,214.88011670083756,204.58794894371272,201.20696115662443,194.89116315185044,189.133741573593,180.19661141197128,161.25893223807637,160.410556808691,146.6710475604414,157.13530536135835
9,1986-07-28 00:44:43+00:00,199.49844964975074,203.52840122656704,205.53530850575555,210.55201454158805,208.00838506580746,206.84176053873793,191.1312850160295,178.1642878755847,168.80696520250345,177.2237210219631,165.61138942015162,156.00415216645797,149.25075446920093
10,1986-10-16 00:41:58+00:00,235.87049163987527,252.65043892973006,254.33952505018198,231.33098108546733,201.0900784200628,191.41286929890276,192.81198069852252,178.25610398691828,178.00467325928273,173.99563632281897,176.88677123337882,172.35112482418623,151.26184357890224
11,1987-01-20 00:42:14+00:00,213.34092265565812,221.8668772339037,239.62889949756084,233.7472559209785,218.9412058798282,198.5264313391307,190.63252926158708,176.76800437818673,167.0052386271643,156.99232705070375,155.49748261918234,159.76038786182255,149.51980938427081
12,1987-01-27 00:48:37+00:00,218.9505573169571,223.35160771162893,229.8387447913954,229.28166488829822,207.52254998566974,199.0569910239745,194.08193771638503,176.93249059905028,160.99531919359134,150.025563170211,162.20848665218585,161.0057221918156,147.36918409494592
13,1987-02-05 00:42:47+00:00,215.37423895260446,220.3533200415406,231.71700003777136,223.72450670445988,210.44833928129026,199.09289433612884,191.2914295285915,176.5150439508041,164.02193234312486,150.8341503536373,160.4176795648656,153.96667863411807,138.2897039539115
14,1987-03-09 00:44:02+00:00,194.7551427501355,203.43770950517404,222.76588281401803,226.0782735213094,212.19443944603992,197.42322289223347,188.2779277810332,170.83857042420615,155.07962808280584,150.40794207888786,153.6514668811986,152.51662083051565,152.24538256690096
15,1987-08-16 00:48:28+00:00,206.7372026954908,216.65337155063116,226.6010103355198,230.57371686004774,210.13134093772342,217.06968237063057,204.96696592516273,191.91891561484195,176.16135525367795,176.8637386519045,162.64080136406463,159.9014111614237,152.83540721915222
16,1987-12-22 00:51:03+00:00,204.18231930665084,217.31863254237157,228.21442837555193,241.68971918058756,233.39639558705147,229.93732457285478,222.2854992731519,221.36716368786898,212.25578718750563,201.88033758424922,193.92232383052504,186.71483916457527,179.25967593634087
17,1988-03-11 00:52:17+00:00,213.08637599898714,215.4741959208083,226.47515508669744,234.3552081330108,223.71546749051896,213.78163897273708,213.1504311392922,201.8575661857885,182.13101593532056,175.59053468074666,169.68861870047817,169.8831734763246,156.15553536031678
