dates,satname,nzd0443-0000,nzd0443-0001,nzd0443-0002,nzd0443-0003,nzd0443-0004,nzd0443-0005,nzd0443-0006,nzd0443-0007,nzd0443-0008,nzd0443-0009,nzd0443-0010,nzd0443-0011,nzd0443-0012,nzd0443-0013,nzd0443-0014,nzd0443-0015,nzd0443-0016,nzd0443-0017,nzd0443-0018,nzd0443-0019,nzd0443-0020,nzd0443-0021,nzd0443-0022,nzd0443-0023,nzd0443-0024,nzd0443-0025,nzd0443-0026,nzd0443-0027,nzd0443-0028
1999-10-27 22:19:03+00:00,L7,437.82,401.90,376.07,366.52,359.57,356.35,353.15,348.94,346.88,349.91,352.93,357.04,364.50,367.77,362.81,355.13,352.61,349.72,353.21,347.61,344.50,329.26,324.10,321.19,335.56,334.84,329.06,326.36,318.70
1999-11-21 22:12:47+00:00,L7,,,,359.01,351.50,348.52,351.35,349.98,356.08,355.37,359.94,362.91,366.31,366.13,361.32,348.98,350.00,350.39,343.82,335.38,330.73,328.03,318.74,310.71,312.47,323.61,317.98,308.84,313.10
1999-11-28 22:18:56+00:00,L7,631.69,330.63,372.25,362.00,356.37,363.22,356.64,355.15,351.78,362.10,360.99,362.83,366.90,368.78,366.84,359.45,354.39,349.69,346.14,335.11,336.23,335.21,327.65,322.86,321.14,334.35,328.85,329.75,335.44
1999-12-07 22:12:53+00:00,L7,215.01,,,342.32,353.46,349.01,351.34,353.35,350.25,354.11,356.72,359.32,355.83,360.18,352.72,346.17,338.98,332.37,331.56,327.44,328.61,322.40,318.05,309.07,313.37,316.62,319.47,322.29,321.33
1999-12-14 22:19:07+00:00,L7,631.06,337.53,379.51,361.12,353.67,348.62,350.05,354.81,358.08,359.58,360.16,362.68,368.27,370.43,365.66,359.35,357.50,356.40,357.67,348.65,349.23,344.56,334.42,333.56,337.27,350.53,333.84,333.34,334.98
2000-01-24 22:12:47+00:00,L7,355.35,337.62,382.53,392.66,372.97,370.09,356.13,360.87,368.22,371.76,365.12,368.69,375.42,371.27,359.15,354.64,354.41,353.99,356.95,354.83,,,,,,,,,
2000-02-09 22:12:43+00:00,L7,,,,,,,,349.98,351.55,353.58,358.01,357.18,360.33,366.52,360.14,349.46,347.85,348.63,347.59,345.06,343.17,336.99,331.40,319.09,320.68,338.44,330.44,338.90,334.06
2000-04-13 22:12:18+00:00,L7,573.06,503.05,390.07,374.93,381.90,363.34,353.63,357.85,352.82,353.62,355.72,361.37,367.51,372.40,361.16,353.16,344.96,348.45,346.40,344.18,345.64,343.40,339.72,333.56,334.08,339.47,331.68,341.15,334.32
2000-04-20 22:18:27+00:00,L7,,,,,,,,,,,,343.56,352.95,361.81,345.45,340.16,344.55,345.07,344.62,344.63,342.23,334.66,328.04,324.58,324.27,335.19,329.83,328.08,309.95
2000-05-15 22:12:06+00:00,L7,536.45,,,363.93,357.46,350.60,339.97,,,334.62,337.60,340.64,340.29,348.99,331.42,326.65,325.05,324.85,330.03,322.98,319.97,324.50,327.66,320.96,321.29,331.47,324.41,318.11,308.79
2000-08-03 22:11:07+00:00,L7,,,,,,,,,,,,373.71,380.56,383.62,370.27,357.37,344.07,349.26,348.09,340.82,335.45,333.47,334.18,319.61,315.42,332.69,322.82,326.21,209.46
2000-08-19 22:11:01+00:00,L7,608.39,,,,,,377.90,366.52,368.50,360.93,361.84,364.36,373.34,375.70,369.64,360.75,360.48,358.67,366.79,359.73,356.93,353.58,339.79,334.19,333.41,341.15,333.50,335.40,322.25
2000-09-04 22:10:46+00:00,L7,,,,,,,,,358.90,357.34,355.65,360.16,362.91,366.04,356.55,349.19,335.23,334.91,334.65,327.65,318.61,327.07,325.05,316.11,318.29,324.66,316.41,311.79,295.39
2000-09-20 22:10:27+00:00,L7,553.36,518.12,449.90,449.59,404.02,374.33,363.77,360.87,356.44,353.21,357.94,361.01,360.94,364.53,354.88,345.30,338.19,331.24,338.07,343.41,347.47,337.27,335.56,320.63,314.30,332.95,327.05,323.17,316.10
2000-09-27 22:16:36+00:00,L7,543.68,505.71,398.75,395.66,387.08,368.84,354.35,355.88,348.53,349.53,351.02,356.12,360.69,360.99,353.44,346.37,337.65,338.25,333.50,331.04,336.99,344.33,337.24,320.26,311.95,314.62,322.49,328.93,324.34
2000-10-06 22:10:23+00:00,L7,522.14,498.18,448.23,399.68,383.21,372.54,350.57,342.22,334.14,344.08,338.50,341.72,347.33,352.93,346.49,344.14,342.19,341.68,343.36,335.03,337.45,334.27,331.61,310.46,307.99,319.69,315.74,315.30,306.68
2000-11-07 22:10:17+00:00,L7,506.27,474.49,433.05,406.14,426.29,410.93,388.44,366.58,355.67,353.68,354.38,355.84,364.71,364.95,362.72,346.29,349.62,349.63,349.97,333.46,332.24,330.37,326.43,319.97,326.29,330.06,316.54,312.03,310.11
2000-11-14 22:16:30+00:00,L7,495.46,463.96,422.52,403.92,418.78,408.15,388.07,362.75,351.00,349.82,340.59,343.15,352.23,355.77,346.74,343.33,337.35,334.81,335.33,327.94,330.01,328.31,325.84,314.03,317.73,325.38,311.30,306.92,308.98
2000-12-16 22:16:35+00:00,L7,515.61,482.83,389.64,484.90,470.89,433.57,382.26,365.18,359.67,358.41,352.65,362.26,365.75,371.61,363.45,355.08,349.43,354.69,353.14,350.03,350.71,348.01,338.91,332.83,341.17,339.46,336.88,345.98,337.09
2001-01-01 22:16:33+00:00,L7,510.96,488.54,353.02,498.09,460.33,398.77,378.40,364.98,357.50,353.93,358.37,362.43,370.83,378.41,357.86,349.13,348.15,348.88,349.57,342.45,341.02,342.09,333.73,326.37,332.62,339.18,330.13,336.99,334.03
2001-01-26 22:10:30+00:00,L7,489.63,462.05,418.15,432.26,420.10,386.37,370.94,361.46,355.69,347.78,339.53,344.33,351.83,355.69,346.32,339.36,334.63,332.28,332.23,327.06,323.00,323.47,314.77,302.85,309.19,321.51,318.72,323.03,314.79
2001-02-27 22:10:18+00:00,L7,501.84,478.21,418.72,428.22,420.59,403.96,387.38,371.08,367.61,362.31,361.96,363.46,375.03,381.07,370.40,362.85,363.34,360.88,365.09,358.62,360.02,357.88,348.78,340.59,339.11,348.96,344.33,354.79,348.49
2001-03-15 22:10:15+00:00,L7,514.33,494.44,547.49,534.68,488.99,398.59,378.71,375.76,371.41,362.61,360.23,367.65,375.16,377.07,363.44,355.44,350.99,351.90,358.35,355.18,351.69,349.04,340.78,334.42,334.87,349.17,340.80,339.18,336.85
2001-03-31 22:10:07+00:00,L7,525.64,534.51,548.17,469.88,456.27,407.09,384.51,379.61,377.49,381.78,382.36,381.62,386.44,390.92,384.08,371.79,367.28,374.10,375.79,368.99,369.35,370.74,360.45,351.17,351.65,357.02,348.77,349.05,353.68
2001-04-07 22:16:13+00:00,L7,,,,,,380.72,357.12,351.80,345.36,348.96,350.33,350.69,353.15,355.78,347.61,338.33,329.35,331.68,333.92,331.33,334.75,330.62,325.13,309.23,313.38,315.52,313.47,315.47,298.60
2001-06-03 22:09:40+00:00,L7,,,,,,406.28,395.38,373.25,355.50,356.49,355.38,361.52,364.86,370.02,364.06,357.27,355.19,354.39,360.17,355.17,348.36,344.45,347.42,334.50,326.73,332.93,336.71,334.71,332.07
2001-06-10 22:15:47+00:00,L7,,,,,,,,,,,369.76,372.22,381.50,386.29,373.81,372.36,370.84,376.62,380.28,374.18,371.89,366.12,359.92,351.45,351.66,353.85,350.09,353.65,355.75
2001-07-12 22:15:31+00:00,L7,,,,,,,,,,,383.05,387.09,391.91,399.00,390.71,382.86,385.20,385.07,383.88,380.04,379.61,374.68,366.03,355.84,349.43,359.56,352.94,349.36,349.53
2001-08-13 22:15:01+00:00,L7,,,,,,,,,,,368.53,368.45,372.14,378.04,369.93,368.51,366.39,365.27,368.39,360.55,353.60,353.72,338.07,335.07,320.75,340.86,337.68,338.83,336.81
2001-08-29 22:14:52+00:00,L7,428.89,425.61,415.82,403.34,397.67,385.86,384.00,371.26,366.22,361.13,361.70,365.27,369.86,372.08,364.53,354.92,351.86,358.15,356.51,350.13,339.79,338.91,327.60,329.73,339.91,337.81,338.86,344.91,327.10
2001-09-07 22:08:34+00:00,L7,456.05,444.16,438.30,426.14,420.63,408.25,396.67,390.93,378.37,375.44,366.04,371.58,381.39,385.35,371.62,357.99,361.09,368.66,369.34,361.15,353.81,347.81,343.93,332.77,333.59,344.76,337.43,325.50,271.28
2001-09-23 22:08:26+00:00,L7,452.90,431.34,432.68,417.01,412.71,401.57,393.24,384.68,372.87,373.61,369.40,372.47,373.11,373.63,364.01,358.95,357.01,363.00,366.77,364.26,363.03,357.66,354.86,340.56,336.76,347.82,339.92,344.17,340.23
2001-12-12 22:08:38+00:00,L7,,,,349.18,355.25,352.63,349.92,349.66,349.54,346.38,351.63,351.89,348.62,352.02,342.22,336.20,331.50,330.80,327.71,314.45,309.43,301.50,303.51,285.47,297.91,305.87,295.20,297.38,300.80
2002-01-20 22:15:01+00:00,L7,528.20,522.79,478.59,486.12,447.85,389.94,379.40,375.91,378.54,380.79,385.72,394.26,397.55,391.64,383.91,378.64,373.83,375.80,377.07,362.82,371.28,362.09,354.27,341.90,352.20,353.56,348.13,347.31,335.21
2002-01-29 22:08:45+00:00,L7,151.16,,352.58,397.94,393.28,365.86,351.62,357.18,352.84,359.51,361.20,366.44,374.74,379.13,366.29,362.64,356.02,359.73,357.76,349.97,339.73,330.52,332.45,323.90,331.07,332.23,324.59,329.07,315.18
2002-02-05 22:15:01+00:00,L7,494.66,496.93,382.71,444.01,407.88,375.73,371.62,365.05,364.60,362.64,368.73,374.16,377.98,380.40,375.23,365.26,364.87,362.33,354.07,352.41,346.05,340.50,335.89,322.88,326.28,336.52,331.27,330.96,320.67
2002-03-09 22:15:05+00:00,L7,505.25,477.70,418.08,414.75,410.91,378.26,374.31,368.79,370.96,370.40,359.39,364.25,370.82,372.85,365.30,357.59,354.90,352.27,353.40,354.98,355.15,339.47,336.94,329.62,329.85,333.60,330.54,333.98,325.92
2002-03-25 22:14:59+00:00,L7,508.42,477.94,459.55,416.74,403.74,380.27,367.42,369.74,370.92,365.78,366.05,370.05,374.99,380.79,368.91,360.55,354.92,358.14,358.51,352.85,350.92,344.56,338.83,326.64,326.06,336.24,331.32,334.33,333.35
2002-04-03 22:08:45+00:00,L7,521.97,496.92,480.64,426.86,418.52,402.56,384.91,387.91,380.51,383.88,383.79,390.36,395.87,392.90,382.79,378.88,375.19,379.08,379.66,374.78,366.68,359.02,350.04,345.19,343.88,353.18,344.06,354.23,352.87
2002-05-28 22:14:46+00:00,L7,498.33,477.63,459.27,441.44,402.78,405.81,407.34,386.77,367.36,364.46,370.16,374.81,378.30,378.42,370.39,370.64,364.92,369.86,368.69,363.43,365.63,360.40,349.88,340.40,339.92,348.82,342.07,341.30,344.21
2002-06-06 22:08:34+00:00,L7,487.71,466.10,440.95,391.14,384.60,393.03,383.02,369.12,356.74,354.54,350.43,347.28,356.60,358.58,351.91,347.20,345.53,349.85,353.38,348.41,344.07,340.81,343.17,332.91,327.35,338.12,328.60,326.06,305.18
2002-06-29 22:14:36+00:00,L7,181.54,271.96,308.27,314.58,334.70,514.19,,,,,,,,,,328.16,557.23,638.97,626.99,402.01,,,,328.92,,,,534.57,614.74
2002-08-09 22:08:09+00:00,L7,,,,,,,381.89,364.27,350.02,343.46,341.91,351.00,364.37,,,588.95,623.30,623.06,640.29,548.46,511.60,,,,,,,306.93,273.01
2002-08-25 22:08:00+00:00,L7,,,,,,,,,,,358.33,365.09,369.67,377.46,372.70,361.73,360.71,363.88,356.15,358.19,358.47,348.57,345.94,337.90,328.92,343.08,335.38,338.91,320.47
2002-10-12 22:07:38+00:00,L7,439.04,425.24,405.03,385.26,388.57,407.54,408.44,383.34,367.48,362.50,369.59,377.28,385.79,389.04,383.04,379.99,379.22,376.79,384.56,376.51,371.48,360.91,351.60,343.67,350.88,355.70,348.32,346.38,345.04
2002-10-19 22:13:56+00:00,L7,410.89,382.75,110.25,328.83,364.71,377.61,373.98,359.85,342.26,341.73,340.66,346.13,357.76,364.09,357.65,350.47,345.38,348.39,349.13,331.95,338.54,336.97,319.16,314.88,321.74,320.29,317.73,325.15,316.50
2002-10-28 22:07:46+00:00,L7,453.00,424.71,403.45,385.53,381.61,396.56,402.91,386.91,370.39,362.46,365.36,371.92,379.78,385.72,374.71,369.06,366.57,366.19,369.33,362.17,357.21,347.70,340.17,334.11,338.75,346.52,339.60,342.62,336.77
2003-01-07 22:14:28+00:00,L7,443.93,421.19,404.67,391.30,364.94,381.94,397.05,392.68,377.29,368.20,387.99,374.25,381.76,392.65,388.85,386.88,379.99,381.70,383.87,372.09,368.98,365.36,360.88,340.77,351.24,353.31,350.60,354.75,353.48
2003-01-23 22:14:39+00:00,L7,428.74,412.84,395.70,371.90,362.10,374.15,384.92,373.84,368.08,362.44,354.13,363.94,371.45,375.58,364.01,362.53,368.99,369.31,376.16,376.32,372.11,359.88,346.05,337.88,334.11,339.75,334.34,332.84,336.00
2003-02-01 22:08:33+00:00,L7,423.05,385.37,,,317.95,347.02,359.47,353.18,343.23,340.54,346.42,345.26,355.24,363.27,356.18,357.88,356.72,353.67,353.57,347.44,339.69,330.64,322.26,310.83,325.10,324.81,317.52,329.51,317.29
2003-02-17 22:08:40+00:00,L7,414.96,386.38,,,301.91,342.66,376.34,,,337.13,338.66,349.54,368.26,381.62,368.81,360.46,385.37,445.51,586.45,610.75,613.39,,323.88,,,,,,
2003-02-24 22:14:49+00:00,L7,445.83,423.38,405.49,413.11,350.40,377.73,388.98,390.70,377.42,375.20,370.21,374.07,384.41,387.83,391.08,385.95,390.02,393.53,393.90,391.08,390.06,380.36,367.42,365.46,362.80,361.19,355.74,354.67,361.93
2003-03-05 22:08:43+00:00,L7,433.70,419.02,403.28,297.79,357.87,378.90,391.59,390.03,372.11,364.76,372.45,373.76,380.60,387.25,381.21,381.22,380.41,378.56,384.19,378.58,370.52,363.79,355.49,343.76,348.57,348.60,341.51,349.47,340.24
2003-04-13 22:14:55+00:00,L7,429.82,411.60,371.89,297.15,353.62,386.97,404.44,393.76,378.49,377.10,366.08,371.99,376.69,381.09,374.37,374.28,374.84,374.55,375.25,370.96,365.30,362.34,353.98,349.05,346.04,346.89,344.52,343.59,345.57
2003-05-24 22:08:40+00:00,L7,,,,,,,,,,386.34,386.50,387.24,384.53,393.63,380.01,372.37,377.73,378.95,376.25,374.75,374.50,366.99,359.50,354.53,358.03,359.15,354.54,352.10,342.32
2003-08-03 22:14:34+00:00,L7,,,,,,,,,,,,,387.52,398.64,395.52,389.72,387.60,229.39,182.21,,,,,359.96,359.86,364.46,358.57,357.12,364.81
2003-08-11 22:03:03+00:00,L5,433.41,406.96,378.34,368.24,349.26,332.21,369.19,380.64,374.03,375.41,378.02,374.84,378.31,385.72,375.70,378.18,378.92,379.45,382.86,374.10,367.03,352.21,340.35,329.99,325.22,334.32,335.97,335.43,346.12
2003-08-12 22:08:23+00:00,L7,,,,,,,,,,,373.62,375.74,388.24,390.39,384.97,375.67,378.98,382.21,386.97,267.07,,,,,345.97,350.63,348.48,356.74,356.25
2003-08-27 22:03:21+00:00,L5,418.98,396.45,378.96,358.90,283.44,307.31,342.85,367.39,363.04,350.37,351.33,358.87,362.85,368.84,360.46,348.74,352.71,368.32,363.73,352.01,349.21,342.37,334.77,323.34,320.17,327.07,322.48,321.82,289.73
2003-08-28 22:08:21+00:00,L7,424.79,397.41,385.24,368.79,359.24,321.24,350.71,366.68,370.49,368.39,361.79,371.24,383.77,383.46,378.80,,,186.79,,,,356.85,350.61,336.93,337.58,344.20,335.49,341.43,338.50
2003-09-20 22:14:22+00:00,L7,416.89,388.81,356.99,356.81,354.56,287.07,321.18,,,,,,,,,363.64,368.11,366.39,373.08,362.47,354.90,350.19,340.17,330.58,331.56,335.82,331.78,,
2003-10-14 22:04:03+00:00,L5,426.75,403.42,386.49,371.81,358.32,295.29,,394.15,399.43,396.92,394.60,396.54,402.25,395.69,384.45,377.84,378.94,381.78,380.77,367.59,358.96,358.76,355.68,349.17,349.96,358.25,350.62,351.20,352.36
2003-11-16 22:08:35+00:00,L7,409.15,387.30,373.85,365.22,349.13,334.62,,,,,,,,,372.96,365.87,362.61,361.07,362.61,360.73,360.23,351.17,345.62,337.00,332.68,339.21,337.44,,
2003-11-23 22:14:50+00:00,L7,398.37,382.83,367.18,317.92,229.21,263.68,286.25,,,,,,,,,,,366.13,367.39,360.01,359.55,350.55,346.36,334.73,338.61,338.23,333.19,345.96,
2003-11-24 21:58:27+00:00,L5,419.70,398.18,385.05,372.66,248.18,268.62,288.39,,376.08,378.80,367.90,376.37,386.28,400.59,393.47,385.70,379.27,373.20,366.27,361.95,358.02,353.55,352.52,343.50,347.62,352.78,345.84,351.69,335.15
2003-12-02 22:08:38+00:00,L7,404.02,383.10,371.74,357.95,343.03,288.66,,342.74,372.77,366.69,359.18,361.93,371.13,379.41,384.31,,,,,,341.27,339.32,330.80,321.98,316.45,325.02,325.18,328.40,329.83
2003-12-09 22:14:54+00:00,L7,399.83,383.15,365.80,60.82,251.17,270.88,284.10,323.11,367.62,370.44,359.96,,,,,,,,370.83,362.94,364.89,363.01,352.22,345.13,340.17,344.26,342.57,348.12,350.67
2004-01-18 22:04:57+00:00,L5,390.08,,,,202.46,253.27,,333.28,349.33,345.35,355.71,333.42,343.88,348.34,344.17,341.09,341.77,340.19,331.71,323.16,318.51,318.64,318.91,313.52,317.53,316.19,315.25,325.89,316.13
2004-01-19 22:08:59+00:00,L7,397.18,336.30,,,179.75,243.72,,350.66,347.33,349.58,348.31,348.36,363.11,370.85,368.80,367.17,,,,,,330.06,331.04,325.20,329.38,323.74,317.95,322.77,305.74
2004-01-27 21:58:50+00:00,L5,426.05,402.73,305.35,293.99,380.52,405.20,,417.84,388.57,384.25,376.49,384.97,395.20,403.41,397.24,390.84,390.29,368.97,195.74,149.29,135.54,,,,367.50,365.40,363.42,367.94,359.76
2004-02-04 22:09:05+00:00,L7,315.16,,,,210.04,,,,,,,365.87,372.75,378.52,371.44,366.92,365.07,368.22,364.23,352.80,342.31,339.81,327.27,323.23,,,,,
2004-02-11 22:15:17+00:00,L7,402.76,386.64,296.72,284.77,384.39,397.17,387.09,384.71,380.73,,,,,,,,,,373.04,370.31,365.16,352.85,347.12,341.93,341.19,346.70,346.11,345.59,345.50
2004-02-19 22:05:07+00:00,L5,400.41,,,,191.39,277.09,,338.13,340.68,346.19,336.09,335.61,345.55,360.13,352.34,349.45,349.68,346.78,341.00,337.81,339.83,334.37,328.31,319.18,307.81,314.44,317.16,300.14,287.88
