dates,nzd0443-0000,nzd0443-0001,nzd0443-0002,nzd0443-0003,nzd0443-0004,nzd0443-0005,nzd0443-0006,nzd0443-0007,nzd0443-0008,nzd0443-0009,nzd0443-0010,nzd0443-0011,nzd0443-0012,nzd0443-0013,nzd0443-0014,nzd0443-0015,nzd0443-0016,nzd0443-0017,nzd0443-0018,nzd0443-0019,nzd0443-0020,nzd0443-0021,nzd0443-0022,nzd0443-0023,nzd0443-0024,nzd0443-0025,nzd0443-0026,nzd0443-0027,nzd0443-0028,satname
1999-10-27 22:19:03+00:00,,,376.34,366.76,359.97,356.66,353.42,349.19,347.08,350.12,353.11,357.21,364.68,367.98,363.00,355.33,352.86,349.96,353.50,347.85,344.60,329.43,324.20,321.29,335.66,335.03,329.20,326.57,319.06,L7
1999-11-21 22:12:47+00:00,,,,373.60,376.30,367.60,367.88,365.48,368.48,368.42,371.21,373.24,377.58,379.18,373.13,361.38,365.50,364.98,361.53,349.97,336.93,338.81,324.94,316.91,318.67,335.42,326.53,321.89,335.65,L7
1999-11-28 22:18:56+00:00,,316.78,360.25,351.41,338.37,349.37,344.64,343.90,342.78,352.63,352.81,355.33,358.72,359.31,358.27,350.45,343.14,339.10,333.28,324.52,331.73,327.38,323.15,318.36,316.64,325.78,322.64,320.28,319.08,L7
1999-12-07 22:12:53+00:00,,,,352.08,370.06,361.78,362.41,363.73,358.55,362.85,364.27,366.24,363.38,368.92,360.62,354.47,349.36,342.13,343.42,337.20,332.76,329.62,322.20,313.22,317.52,324.52,325.19,331.03,336.42,L7
1999-12-14 22:19:07+00:00,,327.07,370.44,353.12,340.07,338.16,340.98,346.31,351.28,352.42,353.98,357.01,362.09,363.27,359.18,352.55,349.00,348.40,347.96,340.65,345.83,338.65,331.02,330.16,333.87,344.05,329.15,326.18,322.62,L7
2000-01-24 22:12:47+00:00,,329.16,375.20,386.19,361.97,361.63,348.80,354.00,362.72,365.97,360.12,364.11,370.42,365.48,353.91,349.14,347.54,347.52,349.09,348.36,,,,,,,,,,L7
2000-02-09 22:12:43+00:00,,,,,,,,343.86,346.65,348.42,353.56,353.10,355.88,361.36,355.47,344.56,341.73,342.87,340.59,339.30,340.72,332.73,328.95,316.64,318.23,333.77,327.06,333.74,325.15,L7
2000-04-13 22:12:18+00:00,576.29,506.28,392.87,377.40,386.10,366.57,356.43,360.48,354.92,355.83,357.63,363.12,369.42,374.61,363.16,355.26,347.58,350.92,349.40,346.65,346.69,345.23,340.77,334.61,335.13,341.47,333.13,343.36,338.14,L7
2000-04-20 22:18:27+00:00,,,,,,,,,,,,346.73,356.40,365.81,349.07,343.96,349.30,349.54,350.05,349.10,344.13,337.96,329.94,326.48,326.17,338.81,332.45,332.08,316.86,L7
2000-05-15 22:12:06+00:00,551.83,,,375.69,377.46,365.98,353.30,,,345.15,346.69,348.97,349.38,359.52,340.94,336.65,337.55,336.61,344.32,334.74,324.97,333.20,332.66,325.96,326.29,340.99,331.31,328.64,326.97,L7
2000-08-03 22:11:07+00:00,,,,,,,,,,,,368.79,375.20,377.41,364.65,351.47,336.69,342.32,339.66,333.88,332.50,328.34,331.23,316.66,312.47,327.07,318.75,320.00,,L7
2000-08-19 22:11:01+00:00,,,,,,,371.63,360.64,363.80,355.98,357.57,360.44,369.07,370.75,365.16,356.05,354.61,353.14,360.08,354.20,354.58,349.49,337.44,331.84,331.06,336.67,330.26,330.45,313.70,L7
2000-09-04 22:10:46+00:00,,,,,,,,,351.60,349.66,349.01,354.08,356.27,358.36,349.60,341.89,326.11,326.32,324.22,319.06,314.96,320.72,321.40,312.46,314.64,317.71,311.38,304.11,282.12,L7
2000-09-20 22:10:27+00:00,541.36,506.12,439.50,440.41,388.42,362.33,353.37,351.12,348.64,345.00,350.85,354.51,353.85,356.32,347.45,337.50,328.44,322.06,326.93,334.23,343.57,330.49,331.66,316.73,310.40,325.52,321.67,314.96,301.92,L7
2000-09-27 22:16:36+00:00,562.14,524.17,414.75,409.78,411.08,387.30,370.35,370.88,360.53,362.16,361.93,366.12,371.60,373.62,364.87,358.37,352.65,352.37,350.64,345.16,342.99,354.76,343.24,326.26,317.95,326.05,330.77,341.56,,L7
2000-10-06 22:10:23+00:00,519.22,495.26,445.70,397.44,379.41,369.62,348.04,339.85,332.24,342.08,336.77,340.14,345.60,350.93,344.68,342.24,339.81,339.44,340.65,332.79,336.50,332.62,330.66,309.51,307.04,317.88,314.43,313.30,303.23,L7
2000-11-07 22:10:17+00:00,512.58,480.80,438.52,410.96,434.49,417.24,393.91,371.70,359.77,358.00,358.11,359.26,368.44,369.27,366.62,350.39,354.75,354.45,355.83,338.28,334.29,333.94,328.48,322.02,328.34,333.96,319.37,316.35,317.56,L7
2000-11-14 22:16:30+00:00,496.38,464.88,423.32,404.63,419.98,409.07,388.87,363.50,351.60,350.45,341.14,343.65,352.78,356.40,347.31,343.93,338.10,335.52,336.19,328.65,330.31,328.83,326.14,314.33,318.03,325.95,311.71,307.55,310.07,L7
2000-12-16 22:16:35+00:00,500.99,468.21,,,451.89,418.95,369.59,353.31,350.17,348.41,344.01,354.34,357.11,361.61,354.40,345.58,337.56,343.51,339.57,338.85,345.96,339.75,334.16,328.08,336.42,330.41,330.33,335.98,319.82,L7
2001-01-01 22:16:33+00:00,500.81,478.39,,,447.13,388.62,369.60,356.73,350.90,346.98,352.37,356.93,364.83,371.46,351.57,342.53,339.90,341.12,340.14,334.69,337.72,336.35,330.43,323.07,329.32,332.89,325.58,330.04,322.03,L7
2001-01-26 22:10:30+00:00,491.94,464.36,420.15,434.02,423.10,388.68,372.94,363.33,357.19,349.36,340.89,345.58,353.19,357.27,347.75,340.86,336.50,334.04,334.37,328.82,323.75,324.77,315.52,303.60,309.94,322.94,319.75,324.61,317.52,L7
2001-02-27 22:10:18+00:00,495.22,471.59,412.99,423.16,411.99,397.34,381.65,365.70,363.31,357.78,358.05,359.88,371.12,376.54,366.30,358.55,357.96,355.82,358.95,353.56,357.87,354.14,346.63,338.44,336.96,344.86,341.36,350.26,340.67,L7
2001-03-15 22:10:15+00:00,502.79,482.90,,,473.99,387.05,368.71,366.38,363.91,354.72,353.41,361.40,368.34,369.18,356.30,347.94,341.62,343.08,347.64,346.36,347.94,342.52,337.03,330.67,331.12,342.03,335.63,331.29,323.21,L7
2001-03-31 22:10:07+00:00,513.49,522.36,,460.59,440.47,394.94,373.98,369.74,369.59,373.46,375.18,375.04,379.26,382.60,376.56,363.89,357.40,364.81,364.50,359.70,365.40,363.87,356.50,347.22,347.70,349.50,343.32,340.73,339.32,L7
2001-04-07 22:16:13+00:00,,,,,,399.95,373.79,367.43,357.86,362.12,361.69,361.11,364.51,368.94,359.51,350.83,344.98,346.39,351.78,346.04,341.00,341.49,331.38,315.48,319.63,327.42,322.09,328.63,321.33,L7
2001-06-03 22:09:40+00:00,,,,,,422.28,409.25,386.25,365.90,367.44,364.83,370.19,374.31,380.97,373.96,367.67,368.19,366.63,375.03,367.41,353.56,353.49,352.62,339.70,331.93,342.83,343.88,345.66,350.98,L7
2001-06-10 22:15:47+00:00,,,,,,,,,,,365.58,368.39,377.32,381.45,369.43,367.76,365.09,371.21,373.71,368.77,369.59,362.12,357.62,349.15,349.36,349.47,346.92,348.81,347.39,L7
2001-07-12 22:15:31+00:00,,,,,,,,,,,376.96,381.51,385.82,391.95,384.33,376.16,376.82,377.19,374.31,372.16,376.26,368.85,362.68,352.49,346.08,353.18,348.32,342.31,337.35,L7
2001-08-13 22:15:01+00:00,,,,,,,,,,,365.08,365.28,368.69,374.04,366.31,364.71,361.64,360.80,362.96,356.08,351.70,350.42,336.17,333.17,318.85,337.24,335.06,334.83,329.90,L7
2001-08-29 22:14:52+00:00,,,423.15,409.81,408.67,394.32,391.33,378.13,371.72,366.92,366.70,369.85,374.86,377.87,369.77,360.42,358.74,364.62,364.37,356.60,342.54,343.69,330.35,332.48,342.66,343.05,342.65,350.70,337.10,L7
2001-09-07 22:08:34+00:00,,,432.83,421.32,412.43,401.94,391.20,385.81,374.27,371.12,362.31,368.16,377.66,381.03,367.72,353.89,355.96,363.84,363.48,356.33,351.76,344.24,341.88,330.72,331.54,340.86,334.60,321.18,,L7
2001-09-23 22:08:26+00:00,,,423.21,408.66,398.51,390.65,383.77,375.81,365.77,366.14,362.95,366.55,366.66,366.16,357.25,351.85,348.13,354.65,356.63,355.91,359.48,351.49,351.31,337.01,333.21,341.06,335.02,336.70,327.32,L7
2001-12-12 22:08:38+00:00,,,,,375.65,368.32,363.52,362.41,359.74,357.12,360.90,360.39,357.89,362.76,351.93,346.40,344.25,342.80,342.28,326.45,,,,,303.01,315.58,302.23,308.12,319.35,L7
2002-01-20 22:15:01+00:00,518.35,512.94,,,435.05,380.09,370.87,367.91,372.14,374.05,379.90,388.93,391.73,384.90,377.81,372.24,365.83,368.27,367.93,355.29,368.08,356.52,351.07,338.70,349.00,347.46,343.72,340.57,323.57,L7
