dates,nzd0443-0000,nzd0443-0001,nzd0443-0002,nzd0443-0003,nzd0443-0004,nzd0443-0005,nzd0443-0006,nzd0443-0007,nzd0443-0008,nzd0443-0009,nzd0443-0010,nzd0443-0011,nzd0443-0012,nzd0443-0013,nzd0443-0014,nzd0443-0015,nzd0443-0016,nzd0443-0017,nzd0443-0018,nzd0443-0019,nzd0443-0020,nzd0443-0021,nzd0443-0022,nzd0443-0023,nzd0443-0024,nzd0443-0025,nzd0443-0026,nzd0443-0027,nzd0443-0028,satname
2004-02-04 22:09:05+00:00,418.96,394.76,380.82,362.59,356.24,296.69,330.48,369.32,375.51,373.50,370.58,372.34,381.79,387.76,380.48,373.23,373.90,373.67,376.01,363.89,357.87,351.28,343.15,334.53,337.91,343.79,339.11,347.31,347.21,L7
2004-02-11 22:15:17+00:00,414.51,390.80,379.64,360.13,356.20,292.09,321.85,367.31,374.41,372.15,367.62,370.04,379.66,385.61,378.81,370.43,369.86,369.76,370.26,361.43,356.80,350.15,342.99,334.77,337.53,342.33,337.81,344.91,340.95,L7
2004-02-19 22:05:07+00:00,414.66,390.80,379.64,360.13,356.20,292.20,321.85,365.72,372.31,370.67,365.43,367.48,377.22,384.18,377.32,369.40,369.09,368.71,368.98,360.42,355.74,349.68,342.32,334.03,335.79,341.06,336.86,342.11,337.57,L5
2004-03-23 22:09:16+00:00,410.75,386.91,378.88,354.19,354.54,285.01,298.02,363.59,371.84,370.86,365.87,366.92,376.68,383.95,377.58,371.55,369.93,367.69,367.65,359.92,357.23,349.22,342.67,334.56,336.94,341.35,337.61,342.13,335.49,L7
2004-04-08 22:09:12+00:00,410.75,386.91,378.88,354.19,354.54,285.01,298.02,363.59,371.84,369.95,365.73,367.01,375.95,383.21,376.66,370.81,369.52,368.38,368.48,361.08,358.15,350.21,343.94,334.56,336.94,341.35,337.61,342.13,335.11,L7
2004-04-24 22:09:07+00:00,409.87,385.25,373.78,349.54,357.59,284.32,298.02,360.25,369.12,367.31,362.84,364.02,373.34,382.19,376.18,370.94,369.27,369.38,370.10,364.14,361.47,352.23,345.12,335.31,337.47,341.67,337.95,341.54,333.95,L7
2004-05-18 22:00:38+00:00,412.87,387.99,375.28,345.26,367.03,278.39,298.02,365.38,372.21,371.77,366.33,367.47,376.32,384.54,379.20,374.91,373.67,373.26,374.41,367.44,363.50,352.73,346.58,337.30,340.62,344.92,340.54,343.43,330.26,L5
2004-06-11 22:09:02+00:00,411.52,382.06,351.71,345.68,371.95,272.18,,373.71,370.26,371.26,367.92,368.45,376.30,382.85,376.19,373.16,372.62,372.37,373.89,366.55,367.04,352.96,347.45,336.15,341.43,344.22,340.21,339.43,327.51,L7
2004-07-29 22:08:50+00:00,413.03,387.60,351.71,345.68,373.86,293.40,,375.77,374.43,376.31,370.95,374.20,379.74,385.34,377.58,375.12,375.68,379.09,379.74,373.09,367.41,360.09,352.81,341.28,342.52,348.00,343.78,337.50,324.96,L7
2004-08-22 22:03:12+00:00,419.28,391.97,351.71,345.68,375.61,,,388.43,386.80,381.05,377.26,380.44,384.53,384.20,376.95,374.68,374.43,379.24,383.98,379.36,374.32,366.41,359.60,348.81,350.75,354.01,348.26,344.31,326.91,L5
2004-08-29 22:09:34+00:00,421.34,394.94,369.60,364.53,375.63,307.84,325.00,381.49,390.68,381.81,376.01,379.24,384.83,384.96,377.30,375.59,375.87,380.97,385.95,380.32,373.57,366.34,359.36,348.89,350.54,354.85,350.03,349.19,329.44,L5
2004-09-06 22:14:52+00:00,421.34,394.94,369.60,364.53,375.63,307.84,325.00,381.49,390.68,381.81,376.01,378.02,383.32,384.21,376.90,375.36,375.58,381.25,385.58,379.93,373.71,366.75,359.12,349.86,350.54,354.85,350.03,349.19,329.44,L7
2004-09-23 22:04:02+00:00,432.37,403.72,365.98,359.79,370.85,316.98,325.00,358.87,377.67,383.95,378.03,375.38,380.26,382.80,374.62,373.45,373.76,379.34,384.22,378.68,373.10,366.74,358.51,349.65,351.53,355.10,350.91,349.11,330.63,L5
2004-09-30 22:10:21+00:00,423.76,396.01,361.98,354.90,363.52,317.79,309.07,350.74,369.44,379.35,374.43,373.15,378.12,380.10,372.89,371.41,371.81,377.37,382.19,376.95,371.15,364.38,356.75,347.60,348.59,352.00,347.14,347.38,331.55,L5
2004-10-01 22:08:33+00:00,419.49,393.71,363.21,355.52,361.98,323.05,311.07,351.94,370.12,379.03,374.77,373.19,377.96,379.76,372.62,371.00,370.84,376.32,382.19,376.95,371.15,364.38,356.75,347.28,348.07,351.71,346.95,347.47,333.17,L7
2004-10-09 22:04:22+00:00,416.67,392.21,364.51,355.31,360.46,326.31,310.38,350.94,369.46,380.28,376.00,373.67,378.84,380.00,372.66,370.83,371.05,375.91,382.13,376.44,370.04,364.25,355.56,346.73,348.04,352.26,347.43,347.19,334.57,L5
2004-10-17 22:08:38+00:00,414.04,390.76,365.48,356.23,359.06,329.07,317.21,350.94,369.46,380.28,376.00,373.67,378.84,380.00,372.66,371.30,371.24,376.18,382.12,376.24,370.58,364.71,355.66,347.10,348.59,352.78,348.53,347.19,334.57,L7
2004-11-26 22:05:17+00:00,410.90,389.97,369.47,357.92,353.36,331.51,317.21,339.84,364.26,376.22,372.04,370.44,375.28,377.24,369.99,368.50,369.76,374.20,379.58,373.01,366.30,361.50,352.08,343.81,343.78,348.56,344.13,345.37,342.31,L5
2004-12-20 22:09:15+00:00,408.48,387.75,367.83,355.92,352.61,334.06,317.21,339.84,362.08,372.22,370.77,368.43,373.64,375.95,368.96,367.51,368.59,371.62,377.18,372.66,366.23,361.25,351.62,343.81,343.54,347.63,343.32,344.28,341.37,L7
2005-01-29 22:06:17+00:00,408.48,387.75,367.83,355.92,352.61,334.06,317.21,339.84,362.08,372.22,370.77,367.13,372.49,374.98,368.07,366.63,367.38,365.91,375.93,371.44,365.77,360.55,350.77,343.49,343.54,347.63,343.32,344.28,341.37,L5
2005-03-02 22:06:47+00:00,404.55,384.26,364.45,351.85,348.00,337.57,319.34,329.71,359.46,371.91,374.15,368.48,371.43,374.96,368.68,365.79,366.32,364.30,374.25,369.66,366.95,362.01,351.21,344.01,344.63,348.25,343.04,343.98,345.47,L5
2005-03-17 22:15:52+00:00,404.17,383.69,364.96,353.16,348.00,340.44,322.78,329.71,359.46,371.91,374.15,368.11,370.96,374.29,367.77,364.05,364.40,363.09,373.53,369.92,367.76,363.31,352.91,344.47,346.23,349.44,344.66,343.98,345.47,L7
2005-03-26 22:09:40+00:00,398.87,380.41,365.83,349.49,348.73,342.23,322.78,324.67,359.06,369.25,373.28,372.76,374.09,375.49,368.83,364.89,365.14,362.98,373.56,370.10,367.85,363.93,353.85,345.89,347.49,351.00,346.00,346.96,347.40,L7
2005-04-10 22:13:16+00:00,402.55,384.24,367.01,349.77,349.87,349.03,340.07,297.15,356.29,374.58,381.28,379.83,379.32,382.17,372.78,368.14,369.35,364.74,376.71,374.93,374.03,369.08,358.68,349.83,349.73,352.41,349.16,350.92,354.16,L5
2005-04-27 22:09:33+00:00,403.93,385.17,366.88,350.10,351.50,352.02,337.83,297.15,358.15,377.40,382.55,379.69,379.67,382.77,372.06,366.08,367.21,364.04,376.14,375.07,373.71,369.13,359.02,349.67,351.86,354.21,350.02,354.00,356.53,L7
2005-05-04 22:15:46+00:00,403.93,385.17,366.88,350.10,351.50,352.02,337.83,297.15,358.15,376.08,380.57,374.81,378.03,379.27,369.58,366.81,368.70,366.45,376.96,376.04,374.74,370.39,359.76,349.67,351.86,354.21,350.02,354.00,363.04,L7
2005-05-20 22:15:46+00:00,403.93,385.17,366.88,350.10,354.06,352.37,337.83,291.12,353.99,376.80,381.67,376.10,378.42,379.27,368.52,366.53,369.18,368.13,378.19,378.09,374.74,370.39,359.76,349.67,351.86,354.21,351.19,356.42,364.82,L7
2005-05-29 22:09:33+00:00,402.63,384.08,364.75,348.87,351.71,353.41,337.83,291.12,351.51,375.85,382.08,374.23,377.25,377.43,364.31,365.98,368.01,366.84,377.57,378.94,377.14,372.87,363.79,354.21,355.30,355.07,353.32,355.64,363.72,L7
2005-06-05 22:15:41+00:00,404.99,387.33,367.17,352.00,354.86,354.68,337.83,291.12,351.51,375.85,382.08,374.23,377.25,377.43,364.31,364.56,367.66,368.19,378.97,381.10,379.24,374.96,365.73,358.07,357.72,357.49,354.32,355.64,363.72,L7
