dates,satname,sar2142-0000,sar2142-0001,sar2142-0002,sar2142-0003,sar2142-0004,sar2142-0005,sar2142-0006
1984-04-13 09:27:07+00:00,L5,260.18,211.42,179.26,143.28,194.08,212.53,248.87
1984-05-06 09:33:27+00:00,L5,254.69,208.42,172.03,143.16,194.87,221.02,246.08
1984-05-31 09:27:59+00:00,L5,,,,,,,
1984-06-07 09:33:54+00:00,L5,,,,,,,
1984-07-18 09:28:46+00:00,L5,257.07,214.55,180.77,151.56,198.61,215.29,244.31
1984-08-03 09:29:20+00:00,L5,258.86,213.33,178.04,145.23,195.01,217.54,251.00
1984-09-11 09:35:50+00:00,L5,261.10,196.44,168.82,142.28,191.50,221.14,254.46
1984-09-20 09:30:04+00:00,L5,261.81,208.62,172.88,146.54,194.70,219.35,250.46
1984-10-22 09:30:00+00:00,L5,266.03,208.28,176.67,144.48,192.43,220.89,252.00
1984-11-07 09:29:53+00:00,L5,257.81,211.63,175.34,140.38,188.36,214.06,250.65
1984-12-09 09:29:58+00:00,L5,258.38,211.01,174.15,143.56,201.33,220.29,247.79
1985-01-17 09:36:29+00:00,L5,,15.62,,,194.16,303.25,
1985-02-02 09:36:32+00:00,L5,262.43,193.17,170.34,143.22,191.75,222.80,257.01
1985-02-11 09:30:23+00:00,L5,261.45,210.86,171.95,142.61,189.96,216.26,248.11
1985-05-02 09:30:07+00:00,L5,257.24,196.11,173.88,140.60,194.16,223.20,249.71
1985-05-18 09:30:04+00:00,L5,254.74,212.74,175.95,143.09,194.54,213.77,243.78
1985-06-10 09:35:50+00:00,L5,244.53,190.65,152.04,141.10,186.59,216.08,243.21
1985-06-26 09:35:47+00:00,L5,246.86,195.25,155.85,136.20,184.79,211.92,238.19
1985-07-05 09:29:57+00:00,L5,252.65,144.51,130.65,144.72,127.77,249.84,279.01
1985-07-28 09:35:58+00:00,L5,,453.31,,,,-79.90,
1985-08-13 09:35:25+00:00,L5,250.14,191.08,156.92,141.48,182.48,212.72,244.92
1985-08-22 09:29:32+00:00,L5,262.37,206.19,171.87,156.52,196.82,222.84,255.63
1985-08-29 09:35:38+00:00,L5,187.55,355.28,,37.11,-24.47,,
1985-09-14 09:35:25+00:00,L5,253.56,207.64,170.18,142.24,186.09,217.85,247.96
1985-10-09 09:28:59+00:00,L5,261.60,212.43,174.20,144.21,193.05,216.24,248.62
1985-11-10 09:28:33+00:00,L5,256.83,196.50,173.10,156.29,192.92,221.21,251.56
1985-12-03 09:33:55+00:00,L5,257.39,210.36,177.58,145.71,194.39,225.14,250.36
1986-01-04 09:33:20+00:00,L5,255.24,206.55,171.74,140.29,196.60,217.58,249.68
1986-01-13 09:27:22+00:00,L5,263.64,210.22,175.73,141.68,187.53,215.95,248.25
1986-03-18 09:25:58+00:00,L5,260.17,212.98,178.69,152.63,203.59,214.44,245.91
1986-03-25 09:32:01+00:00,L5,264.19,212.52,169.19,141.70,185.28,212.24,245.11
1986-04-19 09:25:17+00:00,L5,245.55,-47.19,-33.91,-30.25,206.26,228.59,244.78
