,dates,mex0615-0000,mex0615-0001,mex0615-0002,mex0615-0003,mex0615-0004,mex0615-0005,mex0615-0006,mex0615-0007,mex0615-0008,mex0615-0009,mex0615-0010,mex0615-0011,mex0615-0012,mex0615-0013,mex0615-0014,mex0615-0015,mex0615-0016,mex0615-0017,mex0615-0018,mex0615-0019,mex0615-0020,mex0615-0021,mex0615-0022,mex0615-0023,mex0615-0024,mex0615-0025,mex0615-0026,mex0615-0027,mex0615-0028,mex0615-0029,mex0615-0030,mex0615-0031,mex0615-0032,mex0615-0033,mex0615-0034
0,1984-03-23 17:50:37+00:00,237.0300713058722,230.2811277321072,232.07087692069496,248.50880489851002,242.20169391415254,237.34298826892885,233.5127010627697,224.03990526972686,221.92780768176468,218.09104999907672,218.9211846107805,229.22205651609076,232.1204973570831,226.92262715597616,223.9133901347324,224.2059274601622,228.60343473777215,230.11118184528564,231.5343904004538,220.03047054894355,221.0411583952527,218.38772868031347,219.7715094711214,226.00718803476002,217.0385533243002,213.43172691864484,208.70909087329147,226.65544500917773,223.66910363074578,226.01134154213423,227.00207034035083,221.0796186271448,225.4225438521171,215.54520725159776,209.82943514524027
1,1984-05-06 17:50:16+00:00,226.01271206567756,225.59418875907787,231.7584017520229,235.55793012053175,233.88477672069112,233.53115997279872,226.2662820520766,223.16577324594238,220.71390407636386,221.89117981640177,217.04034454689742,215.81779563377114,216.6883407347132,218.83017853873287,217.10210082276274,220.41719293776345,217.22228839653448,219.84882190565997,214.52224962910128,212.25045588761438,214.4619970807269,205.40481238401253,205.7135149769735,204.73971999975655,204.92519816225334,200.26683332954846,204.93421472915276,211.29013222517102,208.43104598069044,201.808686320715,214.08862144509484,220.10862583205923,220.04430938258886,196.25385026707085,203.76163954762725
2,1984-05-31 17:44:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1984-06-16 17:45:05+00:00,,,,,,,,,,,209.93565933457728,204.94884099448913,212.41577681607396,214.13610396520275,214.81860995254777,225.10442836054074,218.17802625676273,221.3993384578353,215.7312478573188,212.4176860509353,208.28209703327627,201.80950290376188,199.10768146704194,200.0684114484637,200.25490391793483,210.75864707183322,211.3553175328446,213.87624356025148,206.96185219929447,209.48631392981179,204.00571968118422,205.1870967350438,205.29482025503063,200.57846804233995,198.074296947667
4,1984-06-23 17:51:22+00:00,237.0714730627375,230.5275876607649,237.91985281919997,244.12763827905502,242.92634100084564,241.1612713897669,238.94811360147312,229.11496789940048,233.48125302832275,234.97232902286424,229.18532994452906,230.72355047644623,221.27128078367176,222.33944856474054,225.2629228033139,226.83468231518168,230.11111830116118,230.43946050792007,221.91744664345066,217.0643783158542,219.0382279235692,213.89213065519752,218.23751370298177,213.64434971822422,214.44989544422546,210.5710056542095,209.0657956589191,220.27708116506327,216.96561084914563,214.49673724930028,223.20193997583837,219.1967990595884,223.96445043060044,215.36953316846564,215.42851220850986
5,1984-07-02 17:45:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1984-09-20 17:46:52+00:00,231.41220400798437,223.34556768803566,235.78925561427403,233.97499784761044,231.24519779242672,227.93283326560817,229.785201492881,226.24807920467916,220.39700851203648,220.58574726624218,216.4847450365062,219.64293235164834,214.10444524744275,219.15940653085494,222.436984615608,213.3870985498775,219.1250480262538,219.744189375994,225.80964999301153,223.35690378496759,219.78772059990607,211.29667198406463,212.15514860949455,203.5427760460824,200.96201766311916,198.25504413616716,195.24856374432142,200.76508132174777,209.19537231240753,210.48407214929867,208.27951210116137,218.72939089134883,224.3459909060478,217.91232774404287,203.822875830641
7,1984-10-22 17:46:48+00:00,223.77811853090932,213.78017817689005,225.2518636552664,227.76264522628557,224.2392684137525,222.11017114255796,222.82727610115955,220.23707116300346,215.94668207959063,210.33015271397485,211.70763750145602,210.7503396098929,207.3911977166842,209.69279541014834,210.7295057859773,202.55884807689094,211.0900617569351,210.404286391807,215.73758261057063,209.082345981449,211.85549398099764,206.6605620110046,210.30470735792252,194.7815299989506,196.05148795781787,194.3366856824215,193.20401567370055,198.33872297766146,201.80619548880696,206.4710488204189,205.9326766612944,218.56146476460998,219.6381641550624,206.8605242822336,196.82556896624504
8,1985-04-07 17:53:17+00:00,232.99759620358452,231.02706105863535,235.71010428532685,236.91449851793396,238.97943931157886,230.93131752425796,223.85194926230272,218.03945415179044,215.41971730162015,212.50517905224206,217.95037159583447,219.51782490234248,222.24243907889976,226.7380876372175,224.05635005719242,225.97850454881123,222.5603059489745,222.34231819417508,217.7184210575483,215.67934838770708,215.31919808194485,205.99241190141396,211.51341755209938,206.40111498149906,201.15372005555412,204.95776808674495,209.26588729828092,209.5022181369365,212.37931539276082,214.21077650323082,215.69517175374563,210.8171142218048,208.2641342448532,196.47290131503775,199.47904026311994
9,1985-04-23 17:53:11+00:00,233.77220266419238,240.19522014338432,240.7960139595639,251.1592806612929,250.58739897693405,246.25422162035744,232.82319846967596,222.12549284882502,217.41222355717298,224.75606223973787,223.27021978792155,225.7348186247784,231.21445659734968,230.69366269096082,227.90804788542204,232.23844783120546,231.29253812512562,232.98267847689473,219.58162271180032,215.79130070035703,219.73576090384142,210.60916558088496,218.23237543915712,216.66986169840374,216.92085963681802,214.754663404118,217.17148492156633,219.53416860187207,224.7662240142268,217.62629405909536,221.93028254995227,223.27045538486624,221.5676006000993,218.53598722756254,213.3940443669088
