,dates,chi0039-0000,chi0039-0001,chi0039-0002,chi0039-0003,chi0039-0004,chi0039-0005,chi0039-0006,chi0039-0007,chi0039-0008,chi0039-0009,chi0039-0010,chi0039-0011,chi0039-0012,chi0039-0013,chi0039-0014,chi0039-0015,chi0039-0016,chi0039-0017,chi0039-0018,chi0039-0019,chi0039-0020,chi0039-0021,chi0039-0022,chi0039-0023,chi0039-0024,chi0039-0025,chi0039-0026
0,1985-03-28 14:12:49+00:00,183.0639661130016,177.8094210970727,162.03815008679854,174.9995410745036,177.28414060794518,172.60262242628596,172.0810498326008,182.20494550384672,191.53637710788283,195.91192006639514,195.4604858921237,194.64144398971342,191.252382900158,188.08322146112187,184.97063450215774,179.42712989003658,177.59267194572908,176.3507776674048,176.08069326160884,,171.4494540470198,165.79743892738068,155.3863271362405,136.6391351638072,147.47459120313664,156.81324123580146,169.30823613484083
1,1985-08-03 14:12:13+00:00,179.21196141342242,164.80077110473815,153.4756655545892,169.44024036825672,168.32680758456127,165.57912412161724,163.1503116292734,169.0254039305528,167.8320987835756,175.6590286609672,175.27282964237963,170.25673739443315,172.3181955723656,157.1885794043336,157.8082938491479,150.12403528755505,145.82928250808436,142.20176025004292,139.46755657882517,137.1026953439311,144.15424471195558,130.84019125000606,121.46516535626009,110.27527863094664,137.25408199721474,145.10699500369762,166.15158461859903
2,1986-07-21 14:04:59+00:00,177.97121102034137,162.15993391024384,150.4843819727085,165.30048896105671,168.39059670352384,168.2227782046695,167.21951666419565,172.55229934677155,173.69227299273987,177.59952641823284,165.70848698220084,158.90260065928103,157.4978301263122,158.77112502752803,154.36035217530758,148.04364977789953,139.83721809937146,140.79925718873085,134.47984260396697,134.77245058088275,145.23284019661486,128.3065572765626,111.84911359365225,107.6792155093594,142.5695918574861,148.28357084653456,164.62647408307197
3,1986-11-26 14:00:41+00:00,202.73199949402849,200.26077760261228,188.7329397867843,197.0036313063194,193.1005033372591,195.03395567318347,195.42135707580107,200.91535240735823,211.51735531306383,216.34363191703181,212.44503473821504,212.99972493871397,201.0815154476948,192.62940511950563,188.60550780226822,183.68117968358533,178.14855620440287,170.7798785886433,165.68071867111982,168.35781493879495,153.3620023918275,,,,,,
4,1986-12-28 14:01:38+00:00,,,,,,,,,,,,,195.80151944280624,189.4286667684546,184.0145423674972,180.2037381851567,171.3695272070193,171.96423287599993,170.77874367625537,168.59673928543026,167.04402703329202,147.35802149254172,138.08849595678424,123.78651831381515,136.52697661480562,154.98383048293724,155.84680595929763
5,1987-01-13 14:02:06+00:00,195.27562307529297,193.61953108696775,190.31509406369932,200.6850892338253,189.20713862958144,188.28500390369226,190.0811863786365,187.23010552678292,191.30643742967135,194.59432561363485,199.6425764067329,194.46116508196138,186.5963794100523,182.08170338077053,171.61540908357708,173.4649909821307,171.9742463829491,164.42196369630406,164.9047149149508,163.5898975135766,164.563254071826,152.18049055812088,130.7081521260271,125.36792142470722,145.9465795545762,160.7325692639124,163.56728788212826
6,1987-01-29 14:02:34+00:00,203.6641996501537,198.79809067132732,193.28817233336682,198.50895288854196,198.31493626657476,192.24186194148814,189.6571932513809,192.7336542927906,196.32271164600223,199.67702352192316,198.92733863908393,194.18943646621227,191.202579919144,185.74935145717018,179.9561815545872,168.99975728164182,170.51211257428986,164.49745718429966,166.82821531134303,167.5994767631082,165.91772040080386,150.73598994118234,139.0199843733689,128.03418450537524,135.3357729487583,157.13204637922678,168.67780025780942
7,1987-03-18 14:04:25+00:00,201.7885335701273,200.20280376650268,184.16308984147088,199.90841928636752,198.02892879643736,192.0204851713531,191.2289159965892,194.63728294392763,199.09772188847495,201.24540603445587,193.69495775072514,193.10160364822724,196.00018525145884,185.54127166455493,178.3739602214932,177.01547102644633,174.7088299356338,171.03283970627137,168.17498633936384,167.91955968042134,161.3247709574302,149.90125270497657,145.08819716012886,128.92934962792583,143.54922359565057,148.1915526141015,169.77679112138537
8,1987-11-29 14:10:45+00:00,193.5453252201167,181.9790794769632,169.91901553200168,172.24300571515604,184.83500460596446,183.5382277495387,182.2247365119483,184.0132562676474,187.70175046954915,187.76576171663828,189.94607324192296,188.26565575011443,177.18805398038336,173.11926238340357,172.70294994529164,163.35689214565224,160.65277096323092,159.56659670722024,160.84775733655556,165.505309939154,171.72195940568355,155.94741677307206,142.09689374933112,128.50428311183038,,160.62007880425836,170.53776202989582
9,1987-12-15 14:10:59+00:00,193.92454753915774,182.82186296876887,174.03865391155034,190.59835484949565,189.4333563880586,183.18605576831914,184.04381171554178,188.50713204356165,198.06420374784025,200.85173462262767,199.37387708597245,199.52081487262615,196.3518068788265,182.6059318070843,181.2037112606473,173.05180069457177,180.06164957135746,176.00858283480193,176.06040426695438,180.0009645584582,181.91972007453168,165.02381567082182,155.3799193488652,139.72052670188987,155.72201396571222,170.78532315769223,183.8898386384837
