,dates,jap0369-0000,jap0369-0001,jap0369-0002,jap0369-0003,jap0369-0004,jap0369-0005,jap0369-0006,jap0369-0007,jap0369-0008,jap0369-0009,jap0369-0010,jap0369-0011,jap0369-0012
0,1984-09-04 01:17:59+00:00,148.9944495309916,143.84171266477702,143.64902579847222,144.74382929033192,144.5761742206846,152.36671535750725,160.4624767877396,167.42963478393455,172.3045320646903,171.97574039909372,174.98040031831638,172.2374130665735,183.5156240193873
1,1984-10-22 01:17:58+00:00,117.83469192354758,122.57721448707778,130.5757234390123,131.64729543420887,142.7008027214322,144.98520008285828,159.62211652373162,172.88086413458416,177.4508663580867,183.83180275143516,187.5489558838658,193.20044141948193,203.7106088584787
2,1985-05-18 01:18:02+00:00,112.69193212688194,109.82972840025882,121.5203622933648,124.83405659460993,129.39765329783734,134.09043692696468,139.587990766313,154.5695375240706,160.02560845256437,161.5519731623524,172.10784853239522,172.30130558698977,181.2677720999741
3,1985-10-09 01:16:57+00:00,163.56839052023267,157.4159706995732,155.17673830904968,153.16976263061343,150.77696789371774,156.25410830977214,167.07080969763987,171.37425281612377,172.09561803865935,173.34297576560655,170.42848175827933,172.7267286210267,181.89039465916036
4,1985-10-25 01:16:45+00:00,160.8163503890213,158.96933113786292,159.06295460233133,162.04576159455226,165.25909177755818,163.61413197538747,162.13541234833627,169.93284803934057,176.4481351560086,171.18625361158396,171.448504108642,177.79798527665622,176.88358321551175
5,1986-09-26 01:08:08+00:00,157.81840549096356,147.1181393015485,142.5968135525897,141.586544202732,137.16321855781013,143.14060420092096,140.8429887335823,145.02473624255637,151.12646366438094,146.9143219811912,148.38678454682537,144.85041796287905,152.69526943608244
6,1986-12-15 01:06:42+00:00,162.29636959660573,163.56864620576172,163.43039256376778,162.12042995883593,167.31671676791166,173.84590913479332,178.3711610658576,184.075669097924,174.5167374081013,185.31664327846792,186.0472987503486,186.96803147629186,191.09341963328905
7,1987-01-16 01:07:39+00:00,158.53293112777862,164.61795630681644,164.3598727000353,168.66416880640318,169.75131477823783,171.12940224648813,176.7337114524761,186.72818032151122,185.27088660037586,183.70867129973897,185.76343161642507,193.85550043316914,194.48199726993792
8,1987-03-05 01:09:24+00:00,159.23190126750052,156.8336255350288,153.61211440492878,161.0701889484647,161.21267696067073,166.6688227203323,171.11520049267392,174.5126681160136,180.90794068210295,184.30693935795642,184.03971656599475,189.50632635054353,185.395879744225
9,1987-08-12 01:13:52+00:00,178.77126217887903,166.434784073908,147.09266260331574,139.8192717046387,154.0594143315413,154.33293904846374,158.57549427672936,167.3358403070531,168.73792897237823,160.91874956650943,160.71626217924054,164.668382132528,164.52157970357547
10,1987-09-29 01:15:04+00:00,135.425335056356,134.8836347392811,132.60187320957465,138.72102815349677,132.715528220531,144.630387009865,141.53395241142601,143.36348590968754,139.19404705086134,134.8965726104845,133.31522107588498,139.96280655839013,141.59346346820425
11,1989-01-05 01:18:13+00:00,147.74298448691027,153.9102594283454,151.26041805320577,149.59835384897696,152.00912270566383,167.9686418428963,176.8392758602224,183.86181072524704,189.50465224633703,185.1361982766317,187.92276696387472,198.2998984287542,200.71323494185683
12,1989-01-21 01:17:54+00:00,138.86373414496305,140.49339238530814,144.4579070183329,146.36421881520047,152.96845745404295,157.79637930242114,168.6041951474658,168.9238776132877,166.71581253515052,163.71631288779528,169.59368987612984,168.40842345037478,185.8788591460744
13,1989-03-10 01:17:25+00:00,140.92733851586047,141.17768258743877,137.67893525028046,144.84405347141205,144.07529215186793,150.44860095814363,164.29486320748828,171.77883133687246,172.07751959386923,182.3468091412884,182.21568760373788,190.76126783721907,193.43829223366922
14,1989-10-04 01:13:34+00:00,141.22417184572882,138.4335056135301,140.04728133940276,142.88155768890456,139.04483517077043,151.94563524046288,164.07485738610927,166.3162085720659,173.2613291573768,173.97763851298143,173.25808912100456,169.0488557439629,165.15039825922005
15,1989-10-20 01:12:49+00:00,154.71301679078388,151.13680263783314,159.9997124268972,163.59289520830396,171.59933041201265,172.9118697642597,169.05667972931886,176.84264070540624,181.75250439816145,180.56339356429496,183.03275140706828,190.0604746333701,199.20030009976426
16,1990-01-08 01:10:34+00:00,152.2572546972316,156.49077147960963,157.02586753309618,160.20979827430963,164.84290571403824,173.45290984787678,176.5381462203072,185.4544389329546,191.29803657029177,194.46475444251251,191.32134456524108,190.36019214342062,201.48286327836198
17,1990-03-13 01:08:33+00:00,152.3180321145971,155.38604883466064,162.12879448479683,160.15047433274228,159.28325014656943,167.1995359522814,176.52370984542154,180.7666985095928,186.02111219282096,185.24559385991307,193.27477875164325,202.32282694502902,200.98618411596004
18,1990-06-17 01:08:04+00:00,153.37318130056687,152.58201001081446,149.87326949080008,150.07198655887748,159.06351291485387,161.4535953128438,170.58584136795193,181.07745952774104,178.79732553954332,175.83299176822516,179.33754792983478,184.06707116246523,187.88532862861223
19,1990-09-05 01:07:44+00:00,171.23268759210305,166.21466649803946,161.82245508627818,153.18559474662726,,,,,,,,,
20,1990-09-21 01:07:42+00:00,175.87868786245872,170.62429973439095,159.64318378330998,151.8469531235932,150.9439090653686,154.96339785439037,153.17633747552742,159.37525809475747,152.43803458343842,155.10658426407025,156.18016721536625,156.1577540778155,161.74349698529835
21,1990-10-23 01:07:27+00:00,160.15203619003142,159.92322129124233,157.67525615341637,157.91515870102532,159.77719730770062,164.3061281378042,159.75267853427886,162.0059193434919,159.51748716979645,160.47952131594474,159.99851785104948,151.27345150800517,148.1811254157763
22,1990-11-08 01:07:24+00:00,157.0877783907062,162.3150647796268,161.3112519925759,160.32791238412366,163.78051761228642,165.28175832394206,173.64471596697712,173.56552460879473,171.07746418631814,174.89415597957844,167.40768451199662,171.99455209811128,177.1723301243674
23,1990-11-24 01:07:17+00:00,174.52768738497215,172.27431451906133,162.01115327274707,160.3978400159314,164.5816753664637,167.40220821151368,170.72201809211012,174.54629377379408,178.38380191437355,179.64929117751691,181.06745029132446,178.0307002786142,188.29994747018108
24,1990-12-10 01:07:14+00:00,167.73702818054554,169.4224970238189,175.0244860319152,172.83778812836104,171.5465162055096,177.76274772683018,178.00213006750846,186.88021255765395,184.8565380534265,187.41024476163415,192.3092738033627,195.37424577078895,202.28112271463706
25,1990-12-26 01:07:34+00:00,172.14771571491568,171.65806245340252,167.9846700590208,175.68548554482746,174.7931320638709,178.4963524489328,181.96022483510305,189.8672107282857,190.6814455627148,186.74484336682684,191.13098433712722,191.5983896073548,198.75233599339757
26,1991-01-27 01:08:28+00:00,166.68616546418224,171.64467914712617,162.73829155131924,168.28501370533627,168.70099919635356,176.23658342728842,177.50098502918158,185.9887613653346,186.40194591140389,189.2668221479425,190.97513380359257,192.84026025158573,190.7854234071073
27,1991-05-03 01:10:09+00:00,163.30967881134137,154.8163480617481,158.82910871346027,160.36693977871926,161.4747769591951,168.47177220151048,170.8684901423551,179.58657829298977,181.27346114964834,181.28926842260674,182.9246107679095,191.9162918926078,193.15852123382325
28,1991-09-08 01:11:45+00:00,,,115.35328402681083,117.21244818600485,120.74877345699066,130.16323575858718,138.38835011982442,146.64534023878429,150.79020937177117,150.6712386107234,152.3184726919966,148.23100868006625,151.64933475047798
29,1992-07-24 01:10:48+00:00,178.82055103427643,169.05685338563129,171.29750496808862,167.68635348068761,169.48716730372965,174.54050346180136,175.35437801550168,175.94355156937706,183.12753507795222,181.14100232145424,181.74230218399074,189.96046407907025,194.32871945179303
30,1992-09-26 01:09:47+00:00,165.01331474368814,161.72650716821983,163.52046328274932,157.61797154254455,164.86031798837826,168.29029816523337,172.95024887432547,174.21002204705547,166.57322629625148,165.6332052616668,168.48844813007878,169.15205265013162,174.09753506412827
31,1992-12-15 01:09:13+00:00,171.39676888701942,164.4296195420195,167.36508828982568,165.7721266154087,165.49031035097076,169.5646163493924,175.65091495486155,182.66928786161657,181.07807400790057,181.08284901605614,182.6850005238654,186.3223867021518,193.06431982883322
32,1993-02-01 01:09:44+00:00,183.0946276619292,183.57235081825948,183.47022395813553,179.83430921530888,181.68209663996925,183.33689853494144,186.8325789091379,196.510557540971,194.1542404597268,193.96462527951488,196.22602566810664,193.80347372948017,207.66140012006687
33,1993-02-17 01:09:52+00:00,167.09301007732628,,,,,,160.75657696946047,166.3048458273713,164.105329775435,166.7373053795094,176.60981420522802,175.72156002086365,181.95485243809594
34,1993-03-05 01:10:01+00:00,175.0932977409453,171.94330438116373,168.8752432940288,169.26037158735298,171.10007039508673,175.0385982104396,182.8903883789275,186.2464521883082,182.9847420272501,185.6747915805189,186.2912713851326,188.29763850076696,192.31439449067145
35,1993-07-11 01:10:19+00:00,,,,,,,,183.38253748569676,188.56172992627324,194.99572401712152,190.90402768554497,188.46814118094454,195.75716036431655
