,dates,nzd0245-0000,nzd0245-0001,nzd0245-0002,nzd0245-0003,nzd0245-0004,nzd0245-0005,nzd0245-0006,nzd0245-0007,nzd0245-0008,nzd0245-0009,nzd0245-0010
0,1999-12-09 21:58:57+00:00,204.78364176992375,202.39065745164285,200.67695150982172,202.66543883573416,203.10345148285964,195.47158620975137,196.19325415869602,200.8766012020558,218.84917684290045,219.5637362383876,217.76901933637507
1,1999-12-25 21:59:16+00:00,204.87099487535434,199.8071793265392,200.22773971551246,206.20298331033544,194.69517261561373,194.5958189787069,195.9376735248695,204.00872110228286,194.22794335823033,208.3972530587658,240.8197705157897
2,2000-01-10 21:59:16+00:00,282.39081990311234,221.42087572184724,211.580100339477,208.33076814040697,205.92795231205608,203.98517581763352,204.58566501339516,205.56387152139274,210.6549724805601,212.2994508892111,238.24074265373466
3,2000-02-27 21:59:04+00:00,224.20611354098486,222.0448238686176,,,,,,,204.41055083830855,193.0609597430497,232.87997866205177
4,2000-03-14 21:58:59+00:00,261.23465005070636,,,,,,,,,,260.4821998925563
5,2000-03-30 21:58:33+00:00,219.28378481592412,203.38853067887172,206.16326782575146,213.70576575647155,213.63753577659432,217.43627566589598,215.12549006894596,215.93905608971772,215.91828581799172,210.77629271265042,
6,2000-04-15 21:58:43+00:00,207.9225397555032,199.51369017789835,188.43357814005904,,,180.16272565259487,,,,,
7,2000-07-04 21:58:02+00:00,208.6673764529677,203.6425772724393,202.41446720339673,204.77387736137686,,201.12164807316964,204.45703478186527,,208.1738731035135,210.307030001466,
8,2000-08-05 21:57:32+00:00,,178.57125014731164,198.29912256684852,202.52596128196137,195.79207936378455,197.0186797325513,203.33320495287134,191.99648747787109,,,223.89928508640276
9,2000-09-22 21:56:53+00:00,,179.30210826994707,204.92077727856923,197.65936317853325,191.78141207331012,195.60320235417052,195.70115297872164,,,,223.56242277760632
10,2000-11-09 21:56:45+00:00,181.30618219384854,184.55491057625116,,,,200.59553736568972,,,212.94318679837016,229.0691227557268,229.785547533222
11,2001-03-01 21:56:21+00:00,,,,225.28904303745958,200.57906614732394,,,233.13661341650098,,,
12,2001-03-17 21:56:40+00:00,,,243.60431853472545,248.45930823457897,229.69960889444928,,225.87583986560156,257.5897103790594,,,
13,2001-04-18 21:56:09+00:00,140.54254440433994,139.20970597909417,,,,147.07286876408756,,,,,184.018442190481
14,2001-05-20 21:55:53+00:00,159.40292650312506,156.50518838450165,,,,163.8427777838946,,,,,
15,2001-06-05 21:56:04+00:00,182.70530855346234,,,,,189.69811633306995,,,208.25181529474958,224.57714677399827,
16,2001-09-09 21:55:00+00:00,,215.78464674612272,,225.17373475519966,235.70658838158388,,,272.7868232866003,,,
17,2001-09-25 21:54:28+00:00,,230.1995297575029,213.4003679470523,,227.74134972070533,,228.81839584808884,238.53718758051627,,,
18,2001-10-11 21:54:33+00:00,,198.81130119385358,198.0726687803638,207.96008155541642,206.9901925243898,,220.89936356887713,236.10612936894162,,,
19,2002-02-16 21:55:18+00:00,,200.5851177556022,194.535514717785,,200.17351605685514,191.10702566351515,,,,,
20,2002-06-24 21:54:28+00:00,156.25668817904915,,,,,,,,,,
21,2002-08-11 21:54:12+00:00,133.3883886020571,,,,,,,,,,
22,2002-08-27 21:54:00+00:00,174.62106192646323,,161.41311192776556,,,163.37558862838182,168.96933106384,,167.08612550303195,184.09358180879562,186.0886128462892
23,2002-10-14 21:53:43+00:00,,176.11800978318024,,209.03713174282083,201.09789553521745,,188.03615099395623,215.55065056660138,,,
24,2002-12-01 21:54:16+00:00,189.58233168260836,176.4790464307347,176.53563476524658,180.39575829793603,185.52543247138382,178.21880573369972,177.39204965433782,188.56170450897736,202.80529607225918,201.86329656721855,232.46822494131905
25,2003-01-18 21:54:30+00:00,181.23845637299604,178.55403653136068,177.73104374721834,178.80200710867678,188.7620817600092,183.3604970963292,181.68230406772733,199.232019983104,198.85759296988988,206.7105845249743,234.3190480995077
26,2003-02-03 21:54:38+00:00,166.56702554055045,144.72244300240368,141.39432194869656,145.7694342544026,149.28498020540445,132.34886124427496,,143.77408029697472,,170.68745814226082,201.70312349137708
