,dates,per0212-0000,per0212-0001,per0212-0002,per0212-0003,per0212-0004,per0212-0005,per0212-0006,per0212-0007,per0212-0008,per0212-0009,per0212-0010,per0212-0011,per0212-0012,per0212-0013,per0212-0014,per0212-0015,per0212-0016,per0212-0017,per0212-0018,per0212-0019,per0212-0020,per0212-0021,per0212-0022,per0212-0023,per0212-0024,per0212-0025,per0212-0026,per0212-0027,per0212-0028,per0212-0029,per0212-0030,per0212-0031,per0212-0032,per0212-0033,per0212-0034,per0212-0035,per0212-0036,per0212-0037,per0212-0038,per0212-0039,per0212-0040,per0212-0041,per0212-0042,per0212-0043,per0212-0044,per0212-0045,per0212-0046,per0212-0047,per0212-0048,per0212-0049,per0212-0050,per0212-0051,per0212-0052,per0212-0053,per0212-0054,per0212-0055,per0212-0056,per0212-0057,per0212-0058,per0212-0059,per0212-0060,per0212-0061,per0212-0062,per0212-0063,per0212-0064,per0212-0065,per0212-0066,per0212-0067,per0212-0068,per0212-0069,per0212-0070,per0212-0071,per0212-0072,per0212-0073,per0212-0074,per0212-0075,per0212-0076,per0212-0077,per0212-0078,per0212-0079,per0212-0080,per0212-0081,per0212-0082,per0212-0083,per0212-0084,per0212-0085,per0212-0086,per0212-0087,per0212-0088,per0212-0089,per0212-0090,per0212-0091,per0212-0092,per0212-0093,per0212-0094,per0212-0095,per0212-0096,per0212-0097,per0212-0098,per0212-0099,per0212-0100,per0212-0101,per0212-0102,per0212-0103,per0212-0104,per0212-0105,per0212-0106,per0212-0107,per0212-0108,per0212-0109,per0212-0110,per0212-0111,per0212-0112,per0212-0113,per0212-0114,per0212-0115,per0212-0116,per0212-0117,per0212-0118,per0212-0119,per0212-0120,per0212-0121,per0212-0122,per0212-0123,per0212-0124,per0212-0125,per0212-0126,per0212-0127,per0212-0128,per0212-0129,per0212-0130,per0212-0131,per0212-0132,per0212-0133,per0212-0134,per0212-0135,per0212-0136,per0212-0137,per0212-0138,per0212-0139,per0212-0140,per0212-0141,per0212-0142,per0212-0143,per0212-0144,per0212-0145,per0212-0146,per0212-0147,per0212-0148,per0212-0149,per0212-0150,per0212-0151,per0212-0152,per0212-0153,per0212-0154,per0212-0155,per0212-0156,per0212-0157,per0212-0158,per0212-0159,per0212-0160,per0212-0161,per0212-0162,per0212-0163,per0212-0164,per0212-0165,per0212-0166,per0212-0167,per0212-0168,per0212-0169,per0212-0170,per0212-0171,per0212-0172,per0212-0173,per0212-0174,per0212-0175,per0212-0176,per0212-0177,per0212-0178,per0212-0179,per0212-0180,per0212-0181,per0212-0182,per0212-0183,per0212-0184,per0212-0185,per0212-0186,per0212-0187,per0212-0188,per0212-0189,per0212-0190,per0212-0191,per0212-0192
0,1984-05-08 14:33:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.31722068755965,122.23209538037165,93.66394911687996,118.10727986134104,142.37186139935346,150.99162620037578,119.16888111165953,99.10464499609103,115.10205907555235,131.72840264818663,138.84795587136642,149.95536819091703,153.6874688382519,151.5673928155929,141.9630611168551,152.99645550402366,121.75897537359288,114.69410304324543,131.16628763803413,144.69092639708964,152.04213022581052,148.98305053340127,158.00825929072187,134.54568826961764,151.70045843043349,173.68491148688952,156.2063250912885,,,142.26473725642768,138.50766664521052,146.9104569684287,169.1388477672412,173.86943521235915,168.5308218433266,151.17023867951332,132.4085397415053,136.1107720238526,163.4906675213694,178.00471363722846,173.06658023588847,160.23819383327356,142.95383302908579,159.28870538672143,178.0647959112212,,151.3876522620938,142.39256726697502,157.28056224472752,173.89326169784366,178.95552981683232,161.93762621595533,172.06668256476743,168.3323601042386,,130.974841229518,133.87961226672212,165.6491601023357,158.69679560426644,130.2127304571948,138.77450646540123,168.69119506555376,166.1756676185028,,144.3756704807129,120.93927766922879,,,166.1531342941944,179.45555852097627,167.6408496490441,147.93520754505488,151.97237702475056,148.54720115696952,139.00109768135147,150.47229583439284,131.4524894728487,,,172.9508056108504,165.21020807860322,166.55086904821167,161.74580764641914,171.77783717734323,190.02247410282246,,,,151.96573034952826,164.67944396285606,159.88260856184257,173.15976340744797
1,1984-12-02 14:35:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.52301094258766,159.6712871268556,,,152.31558788747077,132.19561474127073,141.47170639460074,165.4826519602292,146.85377600659803,127.10968358141074,148.50234375118248,143.68194223433233,139.21591280152262,138.98134332136175,154.24094434026716,159.49871665292935,155.6801992295766,159.16180691622878,179.29890281603463,170.72102737462882,173.51012267932322,173.2880615708669,161.21439911273123,165.61838972015244,162.99428461959232,147.74127596792783,168.67836317447808,179.67606745180376,153.3290484038287,140.8419113328288,156.03282222469164,170.5566925415733,153.43904301878985,139.53547939359873,149.31055386569807,177.69568335775392,163.75021080399506,117.4568944708048,91.98031538049074,125.73553714127074,171.32677478546896,177.71077434999057,137.69087397272392,121.8972899432274,138.77806004145145,165.63558881931237,160.2327986962785,157.2783158010061,160.60816145293876,163.36370468669472,151.8917143047217,176.42882077125847,140.2589710145042,133.77164002426568,143.57741322267827,160.53637516562304,172.3054629663829,163.66289947355835,172.51869978585577,164.633109928059,170.782036473541,178.22720318405754,178.98621973035077,180.36909125019233,176.5557328450402,161.61842256407328,147.2438272579626,177.41142669610394,201.48881080423365,183.895789722963,176.88614441431602,188.01446660291614,159.07679765489974,145.45890850951972,180.699699017345,209.7101234712887,193.79161808008342,182.59302580851227,153.65504831310787,162.97329195448566,212.59945089259153,214.12347058677017,177.31778563285667,153.68029294018862,177.78164353554357,205.34904747499152,197.19290596499184,182.4981933838773,170.13937158812644,193.92280301691144,199.15214242443167,150.62238202447247,151.85680280058793,191.32212398183594,180.24626385089715,142.1363424025635,148.5415702338516,157.88954691388565,191.90939150673165,193.79387009544612,151.1317748059941,147.54287562478265,171.57045350948408,172.62327786307753,162.8263636385795,158.10030687734601,170.08757198766585,161.2752183217621,165.0698420186197,169.26950098132596,155.82201422199748,163.5791854917501,154.33759392090204,169.83097665286937,199.99984388862168,197.13625984943872,177.11221109156764,170.33082567288375,149.32346587301225,152.02378623195227,215.04820245316813,240.86376287190825,198.48514414383627,199.01906986591896,170.05114842420898,174.65757939327594,189.48247505539695,191.4476531157318
2,1985-03-01 14:30:13+00:00,151.7251882867854,138.86106574987159,141.6968371235459,151.95435020240876,149.87723197362968,132.88570875280428,123.57853153718239,118.23656757355609,126.97481572291022,125.5429607286719,131.07793203998497,144.33477680879216,148.7948583916919,138.25338011022367,138.18722621585545,129.46655681295138,137.8092467394432,163.4282334446063,152.7503250213476,130.74362625383515,142.8305672106996,154.70643405979146,142.38559017791357,133.37401257411256,163.37896964757047,157.06302227962226,159.41369373912926,131.7831174868237,134.81920951389375,125.62658014991592,114.72450598685077,140.07350317233696,140.02826199094892,156.35258650310402,152.38783905032324,165.48952154414832,174.35909323174047,167.43995414230446,141.15961255115704,124.87857691007264,132.87766598018194,141.13621720308257,162.4921623504478,173.2172559633022,153.99112143804945,139.94344253814313,149.58768928300606,138.72609192698994,140.05748917402343,149.2400320343338,141.3251264947501,156.83373262945656,160.51551813092829,148.02946715203416,151.86446671492865,141.00802195500145,162.27202191923254,162.00091678967067,160.93523215842822,151.33971067365005,128.13183580727002,120.27300717450763,152.10720252372596,165.3225413001719,150.22904848798646,146.44434696924318,141.6470538729585,,,132.49449730777988,145.28540176920453,125.02928848240921,139.99273188851527,149.56005225132893,140.96729431101457,146.07020194953108,135.85529117746879,128.36170912867036,119.95796834230757,130.11775149147013,151.26330871207978,140.77673770924625,145.5030379956762,171.41959073219937,160.09728828898992,163.58169970826475,160.60376541396738,146.6305663253732,144.0289683438416,144.53588812706042,153.50598767103372,168.03179854120742,160.40060554462048,150.11206525927741,133.46459862224157,129.7430360785208,145.2964272194761,142.33162594388037,144.92340346326617,140.50562858541193,144.25417645451722,147.82307875682022,104.60498735392943,69.56121756106806,102.40843310119294,169.21158435311173,180.53268283242988,134.47940329780135,101.24929360332773,126.7820869699238,160.0339858056663,161.366153893542,140.99920230259363,129.34234355080474,148.98796083753305,162.9065327538671,176.58225499131774,136.3325261983523,137.6638715671208,149.76274571139953,155.81364644546102,158.07141995166256,163.4557826011883,166.47755838660387,145.80127921955244,163.04491077407872,187.52775768022937,177.89201525888143,153.04335382875536,156.36929907628132,150.39776714348335,144.212508438896,162.9851538943608,199.25034716812306,192.83205623492648,169.06747087289511,155.35492056040692,156.60979072850992,137.13225817701172,170.40310385818856,187.63800964663102,176.1753953532939,169.20132884541172,146.97890162360187,149.08956761149955,201.5276628371349,206.98694712972093,187.777562106587,161.09566643702706,173.8817390218852,178.34992286471729,167.0130660532164,165.4978275743915,173.5317274471788,184.64867464025403,187.29844368397238,162.56693348679357,161.2123411140355,186.5763244147115,158.8804432875497,123.54881494426427,131.06948521543558,156.69874920976014,190.63900719754253,173.41016704779264,164.5705547221753,166.28692677614606,143.80327293432165,142.67569902201936,169.50215642767174,174.03510010864275,176.5052822087604,173.50676164250365,174.54784442768215,176.60851982075138,179.67325713002344,181.17224546417614,187.64926544801375,180.94847471965846,190.08808675180097,200.32744425550567,184.92777264997795,179.20052679374072,159.62977778862518,156.52492296717534,181.70925739809377,228.3730809236612,179.21408055465199,170.9621010431621,160.05997615541807,164.3663861545425,170.8114330392707,179.07884207421426
3,1985-03-24 14:36:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1062332029545,141.90089796721895,146.07555509914903,156.63223501094805,165.8448371682417,132.07317943048483,135.71121163763553,146.85397236485016,151.93775874475392,157.98353279589122,165.3772887223166,161.5931457666527,144.27096122100232,157.54931048366063,179.53950660823722,178.4867236785974,150.55277665249704,150.50440686969824,148.09010458856108,134.87469575997258,148.2592455928406,196.8721855957868,177.41786914854683,165.1322986171753,157.4128087778682,149.50914218519324,152.09536671470954,177.38833093148466,180.38747191034926,167.6658849833626,154.62198258234756,139.37007519417773,157.7600229530645,191.41100218527254,193.09698277566827,177.83864585541272,165.27819935353745,173.59455271919995,176.3095928697278,167.6673781585356,160.70326210967292,176.36012229709536,179.96098169216182,174.79675098815113,156.12092759808405,153.1659239949749,184.16126922343494,180.1662542138891,136.29521675641752,134.93649278051782,155.44839237361424,169.69589465268857,179.8513954064533,176.308507446364,167.07721815039014,148.70618068050157,142.12211711254238,149.33681172445492,146.46267905815742,149.22817893071417,150.59874481035337,171.8154595658145,179.1216550188032,175.46140965223944,197.31510319774077,178.45554891428375,166.70388455856306,184.15432821702325,206.9568577066778,182.55702594582255,161.4148030038886,158.91343750368668,163.88933057709943,203.64800072032415,227.04380090601606,177.30224368476445,166.80623416198978,169.69987041840403,164.46354362208876,161.51879247888604,177.84218284862578
4,1986-11-15 14:18:13+00:00,165.63555750390003,138.84720698925196,142.7083077420504,135.02531840946781,133.22241623702268,150.64464664407518,148.78438493727896,139.4150463234932,127.31514759442919,114.74213780516554,112.63308263735667,113.02594447522175,123.99356154891512,132.3395983215342,149.74877673690136,159.1396355002234,158.6976935745173,140.00949537842814,130.9600547701886,129.72338291630217,133.00607550248733,141.12329703412203,144.46794465861302,146.29156814748038,154.18834369085556,143.05966107293588,127.00272165752222,125.3432043337981,127.78495245385798,124.14260493134847,116.50123790763709,129.1884486514875,137.32458889736938,149.11364480503204,156.5068084534292,164.985640093082,169.0673877297588,153.13804336065033,137.75943105351203,135.24289961987603,142.95760844519754,146.7955819746327,151.29921551254984,156.1508171703419,169.993841452854,161.42788783783712,148.80955530454057,131.1367043645626,133.94752194465448,144.87758745256411,160.9735709640727,175.64161259688723,170.08446242259365,161.0890327963179,162.1729512375963,170.00912862500107,151.87081428977183,151.0140740387818,151.53821968503755,164.1011697307818,158.36508470199922,154.007332698402,135.29075085953144,125.45137391549511,133.38341633073117,135.97839956051047,149.46017125729932,154.48420815683156,154.33079708840225,137.66324954155976,134.4787301004456,123.95057091303511,134.627112180275,151.6032967214457,150.76285024872976,123.26612463569563,125.34729098893752,124.77214617297594,134.12900056930474,155.16183751670354,161.44702735440848,154.67423296205777,160.2294924435576,171.91435969999307,184.36032109341932,167.84873278395,148.09968471387646,158.43883821659824,150.43421813551876,156.21395028452582,154.502412281329,157.4754011000992,151.7223251361813,158.1118766632701,158.14558817252393,145.66245092716093,132.6050374670064,135.4180681901177,146.73523549064535,155.02614927477845,159.996931743819,156.00280341389174,130.27843133515103,104.00080103056673,130.24509707338132,164.99956197369806,188.08390645019,161.01309319512188,140.33152411373425,139.5800992289494,150.80807594571877,161.47583702928586,163.88684778401745,161.84519486261678,168.60801485957884,165.29883389190243,162.47115100015478,128.252036934207,138.3981117886657,154.83236036808557,156.26430212583938,163.24863179164635,179.75463950220933,182.93748723634926,155.17116687171216,163.51068372316482,175.27382563766275,179.1457877885566,168.77337163050044,171.38144162497753,169.49958228507182,147.94068015330555,159.3315301458403,194.0847394893598,190.89201275464922,175.7819069770318,163.36359370784876,148.17383903840346,134.12999972854234,179.3174322666354,207.92348093334357,203.55741283686677,173.69720824866678,146.28899270556641,155.7910662753158,204.46329684508183,204.8575053554266,185.13840194136935,165.86766180506243,184.54936372069912,205.36184186011508,199.46533899853068,188.638991936865,193.4658201185523,196.4788665873171,188.1730877219223,160.75832919442377,156.27924460401914,191.40090199837144,195.43231809675297,159.27454134262203,161.67827287679432,183.8448227766765,190.25157499824837,199.88032860479956,187.145927943403,169.42918658240995,152.49920171487756,143.98388792673978,173.7658247928635,176.18653376924965,172.53369581570172,170.19070550826035,168.67166286407502,164.463900665866,156.36544128360958,175.1847899455624,149.19159401691417,151.95850205325863,182.02286396464615,195.93550619557683,167.2914974096007,186.09007402244177,168.218188008693,171.4750446111321,183.1580166259889,203.31820529012637,179.47651918059913,172.63392554358467,177.7940371020668,165.9992522703992,158.46137583704302,177.98543904483796
5,1987-10-08 14:33:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.31114061847062,120.4333943436777,154.56620163422616,157.47146830240115,165.99602067130672,166.91426515110203,160.80604637627823,134.84243280331094,157.4412568356064,174.7555716544964,170.6822392979405,164.32440183488384,156.82221549347065,142.59973111884437,130.39137210711655,143.38062755281476,188.57131906442592,190.22848294270122,168.0498928265017,165.6042229585313,155.310515161131,134.20524159362736,158.32291505498944,195.47745237364404,200.98892955042862,171.83053701850446,139.67539752107913,136.41987482566765,178.25527050236147,186.87635491461577,167.55299227555207,145.14798578285288,168.90564258337974,197.5519831328217,183.20667290047635,161.49354924035393,172.3187253937273,175.0098574707464,172.55483879416937,156.9094505551194,155.27811497710184,179.5077469816987,167.647028392609,139.81957683787326,144.32044880870683,175.22589930111423,192.76410108261558,183.40712158206463,175.84009234857263,169.6571909069022,137.693011346684,126.85906647201234,164.12012984761844,171.6146106162485,,,,,,,,,,,,,,,,,,,,,,
6,1987-11-09 14:33:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.75559341703126,138.06973282842804,125.34311065348012,135.0615663023318,157.8180333270882,162.4504603785678,169.2677892191943,162.83459422638765,155.29715426834963,133.84455368269442,153.76955576077242,178.30254850412862,178.61521257125494,163.1335513917003,146.50178318371525,138.74551722179604,117.62931321802381,140.70473723090004,186.00950160802074,179.91138002536576,164.44141060460316,164.72456096288406,152.75303997983067,134.96815109755622,160.35816597934254,191.20787011162346,192.13055132809117,175.64333096047486,149.76777688060142,158.3156431832615,178.76616809324682,171.56608674830898,154.21758197845122,139.55287022696808,176.68532921003379,177.44248412314766,179.80355373153455,165.950466426496,180.62813475800027,181.49514154168284,170.52637437522034,140.2166486363339,134.49074520659246,175.37876923460092,187.0085628110172,163.16471576160876,168.16731765222013,182.17098370842274,178.36436341587935,179.6819440635383,180.8874779527922,163.65845073244685,135.153583665753,140.9755122627488,163.34929671098996,172.80356208797758,179.48374352583446,175.48632651013466,163.72791966590515,145.00051695501492,119.3772775876512,142.66790153421212,145.38382432725953,145.42156015454066,176.79508560475,167.08173274893107,151.36785540183206,157.34812345203375,154.31017363008314,156.5575337085974,184.82105485866117,212.75370297341814,179.39054040166388,161.64424159683205,169.6576494702138,162.33765831175123,163.7781646329958,177.50606262209124
7,1988-01-12 14:34:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.7786724876956,170.33210233345503,200.31208506605662,171.35146804060878,139.63847074180404,185.9223629286272,201.93129678649504,166.5032002621916,151.49360255851153,189.76217330976854,208.4076889513243,189.18527463704316,228.59061487584893,213.85459994705184,159.3899281585835,165.33032493083334,202.35914777256076,159.27879704809544,192.62683502140587,201.96780159216576,180.1328621098715,187.77095728461356,148.63134244036948,135.2750887470624,155.01887180250333,199.24950401465549,240.12081052537366,245.89332412154272,193.91231879700976,169.31673983229726,199.85196026166125,215.1138274036628,179.91393247982916,167.45557557655454,186.30871022009248,173.5152303994921,181.10982214107898,224.66946017307885,226.0201932205413,225.31348493336137,201.35909187688202,167.1559443885061,134.03221035097914,142.35625417256068,222.05064398773146,223.724866237029,198.6635426065741,208.57851800087036,219.45503826286821,214.1155593635837,205.54838434140098,194.5657443214051,161.57848544620245,137.01471677595723,163.1040109574281,221.97238087203607,214.02519609564686,187.72237564713367,195.63350510761396,152.6811530471624,133.08815170024099,154.73822968736778,209.82157364358645,188.08878705684734,182.07554907119288,207.97081188528023,203.09012582176467,167.305905708144,136.30480336637268,146.79853279388317,194.93151323994584,,222.14929250125016,197.3076748511004,210.4293456780478,180.8999641990985,149.82157924351736,173.30804560575896,195.97103370832843
8,1988-02-06 14:29:16+00:00,189.85684443565646,180.66389221988135,200.08385870930204,197.70890176030014,183.2214262244693,161.38776808270887,154.48968496621154,160.8006531357153,166.26082283678255,150.26008423129582,132.36010210510267,121.48832854450205,121.76165266547665,126.68064654094748,141.70842436899227,154.72137985376003,156.0229547009157,151.3626372572084,144.66602958145347,155.90232746767492,187.47847556431873,176.6094322200011,161.54293185420087,179.1933719073496,186.59604086362103,143.21173388665812,138.8284435918746,144.99402724376574,119.63037754759219,113.9607748294923,135.826383307036,178.63386737485547,179.60687205443352,179.2357924558371,178.09817502232772,189.18736281154705,164.13920684343066,136.21777934348884,127.52810096913548,150.02183444905768,168.3236696516232,157.68472730788713,158.70770103081367,189.70578241263132,181.20808223263415,170.12512172670893,150.16280982493248,162.27720935834836,,161.32530647643785,161.57195852530944,193.2965317222076,173.16218140882836,134.4911240235193,162.43041818479497,193.60504830583932,195.62037202677115,176.44857487672456,195.15687548202402,182.7129286112492,146.75223150931106,143.42877730887795,182.1918882356808,168.09767047918407,140.35615187165288,118.45355448357131,145.20934181480018,179.1716313908342,152.7768052741132,162.91150628746846,183.61159562273735,154.3256409472652,132.03667386070828,156.67763768855582,166.8285786649073,170.21615347763682,172.57445927983775,144.96635533949842,122.45408408046808,127.90291293928469,180.07576984163927,175.89689055228047,193.333118832328,207.39684378232897,194.5756231573264,202.40092645269988,195.2115710107674,173.85398996389043,152.62741669942073,163.7953545430156,143.2654854412685,141.10126569077661,150.29302282513544,167.91872304082682,163.5539453958623,158.76304692519437,178.2225182044179,177.04732545290662,167.03030957552818,145.59036324760353,139.73650693166422,156.65268823184562,135.79810860943584,131.3287128239652,162.60088125864976,188.29578169109303,190.83563011203012,138.43446821946532,116.72274937311775,150.24735443203065,195.76976295812523,187.2459685357229,167.87888762648095,143.1905799363895,124.3168168949851,136.84740209091038,182.17088055921056,169.83917644259532,168.82341534234007,162.72813918335086,171.39107295316754,170.21548506150236,161.48545128111908,190.82922993392862,175.9610332948695,187.81030737390586,213.03391955960473,187.5195132386906,166.54502911976792,176.31897337333623,188.53814802375703,151.1817321816863,160.34741538841845,193.22314891848248,183.33239162890357,168.526224478021,153.1741766132915,156.58234965609998,166.10956906223197,216.5516639869631,237.82330200046073,225.70698166318255,202.53138028819183,177.87735440593957,176.38435444133734,200.35716414156929,196.47645231553975,166.11518426710433,162.81325190543598,171.2076352961882,190.45538801250166,218.9132340657503,202.50463660733965,210.77125565197886,198.94460770014285,181.45518139768024,137.19233848610904,137.92235093482384,201.97458591057574,223.4514734716435,191.3246146981869,204.55084918181936,223.06134352268649,222.10622366327337,219.18417532876578,204.27551152071052,140.70611592831534,113.96999441824326,153.1014694105172,211.7588854935953,185.4861099018146,175.64312967181309,188.09553216549332,162.70369927539065,158.26719367663284,171.839143720146,203.11798510704034,173.6383098462116,176.30062744030752,200.48520600137755,211.10475350616633,178.71576545756943,,,,,,,,,,,
9,1988-02-22 14:29:30+00:00,184.91743000132948,182.4996943732471,192.45040919422092,191.1909345136122,176.53442486456083,171.22393970394404,164.55862874797913,155.31073816414084,151.00068924217928,137.90514321283464,141.84711960942985,135.73658064222855,134.650595213247,126.77603359161976,150.05297145559234,156.33590586235937,147.3151085761982,139.41172686998675,138.18798054758304,142.75632676450138,166.68897214277152,178.9841739988951,177.383380371722,157.9161462843314,155.0986649859547,173.84618994578238,149.37552408537482,139.5980408426222,135.365005741203,125.7190794722498,112.20506382029674,144.3745411331621,171.03318591172825,183.5048162628068,168.57128109009926,169.40222108783314,180.88767942938125,157.74508433889406,137.19656880304208,118.50887059737184,158.11501467389698,159.22177392944315,143.6764094248336,179.44151040325855,175.27127178248023,170.70194194138534,173.07564882877745,158.53648080451438,141.86973994987244,164.85652104203865,164.2589489879001,166.66069124931954,185.2073176290377,147.8201939080971,146.7175816082605,194.45177970821283,202.82192400793906,183.940406203443,159.54732498116425,172.5399718062701,167.4309804200767,134.8978452833846,150.2937040151163,180.6265426010289,161.2158792400628,119.93336221459325,119.34732211145752,164.37526667266295,165.38680476582363,157.64104220047597,172.61005904366434,159.5227266666456,136.0533116424479,141.72049971970768,136.9975364591456,161.14769319611895,176.90902416982595,147.67668184119174,109.8117836827802,135.46803708527398,170.64545181649405,169.6710056679322,190.61601696325815,192.8736623027301,191.39469221926794,191.9220334270622,176.86593286950975,173.83798772675686,145.12148749252782,162.06602571694026,153.8711625362373,124.5518065709901,135.6290589022988,148.05753343643408,162.99159184255862,140.59441787891828,166.54428040953832,165.02370449621395,165.2051839223434,158.70468348880854,131.96675655341693,133.80603625668272,134.33015709944317,126.3283930071059,160.79665397180725,188.94708889654453,196.52893487908352,140.10954291589212,103.59329977458461,128.80624868964446,175.91586169954428,181.98790483774806,171.26785851127795,155.85489002965087,121.01229799774933,114.22449262132011,177.9149073086041,166.85426910600802,157.91472231059416,164.69840694202549,165.56129095346935,154.6850344807305,146.12130316013003,178.67321360947741,160.819106147639,183.01460724205734,199.72228076390832,181.57172290471198,156.07189740007888,178.69099619645766,179.29733093879526,154.97155788862517,162.04107151324754,185.2101617548281,170.6302632958614,163.8193689829521,141.42704784804897,154.84643819080495,159.21374714456658,210.93741458324206,225.08199687821386,217.28818641145767,198.8930817303381,165.05066417043952,176.2815737958415,199.22244711259245,204.2819079227297,153.86755415195734,152.7492359055559,164.98794491560528,175.6021204280444,203.60619008404868,195.93067333465166,204.01301803999723,201.2111979842332,186.10921552717951,143.39360347273427,129.56272452991664,192.0348058754574,217.8159632938585,183.71901646211418,186.7099521144783,213.6561222526326,209.01775989973464,204.53894472360358,200.74164637835014,151.77839672792422,102.09522766416643,123.44297002022893,201.86305208159996,188.3677490757094,162.72261904659848,185.77349326666925,182.92804353508882,151.18265622796812,129.23946736695603,176.71113067034509,155.3475126612898,166.29979407142721,195.54049979960854,198.46131802128025,173.11494887739488,151.60445416107183,128.9817894852088,162.3773749213398,202.18132580497337,202.31251483184582,182.60731126497234,171.91096799021818,169.7102743708404,148.96214337783124,153.34119468934816,165.5070768190319
