,dates,nzd0330-0000,nzd0330-0001,nzd0330-0002,nzd0330-0003,nzd0330-0004,nzd0330-0005,nzd0330-0006,nzd0330-0007,nzd0330-0008,nzd0330-0009,nzd0330-0010,nzd0330-0011,nzd0330-0012,nzd0330-0013,nzd0330-0014,nzd0330-0015,nzd0330-0016,nzd0330-0017,nzd0330-0018,nzd0330-0019,nzd0330-0020,nzd0330-0021,nzd0330-0022,nzd0330-0023,nzd0330-0024,nzd0330-0025,nzd0330-0026,nzd0330-0027,nzd0330-0028,nzd0330-0029,nzd0330-0030,nzd0330-0031,nzd0330-0032,nzd0330-0033,nzd0330-0034,nzd0330-0035,nzd0330-0036,nzd0330-0037,nzd0330-0038,nzd0330-0039,nzd0330-0040,nzd0330-0041,nzd0330-0042,nzd0330-0043,nzd0330-0044,nzd0330-0045,nzd0330-0046,nzd0330-0047,nzd0330-0048,nzd0330-0049,nzd0330-0050,nzd0330-0051,nzd0330-0052,nzd0330-0053,nzd0330-0054,nzd0330-0055,nzd0330-0056,nzd0330-0057,nzd0330-0058,nzd0330-0059,nzd0330-0060,nzd0330-0061,nzd0330-0062
0,1999-08-21 21:47:44+00:00,,,156.80550140517073,159.46529593931064,151.67358205017177,156.12340110809828,159.96105429589446,156.82350833576456,151.0523552049911,142.3594377504656,141.99439979827812,145.06348056816336,137.7246412083464,133.53442730126883,130.54409382495783,135.91909994572845,138.5823861011279,144.56005195216167,146.06096205733022,154.97403225608323,153.3830266739876,145.87611713923405,140.06875039754428,141.05604413633077,138.16068490582876,137.7890420068665,140.89825821621557,140.70928428242397,135.6049021892939,127.70695550773016,120.03506481521005,135.51951051092402,134.2218587904502,128.4837212738033,134.2946824134621,131.3953324020155,133.7389423373587,143.9597340324246,146.80678629589767,150.2285251503353,144.43858807119375,132.9129188277144,140.11204737627503,129.15230624008086,135.03072330253667,127.01790921665479,128.50936572893613,121.43934764743143,126.127304354647,148.2987759361213,149.05832176112307,147.46478189469087,144.787459190471,170.0288452961185,171.29239613089433,154.6500823107592,149.3781346687562,135.68038184049047,150.55728498351917,155.4957248127578,156.2490242752803,144.10083999257404,146.36940451528173
1,1999-08-28 21:53:35+00:00,,,125.15655065120953,136.06140837095694,149.52185681240846,155.02658861278928,149.69636555939786,142.13928754196002,144.9318993293664,146.2530210004588,144.77791449326364,138.12648899059243,133.94737531744977,126.94160643374582,125.33422065933908,122.67923780188832,123.27783015815027,135.09632114961687,137.8988580666333,136.14657218456904,130.67246846048,137.35736981629833,134.6555483684287,135.77127279958387,130.1456179069266,129.23780210031106,135.59422643729226,135.7020422151894,129.4888135795102,135.8941427642256,132.10277775331713,134.04059840950183,136.96058108749034,137.5784010495034,132.0062717579376,127.03182735257307,130.42783868665822,134.63594865446888,146.70390367639817,148.31283635211477,142.22595019099916,129.7515403022457,144.13410474993879,137.8279475806069,157.21039958366404,136.70557147113573,124.84527067692521,117.89376435417788,127.1399512803081,149.42611302194928,152.01155064299707,165.4312202398175,154.80769261976607,171.64345693262496,171.96762368149712,157.34723995136207,154.54757442893094,145.50277818407247,153.09544232225363,154.15811120863233,153.42003142407336,151.60720567749323,148.98719364996265
2,1999-09-22 21:47:48+00:00,157.10356957186914,158.7634083037867,153.3423714157088,148.36515483614463,147.13805223822814,151.3241709588406,148.23719714595825,152.26773816905848,148.0185056715426,147.02523856855586,149.06752075432976,148.57371237273847,142.09970211925898,137.00018069883865,133.99872455746677,140.6377374428284,143.35096816491617,144.69318336393363,149.27145698848287,153.0936669039715,153.68669548439715,146.28618724128503,138.29524382298948,135.40157947611257,137.9476622661612,137.56342801319624,140.6073802491891,147.50146805530332,143.626731448033,142.1069660892663,139.70289844859826,135.46483455781927,134.1128679761088,140.51299379701388,135.29014615107198,122.03657034619417,127.59301525488493,146.1035856959605,145.8941506214207,144.6727778879296,143.6247202514171,140.42355118291138,147.82354005895203,141.17880563125516,144.5320759298777,138.9339455457074,142.79778035026135,134.7360914744505,142.14593537835773,,162.58101967013332,161.90619812997815,146.31547751592592,185.933421107656,181.2242630262271,172.6304960860477,177.93780581412182,154.34423641016713,161.44092726336658,174.6985861594669,171.6173060003411,165.54685211841655,173.9988356405534
3,1999-09-29 21:53:40+00:00,147.3821486005192,151.9548329910222,148.90472495268764,150.67700921299266,152.36226455656302,142.10120918091812,148.2695197901215,155.05709743329007,147.5812424701585,143.7027675469129,142.60589610161,134.70861948420523,130.1887139933758,126.35935700827349,125.53397937805369,129.41273839001408,,140.75131178227704,145.70348537728913,146.86587231780905,146.53561776061346,142.4525229307597,140.6562985023478,140.15810441066378,132.34417311104175,136.56436850065447,132.40617461954307,133.03399157513218,133.15610436215232,136.708768288288,129.0929891482539,129.42922083294545,130.55285047766475,140.94793906497839,134.17915907801995,119.64337605702131,125.07456350971583,141.79394604747606,147.44610622404093,141.91076107611158,134.55421133246955,129.6393880241298,139.5052055150066,130.36572251179408,139.6382070357637,131.2135109271976,140.0182864368867,128.94601715314934,134.1089031375158,160.32471907598216,146.32738834971278,153.53172720165404,148.88273424662427,,,,155.07634996417838,140.25159938519175,152.7196913578621,164.4292074552058,160.77670229738564,153.6554424334996,158.00742309989363
4,1999-10-24 21:47:44+00:00,154.34944069977607,155.6228807722774,151.9832012907939,153.63367971161827,145.59889572715667,148.8398032200992,156.98225390623554,150.79510666074185,150.0553980392585,151.29918979216677,142.876015055236,146.72858768346163,145.0283637097191,139.48722045700913,136.20408403810086,142.75552737582927,142.08029113828556,143.0354803715217,145.7157119606232,142.98336802374166,143.81658442680447,142.23526007625298,138.99987193320226,133.60256449436253,132.522713966519,140.26098419035702,138.919715837991,144.3139479688547,141.65917430155775,136.74426371030592,129.04402883124652,127.65401411708764,134.89555547581017,135.84450810130295,120.90858979270322,114.5739801573159,125.81357947279909,143.2184949778628,142.0896687385379,135.59987793865653,130.10393902531996,134.23174943943883,144.79336919067697,138.86980379296617,138.30709749850283,129.76977389371396,137.46273142926626,126.0434574633668,134.05868497558737,167.27047277327006,148.18281274923544,153.78397612161638,,186.15464015226618,179.120618721958,171.79655417107458,153.0779021043971,146.96103583129076,155.70604959368137,159.88106164990708,156.85400825684536,151.03493236450822,161.89302791582202
5,2000-01-12 21:47:18+00:00,151.88701263066935,144.3053141004372,142.11875015994542,,,,,,,,,,,,,135.91954551501226,135.54981013491218,135.92048683265085,136.61065087474162,136.39878829278135,140.45356392334855,134.54470063852267,131.03692156852355,129.32134980957548,132.23083671033837,130.6012836182862,138.68885020421487,143.55471342093915,144.60601921260354,137.3046953509513,126.71183363521328,132.45944182082633,133.21920745066117,130.77786103180296,123.05153851549242,120.80538463394328,124.47685711609867,136.47186930551575,138.2091919027599,136.01567114321585,130.6226268920638,131.43286315366285,142.6836008738213,132.13789820718904,139.70716939801298,134.98691116020066,135.59606073813916,128.24344075516976,137.74768770827282,,,,,,,,,,,,,,
6,2000-01-19 21:53:25+00:00,156.29029307350314,154.3468207131716,155.21630568277408,158.6239044448818,156.097667743236,159.77392460394606,158.68115182065083,155.15291364897416,152.10097742397957,153.1648697515678,153.2798603447523,155.90449501144084,146.05042330657085,137.4313772781441,138.09707409844594,144.8392810190221,147.8812271777303,154.94071744097704,157.13963412987636,155.0369085808743,155.66480087705457,147.00723830693187,136.97176513984942,130.50650033823524,130.67228840512325,132.54864893963443,142.93105100185122,147.00116208021993,143.84565201650682,139.775033807164,132.94902402759791,136.22769280492312,135.33442466599612,132.64096005422263,125.64320399466757,117.70567834185889,124.7846445807335,136.200093977191,137.62360374832198,126.73852451246172,130.56546090959142,130.023281580618,141.100099405861,132.98388655024502,141.53537643537828,130.9110670320742,137.69137044653385,128.92083065100954,133.98034490999927,155.9681554568159,146.84583166710672,147.23027450130996,,174.28111106975868,173.41932034934362,161.52742853150113,160.08427779041816,142.90982404220455,151.34162362572113,163.66555895643774,156.33579765354222,153.9372408497353,157.30873624461606
7,2000-04-17 21:47:08+00:00,157.11807895301882,154.75771408381738,158.22958076017835,164.6676559404255,154.7297853803163,163.04495194924044,158.11675642735923,156.071281946095,157.86975825597102,154.09715943567207,143.36517696227412,142.92452138360187,146.4101248929791,145.76412617286977,148.87488466526838,149.03764848514692,151.8935494836286,155.65932366582194,157.5070281645599,153.09152858586424,153.7003382216248,147.30535945299914,137.95946528474133,133.86773795564528,138.32684482969137,139.4318454179138,153.33101446197662,156.71660478192152,152.59660375039076,141.6926879619049,136.39277443725857,135.35241089278148,143.77984934155936,130.67419820160242,132.574759099401,126.36491231618362,129.07723329572656,136.79473613985152,137.57739152697286,133.13203245540933,141.83864006803125,141.8963208186811,147.18976061979413,136.71461493513343,140.32392166603546,136.64094544300778,134.8788659826919,118.91845881413163,127.39086023869423,,144.337523272137,145.85388789397427,139.43664458895722,176.98919549883442,180.60750433119313,172.10260260601933,166.47930326625973,153.82407230250223,161.04213090851493,167.03675505713358,156.0896859063136,146.54298678632458,147.01880452659591
8,2000-05-03 21:47:07+00:00,152.2056385445191,152.577480988188,154.69956142967433,161.6091499170375,158.45139442824544,162.95053761006182,161.86962903379006,156.84736844934122,159.0744970113081,164.6201524090046,161.1065469223112,144.96387398600962,143.44221976863906,134.45965972440635,140.57848410862965,147.05901307912384,149.3803586360341,153.68738115543954,161.70106551915342,157.71968780304118,149.50936699675827,150.09859305594892,148.89965952054484,150.73099155556554,143.41168498247058,129.7556941207031,143.21335111050934,143.25243974185253,143.2480449696828,126.82871975366946,142.39182073665057,124.79840334521802,147.2186449561286,141.16632830947117,137.05807627919867,130.26817992710173,129.33873731181353,153.02424923477815,152.38306547789858,134.64129173374738,126.73915413006829,128.6403617486067,138.67349593848516,125.45284601692727,131.80883968634043,130.38934031001568,136.91223835520094,133.28009231577053,138.32451825452523,170.89294124396244,148.29693670385882,155.70301670184048,144.76004541494396,164.89463625083803,161.83398403626356,159.15510353388404,151.3056949676557,136.92168563436056,154.05582060662178,165.11377896536422,164.42879377978755,153.28398133373284,163.04356099796175
9,2000-05-19 21:46:55+00:00,165.92104597663263,165.5905546117281,163.48815061867577,162.18478488726632,,163.03195110581194,164.43645408389926,160.40499756330723,159.5266523155887,154.71105994539724,154.67292155902126,158.94240113779477,151.77800583042216,145.11018501158074,,,159.86242659092466,158.50562005319148,156.5387592647786,154.5646528761922,150.363058112237,142.9269371192798,138.55123556261236,137.5329869418319,133.06035527651136,138.44941828263995,143.42298322209245,150.83354979154225,151.9511315577702,145.41029051703887,137.26085720918985,136.56322074828964,138.545167266344,143.055397691752,141.72324583851227,131.87083081435844,123.52808826031688,131.15097177338671,130.29552998870466,121.04114243939297,127.48942968714672,125.10819732907751,141.23676457380697,140.5392239795249,146.3851454518508,141.31472982049587,139.11740138439603,134.05547892148297,135.91813472643898,154.3085059745935,145.37156010383376,150.59486441706238,149.63266900473857,176.67265306225687,170.8409912524357,168.64309989211276,160.06291872335996,148.7409057175984,161.63276713898628,166.5155763704995,168.3710542723712,156.89405031536157,149.38958843129043
10,2000-05-26 21:52:36+00:00,164.88327322674743,160.99949202060785,161.88677575385168,163.25217415147588,,160.19874441998218,161.98783548626147,165.9360051050498,162.88129166710834,156.2774506166543,155.64540715425792,163.87696988314966,153.44824777485098,143.8721323999654,152.9615272082923,156.80409315023073,154.41044882705603,153.12130207669335,150.6926802896798,147.15405532002228,149.2583749591757,142.74863074728538,144.3768676281581,139.67630813453957,137.81918217238723,143.36958509206488,145.82974594333334,152.27109200086974,145.38398853293037,142.94633366694515,136.91331056399952,138.5411378816328,138.15356789482792,132.625027102915,141.64625870172617,133.2599965677746,134.22131686550662,143.4040640250629,141.1909657873839,142.24078921338835,137.16134142347616,131.6977729678377,144.23591673856976,132.00979775416883,144.75581290788014,133.45893621429158,139.13053279435732,131.23497855253083,139.16972287991794,157.89423107970634,154.65951035418496,148.50666491347727,153.92079007405104,176.22712484218764,178.15650214307843,161.68898024715588,159.0291512378305,147.28640756446205,161.09039880218947,162.275593002128,163.81020221160756,157.03488087097435,157.03738072524587
