,dates,chi0195-0000,chi0195-0001,chi0195-0002,chi0195-0003,chi0195-0004,chi0195-0005,chi0195-0006,chi0195-0007,chi0195-0008,chi0195-0009,chi0195-0010,chi0195-0011
0,1985-07-27 14:08:05+00:00,184.81288770515175,181.33278582906584,208.19211483660666,198.5330716849167,199.57199109081452,196.87579595604225,220.56869524050472,214.86690867394526,201.35258460604916,212.21969938389535,213.74419463977264,213.37584092119607
1,1986-02-04 14:05:11+00:00,193.82698617943316,184.8422151762359,218.18296255532084,205.85812919719828,206.19174468178647,211.28067099167015,226.68999022504667,224.33541156208554,221.143812302934,223.52248603177347,230.74459781324003,226.7044422191596
2,1986-07-30 14:00:28+00:00,192.4756225947951,190.19489735355572,205.07109936963246,183.81608818442436,194.71507717990968,195.25008652977493,215.99940857456264,214.00249993164996,208.34845594198734,216.08937635021215,221.47247501131739,217.69534220856764
3,1986-08-15 13:59:53+00:00,196.38447281033228,186.17861999738636,217.08194609613227,207.75261570732238,206.17791883309147,210.91436682796973,227.73993904015566,217.62351092989772,202.63417641028818,216.42634609475934,223.72285371346587,228.62292856883036
4,1986-08-31 13:59:17+00:00,189.0027605462273,187.86797822890327,208.3165581510175,195.98960566685437,194.26491441998056,201.2453488225902,219.08445487126627,212.6697776237146,207.16724151306616,219.38455048893815,223.8177495375219,226.4696188089979
5,1986-09-16 13:58:46+00:00,195.41596743178354,199.19583420750556,222.42067021707624,215.48912691646305,218.74366282238032,216.18803124743266,227.96985173827665,216.93557990626334,212.4318218677278,225.16731687009235,231.39241258444656,231.09135793035531
6,1986-10-18 13:57:44+00:00,190.77877945737325,190.75726311249366,216.63688336340797,200.073517843805,196.87196133843335,199.25752383335063,224.44823319276392,226.97281957876928,218.3520414517491,221.26530597659186,223.29084603651697,224.71778633985525
7,1986-12-21 13:57:14+00:00,,,,188.4172132767851,185.6452962304424,187.47150145731425,240.01568960900278,237.69979973449628,208.45227489257266,227.9836776921412,217.40407948457357,213.79044494450747
8,1987-11-06 14:06:08+00:00,186.88736724903217,179.47875039543231,214.9190082310007,200.3733364947444,199.83569418921485,201.42936640384698,214.6870598832888,207.0216624265333,202.34653290451917,209.59510709951127,214.31951040074173,213.60977755575
9,1988-06-01 14:08:45+00:00,216.37860643133175,,200.24476752047178,195.4471701916372,194.2514100867668,196.5287131234367,209.94698835122557,210.70106769842434,199.80726664683647,209.4354388764044,213.19756250219837,217.78965635267392
10,1988-06-17 14:08:51+00:00,186.08084571739096,185.56286707376094,210.6598885986723,195.9549383201093,193.59711183684638,193.1099215119209,209.13474571447716,201.08410172439585,195.49696004408258,210.28659378668362,213.37618371615318,217.72069350522838
11,1988-08-20 14:09:00+00:00,190.06819191941437,177.37060520965804,198.89615679176273,194.15419842142128,193.31077389391237,197.00348855112168,219.49801574298525,212.71813517438665,204.59448022407506,211.53626827851116,218.40301997530034,218.22981636620477
12,1988-09-05 14:09:03+00:00,181.83573870617488,180.9341508614821,211.33847645511185,195.99446133709193,202.561888654173,206.9282349862783,224.44481780202594,216.56058019062394,208.31901270040922,214.3092656480372,223.63792296027736,224.2225804432456
13,1988-09-21 14:08:58+00:00,183.85149227875817,180.58452959783557,213.9355358985758,196.14634362296297,202.67608388538304,207.66746207151132,221.04033064130178,212.48199100885253,210.13857874162238,218.94150944146062,226.11565799804097,231.83432568121836
14,1989-01-27 14:08:14+00:00,197.34230161516396,192.97887485206132,223.46293074944012,207.9675775904408,203.09937534459783,209.90020851478855,226.56885357412614,221.44854853018944,216.83190812173157,223.14497673145817,228.6191193311963,229.62679120980584
15,1989-05-03 14:07:01+00:00,193.61407178148593,186.5438291714677,223.43903690924665,207.38190736767964,210.50112130432976,216.59311035281794,230.0658843887733,225.0627499389108,223.22340051001365,224.35747720413679,227.99469267054442,230.1912379880788
16,1989-08-07 14:05:09+00:00,176.30828350551621,179.39049161782836,207.2746034356485,194.35372140789423,198.2346298003461,200.81772198918924,218.0038179594789,211.5730303072435,207.95061332057384,210.83907184912852,210.20754352261238,214.82999764109977
17,1989-08-23 14:04:47+00:00,195.0558945518525,187.72352668557684,217.97671979904115,197.09889904308,198.62451268289513,199.2891949159856,214.45348002246146,205.56330248909194,199.44858547729206,214.29285362592364,220.24842597224153,217.289497125786
18,1989-09-24 14:03:59+00:00,194.68281296310005,193.40174052028453,224.38411870161303,206.0366291174255,204.05671523316016,209.71293499918,221.1420011289696,215.34516231593958,206.503781863756,214.66245002259282,218.88186478366438,219.31208966101656
19,1991-01-01 13:58:07+00:00,202.38688290726793,197.80809721820296,228.82457061050104,210.29623629125348,205.7577910161505,203.6192731898063,227.35252181816773,228.29279463600847,223.56408337415166,222.24865744112992,228.5716895066601,227.10749893979673
20,1991-02-02 13:58:48+00:00,196.30096714810162,189.39716056506774,226.22595034137228,202.83831124631382,201.99394372637354,211.72897563959754,225.2246703736154,219.38965303465977,221.6027085346027,226.04149465407735,229.37572872442055,226.56927976728292
21,1991-07-12 14:01:28+00:00,186.31908736402784,183.7677041997906,208.05662615509215,198.70227705018195,203.76951967479977,203.05271603830266,210.212602547947,212.9718737467496,197.82841607131428,194.57730127926524,186.48443888474486,209.19226512757882
22,1991-08-29 14:01:55+00:00,183.20882800276505,179.21477208232545,206.3199138577103,198.62654875079784,198.68252614438305,196.336771715837,213.38932903974109,205.3180742256017,198.28487006667783,206.28076400886653,214.94735658973244,216.94788072202437
23,1991-09-30 14:02:13+00:00,192.74071435821608,179.96257685136746,213.738884151933,202.53381604115808,200.5123448747622,202.92112764854102,220.80906310948694,216.94202547705376,217.79336378751483,216.95978928510948,224.01421742101112,223.767539841444
24,1992-01-20 14:02:31+00:00,186.75325331844599,183.30203895930933,214.89213796281228,206.66826281604693,198.86495932420053,203.81143830690843,217.96697444744518,214.0448373404255,203.02332931984103,209.80003691384448,213.26818550645928,215.9694924592358
25,1992-02-05 14:02:28+00:00,192.96577225704587,188.07443258639665,209.94634468583095,210.27131814542705,206.88748307872936,209.2972501961053,224.81496983127292,222.4211138637103,219.4285262373418,219.1404979570621,222.89405523309324,220.20239750836737
26,1992-12-05 13:59:27+00:00,184.17111700353888,176.13454621531884,207.00083167262287,204.05723491907284,198.07405560463468,199.66605056548116,218.53763604365636,208.3345093593497,200.66356950011698,212.4773467820757,217.09138188397827,219.09597490438878
27,1993-01-22 13:59:58+00:00,194.12839478773355,183.1096407628609,218.3987092374248,204.16720092755477,202.7183778768744,200.96538427170518,222.5808059638496,213.59528538377833,209.56563935913363,219.9052194677463,223.74064569080775,222.3754479358445
28,1993-03-27 14:00:25+00:00,178.3140827184496,184.24241585604338,205.45335059845414,192.6150059872402,198.52030376207895,204.57217749298758,225.90137377723505,219.1745193313328,195.06108891290765,186.78411220856995,227.43932696409325,221.8887482512077
29,1993-04-12 14:00:33+00:00,182.3034991362001,182.83311512862954,206.7653568151088,191.66083836761527,197.0169708442281,203.34351288923904,218.87913940963313,211.79290552932449,204.32689380464953,212.98378246759484,216.7908243396311,216.94150998682954
30,1993-05-30 14:00:48+00:00,,,,193.34742472758788,197.6757630572159,,,,191.424868183191,205.0100639858175,209.44155537189937,209.44001576389752
31,1993-07-17 14:00:39+00:00,179.44858894414762,179.54955376544868,200.3483992911464,191.9486183597006,193.4281589440255,193.75925315917243,215.82071346209935,210.9286165694027,198.7952076141032,209.17260554008882,215.42124233550803,215.87846884481021
