,dates,mex0183-0000,mex0183-0001,mex0183-0002,mex0183-0003,mex0183-0004,mex0183-0005,mex0183-0006,mex0183-0007,mex0183-0008,mex0183-0009,mex0183-0010,mex0183-0011,mex0183-0012,mex0183-0013,mex0183-0014,mex0183-0015,mex0183-0016,mex0183-0017,mex0183-0018,mex0183-0019,mex0183-0020,mex0183-0021,mex0183-0022,mex0183-0023,mex0183-0024,mex0183-0025,mex0183-0026,mex0183-0027,mex0183-0028,mex0183-0029,mex0183-0030,mex0183-0031
0,1986-04-06 16:38:23+00:00,270.8669564827443,280.9443033963818,265.46827453446366,273.1023108344635,269.67524100358213,267.3492215986325,266.7278006165252,266.514893548046,275.4451639491989,273.1588709889448,277.05322353280405,265.5251898783923,275.5420858920884,282.0739094474212,280.23950767506216,282.7386497323136,283.3478738257286,279.38717984351575,279.8348209334061,259.9004487366247,262.4618912223541,274.008179127857,276.6850153746931,269.8031224914182,255.99465829763247,260.25649727667763,269.7496514974376,266.4922851710476,270.8974500095904,281.84907686427704,289.1654426176098,281.0814302453278
1,1986-04-22 16:38:01+00:00,277.7249823938408,281.3604205505625,278.47962066179446,274.0782487318732,270.26853036702687,273.89492447183466,271.8333529949615,278.97399802015894,277.3146433033538,282.8800229981206,278.0925237293736,263.0806194813945,281.8294755305315,280.0151694873829,290.80843162821077,282.98898070433137,292.5003060528306,282.26866804755434,280.63826095331916,266.96508093425246,266.74370260546783,281.76298956075726,272.4813523376414,261.2097632408182,262.5061242393142,269.47086250332313,269.37416842784444,268.5011531179338,281.01766929867347,293.7454418453058,289.29164627575204,289.54409603846875
2,1987-09-16 16:39:15+00:00,,,202.48907687807167,208.16264278768506,203.28444590036548,,205.9176604146856,205.52167967871782,208.07013257596253,214.62373813711253,,211.67426627748603,222.3661232595298,225.20860779927824,226.03669997941654,218.19138530332188,223.52107036915493,220.76436020251975,224.61459785195854,216.72244106509652,215.67251837490141,219.30519055759967,221.80851222574648,219.90647655128913,224.68054511392614,223.08690186809622,222.0536757185121,218.90193203551294,217.5235489246953,,217.44960969609346,226.17466338235525
3,1990-01-27 16:34:27+00:00,244.85097021037558,236.77268430028673,236.19332935300807,239.60031532192508,232.6396254027916,242.42674135557948,225.18941381531667,228.20418387260366,241.40979012033375,245.40509346997115,247.0193579489701,242.6055426734888,225.01495888487335,238.10990480028306,250.64128067528705,252.53704713631194,242.151926199804,234.56098875438937,220.0673327226641,232.59063921411754,238.82678351767734,246.37812443897346,247.7107821242244,242.19655728367061,241.82929317668302,256.7074370486298,255.5707538891295,240.19595892570825,236.02310699700763,257.7499904913816,250.34984647090727,246.24405062130893
4,1990-02-28 16:33:25+00:00,238.2139424524581,239.04510806758617,238.32006773823758,225.3258741701424,233.2780458993965,227.93804379219878,226.14572433892354,231.69491186904128,237.79494891660073,244.28784142177875,236.39283595440799,228.06372193065164,233.50895671342232,243.07694651844264,237.27776810888767,242.3037196461043,236.3195890422079,241.08945043901664,235.35132866705143,237.8564722684149,249.29504794190063,242.67972317770852,251.19889716320034,252.25793163574215,247.22651928465416,248.03703397392667,250.26874831628066,242.72088992140854,245.8785690923001,250.12752321055774,246.52767390919539,243.5194886521872
5,1990-03-16 16:33:16+00:00,265.0026395673106,259.96799856594015,261.70697235497676,258.4532500200939,253.5274354662862,260.80162403901664,255.30753081835758,254.0262929920323,257.4375290733891,255.66319682506537,239.91248155949702,253.84491166546024,248.37437356254526,255.5905126262045,264.8548643066632,271.0760859603464,256.6404120927853,259.6540325021945,271.62207732814653,272.95691794293776,262.67666851502474,262.3816262937726,263.05540727512863,274.0049486142623,275.61970810380006,269.4842988503959,260.8773400716798,260.4219549444858,277.9299985177256,267.10477896080465,261.4401082577166,263.1670296184708
6,1990-04-01 16:32:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1990-05-03 16:32:29+00:00,279.25555077770974,279.4075891774478,273.2512507908031,278.7261844830255,276.63350165606096,277.2272727021011,267.1889253623324,271.02102648715436,269.6910898048141,266.40890789120584,269.0808975998785,264.9524670725736,260.7388653505116,266.4388255824569,276.3728434356124,281.37158910139067,281.3325246354908,286.2139160420585,277.9586346940419,269.07304969888,268.05553149009495,274.36818169238376,276.5604881821249,278.29848658298243,276.88037483928963,279.79681751918616,282.0566952906824,287.246285280048,280.58902955879876,286.7567228883285,282.3815617435861,280.96782536106167
8,1993-01-03 16:34:15+00:00,223.68739496064129,209.61404588384443,222.13860581073445,224.27673764064184,226.42097995886854,228.61100203245343,238.80472089043195,248.6162635295798,235.94979723982254,236.91770864068286,244.98666889432943,240.54131000193576,245.08999326553223,245.1333465105256,244.28388264365887,245.95342832200186,241.3634258132873,239.40685156625236,239.22193623703734,232.9658176186015,226.98889307835947,233.60127071580388,231.01477714832734,223.92939152557125,233.85331073607256,232.14727449778573,225.58904007501891,222.5896798714485,228.6420508366173,232.11040742924783,233.63599841581075,231.17396039849115
9,1993-01-19 16:34:27+00:00,240.17729230081943,231.96371399509903,236.68997631658613,234.5437785388151,233.47702192227686,242.6405544822885,250.70004957391092,257.1544823865543,259.6058844036564,258.77856061936853,247.36109809429675,252.93629312708958,260.97294626784696,264.0171818245079,258.16843239646926,249.82008984195912,254.00905594971067,240.90793241365603,248.55737716359673,241.0761648701943,240.85027665658296,249.03105249905857,251.9157463978481,237.42155660068394,239.2576461416295,242.7491401829073,240.10157075470698,237.9118594417666,242.21731687635125,247.6067281875813,248.5224817301809,248.00450275877492
