dates,nzd0584-0000,nzd0584-0001,nzd0584-0002,nzd0584-0003,nzd0584-0004,nzd0584-0005,nzd0584-0006,nzd0584-0007,nzd0584-0008,nzd0584-0009,nzd0584-0010,nzd0584-0011,nzd0584-0012,nzd0584-0013,nzd0584-0014,nzd0584-0015,nzd0584-0016,nzd0584-0017,nzd0584-0018,nzd0584-0019,nzd0584-0020,nzd0584-0021,nzd0584-0022,nzd0584-0023,nzd0584-0024,nzd0584-0025,nzd0584-0026,nzd0584-0027,nzd0584-0028,nzd0584-0029,nzd0584-0030,nzd0584-0031,nzd0584-0032,nzd0584-0033,nzd0584-0034,nzd0584-0035,satname
2000-05-22 22:18:57+00:00,183.67,203.53,,,,172.11,179.01,187.51,191.57,,305.99,322.29,312.98,304.80,318.83,388.31,405.59,402.01,399.28,,,320.29,,,,,329.16,328.62,324.26,339.31,,283.44,,,,,L7
2000-05-31 22:12:42+00:00,199.75,199.26,197.69,185.54,192.13,201.55,207.80,200.19,198.67,284.78,,345.56,348.97,320.19,338.60,399.45,425.81,420.25,421.14,491.67,446.42,,208.87,224.71,277.48,253.26,,348.01,308.56,304.86,315.37,261.83,269.83,264.76,247.86,228.69,L7
2000-06-07 22:18:48+00:00,,,,,,,,,,,,,,305.66,314.11,389.59,408.97,408.99,410.10,,,316.55,,,,273.92,314.16,,324.19,319.19,,,,,,,L7
2000-08-19 22:11:49+00:00,,,,,,,,,,,,,,284.55,,,,,,,,,,,241.71,,,,,,,,,227.54,,,L7
2000-09-20 22:11:14+00:00,192.65,192.23,190.41,185.91,185.60,186.28,196.36,197.57,199.01,,325.80,327.92,331.47,311.48,348.00,395.03,413.25,419.83,415.55,,379.25,335.51,216.17,,,275.67,327.94,324.99,320.50,323.45,316.42,276.15,288.87,,219.22,235.20,L7
2000-09-27 22:17:24+00:00,204.71,202.71,203.66,201.80,199.34,202.74,208.57,207.17,208.46,257.29,331.39,334.24,341.11,317.73,340.46,401.98,422.89,425.83,423.76,489.15,411.03,365.34,,,,302.22,355.43,,359.81,,,,,,,,L7
2000-10-06 22:11:11+00:00,199.74,195.67,196.00,195.84,192.92,190.38,195.40,196.14,196.88,236.33,345.97,340.77,340.66,321.31,351.11,404.12,428.57,427.36,424.58,,437.49,391.43,205.75,212.51,242.40,,,317.00,,291.18,,259.89,258.36,244.67,253.37,255.91,L7
2000-10-29 22:17:19+00:00,197.39,201.29,207.67,205.33,198.07,196.95,206.51,200.91,201.23,,322.16,326.12,321.32,309.66,323.12,391.38,415.11,418.20,414.66,,,,,,,,339.34,337.26,339.32,,,,,,,,L7
2001-02-11 22:11:12+00:00,201.05,199.17,193.71,184.58,181.95,178.35,182.21,,,,315.12,321.77,316.09,307.09,318.68,389.30,409.52,410.41,410.64,,,,,,,,316.36,348.87,,,,,,,,,L7
2001-03-22 22:17:09+00:00,204.01,205.70,206.01,197.96,195.40,200.45,203.51,205.17,204.75,263.96,329.13,343.14,339.61,322.71,349.20,398.33,422.82,423.58,420.70,493.38,437.57,378.77,215.90,225.29,262.17,,317.89,340.47,339.82,,309.71,,,,286.18,,L7
2001-04-07 22:17:01+00:00,202.62,198.80,199.91,193.66,192.01,196.83,204.42,204.57,204.05,244.48,332.43,332.55,340.12,315.90,324.64,397.59,417.18,420.60,419.39,492.32,424.06,367.66,213.64,,,294.86,339.47,372.54,363.57,,,,,,,,L7
2001-04-16 22:10:54+00:00,201.82,201.39,199.45,194.62,195.85,194.00,201.39,202.63,199.66,233.83,331.44,340.08,335.01,318.42,333.31,400.79,419.23,421.56,416.19,485.43,423.05,365.26,225.74,217.18,244.79,,,,,318.19,287.35,265.89,275.10,278.79,268.56,,L7
2001-07-05 22:10:09+00:00,209.39,195.22,198.19,193.42,193.88,202.85,201.67,206.86,213.05,220.52,318.25,322.03,320.26,303.29,324.63,394.76,416.35,412.75,410.33,,,349.08,207.26,,262.03,,,,,,,,,,,,L7
2001-08-13 22:15:49+00:00,203.63,198.30,193.49,196.72,198.24,209.76,212.80,214.22,229.63,256.06,309.53,323.21,325.61,313.48,324.03,396.21,422.68,417.14,421.36,487.44,424.51,381.42,185.98,190.17,,,,,,,,,,,,,L7
2001-09-07 22:09:22+00:00,231.97,,,,,,,,,,,,296.25,292.94,313.49,387.12,401.49,406.64,394.33,,,,,,,,319.72,,,,310.83,,,,,,L7
2001-11-01 22:15:17+00:00,191.52,190.50,190.84,189.30,190.50,192.21,200.47,201.93,206.11,,326.13,330.40,332.82,318.50,349.21,394.90,415.15,420.72,417.70,487.25,415.91,355.06,212.09,220.49,251.32,267.17,331.40,344.36,350.62,345.18,322.91,,,,,,L7
2001-11-26 22:09:21+00:00,203.38,207.05,207.39,203.65,205.26,209.50,213.93,216.42,215.03,279.05,316.47,324.69,337.88,317.80,336.46,396.29,418.71,419.02,412.75,492.79,434.20,381.30,221.46,233.21,277.86,268.87,315.07,339.29,,306.73,294.80,261.68,270.96,255.47,258.37,228.64,L7
2001-12-19 22:15:37+00:00,206.17,213.44,210.94,204.12,200.73,201.83,200.62,207.50,206.40,,319.00,328.35,326.14,309.11,333.31,393.66,408.86,419.89,415.56,,,,208.41,,,,327.34,334.46,,,,,,,,,L7
2002-03-18 22:09:33+00:00,178.39,178.34,176.43,172.68,170.58,170.92,178.38,189.99,194.88,,325.59,314.47,,,,,,,,,,379.81,,,,276.85,312.79,317.30,314.47,310.70,328.31,,,,,200.91,L7
2002-05-21 22:09:29+00:00,195.23,189.62,193.92,188.29,182.36,192.27,200.94,202.52,197.30,253.96,343.29,336.80,343.09,317.87,325.41,397.37,420.00,417.26,420.61,487.51,417.11,397.36,215.25,221.54,275.11,258.93,,334.71,290.80,289.01,,256.11,258.96,244.55,230.79,230.87,L7
2002-07-31 22:15:11+00:00,212.86,218.14,219.67,214.23,213.13,211.40,227.94,245.16,,,316.31,321.64,325.88,297.74,345.87,391.75,409.93,413.16,412.22,,,326.10,207.43,,,292.58,337.79,341.12,347.99,347.17,,,,,,,L7
2002-09-26 22:08:32+00:00,,,,,,,207.79,205.46,212.71,,328.76,325.66,336.20,317.18,346.54,407.32,422.95,422.06,434.53,,,347.23,203.10,,,,333.54,344.66,324.72,335.37,,235.05,219.37,,,,L7
2002-10-19 22:14:44+00:00,198.23,200.63,202.57,199.07,195.79,202.17,209.48,209.37,207.99,254.09,337.31,336.89,347.14,328.62,342.33,397.51,417.90,424.34,415.50,490.56,428.18,375.91,216.98,220.16,261.87,255.72,327.88,331.87,307.09,316.96,297.97,277.32,277.85,274.58,,,L7
2002-11-13 22:08:42+00:00,200.18,194.81,194.41,190.90,190.61,195.18,202.10,201.05,205.75,253.81,335.27,329.58,343.46,319.09,348.08,400.00,421.20,420.55,418.33,,428.34,374.45,214.63,220.69,261.31,255.14,297.04,317.25,289.62,297.69,280.53,256.24,257.57,254.45,256.68,250.25,L7
2002-12-31 22:09:08+00:00,200.68,195.14,199.95,191.69,191.79,197.39,207.70,204.63,209.29,280.09,337.99,335.01,343.61,321.46,337.24,400.56,425.30,425.29,416.33,488.86,441.93,391.91,224.04,237.15,292.14,269.55,319.72,349.04,314.80,329.90,313.54,289.91,290.12,293.78,,286.18,L7
2003-03-21 22:09:27+00:00,225.08,215.02,215.10,204.67,193.91,194.69,,,,315.87,309.19,313.65,313.50,302.09,316.24,388.10,407.90,412.46,406.89,,,,,,319.25,,,318.08,,363.71,,,299.47,,,,L7
2003-04-13 22:15:43+00:00,213.57,220.01,213.53,201.78,203.77,210.99,227.49,221.10,223.33,316.35,345.54,344.34,343.11,318.85,343.98,402.91,427.60,426.88,422.30,,442.08,391.07,216.67,239.09,297.68,267.36,342.87,357.06,313.34,327.98,312.29,288.10,294.05,290.90,293.70,270.37,L7
2003-05-15 22:15:40+00:00,203.95,210.63,210.27,202.37,206.67,209.24,216.48,215.25,215.92,263.98,327.16,326.27,329.84,313.80,324.82,396.46,416.92,422.33,410.69,496.28,427.55,376.49,214.30,236.12,281.24,286.68,351.93,379.82,,,350.84,,,,,,L7
2003-08-11 22:03:51+00:00,219.49,217.58,218.61,212.45,197.13,203.52,211.52,214.80,216.32,242.56,316.87,323.80,329.66,318.03,333.76,392.70,416.89,421.92,420.99,,401.31,363.84,219.32,,,,,,,,,,,,,,L5
2003-08-28 22:09:09+00:00,,,,,,,186.87,198.78,210.51,204.57,316.43,319.87,323.44,308.06,321.74,393.57,410.77,416.24,414.02,,374.29,340.27,,,,,,,,,,,,,319.50,,L7
2003-10-07 21:58:35+00:00,209.47,206.14,204.89,200.98,198.49,202.66,211.82,211.26,211.51,,337.39,338.68,335.54,326.39,335.98,396.89,420.07,424.55,417.86,499.44,,,218.75,241.40,289.07,264.63,327.37,352.21,330.03,340.69,314.92,297.04,312.41,304.23,306.29,,L5
2003-12-09 22:15:42+00:00,,203.32,210.97,207.47,194.75,198.17,200.87,209.75,214.34,211.93,324.83,329.48,336.70,314.69,322.27,395.79,411.76,420.42,419.11,,391.41,348.58,217.38,225.82,256.28,,,363.23,348.87,366.90,,,345.81,,,,L7
2003-12-18 22:09:36+00:00,,,,,179.99,185.98,190.70,201.14,202.94,,347.42,343.16,346.41,334.20,347.21,405.66,425.64,428.07,425.19,485.67,,,217.92,216.02,,,,,,297.81,282.58,,,,,250.07,L7
2003-12-25 22:15:51+00:00,,191.75,197.91,198.68,192.86,184.80,189.91,198.27,198.90,,320.96,328.12,329.82,321.50,352.34,396.20,413.32,423.87,418.94,,364.16,322.12,202.26,,,,,311.99,318.13,318.59,,,322.40,,,186.15,L7
2004-02-03 22:05:50+00:00,196.82,199.31,222.79,214.90,202.41,206.79,212.82,220.62,217.14,,339.36,338.80,336.61,322.92,334.10,393.62,423.69,423.73,418.50,488.95,,,221.89,215.53,256.23,260.86,325.60,325.67,299.41,315.67,283.20,,,,,225.86,L5
2004-02-04 22:09:53+00:00,,189.39,196.91,189.15,182.92,187.08,199.41,199.87,200.81,,,,,,,,,,,,,,220.29,220.24,260.60,259.70,,,,,,,,,,255.39,L7
2004-02-11 22:16:05+00:00,206.21,,,,190.62,189.05,191.51,202.63,204.55,,323.26,324.74,333.34,311.98,346.09,399.41,414.75,416.48,415.15,,354.17,313.19,201.54,,,257.30,303.80,299.25,304.22,294.25,307.21,,,,,,L7
2004-03-31 21:59:59+00:00,196.72,198.93,199.65,195.61,193.61,199.12,206.10,204.49,205.67,,339.57,327.56,338.04,324.25,331.00,398.60,422.50,421.44,418.96,497.62,,,217.62,223.03,268.56,256.79,318.17,334.02,297.05,308.12,284.60,266.35,,265.62,270.68,256.43,L5
2004-04-23 22:06:53+00:00,226.90,222.56,220.35,217.12,216.33,206.85,205.92,212.79,,,312.70,317.59,322.84,311.60,326.46,389.43,411.65,419.95,417.56,,354.75,325.16,199.75,187.22,,278.82,333.79,,,,,,,,,201.97,L5
2004-04-24 22:09:55+00:00,205.33,206.50,213.38,208.25,,,,,,,317.06,313.70,307.94,,,385.56,411.95,405.14,,,,,,,,305.04,350.49,,,,,,,,,,L7
2004-05-02 22:00:57+00:00,,,185.07,192.08,180.28,,,,,,,334.93,293.44,,,,,,,,,,,,,,,,,,,,,,,236.04,L5
2004-05-09 22:07:21+00:00,207.33,216.81,209.10,212.87,209.11,204.05,,,,,,,,,315.02,401.20,415.52,412.74,418.28,,355.33,323.79,203.35,186.68,,,321.62,340.00,349.34,,,,333.61,,,208.56,L5
2004-05-18 22:01:26+00:00,214.34,213.45,216.10,222.02,205.24,207.70,222.03,228.81,227.60,240.79,311.90,312.89,311.35,301.13,334.20,386.71,398.57,402.34,416.03,475.08,386.88,338.91,214.80,209.33,266.30,297.99,346.09,367.04,355.73,357.32,,,,,,,L5
2004-05-26 22:09:57+00:00,,,,,,,194.69,206.34,209.81,,317.42,322.07,322.31,313.13,320.75,393.13,410.69,413.74,413.12,484.48,382.85,343.29,,,,,324.69,325.67,325.21,323.05,299.56,269.35,306.34,245.86,,,L7
2004-06-10 22:08:17+00:00,220.29,218.09,218.87,206.78,195.40,205.40,209.39,214.92,215.56,248.99,315.73,317.56,315.20,296.55,333.62,391.38,412.92,415.78,402.62,495.34,420.58,372.99,217.76,211.49,236.62,,316.79,323.78,325.09,313.92,293.17,283.65,311.29,,279.55,,L5
2004-06-18 22:15:59+00:00,193.75,184.71,183.32,167.60,176.70,189.13,199.63,,,,307.72,303.38,319.31,286.58,,373.42,396.31,400.34,402.11,479.48,,335.66,217.54,198.27,249.79,290.71,335.00,348.89,341.14,349.98,,,,,,,L7
2004-06-27 22:09:48+00:00,195.08,195.81,195.16,193.34,,,,,,,340.87,322.64,339.43,308.27,,382.71,414.33,416.99,417.16,,,,,,251.58,260.13,306.97,332.33,,,287.71,,,,,,L7
2004-07-05 22:02:51+00:00,209.35,197.09,190.07,194.69,197.27,203.60,,,,,,,,,323.27,376.98,392.09,392.50,401.85,,,,200.20,162.31,,,,,,,,,,,,186.13,L5
2004-07-12 22:09:13+00:00,211.56,211.41,209.07,195.07,195.86,207.05,213.55,218.39,225.36,281.23,328.65,325.08,331.81,315.72,338.46,402.36,416.47,419.93,420.77,,437.18,,210.11,220.48,273.29,254.60,279.88,339.00,327.28,321.51,301.63,292.89,276.17,,286.85,,L5
2004-07-21 22:03:15+00:00,202.38,204.22,205.12,205.11,209.82,203.72,211.60,222.58,,,309.58,312.46,313.97,303.44,326.91,387.49,408.23,410.62,415.35,,,315.67,210.91,,,,,,,,,,,,,,L5
2004-07-29 22:09:38+00:00,,,,191.91,203.92,203.83,209.76,209.43,211.28,294.35,341.64,333.92,344.74,320.18,338.66,401.59,422.33,423.17,420.48,458.31,442.01,,218.46,240.01,,,,,,,323.99,293.45,296.97,,299.80,,L7
2004-08-22 22:04:00+00:00,196.34,199.20,198.14,191.31,191.45,180.59,192.62,208.88,216.41,,325.78,324.55,333.83,318.73,345.63,403.69,413.78,421.72,419.70,429.65,,315.04,,,,,,,,,,,,,,202.54,L5
2004-08-29 22:10:22+00:00,205.30,203.81,208.67,207.05,201.33,204.59,213.24,212.43,219.90,259.24,324.86,322.88,336.20,321.93,336.18,395.29,413.49,423.46,418.79,,415.63,373.29,212.05,224.41,284.13,302.98,,,,,,,,,268.06,,L5
2004-09-06 22:15:40+00:00,202.17,202.68,212.95,214.92,204.76,203.93,214.62,219.90,,,311.92,313.88,,,,,,,,,377.37,345.36,214.35,211.85,,286.62,,355.12,343.51,347.34,,,313.57,,279.99,,L7
2004-10-01 22:09:21+00:00,,,,,,,,,,,328.51,339.17,329.42,317.80,361.12,423.08,417.39,415.50,394.10,385.28,333.58,,,,,,,,,,,,,,,,L7
2004-10-17 22:09:26+00:00,,,,,207.66,212.03,224.56,,,,312.09,316.60,317.62,303.63,319.48,390.76,405.46,413.09,410.43,404.34,336.88,306.23,218.17,,,,,,,,,,,,,,L7
2004-11-01 22:11:49+00:00,218.41,210.25,213.44,205.30,198.58,200.30,214.70,218.89,219.91,,312.21,316.13,320.05,302.57,328.03,388.31,407.60,409.10,408.12,408.95,357.02,328.41,218.50,198.35,,,332.00,,,,,,322.66,,,,L5
2005-01-28 22:16:23+00:00,220.24,214.88,213.25,209.70,205.78,216.75,219.62,222.11,222.19,,318.28,325.10,331.29,309.08,319.06,394.12,415.03,415.90,418.46,410.84,354.72,322.81,,,,,,,,,,,,,,,L7
2005-03-26 22:10:28+00:00,,,199.21,193.92,196.97,206.36,213.95,212.98,212.07,,,,,,,,,,,,387.13,344.29,212.69,208.90,,,,,,,332.97,,,,,,L7
2005-04-02 22:16:37+00:00,,188.99,189.11,185.41,190.60,198.56,205.95,204.88,205.62,,333.73,331.30,334.68,314.81,337.49,395.31,414.20,422.09,415.34,,411.57,355.46,212.22,204.71,,,,,318.01,,,,,228.99,,232.31,L7
2005-04-11 22:10:22+00:00,215.58,212.00,212.44,211.45,,,,,,,315.40,316.29,309.76,,,383.74,408.78,411.33,,,,,,,,285.33,341.11,,,,,,,,,,L7
2005-05-12 22:14:14+00:00,194.87,198.89,205.75,202.04,200.57,203.81,203.73,210.56,212.99,,313.65,314.49,311.80,301.96,308.53,376.22,386.49,401.42,403.83,414.30,,317.82,202.50,174.34,206.04,275.66,317.47,320.87,323.65,326.50,298.30,,,258.10,,,L5
2005-06-14 22:10:13+00:00,,,,,,,,,,,,,,,,391.43,412.73,417.85,416.52,435.47,381.40,346.02,213.33,,,,,,358.71,352.06,,313.76,,,,,L7
2005-06-21 22:16:23+00:00,,,,,,,,,,,293.61,334.57,341.04,333.40,,,446.18,430.90,435.88,,,,199.83,195.38,194.82,,,,309.94,,,,,,,188.51,L7
2005-07-15 22:14:43+00:00,214.12,221.18,211.38,210.51,200.65,209.39,213.76,213.32,221.32,248.43,326.11,323.96,330.34,315.45,332.21,392.12,421.76,422.71,429.20,,405.70,367.57,216.46,194.54,224.94,238.71,325.68,310.16,328.81,315.84,284.60,,,235.76,,215.06,L5
2005-07-16 22:10:12+00:00,207.65,203.74,210.84,204.87,202.00,210.53,,,,,,,,,,,,,,,,,218.83,218.07,257.14,253.13,333.55,330.70,293.50,,,,,,,244.51,L7
2005-08-09 22:08:46+00:00,218.67,219.19,218.87,217.30,211.16,216.76,228.20,236.27,247.00,,308.61,306.67,314.78,305.46,329.77,386.19,409.17,414.58,413.32,424.46,,,205.48,,,,,,,,,,,,,,L5
2005-08-16 22:15:00+00:00,202.14,202.63,205.16,194.61,196.33,201.24,207.62,203.91,199.39,,346.98,336.59,344.88,325.52,322.27,397.67,424.94,423.13,420.57,,,,212.70,233.75,287.78,260.51,,351.54,307.80,323.85,302.99,277.90,286.16,,268.79,242.08,L5
2005-08-17 22:10:06+00:00,216.20,213.53,212.69,,,,,,,,344.67,331.79,346.24,315.15,323.36,392.92,422.42,420.97,421.00,,,,,,,266.61,326.50,359.66,327.37,349.64,326.84,308.31,,,,,L7
2005-09-02 22:09:58+00:00,,,,,,,,213.49,211.94,251.33,322.88,322.72,328.34,318.27,334.04,397.23,418.06,422.59,416.21,,423.36,356.76,,,,,349.05,371.49,362.42,376.48,,339.70,,,,,L7
2005-09-09 22:16:04+00:00,219.90,219.69,222.02,221.36,220.13,224.29,235.47,232.78,224.26,,,,,,,,,,,,,313.25,207.05,,,,326.85,337.56,346.96,,,,305.61,,,,L7
2005-09-10 22:08:55+00:00,207.16,208.83,211.78,209.51,204.43,213.46,219.43,220.67,219.08,,316.98,314.40,321.19,313.47,326.16,387.29,405.53,411.72,408.94,440.72,,321.78,210.51,,,259.64,313.58,318.46,314.97,,,252.85,279.56,,,217.03,L5
2005-09-17 22:15:06+00:00,204.30,206.83,209.84,206.30,203.21,212.32,220.60,217.79,210.61,262.53,334.95,335.85,338.67,336.52,305.10,393.82,414.30,422.71,416.37,,421.31,351.09,,,,,,,,,,,,,,,L5
2005-09-18 22:09:51+00:00,204.86,204.34,204.94,,,,,,,,313.84,310.78,318.48,296.29,309.71,378.87,410.66,405.66,399.12,404.77,,,,,251.76,286.87,336.44,357.47,351.21,360.38,357.63,,,,,,L7
2006-01-23 22:16:59+00:00,210.10,210.03,215.10,217.59,214.81,218.18,215.60,210.69,208.86,,325.81,324.82,334.93,321.71,319.11,394.70,415.68,424.74,419.57,,,,209.94,203.96,237.26,243.14,306.44,312.05,317.59,304.06,273.93,260.01,263.97,260.77,251.46,,L5
2006-02-09 22:10:49+00:00,,,,204.52,204.80,213.50,211.19,210.05,212.00,269.79,333.70,327.56,338.77,319.48,346.77,400.38,421.91,424.10,416.37,,431.07,373.47,224.73,234.68,,,,,,319.16,292.63,272.47,272.71,283.64,289.67,,L7
2006-02-24 22:17:41+00:00,191.73,194.16,192.11,187.38,192.09,201.10,204.97,205.30,206.31,285.29,345.65,339.88,348.24,327.01,340.26,399.39,421.32,420.89,418.08,,429.77,383.59,208.23,224.19,274.38,258.21,285.93,336.40,294.95,307.76,290.18,255.76,268.12,253.69,259.17,245.93,L5
2006-02-25 22:10:52+00:00,,,193.86,194.30,195.87,202.74,212.84,207.65,206.92,295.32,,,,,,,,,,,448.29,402.39,218.63,237.96,295.60,,,,,,,279.33,283.30,278.09,286.11,,L7
2006-03-12 22:18:01+00:00,196.44,194.17,195.42,194.19,195.81,203.42,196.91,197.20,195.93,,337.69,333.92,345.00,339.27,342.48,406.93,429.30,433.24,432.06,,,,204.35,216.43,258.18,255.83,,344.45,354.40,346.29,308.75,,,,272.21,256.59,L5
2006-03-29 22:10:52+00:00,214.42,220.75,,,,,,,210.57,,321.17,322.38,332.67,311.14,318.03,386.57,413.49,416.31,415.35,427.43,,,,,,290.53,,354.06,351.24,372.54,,,,,,,L7
2006-04-22 22:12:36+00:00,194.39,183.08,194.28,185.32,,,214.83,225.33,,,290.12,296.53,,,309.24,392.40,379.87,410.18,,,483.79,437.03,178.66,,229.99,230.96,285.87,,341.56,,292.70,253.39,,,,,L5
2006-05-23 22:17:02+00:00,212.92,209.92,,,,210.49,212.70,208.51,208.76,294.26,344.17,334.55,341.23,332.03,345.42,401.28,428.61,427.25,426.09,,457.02,409.99,,,,270.78,331.01,359.84,311.86,,310.52,288.88,292.93,286.73,286.01,,L7
2006-05-31 22:19:19+00:00,229.74,224.72,226.79,223.92,219.02,224.67,,,,,,,,,329.78,390.50,411.58,412.97,411.91,422.29,,,,,,,,,,,,,,,,,L5
2006-06-01 22:10:50+00:00,221.40,213.50,212.69,,,217.71,223.86,,,,,,,,,,,,,,,,213.77,,,293.64,344.81,,,,,,,317.91,,,L7
2006-06-24 22:16:54+00:00,213.39,215.51,213.28,210.02,216.89,224.59,229.05,,,,313.51,310.67,326.51,303.48,324.52,384.22,413.79,418.43,413.79,,,349.50,217.49,223.89,278.62,298.03,344.54,374.95,367.27,383.90,,,,,,,L7
2006-06-25 22:13:31+00:00,229.55,224.42,231.40,218.73,216.22,222.46,226.23,225.67,226.06,247.87,303.89,310.83,313.05,295.43,328.74,389.22,403.69,410.08,409.83,435.70,388.44,357.11,222.21,223.13,259.58,,362.37,376.11,368.53,376.91,,,,,,,L5
2006-07-03 22:10:40+00:00,200.07,199.78,205.64,,,,,,,,319.68,316.17,322.37,308.86,303.93,384.15,414.49,413.50,416.32,,,,,,220.11,,320.19,,332.69,325.73,310.68,,,,,,L7
2006-07-19 22:10:32+00:00,,,,,,,,202.87,201.94,258.66,336.08,329.40,342.11,319.30,325.27,402.46,421.36,422.68,421.17,,427.18,389.34,,,,,,,,294.63,287.10,254.79,265.18,,,,L7
2006-08-04 22:10:28+00:00,,,,195.45,199.63,209.17,213.05,204.42,214.74,271.29,328.13,323.90,332.03,315.53,323.38,395.84,410.63,415.76,411.03,,428.21,376.43,222.28,225.14,,,,,,318.37,297.24,278.37,282.14,288.00,302.26,,L7
2006-08-27 22:16:36+00:00,204.59,207.11,209.64,212.83,212.35,211.70,219.72,211.54,213.19,,310.43,309.60,322.49,308.17,321.66,390.36,409.15,413.48,410.21,406.42,350.71,321.16,212.66,,,299.08,343.48,,,,,,,419.31,432.20,,L7
2006-08-28 22:14:23+00:00,200.28,204.87,211.77,205.51,206.81,208.24,219.51,212.25,219.32,,304.70,314.02,317.78,303.49,338.02,386.73,409.54,413.54,407.89,405.45,349.84,311.40,213.78,194.04,217.67,,338.54,,,,,,304.62,420.71,436.10,221.42,L5
2006-09-28 22:16:24+00:00,214.09,217.00,216.50,209.40,209.54,216.37,218.23,217.49,221.55,,319.63,320.38,323.38,309.21,319.68,390.76,409.06,415.59,411.33,408.42,360.92,318.56,210.70,,,,333.21,,,,,,312.39,435.86,441.19,,L7
2006-10-07 22:10:08+00:00,,,,,,,199.40,200.74,201.83,,333.26,328.43,329.90,316.30,331.76,396.79,415.36,417.57,416.88,431.56,,354.98,,,,,,348.74,335.70,352.30,,315.62,,461.02,,,L7
2006-11-24 22:10:49+00:00,,,,,,195.50,199.05,202.66,201.19,,329.58,322.14,333.81,312.54,349.03,396.44,414.45,419.24,418.08,418.28,368.57,325.10,207.03,,,,,322.70,318.87,323.71,306.53,,321.26,377.80,422.21,203.72,L7
2007-01-02 22:17:11+00:00,208.07,,,,205.22,212.58,215.30,213.00,213.80,268.44,327.01,326.05,335.26,321.30,323.89,395.22,414.83,418.80,415.73,,,,227.35,,,286.80,344.56,,,,338.73,349.70,354.63,366.38,420.23,,L7
2007-01-26 22:21:54+00:00,202.41,207.00,211.63,206.05,206.12,200.12,206.77,204.85,205.24,,326.05,325.47,333.52,321.87,318.05,391.78,411.41,418.86,416.40,,,,212.27,219.20,222.32,237.04,,297.36,315.38,298.70,,,,,,235.47,L5
