dates,nzd0274-0000,nzd0274-0001,nzd0274-0002,nzd0274-0003,nzd0274-0004,satname
1999-12-09 21:59:21+00:00,315.39,316.35,316.95,321.39,332.64,L7
1999-12-25 21:59:16+00:00,324.26,307.83,313.29,320.42,328.06,L7
2000-01-10 21:59:16+00:00,308.39,320.13,319.99,324.35,334.61,L7
2000-01-26 21:59:14+00:00,335.29,337.29,351.61,,360.57,L7
2000-03-30 21:58:57+00:00,305.92,315.75,321.29,319.47,333.14,L7
2000-05-17 21:58:31+00:00,330.40,278.55,302.96,,,L7
2000-06-18 21:58:15+00:00,333.59,260.21,,321.42,330.55,L7
2000-07-04 21:58:02+00:00,327.95,,305.04,320.50,337.95,L7
2000-08-05 21:57:32+00:00,303.92,269.53,300.42,311.57,326.27,L7
2000-11-09 21:56:45+00:00,326.64,306.90,321.35,328.55,335.11,L7
2000-11-25 21:56:47+00:00,305.45,292.01,312.04,321.49,329.33,L7
2001-03-17 21:56:40+00:00,294.15,317.93,314.32,320.64,335.27,L7
2001-06-05 21:56:04+00:00,335.36,,308.62,321.99,328.62,L7
2001-09-25 21:54:52+00:00,333.72,330.12,361.29,359.09,353.25,L7
2001-10-11 21:54:33+00:00,302.14,314.72,322.94,339.77,346.13,L7
2002-02-16 21:55:18+00:00,306.07,310.91,322.96,328.51,336.11,L7
2002-05-07 21:55:15+00:00,305.22,299.71,304.87,314.36,322.39,L7
2002-08-27 21:54:24+00:00,314.81,284.37,306.17,315.09,326.49,L7
2002-10-14 21:54:07+00:00,304.51,278.10,326.37,330.78,349.57,L7
2002-12-01 21:54:40+00:00,324.00,295.53,317.42,325.62,335.51,L7
2003-01-18 21:54:54+00:00,305.93,295.59,304.62,319.57,327.87,L7
2003-02-19 21:55:06+00:00,292.78,290.53,312.77,322.89,332.48,L7
2003-03-07 21:55:10+00:00,314.18,329.01,325.29,331.29,339.20,L7
2003-04-08 21:55:11+00:00,374.04,333.90,323.84,326.06,344.34,L7
2003-04-24 21:55:10+00:00,343.03,354.74,353.03,361.74,373.25,L7
2003-05-26 21:55:07+00:00,338.24,331.72,,323.01,340.50,L7
2003-07-21 21:42:57+00:00,309.03,,,310.51,330.90,L5
2003-07-29 21:54:53+00:00,334.67,,,324.73,331.53,L7
2003-11-18 21:55:03+00:00,341.12,328.50,345.99,,,L7
2004-03-09 21:55:39+00:00,321.38,,,321.04,329.66,L7
2004-03-17 21:45:32+00:00,303.66,284.86,303.73,313.06,320.90,L5
2004-03-25 21:55:42+00:00,277.49,280.61,315.58,320.49,332.33,L7
2004-04-02 21:45:42+00:00,305.03,278.56,306.19,320.63,328.09,L5
2004-04-18 21:46:13+00:00,329.05,265.21,313.74,334.64,337.46,L5
2004-05-12 21:55:37+00:00,291.93,,295.03,306.97,,L7
2004-05-20 21:47:08+00:00,322.42,249.53,303.42,321.03,334.36,L5
2004-06-05 21:47:36+00:00,322.94,,,,355.88,L5
2004-06-21 21:48:04+00:00,309.23,265.63,,313.04,320.39,L5
2004-07-07 21:48:33+00:00,299.88,,288.18,314.90,325.26,L5
2004-07-23 21:48:56+00:00,320.71,248.54,293.24,313.56,325.11,L5
2004-08-08 21:49:14+00:00,311.67,270.05,305.06,331.15,344.04,L5
2004-09-09 21:50:07+00:00,313.91,303.75,327.31,326.19,334.30,L5
2004-09-25 21:50:31+00:00,314.91,290.60,311.79,316.56,327.56,L5
2004-11-20 21:55:25+00:00,315.38,,,338.54,347.46,L7
2005-01-31 21:52:45+00:00,332.52,327.91,324.25,333.69,331.77,L5
2005-02-08 21:55:59+00:00,297.74,316.56,321.67,328.25,334.57,L7
2005-02-24 21:56:05+00:00,320.37,300.50,313.91,,,L7
2005-03-04 21:53:16+00:00,290.43,287.35,315.75,330.24,334.70,L5
2005-04-13 21:56:00+00:00,314.00,271.25,303.78,315.75,328.70,L7
2005-04-21 21:53:34+00:00,304.13,263.97,299.13,320.14,330.22,L5
2005-05-07 21:53:40+00:00,314.27,278.85,303.66,322.03,333.26,L5
2005-05-23 21:53:48+00:00,329.79,314.19,310.55,325.98,338.69,L5
2005-06-08 21:53:56+00:00,321.51,275.52,308.10,319.66,329.14,L5
2005-08-03 21:55:49+00:00,315.04,267.85,307.24,318.91,327.19,L7
2005-09-20 21:55:30+00:00,,,308.06,315.81,323.03,L7
2005-10-22 21:55:39+00:00,328.48,326.74,325.95,327.74,340.04,L7
2005-10-30 21:54:27+00:00,334.68,320.14,325.08,334.92,332.93,L5
2005-11-07 21:55:51+00:00,,307.82,,,344.34,L7
2006-01-26 21:56:24+00:00,,,317.55,323.84,331.47,L7
2006-02-27 21:56:31+00:00,327.75,328.39,323.74,327.70,335.47,L7
2006-03-15 21:56:31+00:00,,,323.40,328.88,337.88,L7
2006-03-31 21:56:30+00:00,,,324.95,327.44,339.79,L7
2006-05-18 21:56:30+00:00,298.13,308.19,,321.24,357.55,L7
2006-06-19 21:56:24+00:00,324.82,,296.12,,,L7
2006-06-27 21:59:12+00:00,322.41,301.35,301.30,321.49,334.96,L5
2006-07-21 21:56:09+00:00,,,301.76,315.72,331.72,L7
2006-08-22 21:56:05+00:00,,,308.99,319.85,329.41,L7
2006-11-02 22:00:44+00:00,315.29,322.53,331.37,336.96,341.04,L5
2006-12-12 21:56:35+00:00,287.74,289.32,323.26,332.24,335.96,L7
2007-02-06 22:01:24+00:00,310.72,288.04,311.34,327.76,334.83,L5
2007-02-14 21:56:51+00:00,322.98,297.73,315.45,318.64,324.28,L7
2007-04-19 21:56:55+00:00,297.67,293.70,311.22,321.18,,L7
2007-05-21 21:56:45+00:00,292.64,,,319.54,334.89,L7
2007-09-26 21:56:11+00:00,325.37,309.97,,328.23,344.08,L7
2007-10-28 21:56:22+00:00,306.05,290.37,297.11,305.29,311.76,L7
2007-12-31 21:56:47+00:00,,,,361.54,353.75,L7
2008-02-01 21:56:45+00:00,,307.12,323.01,329.44,333.09,L7
2008-02-25 21:56:48+00:00,310.21,283.46,308.34,313.14,318.96,L5
2008-03-20 21:56:34+00:00,,320.13,323.90,329.60,338.95,L7
2008-05-07 21:56:28+00:00,331.27,311.60,311.02,320.76,329.09,L7
2008-08-27 21:55:30+00:00,317.76,249.67,,,321.71,L7
2008-09-12 21:55:21+00:00,311.93,264.59,308.01,318.51,316.51,L7
2008-10-14 21:55:06+00:00,328.46,296.42,317.24,323.37,329.73,L7
2009-01-26 21:51:48+00:00,311.47,273.32,302.52,309.61,317.00,L5
2009-03-23 21:56:39+00:00,325.72,288.39,,,332.41,L7
2009-11-26 21:56:52+00:00,298.70,283.17,310.92,338.91,342.06,L5
2010-01-05 21:57:48+00:00,,,312.92,314.52,327.59,L7
2010-01-13 21:57:13+00:00,309.58,296.73,313.01,316.45,328.17,L5
2010-01-29 21:57:17+00:00,304.43,303.72,316.54,322.45,335.15,L5
2010-03-26 21:58:37+00:00,317.74,304.11,316.21,314.39,320.27,L7
2010-04-11 21:58:38+00:00,,259.90,308.06,318.08,325.25,L7
2010-05-13 21:58:33+00:00,323.54,275.13,312.38,319.71,,L7
2010-06-30 21:58:37+00:00,313.52,284.77,305.82,317.77,332.79,L7
2010-07-16 21:58:39+00:00,333.60,,,,,L7
2010-09-02 21:58:42+00:00,,,,282.68,,L7
2010-10-04 21:58:41+00:00,302.95,,320.16,325.16,331.82,L7
2010-10-28 21:56:14+00:00,324.11,320.28,328.01,332.12,333.29,L5
2010-11-05 21:59:01+00:00,339.82,273.90,310.04,311.81,321.88,L7
2010-12-07 21:59:24+00:00,,296.64,311.23,318.83,327.01,L7
2010-12-31 21:56:20+00:00,308.40,288.36,316.91,324.91,327.62,L5
2011-01-08 21:59:40+00:00,320.81,309.55,,,332.57,L7
2011-01-16 21:56:21+00:00,314.49,289.82,317.07,323.01,330.09,L5
2011-01-24 21:59:47+00:00,341.48,,,341.29,344.52,L7
2011-02-09 21:59:51+00:00,308.14,282.27,319.19,319.04,333.99,L7
2011-02-25 21:59:56+00:00,301.39,316.32,332.73,,343.29,L7
2011-03-29 22:00:02+00:00,314.88,272.63,305.79,,,L7
2011-08-20 21:59:49+00:00,314.14,277.34,297.87,,,L7
2011-09-13 21:54:57+00:00,310.95,265.86,301.43,313.05,319.30,L5
2011-09-21 21:59:41+00:00,301.54,295.94,316.53,,,L7
2011-11-24 22:00:07+00:00,292.87,301.26,309.87,314.06,319.77,L7
2012-03-15 22:00:33+00:00,316.47,327.15,,334.64,,L7
2012-04-16 22:00:29+00:00,316.80,,297.83,311.60,317.59,L7
2012-05-02 22:00:55+00:00,303.75,322.43,316.84,317.40,327.62,L7
2012-05-18 22:01:08+00:00,317.78,,303.54,315.73,322.35,L7
2012-06-03 22:00:47+00:00,330.28,,307.63,320.29,327.27,L7
2012-08-22 22:01:38+00:00,,,298.54,305.49,318.30,L7
2012-09-23 22:01:57+00:00,,,356.73,,,L7
2013-01-29 22:02:38+00:00,315.02,297.21,318.02,324.38,331.89,L7
2013-03-02 22:02:34+00:00,312.37,282.34,312.01,320.51,328.61,L7
2013-04-11 22:08:39+00:00,321.04,267.39,312.66,321.33,329.29,L8
2013-04-27 22:08:11+00:00,321.49,269.82,315.73,326.87,329.80,L8
2013-05-13 22:08:23+00:00,323.88,249.47,309.33,320.37,331.27,L8
2013-06-06 22:02:07+00:00,312.73,,,314.62,323.59,L7
2013-07-24 22:01:44+00:00,,,304.56,317.12,324.02,L7
2013-08-17 22:08:27+00:00,309.72,215.54,298.77,317.40,329.51,L8
2013-09-02 22:08:28+00:00,322.13,262.76,304.50,320.39,328.99,L8
2013-11-21 22:08:01+00:00,322.06,293.62,313.06,321.31,332.94,L8
2013-12-15 22:02:45+00:00,307.88,298.01,304.53,319.35,325.92,L7
2013-12-31 22:02:52+00:00,294.21,304.73,311.76,,,L7
2014-01-08 22:07:43+00:00,298.86,268.08,313.96,316.14,322.99,L8
2014-01-16 22:03:02+00:00,,289.73,306.17,317.55,318.20,L7
2014-01-24 22:07:33+00:00,,280.50,327.48,331.54,342.18,L8
2014-02-01 22:03:18+00:00,322.11,308.82,318.57,325.89,329.55,L7
2014-02-25 22:07:08+00:00,312.81,275.78,311.32,320.38,331.52,L8
2014-03-05 22:03:13+00:00,314.20,285.78,314.62,319.42,330.40,L7
2014-03-21 22:03:20+00:00,312.86,284.33,310.28,318.99,331.35,L7
2014-04-06 22:03:24+00:00,303.66,267.59,314.03,317.93,331.75,L7
2014-04-22 22:03:36+00:00,313.10,,,322.13,331.06,L7
2014-04-30 22:06:10+00:00,320.81,261.36,316.12,325.60,329.64,L8
2014-06-01 22:06:02+00:00,320.83,228.08,307.35,322.31,332.42,L8
2014-07-03 22:06:14+00:00,307.89,,294.86,310.91,324.39,L8
2014-07-27 22:04:02+00:00,324.44,245.31,307.21,315.87,327.86,L7
2014-08-20 22:06:30+00:00,295.33,221.81,303.94,314.46,327.46,L8
2014-08-28 22:04:03+00:00,,276.81,312.05,327.47,337.27,L7
2014-09-29 22:04:16+00:00,289.21,294.36,320.69,325.37,332.34,L7
2014-10-23 22:06:39+00:00,305.18,297.38,313.50,318.15,325.91,L8
2014-10-31 22:04:35+00:00,,296.05,319.38,330.85,327.15,L7
2014-11-08 22:06:40+00:00,332.40,322.82,315.24,327.69,329.01,L8
2014-12-02 22:04:48+00:00,308.94,307.78,323.11,321.25,334.17,L7
2015-02-12 22:06:15+00:00,321.37,329.10,341.21,341.07,335.52,L8
2015-02-28 22:06:12+00:00,302.55,320.38,,322.37,334.15,L8
2015-03-24 22:05:28+00:00,306.78,308.00,313.45,323.88,331.38,L7
2015-04-01 22:05:49+00:00,326.92,304.03,314.18,321.26,333.57,L8
2015-05-27 22:05:54+00:00,329.44,204.32,293.31,314.83,,L7
2015-06-04 22:05:36+00:00,321.34,236.92,307.15,322.36,323.41,L8
2015-07-22 22:06:01+00:00,306.96,198.50,,311.18,318.74,L8
2015-08-07 22:06:04+00:00,287.96,174.70,270.88,294.45,300.56,L8
2015-09-24 22:06:25+00:00,310.06,244.80,313.87,317.81,330.62,L8
2015-10-18 22:06:42+00:00,312.26,,,324.15,330.77,L7
2015-10-26 22:06:31+00:00,306.90,307.84,311.75,320.39,327.64,L8
2016-01-22 22:08:09+00:00,305.46,306.61,316.50,320.47,,L7
2016-02-07 22:08:17+00:00,310.24,308.83,315.20,321.95,328.58,L7
2016-02-15 22:06:21+00:00,,343.50,,345.58,344.44,L8
2016-03-26 22:08:35+00:00,317.66,,309.75,321.09,330.18,L7
2016-05-13 22:08:49+00:00,,258.09,,323.15,321.99,L7
2016-06-06 22:06:07+00:00,337.57,252.75,314.35,322.04,327.77,L8
2016-06-30 22:08:59+00:00,309.33,,296.56,311.57,324.52,L7
2016-07-16 22:09:00+00:00,285.59,240.97,,,,L7
2016-08-01 22:09:02+00:00,316.44,251.39,301.87,319.01,317.21,L7
2016-08-17 22:09:03+00:00,318.87,,,320.03,326.12,L7
2016-09-26 22:06:39+00:00,312.52,273.45,309.45,320.82,320.22,L8
2016-10-28 22:06:47+00:00,312.30,292.68,304.79,314.18,320.64,L8
2016-12-15 22:06:42+00:00,293.19,310.58,307.34,313.28,324.29,L8
2017-01-16 22:06:35+00:00,300.80,280.52,314.93,320.81,326.46,L8
2017-02-25 22:08:29+00:00,321.46,308.28,315.82,324.82,334.86,L7
2017-04-06 22:05:57+00:00,304.00,239.52,305.30,316.76,327.46,L8
2017-04-22 22:05:48+00:00,314.24,238.06,301.84,320.14,332.68,L8
2017-04-30 22:08:52+00:00,300.91,232.87,,,297.24,L7
2017-05-08 22:05:47+00:00,328.92,251.91,320.07,329.12,337.74,L8
2017-05-24 22:05:58+00:00,320.51,257.96,309.78,324.67,328.07,L8
2017-06-17 22:09:03+00:00,290.24,,,,,L7
2017-07-27 22:06:22+00:00,314.44,,301.67,317.14,322.40,L8
2017-08-04 22:09:03+00:00,320.20,259.54,304.80,317.31,328.25,L7
2017-08-12 22:06:28+00:00,309.42,222.20,297.47,316.67,318.26,L8
2017-08-20 22:09:02+00:00,317.75,275.36,306.88,322.84,323.86,L7
2017-10-15 22:06:43+00:00,310.63,265.72,304.23,317.37,326.12,L8
2017-10-31 22:06:43+00:00,312.91,285.78,315.19,318.74,331.54,L8
2017-11-16 22:06:40+00:00,322.25,297.76,305.35,319.09,324.21,L8
2017-12-02 22:06:34+00:00,335.81,306.72,321.99,327.68,343.90,L8
2018-01-11 22:08:26+00:00,309.33,286.00,321.71,328.27,328.12,L7
2018-01-27 22:08:11+00:00,309.32,,,321.55,331.56,L7
2018-02-28 22:07:48+00:00,305.72,299.00,304.96,,,L7
2018-03-16 22:07:36+00:00,306.84,297.27,313.66,324.19,325.16,L7
2018-03-24 22:05:56+00:00,300.28,,,292.64,293.10,L8
2018-05-27 22:05:16+00:00,322.06,,313.42,324.34,,L8
2018-06-28 22:05:28+00:00,334.27,,311.04,326.44,333.04,L8
2018-08-23 22:04:49+00:00,310.08,,303.99,318.81,322.72,L7
2018-09-08 22:04:29+00:00,320.13,,313.21,324.04,332.93,L7
2018-10-18 22:06:17+00:00,,,348.37,339.15,345.65,L8
2018-11-03 22:06:21+00:00,309.72,298.63,318.16,320.35,328.58,L8
2018-11-19 22:06:22+00:00,315.32,289.79,311.52,323.36,332.42,L8
2018-11-27 22:02:37+00:00,,,,326.49,331.61,L7
2018-12-21 22:06:18+00:00,322.27,320.46,311.77,322.52,326.72,L8
2019-01-30 22:00:42+00:00,,,,309.81,308.93,L7
2019-02-07 22:06:11+00:00,319.31,326.07,318.29,322.85,326.91,L8
2019-02-15 22:00:14+00:00,306.40,312.44,322.30,320.62,330.33,L7
2019-03-03 21:59:44+00:00,314.46,,,319.32,323.34,L7
2019-03-27 22:05:59+00:00,304.63,,,313.39,319.27,L8
2019-04-04 21:58:40+00:00,306.65,314.35,,,333.58,L7
2019-04-12 22:05:54+00:00,300.08,,311.26,,,L8
2019-06-23 21:55:43+00:00,,,296.62,313.25,326.63,L7
2019-08-02 22:06:29+00:00,307.25,,314.56,326.24,328.16,L8
2019-08-18 22:06:35+00:00,306.23,289.57,308.82,321.18,327.86,L8
2019-09-11 21:52:27+00:00,,,309.43,316.24,321.39,L7
2019-09-19 22:06:44+00:00,280.19,260.67,306.95,315.48,328.65,L8
2019-10-29 21:50:24+00:00,307.70,,,,323.49,L7
2019-11-06 22:06:48+00:00,298.94,315.57,321.56,326.31,339.35,L8
2019-11-22 22:06:45+00:00,295.75,302.30,324.15,329.24,333.61,L8
2019-12-08 22:06:44+00:00,306.84,286.69,305.13,315.97,321.86,L8
2020-01-17 21:46:29+00:00,284.90,335.90,,,365.71,L7
2020-01-25 22:06:33+00:00,311.09,320.49,315.34,325.87,331.60,L8
2020-02-10 22:06:28+00:00,339.47,303.81,316.47,322.52,331.33,L8
2020-03-05 21:44:00+00:00,316.71,320.14,324.52,319.65,331.76,L7
2020-03-13 22:06:18+00:00,307.86,312.36,316.75,323.80,333.95,L8
2020-03-29 22:06:09+00:00,306.36,297.06,315.79,322.98,331.23,L8
2020-04-06 21:42:13+00:00,,,314.84,327.21,335.19,L7
2020-04-22 21:41:17+00:00,285.06,299.08,297.00,324.43,329.03,L7
2020-04-29 21:47:03+00:00,,,291.37,302.16,310.45,L7
2020-05-08 21:40:19+00:00,,322.01,315.95,319.61,327.39,L7
2020-05-15 21:46:04+00:00,,,297.17,304.79,318.28,L7
