dates,satname,nzd0274-0000,nzd0274-0001,nzd0274-0002,nzd0274-0003,nzd0274-0004
1999-12-09 21:59:21+00:00,L7,297.85,287.85,308.51,314.27,322.28
1999-12-25 21:59:16+00:00,L7,313.80,290.83,308.25,316.17,321.88
2000-01-10 21:59:16+00:00,L7,302.54,310.63,317.18,321.97,331.16
2000-01-26 21:59:14+00:00,L7,345.60,354.04,356.57,369.33,366.66
2000-03-30 21:58:57+00:00,L7,307.30,318.00,321.96,320.03,333.96
2000-05-17 21:58:31+00:00,L7,309.02,243.80,292.66,,
2000-06-18 21:58:15+00:00,L7,317.59,234.21,,314.92,321.10
2000-07-04 21:58:02+00:00,L7,318.41,295.96,300.45,316.62,332.31
2000-08-05 21:57:32+00:00,L7,315.77,288.78,306.12,316.38,333.27
2000-11-09 21:56:45+00:00,L7,314.18,286.65,315.35,323.49,327.75
2000-11-25 21:56:47+00:00,L7,283.14,255.76,301.30,312.43,316.15
2001-03-17 21:56:40+00:00,L7,303.23,332.68,318.69,324.33,340.63
2001-06-05 21:56:04+00:00,L7,313.82,226.24,298.25,313.24,315.89
2001-08-24 21:55:12+00:00,L7,,161.08,112.14,,
2001-09-25 21:54:52+00:00,L7,344.80,348.12,366.62,363.59,359.80
2001-10-11 21:54:33+00:00,L7,314.76,335.22,329.01,344.90,353.58
2002-02-16 21:55:18+00:00,L7,302.38,304.91,321.18,327.01,333.93
2002-05-07 21:55:15+00:00,L7,303.53,296.96,304.06,313.67,321.39
2002-08-27 21:54:24+00:00,L7,314.66,284.12,306.10,315.03,326.40
2002-10-14 21:54:07+00:00,L7,315.13,295.35,331.48,335.09,355.84
2002-12-01 21:54:40+00:00,L7,314.62,280.28,312.90,321.81,329.96
2003-01-18 21:54:54+00:00,L7,283.16,258.59,293.66,310.32,314.42
2003-02-19 21:55:06+00:00,L7,278.93,268.03,306.10,317.27,324.30
2003-03-07 21:55:10+00:00,L7,311.26,324.26,323.88,330.10,337.47
2003-04-08 21:55:11+00:00,L7,380.35,344.15,326.88,328.62,348.07
2003-04-24 21:55:10+00:00,L7,352.11,369.49,357.40,365.43,378.61
2003-05-26 21:55:07+00:00,L7,336.39,328.72,,322.26,339.41
2003-07-21 21:42:57+00:00,L5,322.41,223.67,297.97,315.95,338.81
2003-07-29 21:54:53+00:00,L7,314.52,,,316.54,319.62
2003-11-18 21:55:03+00:00,L7,353.89,349.25,352.14,,
2004-03-09 21:55:39+00:00,L7,306.30,,,314.91,320.75
2004-03-17 21:45:32+00:00,L5,292.12,266.11,298.17,308.37,314.08
2004-03-25 21:55:42+00:00,L7,275.80,277.86,314.77,319.80,331.33
2004-04-02 21:45:42+00:00,L5,291.18,256.06,299.52,315.01,319.91
2004-04-10 21:55:38+00:00,L7,380.61,381.54,,,
2004-04-18 21:46:13+00:00,L5,306.13,227.96,302.70,325.33,323.91
2004-05-12 21:55:37+00:00,L7,302.85,210.31,300.29,311.41,
2004-05-20 21:47:08+00:00,L5,305.65,222.28,295.35,314.22,324.45
2004-06-05 21:47:36+00:00,L5,311.86,348.45,394.19,,349.33
2004-06-21 21:48:04+00:00,L5,305.69,259.88,,311.60,318.30
2004-07-07 21:48:33+00:00,L5,312.19,210.85,294.11,319.90,332.53
2004-07-23 21:48:56+00:00,L5,331.79,266.54,298.57,318.06,331.66
2004-08-08 21:49:14+00:00,L5,324.75,291.30,311.36,336.46,351.77
2004-09-09 21:50:07+00:00,L5,316.37,307.75,328.50,327.19,335.75
2004-09-25 21:50:31+00:00,L5,306.29,276.60,307.64,313.06,322.47
2004-11-20 21:55:25+00:00,L7,328.92,,,344.04,355.46
2005-01-31 21:52:45+00:00,L5,340.98,341.66,328.32,337.13,336.77
2005-02-08 21:55:59+00:00,L7,269.74,271.06,308.19,316.87,318.02
2005-02-24 21:56:05+00:00,L7,298.37,264.75,303.32,,
2005-03-04 21:53:16+00:00,L5,301.20,304.85,320.94,334.61,341.06
2005-04-13 21:56:00+00:00,L7,314.15,271.50,303.85,315.81,328.79
