,dates,mex0450-0000,mex0450-0001,mex0450-0002,mex0450-0003,mex0450-0004,mex0450-0005,mex0450-0006,mex0450-0007,mex0450-0008,mex0450-0009,mex0450-0010,mex0450-0011,mex0450-0012,mex0450-0013,mex0450-0014,mex0450-0015,mex0450-0016,mex0450-0017,mex0450-0018,mex0450-0019,mex0450-0020,mex0450-0021,mex0450-0022,mex0450-0023,mex0450-0024,mex0450-0025,mex0450-0026,mex0450-0027,mex0450-0028,mex0450-0029,mex0450-0030,mex0450-0031,mex0450-0032,mex0450-0033,mex0450-0034,mex0450-0035,mex0450-0036,mex0450-0037,mex0450-0038,mex0450-0039,mex0450-0040,mex0450-0041,mex0450-0042,mex0450-0043,mex0450-0044,mex0450-0045,mex0450-0046,mex0450-0047,mex0450-0048,mex0450-0049,mex0450-0050,mex0450-0051,mex0450-0052,mex0450-0053,mex0450-0054,mex0450-0055,mex0450-0056,mex0450-0057,mex0450-0058,mex0450-0059,mex0450-0060,mex0450-0061,mex0450-0062,mex0450-0063,mex0450-0064,mex0450-0065,mex0450-0066,mex0450-0067,mex0450-0068,mex0450-0069,mex0450-0070,mex0450-0071,mex0450-0072,mex0450-0073,mex0450-0074,mex0450-0075,mex0450-0076,mex0450-0077,mex0450-0078,mex0450-0079,mex0450-0080,mex0450-0081,mex0450-0082,mex0450-0083,mex0450-0084,mex0450-0085,mex0450-0086,mex0450-0087,mex0450-0088,mex0450-0089,mex0450-0090,mex0450-0091,mex0450-0092,mex0450-0093,mex0450-0094,mex0450-0095,mex0450-0096,mex0450-0097,mex0450-0098,mex0450-0099,mex0450-0100,mex0450-0101,mex0450-0102,mex0450-0103,mex0450-0104,mex0450-0105,mex0450-0106,mex0450-0107,mex0450-0108,mex0450-0109,mex0450-0110,mex0450-0111,mex0450-0112,mex0450-0113,mex0450-0114,mex0450-0115,mex0450-0116,mex0450-0117,mex0450-0118,mex0450-0119,mex0450-0120,mex0450-0121,mex0450-0122,mex0450-0123,mex0450-0124,mex0450-0125,mex0450-0126,mex0450-0127,mex0450-0128,mex0450-0129,mex0450-0130,mex0450-0131,mex0450-0132,mex0450-0133,mex0450-0134,mex0450-0135,mex0450-0136,mex0450-0137,mex0450-0138,mex0450-0139,mex0450-0140,mex0450-0141,mex0450-0142,mex0450-0143,mex0450-0144,mex0450-0145,mex0450-0146,mex0450-0147,mex0450-0148,mex0450-0149,mex0450-0150,mex0450-0151,mex0450-0152,mex0450-0153,mex0450-0154,mex0450-0155,mex0450-0156,mex0450-0157,mex0450-0158,mex0450-0159,mex0450-0160,mex0450-0161,mex0450-0162,mex0450-0163,mex0450-0164,mex0450-0165,mex0450-0166,mex0450-0167,mex0450-0168,mex0450-0169,mex0450-0170,mex0450-0171,mex0450-0172,mex0450-0173,mex0450-0174,mex0450-0175,mex0450-0176,mex0450-0177,mex0450-0178,mex0450-0179,mex0450-0180,mex0450-0181,mex0450-0182,mex0450-0183,mex0450-0184,mex0450-0185,mex0450-0186,mex0450-0187,mex0450-0188,mex0450-0189
0,1985-01-16 17:12:01+00:00,,,,,,,,,,,,167.2564647625373,,,,,,,,,133.21897093529242,,,,,,,,,,,,,,,190.28980363163922,,,,,,,,,,,,,,,,,,,,,300.5127694825593,,,,,,,,,,,,,,198.11638000215217,248.99801976616726,265.80809152057384,282.5111235365272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.91950028188785,383.4158698718783,379.39299513140986,376.1379146682997,377.1416450828227,376.9743518079715,371.4339469493573,367.8051254333179,363.55869883737597,358.97023891217646,362.023115275593,366.17296248864386
1,1990-03-12 16:56:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0811588712604,281.95109948426557,283.88076393241346,,,,280.0538557633545,276.7302834519631,265.48737086985534,267.9201870636206,269.1936973004556,277.4661186658795,276.8453696454621,255.39986489772824,219.3338249751735,,,,,,,,,,,,,,7.825173813686157,,166.51306610103546,211.66858113460842,245.3343800253829,248.65754364468197,250.29523416689867,260.38299346217866,285.51260153965916,300.18646933474554,318.94952289805883,327.4569439370208,344.6539381052736,356.4264394113607,363.51604501752377,378.94142378480205,393.2854486555691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.62500136805255,380.0589078269503,369.4165179276873,357.7429925289688,351.582971036074,354.03417736334313,356.7489644035842,351.35168580401023,357.62668348368237,349.37529198230357,343.9001570714727,336.10625695566887,349.9641855307111,346.22051798858695
2,1990-04-04 17:01:42+00:00,,,,,,,,,,,,,,,,,,,,,,,394.23084369389255,377.89039482308743,379.58131175621287,380.9496353124457,372.6150684242542,365.97998226469974,358.1640810121979,348.8932837864762,346.47814334529437,338.14406779942095,331.51634644575824,321.822476007737,,,,,,305.72760811062983,308.0470840792542,296.53725928918414,298.4711241271018,296.80352974381486,291.5486912687499,292.358833285497,286.2741795087749,283.65707184614536,280.9951069741085,285.4464373576115,294.01730111658696,290.1940469565676,259.9680691666835,218.00075919479625,,,,,,,,,,,,,,,114.38545927324876,184.10626772162837,229.61083688801494,248.74262624224752,262.7672229196857,272.1101782707674,281.4203039895742,295.42883298174877,304.91605857117645,315.4248631473673,335.7491104670893,358.2757210265501,372.6699764740142,384.09286424551874,401.95116666470784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.2941498979933,379.34618919481903,372.28352432700825,365.2921826597812,368.26500035592704,367.55515968665384,361.1724698508948,357.4141416043434,350.83902240471076,349.97197682041804,341.94163434926486,348.4195268451857,355.5959268604329
3,1990-04-20 17:01:55+00:00,,,,,,,,,,,,,,,,,,,,,122.10641344743732,,395.1863460849462,384.02045123013363,384.29989333251194,373.1060417489464,371.32630157643734,365.5608374922522,360.32458566761477,350.3415902994253,347.958011403966,338.50318120936765,335.3123289856983,330.40200233440964,,,,,,300.2635381480917,303.9151229497908,299.94948475467015,294.05171910421564,295.95494196789514,298.27252998642894,293.5503161945583,292.51010335711413,283.310547195966,278.155673124048,284.34078678801916,295.7389150451104,288.8491129835023,253.66893728451578,213.52228650043315,,,,,,,,,,,,,,44.853578535867534,108.71766382117337,163.87580034987883,197.5613659527976,235.30808428325338,248.42060244132173,263.576756289223,266.9037896396109,287.4099284110626,298.88457102951486,326.30130185468664,348.23053098140304,366.30023584115395,375.8148381305882,382.88597321160614,398.5218367604183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.91279443410053,388.2977013987495,371.7088827409466,363.73214226157233,365.9287771071246,366.0429825166784,368.8849045863212,363.2186278937106,361.12230343189276,347.77516029468177,346.61902437577726,352.2901470997841,356.0457895346168
4,1990-05-06 17:01:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,372.8755526840714,365.2972192994757,361.58682714679406,347.53481371678174,343.14163056862316,339.38082010668836,331.19037255485625,,,,,,,301.50704557580866,305.3491216525962,299.3823585074037,,,,287.9385502829215,283.73594399946455,279.84528308170485,279.9836129532729,283.24267756077995,288.21143703694634,284.10353057470024,247.69152000733322,204.54309371248627,,,,,,,,,,,,,,28.93815284363648,87.40248759806555,142.3763945279528,196.16071229688018,238.25204920778964,256.5137257978045,268.53856119263935,278.55648084441884,289.6358251960514,303.32406869484925,319.4880185314613,336.19939508705363,358.78468041359986,367.7032399789771,380.9956657250832,398.9063487435076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.83560821160256,390.19173077350786,377.14308738410284,370.38673271036566,368.3362963900173,368.40354569616295,368.704634210519,368.48222977872035,366.8972735539361,361.4960691179498,354.38831780911437,348.00507881692874,346.56692347975127,354.5637383489625
5,1991-03-31 16:57:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.6775098343812,318.92356754380194,316.83859839993784,313.1431217584306,,,,,,,278.6766390187575,273.55258074668365,271.0703058060741,,,,252.41068153073002,248.70588650204496,240.81398688223885,,,,,,,,,,,,,,,,,,,,-1.0480255774386515,58.421839551512186,,,,,231.82466638961517,261.1242391548994,269.88006138708135,279.3313395283857,282.74795555738194,299.920224364194,309.39508819568744,318.56509419108943,335.47121665582927,357.26897193498075,378.78307945048937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1992-09-09 16:57:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.72530926535774,232.6603949925983,,,,56.50898108472385,,,,,,,,,,90.29982307312417,105.11304197281427,120.28933874346986,,,,192.7454100339601,210.1388188550569,,,,,,,,,,,,320.2946438048525,,,,353.3703515310883,358.35466551400106,386.5774853575103,381.0724267713122,387.5029471898048,399.9083345050675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0245723887825,385.2176263994502,385.65141002304335,376.63040234697127,379.47189623841325,383.5262525468505,378.3580730587046,379.71975362227147,372.13156942929197,373.83462785534914,370.47219834053476,369.3507602703988,368.0524900788118,,,,,338.97468535576536,,,,,,,,,,,,308.0725858550046,297.2059723597281,,285.78010091296636,290.2004098129049,290.8063159732725
7,1993-01-15 16:57:08+00:00,,,,,,,,,,,,,,,,,,,,,,,334.754767964193,326.37002614111725,316.8845878350626,304.2840354718284,292.5045011259741,298.0806856382007,293.4923734804742,292.02551411427174,279.4275389505268,277.0153561739943,271.59903908386406,268.96769410574507,,,,,,247.05936148775422,249.7734493783864,247.3552221166378,252.35445852340013,252.32413892977726,262.62580898238883,260.78283298102383,273.40461145407915,284.0241049440863,297.25948476257037,304.11907425505007,315.1783513341551,336.2970914662397,334.3656314238169,341.8945393279441,336.3691494966178,316.5328077197439,302.11161946514846,,,,,,,,,81.44839485796169,108.88689500871273,169.04305078686133,183.1035256097088,,194.97933052371621,207.6076134713918,214.3023816407874,225.09618985732897,247.702058777395,261.2066589541813,245.38209868580952,265.46657154618043,288.94218480994056,294.22197926901185,295.15482432983174,307.7731345598593,316.6058519360863,323.7626387795875,336.80289460103944,344.0698351802309,359.766607882838,371.1265346434973,375.08447101911645,389.26291661620246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.2049924710529,392.0883514947206,390.14028413497323,379.6157624403425,377.34694549029734,368.79998865038976,364.6465144325968,352.7555673378665,352.37241235092506,352.77343790176326,355.09042350912017,,,,,,
8,1993-01-22 17:03:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.9697673414184,234.9713487833385,232.07389944737815,,,,252.3167101336416,258.2289184651466,272.65794519821884,277.55379555341057,289.3505058653538,305.4415306610156,314.2032436688757,313.37600166145603,320.0358632586069,319.0311098191934,296.55521273172343,272.532340722246,,,,,,,,,53.862338390974166,97.0915750454306,150.55552451712262,161.3538568264808,,178.65934461575642,184.9779998156103,197.332967947481,211.7428879228994,228.47944056353452,225.13924862275616,,,,,,290.8097868045968,299.7718637395535,310.62567298587174,321.98672734632135,332.9136598925578,346.42152252590677,362.2244380833128,367.8035058118486,377.20506427757095,383.3028321814303,393.836174786711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.3171406032158,385.9966703878018,382.49083898716776,377.82184269787035,373.0077772195041,371.95167790241044,366.1791225214239,360.274714538725,354.3098178384595,349.5810349174008,339.29258900945786,329.8802482445186,331.2488038161037,334.1186878337047,333.8574732368219,332.9514916816087,334.65857160882695,329.6016737591016,314.4443222478356,310.6772049169674,327.6834398794412
9,1993-02-07 17:03:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.61829831086845,223.705327919958,229.85269141226792,,,,248.17524678514576,255.21901436231315,265.1056686435139,274.7563821456316,285.39619639401343,295.4455870636443,295.7378003396216,296.986880860493,300.79816998056697,306.4976801545007,,,94.45564565041741,12.920297148806963,,,,,,,17.344252479824704,89.6813373036559,121.80461020763494,123.96150019265394,123.66329828399763,,177.43244199526907,189.68372343106432,,,,,,,,,,,307.7654919736491,317.49183211476134,324.5913620744542,346.45559112067735,347.2119746991915,360.8891607747094,361.9483254532056,370.3172100467977,387.691527938199,399.9429486525381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.82173168907815,389.67534734275614,392.81156128048485,390.2054587659675,387.94070426977237,380.02652620482127,379.8573056314794,373.99931785927964,364.6850844854965,361.25167704651614,360.73875869565114,353.67186488711803,347.08482136274984,338.63097865853257,328.37377769558134,330.06669851381844,337.40651176608225,339.3358173801555,333.48209040433716,332.93041095455476,321.8617564670742,310.4807733503489,312.49125606521017,326.5274093120879
