,dates,nzd0070-0000,nzd0070-0001,nzd0070-0002,nzd0070-0003,nzd0070-0004,nzd0070-0005,nzd0070-0006,nzd0070-0007,nzd0070-0008,nzd0070-0009,nzd0070-0010,nzd0070-0011,nzd0070-0012,nzd0070-0013,nzd0070-0014,nzd0070-0015,nzd0070-0016,nzd0070-0017,nzd0070-0018,nzd0070-0019,nzd0070-0020,nzd0070-0021,nzd0070-0022,nzd0070-0023,nzd0070-0024,nzd0070-0025,nzd0070-0026,nzd0070-0027,nzd0070-0028,nzd0070-0029,nzd0070-0030,nzd0070-0031,nzd0070-0032,nzd0070-0033,nzd0070-0034,nzd0070-0035,nzd0070-0036
0,1999-08-26 22:04:44+00:00,,282.6211502950481,,,,,220.69671193512394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1999-10-04 22:11:02+00:00,,269.17775495920966,,,,,,,,,234.57705911561092,,,,,,,,,233.46986910640211,,,,,,,,,232.31070394448236,,,228.47132407158617,,,,,
2,2000-01-08 22:10:50+00:00,,,,,,,211.75396923857693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2000-03-28 22:10:31+00:00,305.1588286194516,296.07760574205935,287.267464964482,278.5716220514971,260.1678393497971,267.83061708965835,,270.0250454082733,254.55245597733924,258.49917811981453,255.6069420735507,254.76480741401528,266.21411170657876,271.05620778892916,276.62414660584585,266.6749578034029,,,,232.83689223809765,,245.493660551031,237.07511875792264,228.28172240386718,234.28879796260227,234.49586405118387,242.86008496507603,252.7200252575456,253.41565395304158,260.2686713943104,251.05491462095907,238.57111323284343,214.0108256525541,236.5403650920868,230.38167135370716,231.70729932619238,249.1157326357725
4,2000-04-29 22:09:53+00:00,289.747917860823,300.8923106023172,286.2748894945965,283.0607501823029,276.5641398511279,263.600957882391,,266.80764539469084,269.57651041942455,256.5691864574298,238.5831328768123,264.323760085134,261.1675238021599,262.22728468537537,269.78305826686795,259.5800582890014,,159.25881238944137,,,,252.43978815214513,241.81303160884457,238.98651955922296,245.91180442072167,228.08841294790577,254.31254147102499,239.12709328196195,231.9879397732143,239.85098625672447,228.8762255675405,233.2071775855637,212.82305969727264,234.5266623803367,244.42809808203788,238.72348527979364,253.93084314059277
5,2000-05-24 22:03:46+00:00,275.69625973963525,291.37232991713705,285.87384989438135,278.2588206385387,285.3773991787147,268.8273407060365,,241.18607855793312,231.96888423727563,243.68075143552338,203.54197792481384,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2000-05-31 22:09:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000-06-16 22:09:50+00:00,302.7512619389516,303.93815615923614,293.96406834681284,,,,239.36869221803227,,254.06428245766617,,,,,,,,,220.66823108472056,,,,,270.5632869769611,265.5725979571029,275.58605059089854,228.84775182709674,243.34296806884373,230.91447308663172,238.68547216140325,241.64527153923336,251.330657907117,237.49806792915516,242.59065095778763,225.51683171805342,233.83354130812887,,
8,2000-07-11 22:03:17+00:00,292.42309986147086,295.63808738169075,,315.32928460224286,314.5813665148726,306.137977359261,,,,,,247.89221339264768,265.45512626881384,254.42829528827156,256.8284154438826,244.35800508462995,,,,232.2733159613923,,267.5281826643368,,,,,,,,,,,,,,,
9,2000-08-03 22:09:08+00:00,258.58440017919844,254.0568217458829,273.2545601907186,272.29356610079975,265.749161074129,250.42440317235403,255.79569280539832,235.83414616812624,227.3778410052005,237.42218648365693,240.82874746775718,252.28282525449126,300.1192393816857,310.99101469653914,,,,,,,,,,,,,,,,,,,206.7836973979914,200.1967623805587,210.97447345802232,,211.73191010620147
10,2000-08-12 22:02:54+00:00,,,,,,,,,,,,,,,187.33362379750074,179.52433512080935,173.30697413825206,184.74598165889392,176.69872773289245,,,,207.13161506969627,212.58341906319427,232.82380296933206,192.50857434461435,225.04175257735017,,,,,,,,,,
11,2000-09-13 22:02:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2000-10-15 22:01:56+00:00,299.9209216959831,298.7655015590724,288.43493846898286,271.04723635167164,246.75373916878345,241.20546628518014,233.60027531541294,239.02088721976526,239.63513397469933,254.17567118318425,230.18086862768112,238.48712961023153,228.62259697114703,218.16243641025818,221.94951486063604,211.04855983605427,217.98070537954814,233.64614062908413,212.38523495117948,,236.85790492033993,,222.5202711955086,217.01640128889994,226.84664020992258,226.64452282940368,226.0985917417829,223.10449597354472,221.3395589477687,,,,,,,,
13,2000-11-23 22:08:18+00:00,281.2539217203398,273.87976910459946,267.15835553598066,230.99640732878308,232.11848401037548,220.14636005874416,208.44026265462816,207.14949816446656,206.81074523281004,229.60536046812587,194.9533897273208,190.96874642735148,195.6802662042878,193.94946394640309,200.32122119556936,197.62798851995723,199.99425976082014,195.92132630871,182.74358027451387,,199.05843702948405,,211.86029076335416,214.7344330837885,212.6548952481433,201.69801031765041,215.40622054219844,197.34130416041953,202.85792270732077,198.949417095858,211.34514700322802,184.28904630193912,207.23647456045416,204.4582650868158,202.1680973121561,,204.93535712711247
14,2001-03-08 22:02:09+00:00,,277.4944387240832,270.55683348881286,247.93165635450384,243.56403401111913,237.19684399673218,225.03486745159879,229.79713329924323,236.99720657260139,250.56251467216464,,219.01473243002704,221.11819739592733,205.99462804786836,209.22898555209213,201.7300946784032,200.24816728080523,215.01697191294227,195.5344116617341,,224.0936985323965,,230.84783568807535,232.58048917255383,225.05302190033456,216.09133445226877,228.4399645771074,209.45815204058698,211.20283415442464,208.56460531149895,227.70559140477678,186.42752663649262,205.73150915456893,215.2194752924272,230.8133455639433,,212.1454825767421
15,2001-03-24 22:01:59+00:00,284.81260495347414,289.7701710761313,285.8529527865573,277.16058974454455,266.83990609384807,261.1915670063501,252.2691439686557,251.30599974329036,260.0374507853553,277.5987983082614,259.9961286734406,253.94144489158654,247.80856042577724,222.97291755804872,223.2228939707815,212.88738695076884,220.01271981515342,232.6774276125569,223.1243952341118,,,,,,245.24866743956707,234.51174081990544,252.2212272052183,220.24868663878092,227.700652637451,234.1600033122891,,,,,,,
16,2001-05-18 22:07:50+00:00,,273.4424793461235,275.5426413123239,,,265.4042475237493,,,,,,229.95242188693112,243.56550879561922,243.87466540363604,,,,,,,,249.78614958940005,249.5264042769104,,,,,,,,,,,,242.90273558705547,234.8853041974924,
