,dates,aus0056-0000,aus0056-0001,aus0056-0002,aus0056-0003,aus0056-0004,aus0056-0005,aus0056-0006,aus0056-0007,aus0056-0008,aus0056-0009,aus0056-0010,aus0056-0011,aus0056-0012,aus0056-0013,aus0056-0014,aus0056-0015,aus0056-0016,aus0056-0017,aus0056-0018,aus0056-0019,aus0056-0020,aus0056-0021,aus0056-0022,aus0056-0023,aus0056-0024,aus0056-0025,aus0056-0026,aus0056-0027,aus0056-0028,aus0056-0029,aus0056-0030,aus0056-0031,aus0056-0032,aus0056-0033,aus0056-0034,aus0056-0035,aus0056-0036,aus0056-0037,aus0056-0038,aus0056-0039,aus0056-0040,aus0056-0041,aus0056-0042,aus0056-0043,aus0056-0044,aus0056-0045,aus0056-0046,aus0056-0047,aus0056-0048,aus0056-0049,aus0056-0050,aus0056-0051,aus0056-0052,aus0056-0053,aus0056-0054,aus0056-0055,aus0056-0056,aus0056-0057,aus0056-0058,aus0056-0059,aus0056-0060,aus0056-0061,aus0056-0062,aus0056-0063,aus0056-0064,aus0056-0065,aus0056-0066,aus0056-0067,aus0056-0068,aus0056-0069,aus0056-0070,aus0056-0071,aus0056-0072,aus0056-0073
0,1987-09-11 23:09:17+00:00,189.58645649859696,201.70223888627723,192.3521830016249,185.90461221109456,179.3009297564705,189.49163898314092,185.27236592917143,189.28386745207374,188.06228377260507,190.2539516661715,194.28890529419317,187.43278359964117,183.347940693019,171.0661035140906,177.2651389485845,183.81835630181814,182.73651484898758,179.09105797137508,175.36487246646917,169.3914111811823,165.05993410701208,160.8255765302225,163.0589570083152,157.20668757826184,156.46032256391146,151.92885514247178,153.495255215245,144.31298221900605,143.886465971736,137.24501167176908,132.4577966105724,137.29291571493607,150.33823583293147,148.7519927137172,154.00376285189463,154.65765452694498,161.31448712911677,159.25955148387007,161.0527941002006,160.92686062508045,163.45342777491416,164.50841478151213,162.87414368051262,160.59524320066302,168.12031726676457,158.14086023887162,169.5250306545271,166.0048267389764,155.6603384399577,147.58911535762326,152.4203395783936,162.9970378708191,178.92877307268313,198.16217638738075,192.7552083356149,188.48175612959602,164.49556489036698,152.08998487598637,129.5053344875519,117.69992447491154,115.13438495751262,119.75826337086113,122.91828852392497,130.5164553272402,138.45610321634604,155.58915378094383,169.42350515183662,192.18968791773693,173.67659140121418,185.36669875990418,189.92975220962225,179.95034586194268,176.3664148516293,180.26812020431686
1,1987-09-27 23:09:39+00:00,215.99897768325718,222.26241142114498,216.04186501970543,212.3568745702164,213.28725664444312,212.93142420932998,214.72959894570613,216.95463914400062,213.83775879090416,208.7497160719852,217.99897218224885,206.3424811740253,201.69852994437636,196.41946580959922,203.15253118027098,202.90597625249393,205.5904401189228,207.5188342199728,209.2266570108747,205.43323836796716,198.36485632796044,192.702663484616,189.89085270824708,182.2368849919701,176.4727058892641,172.33545509906452,175.52953773410735,167.44297456710876,172.46831582017268,161.50920471532555,162.43994433370588,155.8780841986851,169.6620582521603,175.23690906457435,171.44683194467365,180.83728430012232,180.60214430845903,188.16744009555558,179.59356847480632,181.5732001211526,179.2215087826883,183.96880743956817,182.7880096897107,187.3159381130099,184.42499014760864,188.01730971026558,192.70581118291193,192.00560817511618,181.75507696280232,173.4921733743955,180.45911118237842,184.88325667904357,199.57418334823424,208.3668257966282,212.91812917801636,215.55406217601703,195.70584378547045,178.8558350658871,158.81726476243114,143.2808304549029,139.24075360628683,134.3465015886894,147.22864540774887,158.78850909977322,166.42636286320158,179.1346535407688,191.34034893126275,209.39864886950045,183.14344932125792,202.72918295715598,209.18404593809208,189.22830703549874,180.7426037429895,200.34302215375416
2,1987-11-14 23:10:35+00:00,203.5386967475898,207.8189638706966,203.64207198641262,200.49876619656112,195.04813095257913,208.53255198489316,205.53486826494597,193.59771211123555,181.93561559674222,195.87614729605815,184.69469302572625,176.02078290160398,170.4864418641634,167.78398002685574,166.30650499540977,174.09901596802067,170.30187595035906,157.18172340907543,,,136.18505452549897,,,,127.51517742398276,146.99979775848655,142.9420301287059,131.89743529011173,118.7235169958001,142.3117939091262,151.1080595216365,147.5255528790452,148.02492668607564,153.97432412761128,151.06716295681835,160.5972846633853,164.39453720702429,165.67208968107235,164.01184273594393,165.56836516510998,165.25097338462152,164.88560840211804,164.22424165062475,167.9609715007645,168.34416192165045,170.6412148066765,177.77318966304122,181.2686787664322,166.6512522008563,168.7670588174386,165.08557326206082,166.56928248800872,178.6863734812969,186.34080294808263,192.33075832519168,187.1041770932492,177.01128117722908,162.7779069207834,142.18864615359544,127.41701590120239,117.44073961960173,109.58808590083864,129.1771204375796,141.00816271362217,152.80035268034212,151.69539546897025,177.14696736586424,198.8654272598423,179.0026150960438,192.60436313572578,196.9477080951585,180.38664602283202,169.2049708698349,184.42641611865793
3,1987-12-16 23:11:05+00:00,220.30601057961732,230.08722070677453,229.55248918952512,232.09942573922496,225.59786495871182,234.23914317816374,234.5475354817234,229.30291231005825,226.12437147595986,228.95674193516942,233.70491424961682,224.78163845748668,214.76792076302064,201.2065118310755,209.5015675267182,207.8654840951799,193.79794140868904,200.26513388473717,198.6421218046429,192.30059931830888,176.73041479318562,176.49745862076918,176.88481730130974,170.3246492511524,175.52291514859044,165.010295869761,162.59837860139987,155.109860073915,159.21049767969973,159.63537285631773,156.24146473396223,158.21858389482645,161.27084339985066,166.47849340778998,171.16838002997275,171.61504801634015,169.82341107580663,176.9165600647653,175.1601489854972,170.79607887656977,172.21206525713615,181.13608939366574,177.3311793024788,179.7968218719369,184.6875588786888,188.6982113063212,191.57828768146402,191.12705624734758,184.06855184771018,172.71208677030995,174.93030346173538,182.56522446077656,184.7212483671479,194.58197573157693,198.98072242386513,203.29461975244587,183.84064636405174,171.19417463600814,154.51161418065496,138.5756067515427,132.35857192831065,134.68022459592822,145.09006782773696,151.95605765766973,160.77591701010232,167.1104693744793,189.13485612849567,206.57838083649295,188.50797918878717,197.9802372408535,206.21358914641598,196.7754843522338,181.56885396447586,194.8542047104265
4,1988-01-01 23:11:21+00:00,198.44515408457835,209.62529218032262,202.6190921526405,206.26413404775676,196.88326833417477,212.0206569525869,206.12646283674027,213.06228766666456,212.54365617267672,219.69635393034017,220.91061456948458,208.539666866732,197.32140179658245,185.01107521198,189.42299930486544,195.3550868963473,193.0444464272437,193.25613485688388,190.9909076639483,185.9967537552238,169.32743024407176,168.1561188988588,164.6017013362658,164.04146201658546,157.6551189583474,153.05277413693148,151.90444422581908,153.41452175140395,152.70947382479812,145.2243922442572,144.59333315112707,148.67407645160492,150.8694133679207,151.8946922759454,153.8636761394163,159.95396461164992,163.03438427171452,165.290728484703,168.16619272609782,167.3239881821256,165.85556786690478,168.23286600998955,169.34579492211444,167.94664893819663,174.94420234240042,176.50135236852202,178.14479934170743,179.86799324673885,172.21198925179056,168.6980167287057,165.24630847055778,173.60574123789823,174.72081470866598,190.30166074811368,196.46189034527114,192.20927929492015,178.74305285720294,164.2071691497812,148.68023481076662,127.52454659505008,122.37110003004979,120.93843481435002,122.43929784288456,133.54235397324499,144.18264733566969,156.75772764950705,170.45431909035614,187.97310165456568,176.24054528469375,182.51195744952042,189.89945606303812,175.21036028898897,162.31698638405854,177.89663135453537
5,1988-01-17 23:11:38+00:00,197.54876143674596,199.22460263142042,199.20266034845554,193.20431533530933,194.57243937141078,197.37696115951252,192.96103267901057,206.80298597206192,200.68434928097582,203.0408581446913,207.72887761186485,203.60585559580312,196.5018911226308,182.48344474437891,183.2975434598796,182.88481766711294,179.21142002245503,184.24834501920628,183.62057798303636,173.66236363794638,174.03630976562488,167.4635752629639,166.62030173584304,157.62165255105043,158.8045624970526,153.44320892646053,153.18059304546233,153.93997065394018,150.5808898960618,140.7046426203283,,140.7444812349625,148.3487554882684,146.60759839241325,152.3893658763207,154.53258392944514,159.05263213953134,158.91220794070216,162.25887409675545,154.93163214734085,159.78343633373584,161.2831369285547,160.39295072667602,160.62475163819335,163.49423890155907,163.10642069183064,171.55577711144633,173.32899907803568,161.70764794534043,154.41995939784903,153.0131967948879,158.16715825478667,162.5060261853116,175.29355914309548,182.6030104006216,184.63045566254362,170.9028378162972,161.3992207580772,142.7603538525183,131.96973055005557,123.77301390607057,120.09357869365736,120.17997365216333,132.36585762498822,140.91734313754299,155.69403208877293,163.5605800185339,176.54952619581746,156.30260642218454,175.76679808329328,184.7962251226075,177.58819097439405,160.21208938307143,172.7720103620468
6,1988-02-18 23:12:11+00:00,206.8935367140678,203.15587027013868,202.9413698157094,189.1361039699365,190.70056994629596,188.01346052992184,192.39694416479693,196.9630562895104,205.68224064468535,210.9015453043082,210.78089734300548,207.93176148461134,196.1698484651043,184.7542584130534,177.23038151041453,185.82731056852703,183.4609732533559,183.9829459849296,185.6112940002735,181.63398305926185,176.3973820349796,172.89288278702074,171.21688792459153,170.09944814899345,161.83831363619458,156.52066762222285,152.9148591585837,148.06136989044913,148.51138837101834,143.73031138202703,,136.39509615735224,154.25519659683638,145.0784446905659,157.98712533884733,157.3131216878572,163.60190619387075,160.03673911623045,161.27772070179162,161.47177968208015,160.7248894969915,164.43405936170726,166.1417634577187,161.07822299843593,163.46265572763463,163.9963433610367,169.92379882358847,176.33661737083236,158.53139406704977,153.59330239133965,153.1075467983248,160.2020410379146,157.12784014423224,167.22060663091244,181.47045110660787,180.82217950349835,165.46585115740436,153.54340882096247,134.7852045705302,119.24522112513847,118.74706159259199,106.94566569972109,117.63063069961794,125.40704913840392,135.39343212017363,148.21933703909775,160.1007980620274,174.39577564957875,159.0021407620358,172.81278019819376,188.03806190631582,172.85107556284748,158.97460575627625,170.739223870675
7,1988-04-06 23:12:36+00:00,,,,,,,,,,,,,,,,,,,,,143.60407224959198,137.41649131497144,147.22119086928683,138.7179648766778,141.6335584219684,131.38572355876903,121.69364850512852,136.00076887608415,129.23239576242844,,,121.69220040002001,127.62720890103843,132.73842115385708,125.0650516532855,131.91225480446502,137.0590424782465,142.7413967176164,143.10739566962556,134.53406252093413,143.6647990504095,142.74419305132483,139.2952746993243,143.89134616216774,145.48003078591384,144.52961714367677,152.4148633826641,144.92072621808262,136.20192267156392,120.8790340787004,123.50122557531748,120.66445971802464,111.42173529428455,122.37171809845374,151.081703968385,149.08238954204003,,,,,,,,,,,115.59668153648894,,,,,136.5188564294628,130.02668493476256,140.7127933695453
8,1988-04-22 23:12:40+00:00,168.28869320544266,167.97478478135503,160.7235334067249,163.08015962347676,170.3908410856376,166.18633907050796,173.5643831396874,172.43760023544414,170.2466340057024,181.91940687559597,182.46256197155887,168.45817655093666,169.243904085633,166.1992015199196,170.74351553845784,172.93001485811365,169.90243145884506,168.38499557611888,165.10285572374767,157.82599556174486,143.96975116864243,143.88460654131515,146.08746610106988,149.39009685485067,150.26240540370873,145.29730723801092,146.31538155226573,138.45267672900715,130.47313438824506,123.69927687871053,126.68650421075223,134.02520029219727,130.3030574616321,134.4338420665711,134.25984130926642,129.7264108787172,147.06652950183465,145.53473158923063,136.9340303772229,142.38358190524895,141.81258686890945,146.89044463805183,158.11549860721212,153.3472859390842,151.14251793766167,156.6156137998332,165.5065553420924,157.03770751622872,144.4277386578169,140.27838957574903,131.58917695279823,134.8374660024576,135.4480930625358,143.87220535323988,164.0004901281659,179.21023171602644,158.12463075730648,142.36175389862785,132.548575806647,96.49336007503535,90.78396518508997,91.81804606526084,103.21015087671016,112.18291120466372,120.72959180729784,138.881619629061,169.87874372195085,184.42338098862632,157.8314197852157,169.54295255194643,174.57861987657756,158.6520690742205,155.005403489503,180.86709168960064
9,1988-05-24 23:12:58+00:00,173.54101431517535,171.22494396620476,173.88650934736572,178.19677025861688,184.01623301393414,180.507479034869,184.54429634907797,181.48202765321759,192.02466826935262,188.7645292305412,192.1193066027867,196.5522672098893,182.84672465054334,171.84626742253698,179.8551007862372,199.5252641325193,201.94349105445374,191.05756542074732,172.4303934519559,169.59810814458993,168.52761496020815,159.46664881177085,141.28585552055455,143.4994307847599,172.64934753865927,148.24976747554612,157.00752197383764,161.21011840495208,136.29184082057137,126.11326815116581,139.56403180864015,145.68497941655576,157.99736390525786,144.70974279760205,168.8301396168203,127.86486459025514,148.92031592260062,147.63729569566541,154.76014125224123,163.4886650381162,170.42352546081256,165.08434101557077,166.3308556435075,162.2391806107404,175.1813737708304,165.46355039283938,182.67068625904483,173.16696232198726,158.3855822066002,156.05848121437657,153.03086419367435,136.63006476624372,155.7711355736802,175.94101605393786,189.64549418200784,179.36614191322715,161.76463816790212,144.60048854971836,140.935128657128,117.42695575621096,105.58215895987718,104.4652676138892,116.61892863794364,128.4993415913131,145.28591641631135,160.4702118585482,179.15614989650814,197.25565403212178,175.5807678562041,184.30575047368768,185.28321715968917,187.18083476893526,205.0130825584946,212.04825927031894
