dates,nzd0223-0000,nzd0223-0001,nzd0223-0002,nzd0223-0003,nzd0223-0004,nzd0223-0005,nzd0223-0006,nzd0223-0007,nzd0223-0008,nzd0223-0009,nzd0223-0010,nzd0223-0011,nzd0223-0012,nzd0223-0013,nzd0223-0014,nzd0223-0015,satname
1999-07-18 21:58:49+00:00,,,,,,,,,,,,,,,,593.12,L7
1999-10-06 21:59:04+00:00,343.97,341.32,,,,319.73,,,306.33,,,331.57,329.49,,,629.60,L7
1999-12-25 21:58:52+00:00,354.43,348.84,,,,327.36,333.85,345.79,315.19,,,341.01,344.38,,,,L7
2000-01-10 21:58:52+00:00,394.07,396.66,386.74,390.53,391.66,371.92,370.12,372.72,,365.70,368.36,371.46,376.02,388.67,383.78,379.46,L7
2000-02-27 21:58:40+00:00,367.42,383.26,378.94,370.79,359.51,340.79,384.61,407.27,,348.00,359.31,370.54,405.14,409.01,417.11,404.37,L7
2000-03-14 21:58:35+00:00,388.34,377.46,370.16,380.13,370.23,339.06,415.00,419.98,,356.94,360.63,371.52,375.46,361.10,348.35,336.24,L7
2000-03-30 21:58:33+00:00,390.22,388.62,377.96,364.79,369.18,362.41,384.54,382.09,346.70,353.98,364.31,367.25,368.55,350.83,370.82,313.80,L7
2000-07-04 21:57:38+00:00,393.78,388.53,372.74,366.56,370.36,357.66,361.83,371.09,349.82,,370.46,357.57,348.65,358.70,389.48,320.11,L7
2000-08-05 21:57:08+00:00,374.27,376.15,352.21,,365.19,,370.43,359.73,354.95,358.86,388.82,345.23,327.11,336.74,,293.22,L7
2000-08-21 21:57:02+00:00,,,,,,343.69,337.99,,,,,,,,,,L7
2000-09-22 21:56:29+00:00,379.20,366.75,387.62,392.73,405.34,393.84,,383.70,324.75,,,343.15,338.55,,,,L7
2000-11-09 21:56:21+00:00,416.20,416.57,409.26,406.15,386.66,362.01,372.03,376.78,364.66,372.13,373.04,375.02,379.71,390.11,386.44,,L7
2001-03-01 21:56:21+00:00,423.14,399.41,385.05,405.44,,322.08,,,,,,372.98,385.22,388.09,411.75,,L7
2001-03-17 21:56:16+00:00,431.12,413.39,396.37,404.43,,,,,,411.87,,,397.51,376.19,406.77,,L7
2001-04-18 21:56:09+00:00,,,,,,360.67,367.22,370.82,354.75,,367.55,379.45,383.96,389.41,384.00,,L7
2001-06-21 21:55:29+00:00,390.61,397.40,392.29,380.51,377.43,357.36,376.16,376.97,365.22,,359.57,373.88,358.06,369.81,390.52,,L7
2001-08-08 21:55:01+00:00,385.06,369.88,,,346.11,349.87,360.17,367.13,359.44,,369.94,355.08,327.03,330.96,,290.81,L7
2001-08-24 21:54:48+00:00,361.43,351.95,358.38,,350.52,345.15,336.78,350.48,326.53,,,335.65,313.61,318.24,,286.92,L7
2001-09-09 21:54:36+00:00,427.06,,,423.91,,,,384.02,358.02,440.09,426.46,390.79,385.56,,390.20,,L7
2001-09-25 21:54:28+00:00,410.16,,,409.66,,355.61,375.56,379.71,378.50,,387.54,410.14,402.77,,377.17,,L7
2001-12-30 21:54:37+00:00,410.03,,,,,385.59,401.10,,,,,,368.55,,,,L7
2002-02-16 21:54:54+00:00,419.65,,,419.20,,409.28,423.02,405.90,394.89,,395.12,402.43,397.76,,,,L7
2002-03-20 21:54:48+00:00,,,,,312.87,317.90,,,,,,,,290.66,,281.29,L7
2002-08-27 21:54:00+00:00,385.98,387.09,382.82,377.15,376.54,356.98,372.48,366.90,368.26,360.83,377.34,379.48,363.27,364.87,377.66,328.31,L7
2002-10-14 21:53:43+00:00,399.38,408.13,421.58,396.82,,343.03,340.97,353.69,333.83,337.19,368.47,361.46,370.48,376.57,362.05,350.46,L7
2002-12-01 21:54:16+00:00,400.87,408.14,402.32,404.82,401.50,376.81,373.51,378.87,363.05,362.53,372.21,378.37,387.30,387.69,391.18,382.66,L7
2003-01-18 21:54:30+00:00,411.85,411.58,405.27,399.14,391.49,368.08,382.92,382.11,361.66,372.19,375.48,382.22,387.00,398.05,397.16,383.80,L7
2003-02-19 21:54:42+00:00,,,,,368.14,370.44,366.41,374.15,363.50,353.19,,344.21,,,,,L7
2003-03-23 21:54:40+00:00,378.64,379.76,,,333.01,,334.29,,442.96,411.37,377.79,369.14,352.74,,,,L7
2003-04-08 21:54:47+00:00,402.14,412.95,419.56,404.33,386.42,399.13,418.01,423.49,419.82,412.00,405.42,407.90,397.28,398.73,394.38,386.50,L7
2003-04-24 21:54:46+00:00,395.42,404.99,408.02,383.97,375.98,395.69,395.84,390.75,389.75,399.61,402.01,403.12,389.44,385.23,394.29,388.29,L7
2003-05-26 21:54:43+00:00,423.02,419.70,405.71,407.62,406.61,381.37,391.98,380.35,393.70,422.47,409.34,402.29,404.21,391.21,401.02,,L7
2003-07-21 21:42:33+00:00,406.27,387.39,391.66,429.24,,368.27,340.17,367.16,390.42,,,,,381.28,388.56,,L5
2003-07-29 21:54:29+00:00,392.61,377.95,385.67,374.94,379.32,354.85,,,,,374.57,372.65,355.07,374.46,385.95,,L7
2003-10-25 21:44:04+00:00,423.65,420.63,406.47,403.07,384.20,358.55,376.65,378.00,367.27,365.58,372.34,389.25,388.58,402.47,409.33,395.38,L5
2003-12-04 21:54:43+00:00,,,390.89,398.98,397.52,365.17,366.25,368.78,356.21,365.85,377.18,370.93,,,,371.56,L7
2003-12-12 21:44:34+00:00,412.11,396.28,383.82,386.40,385.42,370.80,383.06,382.96,375.74,378.57,375.35,375.37,371.54,378.09,381.48,363.94,L5
2004-01-05 21:54:57+00:00,,,,,,,,,370.26,376.14,379.23,377.16,376.63,389.21,,,L7
2004-03-01 21:45:02+00:00,,,,,,,348.55,,,,,,,,,,L5
2004-03-09 21:55:15+00:00,418.15,407.42,391.11,386.96,384.70,367.19,388.25,,,,380.60,379.42,380.68,390.01,401.05,386.17,L7
