dates,satname,nzd0141-0000,nzd0141-0001,nzd0141-0002,nzd0141-0003,nzd0141-0004,nzd0141-0005,nzd0141-0006,nzd0141-0007,nzd0141-0008,nzd0141-0009
1999-08-26 22:04:44+00:00,L7,312.89,319.14,332.19,343.91,339.26,340.88,342.54,350.26,340.50,339.34
1999-09-20 21:58:56+00:00,L7,358.82,347.40,361.03,370.83,375.34,372.38,375.50,373.03,368.35,358.78
1999-09-27 22:04:48+00:00,L7,289.52,295.23,305.09,314.96,316.03,314.61,322.10,325.52,320.65,315.29
1999-10-13 22:04:48+00:00,L7,277.89,263.93,298.66,314.30,309.60,312.34,320.21,323.62,317.26,309.59
1999-11-14 22:04:42+00:00,L7,294.06,296.72,303.26,319.37,321.13,323.35,323.36,323.67,315.83,310.85
1999-12-25 21:58:28+00:00,L7,283.03,284.18,290.79,302.07,300.75,300.05,311.22,319.45,309.97,305.11
2000-02-11 21:58:22+00:00,L7,302.87,310.11,322.88,327.77,324.93,328.69,332.37,331.96,325.60,319.88
2000-05-17 21:58:07+00:00,L7,311.46,315.86,324.32,335.17,341.66,,,,,
2000-05-24 22:03:46+00:00,L7,305.43,307.06,321.19,330.15,331.22,328.85,337.33,335.70,332.31,323.02
2000-07-11 22:03:17+00:00,L7,355.77,342.03,350.06,360.40,360.29,360.64,362.46,367.75,356.84,350.90
2000-07-20 21:56:59+00:00,L7,435.44,,,,,,,,,
2000-08-12 22:02:54+00:00,L7,342.40,328.19,333.21,343.29,347.23,347.51,350.78,362.93,352.78,335.64
2000-09-13 22:02:26+00:00,L7,299.24,303.74,312.54,316.51,319.37,321.37,331.25,339.74,331.86,322.38
2000-12-11 21:56:00+00:00,L7,292.50,296.95,307.64,313.35,310.95,311.88,323.34,326.51,318.61,315.75
2000-12-18 22:02:14+00:00,L7,315.66,306.75,324.18,330.98,334.66,334.75,340.78,338.15,331.36,322.40
2001-01-03 22:02:12+00:00,L7,322.59,315.50,330.35,340.81,342.32,341.10,342.50,345.48,336.74,330.11
2001-02-13 21:56:03+00:00,L7,296.93,301.94,311.60,318.44,319.24,319.09,322.52,327.84,322.15,315.09
2001-03-01 21:55:57+00:00,L7,299.68,301.20,312.81,321.06,320.01,322.48,323.07,330.31,323.55,312.82
2001-03-17 21:56:16+00:00,L7,331.24,324.98,340.56,349.63,349.12,346.42,351.69,355.22,348.17,341.34
2001-03-24 22:01:59+00:00,L7,301.68,303.63,312.99,325.05,322.37,323.42,334.39,335.16,325.65,318.08
2001-08-08 21:54:37+00:00,L7,294.03,297.01,303.22,317.07,314.85,311.69,331.56,333.96,327.28,315.55
2001-08-15 22:00:38+00:00,L7,383.98,374.29,387.68,397.08,394.51,391.40,384.00,375.51,367.36,351.77
2001-08-24 21:54:48+00:00,L7,284.15,290.63,300.11,305.59,306.18,307.23,315.85,330.02,321.68,313.05
2001-09-09 21:54:12+00:00,L7,300.63,304.31,315.29,321.69,321.32,325.50,333.58,342.91,332.71,321.82
2001-09-25 21:54:04+00:00,L7,348.34,332.85,352.58,361.47,361.11,359.92,360.00,358.02,344.85,338.55
2001-10-02 22:00:04+00:00,L7,299.84,309.31,317.24,326.13,324.22,324.66,331.10,339.15,330.43,321.73
2001-10-11 21:53:46+00:00,L7,352.61,338.22,357.97,368.54,367.49,362.99,365.56,362.54,350.31,340.31
2001-10-18 22:00:06+00:00,L7,288.51,291.15,296.15,311.12,305.12,304.42,316.03,320.86,315.52,312.45
2002-01-22 22:00:40+00:00,L7,330.55,329.58,346.48,354.05,353.95,353.85,355.79,352.38,347.71,344.61
2002-02-16 21:54:54+00:00,L7,282.15,285.96,293.53,305.61,303.17,305.39,309.65,315.34,308.61,298.00
2002-04-28 22:00:38+00:00,L7,290.58,295.41,299.19,312.56,311.84,311.03,321.29,326.16,323.56,314.05
2002-05-23 21:54:18+00:00,L7,,,,,,,376.69,389.57,373.39,353.51
2002-06-24 21:54:28+00:00,L7,316.96,315.98,327.36,334.10,333.47,332.76,342.85,344.83,339.75,331.68
2002-07-17 22:00:08+00:00,L7,358.24,344.26,362.78,370.35,372.41,370.45,368.31,367.55,353.02,341.30
