,dates,chi0105-0000,chi0105-0001,chi0105-0002,chi0105-0003,chi0105-0004,chi0105-0005,chi0105-0006,chi0105-0007,chi0105-0008,chi0105-0009,chi0105-0010,chi0105-0011,chi0105-0012,chi0105-0013,chi0105-0014,chi0105-0015,chi0105-0016,chi0105-0017,chi0105-0018,chi0105-0019,chi0105-0020,chi0105-0021,chi0105-0022,chi0105-0023,chi0105-0024,chi0105-0025,chi0105-0026,chi0105-0027
0,1984-07-15 14:11:57+00:00,266.81906175017224,,,,247.53080073287566,,245.2552192302896,238.32984920836114,247.1434191530811,,244.560696170689,,243.04670546945306,,232.27874482521588,,223.18789455893855,219.1663872912307,222.94220990498405,212.82569555053368,205.27857266948752,201.41508873197142,,,187.07766146611164,186.28005051674793,185.5448303904873,213.68668441332238
1,1986-08-15 13:58:41+00:00,,,,,,,,,,202.6772198307848,216.90379370605862,200.48614690579947,203.71650611591667,,199.21643114955071,,,,,,,,,,,,,
2,1986-09-16 13:57:34+00:00,253.45036414246803,,,,,,,,,,,,249.28484577176158,250.55223144461345,249.97806916381674,244.58114848697227,243.52186400501466,248.05182176726672,245.33623632005083,247.2667807559837,241.38020007461523,241.12896437061664,232.7096832269272,237.3982531845495,225.79917780402994,213.98164567831492,207.85476224427674,223.41230761842172
3,1986-10-18 13:56:32+00:00,235.76446637635388,226.70807895525428,232.6808221301628,232.29823720962906,235.77305112155466,240.7999136613038,242.80769942046393,232.84924280515173,237.61842975231542,232.14181532092732,228.18054212835406,228.455654541604,233.89934786202605,230.68278639695293,232.28034721473614,236.41017807325727,235.07496163213685,229.69073688112252,230.14215651814857,228.84441059310797,215.9774313721756,213.67374314469447,216.4904842096965,206.52033396977288,218.27412890115698,211.62231182476353,204.71913116635807,228.61433766076573
4,1987-01-22 13:56:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,186.621557087745,179.0375715903855,173.02005860282074,169.58302999176303,
5,1987-03-18 14:05:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1987-11-22 14:05:16+00:00,250.65139288778786,244.59571450765947,244.5466351843861,250.99653636105043,250.0971390393865,242.70518771709973,244.38346596905177,249.07171477717753,240.38838669120824,240.04864573712996,239.61181055394945,244.17521611408995,241.00838682511147,244.6595690831249,244.24455670560386,243.33662699183054,244.155400493954,245.98473535710104,236.7223173553047,230.3756301406845,228.16292327877665,217.42885587504256,216.71539396674757,215.27106431001368,220.99665994221496,218.07226886115248,220.32627104133118,236.01880957197977
7,1987-11-29 14:11:33+00:00,243.65758474616888,236.88410417921568,233.56663628809338,235.9568009813255,238.98369384411657,237.34710272094435,237.85451225572223,231.48815911421363,232.5466039269652,233.67937931086317,237.25543618235955,238.77932744145556,237.68770294470244,242.1748232111608,235.13955618088792,236.86193770795228,235.2940272882425,234.1069445514861,228.3406929246026,220.63990835250672,216.84168331605252,212.5761322123825,200.52097691033617,208.4895164681218,214.413985394904,210.47131910067898,213.79232938068455,234.07857020383705
8,1988-01-25 14:06:19+00:00,285.7175035980413,274.6872348235665,264.1139100150362,254.12477334943435,247.83965807771918,251.68664362531717,251.84944782952147,241.75893721482802,241.1564457447392,240.67464711162543,244.69286886249282,245.15952205626385,247.7429063948271,250.94423391255435,250.1537546443216,243.69758413743637,237.5460222932744,231.63918928354238,229.23351570179443,208.99032108351577,203.9524790987238,200.1950319877472,192.2309324280576,188.89971796181948,191.6278497697952,205.52984382917577,206.72650740173262,213.89829871368303
9,1988-02-01 14:12:38+00:00,287.8005085636713,280.922143932959,273.7605770307084,258.4002052045055,259.17011563618735,247.96630439676574,245.43162653593066,237.6237960175155,240.41791798666904,242.05081401664975,242.18118766603368,245.45691512205437,248.3596399339745,246.77239646525317,251.4809987297903,243.40128275066274,237.11957049690534,234.58683086048572,227.78619381202213,217.2465849221869,210.27415526650663,197.43018303043783,194.1659398600309,200.36997697519342,191.62483064568409,198.01391924163246,205.5963542413959,218.87772110624786
10,1988-02-17 14:12:53+00:00,282.69613976700543,277.2977103978189,277.47937690293435,272.78849027831245,263.65504100482826,261.5167776482219,260.8037771661574,254.56009713096395,251.13109539165526,241.45230183358,243.38373995487916,246.33523874024033,248.51603799657244,248.66908666518677,251.39644258055444,250.5105615764643,239.7253238975411,237.65085142973857,233.1432301625971,218.592218774137,206.94322818554247,188.29208105678805,187.85744550391124,194.17889446342792,202.94437673475545,203.85383403868298,207.4732397399407,220.73178136668233
11,1988-02-26 14:06:49+00:00,295.0844424308109,285.89945296765325,278.0321785267104,269.15956141123195,264.1887605246864,258.6838003071643,255.17318552458497,253.65300044972918,253.62671279104302,248.79538106168093,247.89279998737896,250.33687331106967,256.1730445247847,249.92213041924234,246.91435807195717,246.12412688206842,239.00413352823767,232.54766272924857,230.8732554325353,222.4157174197925,206.9055778653245,198.33668646978052,191.97279693192854,196.78748348595462,195.5084172039005,195.8804172293578,200.45861415793138,217.8931809066098
12,1988-03-04 14:13:03+00:00,283.3460398527677,279.07214792614604,274.80926052448274,265.105206940392,262.9333150156897,262.3715572343881,257.75841267299654,255.56915114269438,249.44374804986307,249.51500486580133,243.5261694491286,247.36704641592428,251.13085275011193,252.23619147863448,249.736832623952,243.8712700645354,238.6228233794176,243.90202397055674,233.39752055724412,219.72284237334443,208.55894653016696,198.48033795333978,185.80152951299598,193.2410172335921,192.86827541845653,190.39588290988445,194.37164122418415,219.92685336777998
