dates,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0184,satname
2005-06-13 22:14:31+00:00,353.62,351.53,334.87,335.12,335.40,334.70,335.38,330.43,330.18,325.69,328.81,319.89,,,,,,,262.92,364.28,,,382.32,393.80,312.21,348.72,,423.74,407.39,390.61,394.79,396.22,393.78,395.81,390.21,390.30,387.46,385.24,386.31,380.54,383.94,381.14,378.87,374.81,368.57,367.24,364.67,362.85,346.26,352.36,360.39,330.78,366.94,364.66,367.34,363.00,355.68,345.05,347.59,338.39,336.45,334.47,359.65,370.61,363.77,372.71,380.31,360.53,339.30,340.47,346.63,339.23,325.55,338.47,348.58,341.00,367.02,370.31,364.27,373.25,380.12,379.53,383.05,388.92,385.15,382.82,375.70,353.98,344.98,319.12,322.12,321.44,319.56,287.86,289.79,290.19,,,332.26,331.32,336.22,353.34,358.42,362.78,379.68,377.98,387.04,370.18,366.79,358.20,362.06,370.31,368.33,367.98,366.29,324.04,373.32,334.48,336.63,290.97,,377.85,323.40,265.45,274.83,278.60,272.80,242.86,,279.31,251.22,244.18,225.68,256.67,252.40,254.09,244.34,223.08,220.94,217.41,260.38,246.15,249.28,,232.23,248.15,269.99,346.14,312.76,316.69,328.48,288.89,316.30,296.22,265.67,260.79,314.00,294.71,281.80,288.06,289.64,295.54,288.81,284.35,290.20,297.08,287.83,287.61,288.75,280.17,306.99,285.66,282.09,276.47,256.22,264.92,250.26,250.20,249.23,240.80,242.05,234.23,259.32,295.24,395.89,L5
2005-07-15 22:14:43+00:00,342.76,344.96,336.16,333.92,331.28,332.06,331.74,326.50,327.94,324.73,326.14,323.38,308.85,,,,,,239.19,364.28,,,382.32,393.80,312.21,348.72,,423.74,407.39,390.61,394.79,396.22,393.78,395.81,390.21,390.30,387.46,377.93,386.31,380.54,385.21,381.14,378.87,374.81,357.21,367.24,364.67,362.85,346.26,352.36,360.39,330.78,366.94,364.66,367.34,363.00,349.69,337.80,347.59,338.39,336.45,334.47,359.65,370.61,363.77,372.71,380.31,360.53,339.30,340.47,346.63,339.23,325.55,338.47,348.58,341.00,367.02,370.31,364.27,373.25,380.12,379.53,383.05,388.92,385.15,382.82,375.70,353.98,344.98,311.89,318.66,315.91,313.74,289.70,295.34,293.03,287.74,282.99,305.28,302.72,336.22,353.34,336.02,360.71,379.68,377.98,379.29,370.18,366.79,358.20,362.06,370.31,368.33,367.98,366.29,309.84,373.32,323.74,323.86,293.91,290.87,377.85,305.70,266.19,270.91,275.25,275.67,250.15,274.45,279.57,245.29,247.34,227.42,263.98,254.06,250.86,241.07,232.58,220.13,208.25,260.38,246.15,248.68,261.48,243.09,254.50,271.50,346.14,309.66,310.10,321.12,292.43,307.94,295.90,269.55,256.71,300.76,284.56,275.96,281.96,281.88,290.31,282.24,279.84,284.45,288.32,283.60,284.08,286.25,276.72,301.86,285.66,277.78,272.68,247.65,257.82,246.34,247.32,245.25,234.51,234.28,230.28,253.10,276.35,395.89,L5
2005-08-16 22:15:00+00:00,334.51,335.22,332.83,329.51,329.70,324.95,324.15,320.41,325.05,324.60,325.47,326.34,316.89,308.72,,,,,230.18,342.48,362.08,371.76,372.78,384.84,312.21,361.90,391.98,398.01,401.37,406.39,402.01,398.97,393.44,390.65,389.39,383.50,388.29,379.55,381.83,376.92,382.76,366.12,364.51,367.71,352.77,361.11,359.39,,348.19,351.44,358.58,334.79,371.23,369.78,367.34,360.80,348.26,334.88,339.11,341.08,343.36,327.88,348.61,353.95,351.07,350.24,354.35,354.95,335.19,335.28,334.59,334.12,317.55,324.30,346.47,342.80,363.15,366.59,342.10,346.23,362.74,360.57,351.15,,,,,,,295.06,306.48,304.23,299.91,295.33,296.58,293.94,286.03,287.32,288.09,285.49,318.21,,315.75,341.76,354.74,356.86,359.22,,,,,,,,,285.99,,299.67,300.22,295.04,294.15,,278.11,273.20,272.42,276.47,278.79,266.93,281.25,281.82,250.73,249.62,236.60,268.23,257.65,252.23,242.38,237.18,224.64,216.49,251.70,246.29,248.28,267.48,250.82,259.30,271.68,,299.96,293.87,306.83,294.12,296.01,296.51,271.83,257.31,288.26,275.20,270.44,277.42,276.41,288.26,279.31,279.31,275.73,278.56,282.62,284.46,287.65,274.52,294.28,280.38,277.14,270.36,245.87,258.58,245.75,245.97,243.94,236.50,234.84,230.60,255.14,250.47,396.07,L5
2005-09-01 22:15:05+00:00,332.06,333.01,330.38,327.77,328.05,324.19,323.21,320.49,324.77,325.49,327.15,328.85,317.14,308.72,286.74,286.53,281.79,,230.22,324.18,365.32,372.52,373.45,381.71,312.21,371.36,391.60,397.09,402.61,406.74,406.27,400.07,390.46,388.53,388.53,382.35,388.57,380.54,382.07,374.91,381.17,369.97,368.64,369.60,357.58,363.31,364.24,366.68,352.78,354.13,358.62,340.32,369.45,366.86,366.12,356.67,347.75,336.91,344.26,347.44,346.97,337.29,348.82,350.01,350.39,348.89,351.49,350.56,340.70,341.20,337.91,341.96,326.90,341.01,351.46,348.16,360.93,366.64,353.90,359.86,369.85,371.28,363.84,,349.38,368.62,368.50,360.04,348.54,303.70,311.20,310.69,305.92,304.03,301.88,298.61,291.75,293.31,297.38,291.14,320.86,337.45,321.52,344.92,363.79,357.85,359.71,366.54,,338.45,,,,366.70,363.13,304.43,367.00,312.89,313.71,304.30,294.15,349.85,294.27,273.20,272.42,289.25,285.86,266.93,281.25,288.57,250.73,254.11,245.83,278.56,260.62,256.41,249.53,258.71,224.64,223.31,251.70,246.29,264.60,288.82,271.95,275.56,286.14,339.21,310.90,298.29,308.96,299.33,301.76,300.64,278.42,257.31,292.18,282.63,282.09,287.87,285.89,291.70,284.56,284.80,280.95,285.61,288.38,290.15,290.29,280.78,298.13,283.26,277.88,275.16,252.71,262.53,245.75,249.00,248.04,240.95,242.55,230.60,262.30,264.84,394.06,L5
2005-09-09 22:16:04+00:00,333.51,333.40,331.40,329.49,329.55,325.91,324.84,321.45,323.16,322.84,325.71,325.94,315.91,307.06,288.98,284.17,280.87,336.93,230.22,320.81,363.71,370.80,374.85,381.71,312.21,371.36,391.60,397.09,402.61,405.94,405.29,399.33,392.78,392.65,392.87,387.79,391.08,383.05,383.67,375.81,382.22,376.42,376.37,372.98,361.48,366.38,367.56,370.44,357.57,357.52,358.78,344.59,368.60,366.99,366.48,359.36,350.01,341.26,348.58,350.41,351.52,347.03,351.19,350.04,349.85,349.53,349.56,348.18,340.22,336.66,337.91,341.96,326.90,341.01,351.46,348.16,360.93,366.46,360.56,367.82,374.46,377.84,374.05,398.68,349.38,379.98,374.73,366.22,358.94,316.86,320.89,319.78,305.92,304.03,301.88,298.61,291.75,293.31,297.38,301.91,327.54,350.17,333.30,352.94,370.06,369.97,359.71,380.92,383.41,358.06,365.69,381.91,388.22,376.06,374.51,322.37,381.23,328.62,330.10,322.87,326.88,366.17,313.00,304.38,272.42,289.25,285.86,266.93,281.25,288.57,250.73,279.95,273.67,278.56,260.62,256.41,249.53,258.71,224.64,223.31,251.70,246.29,264.60,288.82,271.95,275.56,286.14,339.21,310.90,298.29,308.96,299.33,301.76,300.59,279.75,257.31,294.23,284.17,284.13,289.94,287.79,292.35,285.48,286.44,282.32,286.77,289.38,292.87,291.30,281.07,299.83,282.46,277.80,274.23,253.52,263.04,247.49,248.49,247.84,240.46,242.55,230.60,272.54,285.74,400.96,L7
2005-09-25 22:16:02+00:00,331.51,330.59,328.09,326.17,326.41,325.91,324.84,318.73,318.39,322.84,325.71,325.94,315.91,307.06,288.98,284.17,280.87,336.93,230.22,320.81,357.92,365.19,370.51,375.13,312.21,373.11,387.73,395.74,399.04,401.31,399.99,394.51,389.60,389.12,390.29,385.73,386.59,380.85,380.87,373.99,380.10,373.55,373.53,370.33,361.05,363.35,365.16,364.53,357.82,356.78,356.50,344.78,364.32,363.18,362.69,355.98,347.09,340.70,344.09,344.88,351.52,347.03,351.19,350.04,349.85,345.32,345.78,344.27,336.11,334.22,334.84,338.55,326.96,336.70,345.60,343.21,356.21,361.86,356.18,363.18,369.43,373.23,370.10,398.68,343.56,369.16,363.81,366.22,350.87,319.21,320.89,319.78,304.48,302.68,300.70,296.34,288.63,288.96,294.22,301.91,324.15,342.36,333.30,351.51,366.53,368.38,360.33,375.02,368.83,353.79,357.49,369.52,374.27,368.97,369.10,328.87,376.68,334.32,336.79,330.51,336.70,364.19,321.33,315.81,290.73,298.90,285.86,286.63,302.46,288.57,273.91,292.47,286.71,292.94,277.82,274.96,268.63,274.40,251.44,243.00,277.28,275.89,279.47,300.91,286.25,289.55,296.99,342.19,315.65,298.29,304.16,297.23,301.76,299.61,278.96,261.71,293.45,283.31,284.39,288.51,286.49,290.46,284.65,285.19,281.71,286.71,288.70,293.41,291.20,279.44,299.28,279.46,276.44,273.40,252.28,261.87,246.82,247.14,247.84,240.46,242.55,229.29,272.54,294.04,390.77,L7
2005-10-10 22:21:11+00:00,331.51,330.59,328.09,326.17,326.41,325.91,324.84,318.73,318.39,322.84,325.71,325.94,315.91,307.06,288.98,284.17,280.87,336.93,230.22,320.81,357.92,365.19,370.51,375.13,312.21,373.11,387.73,395.74,399.04,401.31,399.99,394.51,389.60,389.12,390.29,385.73,386.59,380.85,380.87,373.99,380.10,373.55,373.53,370.33,361.05,363.35,365.16,364.53,357.82,356.78,356.50,344.78,364.32,363.18,362.69,355.98,347.09,340.70,344.09,344.88,351.52,347.03,351.19,350.04,349.85,345.32,345.78,344.27,336.11,334.22,334.84,338.55,326.96,336.70,345.60,343.21,356.21,361.86,356.18,363.18,369.43,373.23,370.10,398.68,343.56,369.16,363.81,366.22,350.87,319.21,320.89,319.78,304.48,302.68,300.70,296.34,288.63,288.96,294.22,301.91,324.15,342.36,333.30,351.51,366.53,368.38,360.33,375.02,368.83,353.79,357.49,369.52,374.27,368.97,369.10,328.87,376.68,334.32,336.79,330.51,336.70,364.19,321.33,315.81,290.73,298.90,285.86,286.63,302.46,288.57,273.91,292.47,286.71,292.94,277.82,274.96,268.63,274.40,251.44,243.00,277.28,275.89,279.47,300.91,286.25,289.55,296.99,342.19,315.65,298.29,304.16,297.23,301.76,299.61,278.96,261.71,293.45,283.31,284.39,288.51,286.49,290.46,284.65,285.19,281.71,286.71,288.70,293.41,291.20,277.95,298.15,297.33,275.13,271.92,249.58,260.18,244.81,245.56,245.45,238.33,238.66,224.63,272.99,294.04,390.77,L5
2006-01-15 22:16:51+00:00,325.88,323.41,321.46,320.18,321.70,321.82,320.25,314.85,313.61,321.59,325.41,327.65,318.26,307.06,288.98,284.17,280.87,336.93,216.76,306.32,357.92,365.19,367.56,368.91,378.74,387.27,387.35,395.64,398.67,399.90,399.14,394.68,390.72,389.82,390.68,386.78,386.75,383.12,378.72,371.26,373.02,370.63,371.09,371.11,368.72,364.92,366.68,365.76,363.76,359.51,356.53,355.21,359.90,359.07,357.51,351.23,344.31,345.12,345.41,346.05,351.30,347.13,348.36,343.20,343.56,338.45,338.27,336.88,336.56,336.44,336.59,340.05,335.15,338.58,342.24,344.37,344.43,352.38,355.67,363.16,367.39,372.04,368.77,398.68,341.73,365.49,361.32,356.98,350.87,332.97,336.26,333.31,309.99,311.34,311.15,307.26,298.05,300.62,303.63,317.19,326.12,341.35,339.85,352.23,366.24,368.11,360.81,373.80,367.78,355.73,361.03,369.28,373.67,368.91,369.78,357.60,376.64,356.62,358.76,354.67,357.31,366.68,353.71,355.45,329.92,327.89,296.05,338.99,335.39,321.02,324.70,326.28,326.43,324.81,309.92,308.59,303.99,315.44,303.18,286.05,304.92,309.93,312.95,323.91,325.75,324.30,325.10,346.76,336.97,321.02,314.23,313.70,324.54,310.92,295.55,292.40,302.32,287.00,293.61,305.37,291.63,299.92,297.72,298.59,293.20,305.73,303.98,312.04,306.86,296.20,314.19,309.05,289.72,289.74,256.92,265.93,270.45,246.95,251.28,248.38,285.04,227.31,298.46,319.49,389.01,L7
2006-01-23 22:16:59+00:00,325.88,323.41,321.46,320.18,321.70,321.82,320.25,314.85,313.61,323.72,326.25,327.60,320.35,312.43,298.64,296.19,291.73,321.78,216.76,306.32,357.92,365.19,367.56,365.17,402.11,391.86,391.71,398.68,400.33,402.34,401.15,397.34,394.24,394.38,393.60,390.21,389.52,385.73,381.24,374.81,376.64,373.95,373.43,373.05,370.72,367.98,368.47,368.24,365.63,361.94,358.95,358.07,362.60,361.91,359.95,354.95,348.40,349.48,348.69,349.88,354.18,351.57,352.00,347.64,347.04,341.94,341.69,340.58,339.69,340.43,341.90,344.20,342.63,343.43,346.77,349.13,349.37,355.64,359.84,367.61,370.95,375.93,374.00,399.03,341.73,371.19,366.36,356.98,356.26,340.23,343.34,339.74,322.81,323.45,320.56,317.16,308.65,311.59,314.02,325.66,332.07,347.71,350.62,357.83,369.89,372.41,367.21,376.68,372.86,360.99,367.53,373.65,377.19,371.46,373.07,362.94,380.87,362.92,363.93,360.97,363.68,371.46,360.15,362.92,344.80,339.85,296.05,351.81,347.98,336.48,339.69,335.63,335.39,334.44,323.61,322.87,319.20,327.15,319.18,300.67,317.80,323.18,322.69,331.97,334.15,333.99,333.80,350.76,341.99,329.69,323.85,322.06,332.65,318.39,304.84,307.48,310.32,287.00,293.61,312.32,291.63,307.64,306.60,306.13,301.23,315.37,313.23,320.54,316.11,308.16,322.13,316.36,300.14,301.10,256.92,265.93,285.33,246.95,251.28,248.38,303.26,227.31,311.60,327.82,388.74,L5
2006-02-08 22:17:21+00:00,325.88,323.41,321.46,320.18,321.70,321.82,320.25,314.85,313.61,323.72,326.25,327.60,320.35,312.43,298.64,296.19,291.73,321.78,216.76,306.32,357.92,365.19,367.56,365.17,405.43,395.16,394.00,398.66,400.76,402.86,402.57,399.04,395.90,395.24,394.20,391.08,389.93,386.12,381.96,376.41,377.49,374.62,373.42,372.81,370.90,368.32,368.21,368.22,365.96,362.40,359.69,359.24,362.42,361.59,359.98,354.58,347.84,348.28,348.51,349.87,353.44,351.07,351.76,348.79,347.86,342.93,342.17,340.58,339.69,340.43,341.90,344.20,342.63,343.43,346.77,349.13,349.37,355.64,359.84,367.61,370.95,375.93,374.00,399.03,341.73,371.19,366.36,356.98,356.26,340.88,341.12,336.86,323.43,323.15,319.82,318.32,312.09,316.80,318.19,328.38,333.43,349.35,348.54,356.40,370.11,371.91,368.58,375.95,371.81,361.46,368.56,371.97,375.12,371.05,372.36,364.10,379.55,364.42,365.13,363.34,364.44,370.58,361.32,362.32,349.46,343.54,296.05,355.43,352.76,342.91,345.93,340.38,339.36,339.10,329.99,329.26,324.34,331.05,323.84,308.90,322.62,328.26,328.24,335.84,338.28,337.83,336.61,352.41,344.41,334.50,327.88,327.06,334.69,321.82,309.76,311.70,310.92,291.26,295.87,312.08,295.38,309.16,307.48,307.99,302.92,317.21,316.27,321.74,317.71,311.33,323.85,318.05,306.06,306.61,256.92,265.93,293.24,246.95,251.28,248.38,309.76,227.31,316.51,332.12,386.95,L5
2006-04-13 22:18:38+00:00,338.89,334.37,330.93,329.21,330.86,326.05,329.87,322.41,326.29,329.37,328.69,328.96,329.39,325.18,322.83,319.74,314.02,307.83,,,362.75,391.32,397.50,377.50,405.23,405.12,402.59,404.76,403.80,404.27,407.32,405.82,403.87,402.62,398.65,397.26,393.92,389.74,383.96,381.20,380.98,377.98,374.51,377.14,378.34,374.87,372.12,370.60,369.55,367.49,367.48,369.58,368.77,367.19,364.91,360.96,354.95,354.52,354.41,355.99,355.88,354.45,355.73,355.78,354.10,352.56,352.93,354.14,349.87,352.21,353.67,354.79,355.78,355.88,355.56,360.37,359.54,366.87,369.59,379.01,376.02,383.22,382.92,386.60,355.73,371.11,369.08,357.50,371.06,356.71,338.81,336.24,333.06,329.97,327.49,330.78,324.80,335.52,330.70,337.46,343.20,358.71,361.17,367.44,376.17,376.55,381.46,377.86,374.81,372.10,376.32,374.95,376.35,374.24,375.72,378.25,382.91,379.91,377.79,382.73,376.74,378.06,378.43,359.07,358.55,353.01,305.81,357.77,357.05,354.02,354.66,350.80,344.77,347.07,343.77,343.96,337.60,335.56,327.53,348.46,347.21,353.27,356.48,357.15,360.82,361.63,359.23,353.25,352.19,342.23,344.37,340.92,340.91,340.27,344.55,334.42,323.32,303.71,301.65,323.99,304.56,325.99,324.56,323.61,319.38,335.98,335.23,338.46,335.89,334.71,337.29,330.95,331.52,332.95,265.17,271.81,322.69,249.28,264.32,249.85,343.54,253.77,343.57,357.39,382.63,L5
2006-05-23 22:17:02+00:00,338.93,332.77,332.09,325.84,331.31,325.17,324.93,321.19,328.53,330.80,328.47,330.55,329.60,321.21,271.29,276.36,314.02,307.83,204.97,,372.59,396.08,400.61,381.31,402.94,403.71,402.59,404.76,403.80,404.27,407.32,405.82,403.87,402.62,398.65,397.26,391.94,388.56,383.96,381.20,378.33,377.98,374.51,375.43,376.01,374.87,372.12,370.60,364.46,366.66,365.84,368.73,368.66,366.82,364.18,359.22,353.81,352.84,354.41,355.99,353.66,351.89,355.73,353.96,352.07,349.49,350.42,354.14,349.87,352.21,353.67,354.79,355.78,355.88,355.56,360.37,359.54,366.87,369.59,379.01,376.02,383.22,382.92,386.60,355.73,371.11,369.08,357.50,345.36,338.31,329.90,328.60,333.06,329.97,327.49,330.78,324.80,335.52,323.88,328.23,343.20,358.71,360.15,360.34,376.17,376.55,376.89,377.86,357.68,356.71,359.86,356.41,360.69,356.90,357.91,362.62,365.35,364.40,363.20,366.68,376.74,360.79,358.21,342.62,342.78,336.69,291.66,357.77,340.67,339.68,335.04,327.94,323.44,328.21,327.92,325.71,318.34,315.87,307.06,323.73,317.33,325.26,330.01,357.15,360.82,361.63,359.23,353.25,343.16,333.43,335.28,333.13,332.46,331.76,328.31,318.59,323.32,296.17,291.85,315.49,296.39,318.47,314.92,313.94,309.34,324.52,335.23,326.42,325.04,316.85,329.71,316.39,320.26,319.28,252.96,266.31,307.12,242.76,254.26,246.06,343.54,253.77,343.57,357.39,382.63,L7
2006-05-31 22:19:19+00:00,338.93,332.77,332.09,325.84,331.31,325.17,324.93,321.19,328.53,330.80,328.47,330.55,329.60,321.21,271.29,276.36,314.02,307.83,204.97,,372.59,396.08,400.61,381.31,402.94,403.71,402.59,404.76,403.80,404.27,407.32,405.82,403.87,402.62,398.65,397.26,391.94,382.69,383.96,381.20,379.21,377.98,374.51,375.43,375.54,374.87,372.12,370.60,362.35,366.88,366.16,368.51,368.04,367.23,364.46,359.23,355.21,353.50,350.87,355.26,353.55,353.91,355.42,353.42,351.23,348.86,350.89,350.97,349.01,352.21,353.67,354.79,355.78,355.88,355.56,360.37,361.62,368.69,369.59,379.01,376.02,380.77,388.97,393.74,355.73,371.11,369.08,357.50,326.27,323.34,323.58,320.22,316.61,318.01,318.30,320.61,313.85,322.93,313.32,316.88,343.20,360.45,364.10,357.96,373.54,383.36,376.89,381.02,341.27,340.67,344.56,343.19,346.66,341.94,344.44,347.36,351.72,352.53,352.00,355.06,376.74,345.39,342.01,329.76,329.11,323.99,283.02,339.73,328.76,328.93,319.25,312.29,308.64,314.63,313.77,312.61,305.06,300.41,293.36,300.92,300.27,308.67,313.30,357.15,360.82,361.63,359.23,353.25,334.44,325.74,329.97,325.23,325.43,324.86,316.71,308.93,313.35,287.01,287.62,308.47,290.56,311.60,309.04,306.82,302.60,315.40,322.33,320.29,317.76,308.08,322.69,316.39,312.56,309.64,242.86,256.99,296.41,239.26,242.03,238.01,343.54,230.74,343.57,357.39,382.63,L5
2006-06-24 22:16:54+00:00,333.87,330.70,329.67,325.94,329.35,324.74,322.44,320.48,325.26,329.80,328.51,328.44,329.60,321.21,241.96,253.55,314.02,307.83,193.02,388.86,384.67,402.03,403.15,386.24,402.13,402.01,402.59,404.76,403.80,404.27,407.32,405.82,403.87,402.62,398.65,397.26,391.94,379.52,383.96,381.20,376.25,377.98,374.51,375.43,375.54,374.87,372.12,370.60,362.35,366.88,366.16,368.51,368.04,367.23,364.46,359.23,353.66,351.82,350.87,355.26,353.55,353.91,355.42,353.42,351.23,348.86,350.89,350.97,349.01,352.21,353.67,354.79,355.78,355.88,355.56,360.37,361.62,368.69,369.59,379.01,376.02,380.77,388.97,393.74,355.73,371.11,369.08,357.50,318.86,320.63,321.65,317.36,312.36,311.62,313.46,316.13,309.03,317.06,309.54,311.26,343.20,360.45,363.29,355.48,373.54,383.36,373.16,381.02,332.72,332.15,335.84,333.95,338.45,333.46,335.52,339.03,343.53,345.23,345.33,347.18,376.74,337.37,330.60,322.30,320.97,317.39,280.77,325.45,328.76,322.11,310.63,301.76,308.64,308.65,307.29,303.62,294.82,290.50,283.04,287.81,289.93,297.44,303.14,357.15,360.82,361.63,359.23,353.25,332.42,322.25,325.72,322.06,320.72,321.08,312.09,303.33,307.78,288.11,287.35,305.90,289.87,308.66,305.01,302.69,299.08,311.15,313.62,315.94,313.15,301.41,319.11,307.54,308.04,306.35,241.57,256.45,289.48,238.53,242.03,235.70,322.31,231.29,343.57,357.39,382.63,L7
2006-08-03 22:20:15+00:00,335.10,331.22,329.24,326.65,328.87,324.66,322.00,320.19,323.73,325.93,323.32,321.35,331.11,320.23,197.03,217.05,322.63,309.03,249.53,383.60,383.74,397.78,397.71,395.58,399.02,402.82,407.51,406.44,402.45,400.59,406.17,403.87,400.27,396.11,397.08,395.36,389.32,376.59,382.17,383.35,376.03,378.08,373.96,372.31,372.48,373.99,371.91,367.38,359.84,365.69,364.38,367.31,367.40,365.62,362.83,355.61,351.19,348.18,350.63,353.05,353.55,353.04,357.34,354.31,352.27,349.60,349.53,347.90,347.58,345.95,350.52,354.82,353.79,359.38,356.32,357.98,358.43,371.72,369.24,376.76,376.72,380.81,390.75,386.25,369.66,368.75,366.88,376.50,305.47,306.08,311.37,307.81,298.56,297.66,295.52,299.52,292.09,301.49,296.03,295.06,328.52,362.25,360.98,352.28,370.44,383.42,371.44,380.66,308.40,309.47,312.48,310.49,317.76,311.87,312.46,317.73,320.32,325.06,325.44,327.45,372.23,312.68,303.60,294.50,294.45,291.73,278.97,296.68,298.30,296.56,282.06,268.29,272.71,282.51,278.73,272.87,263.23,255.59,249.22,256.81,255.62,264.13,271.97,355.46,358.80,357.67,350.62,347.16,320.70,308.16,313.33,308.33,307.54,306.87,294.52,281.86,288.82,284.65,286.00,290.18,286.55,292.50,284.31,285.55,283.78,288.45,289.62,296.59,293.08,276.36,301.92,278.96,287.46,282.39,240.90,257.38,262.98,236.15,239.95,234.75,273.08,228.17,336.12,353.64,379.98,L5
2006-08-10 22:26:31+00:00,335.10,331.22,329.24,326.65,328.87,324.66,322.00,320.19,323.73,325.93,323.32,321.35,331.11,320.23,197.03,217.05,322.63,309.03,249.53,383.60,383.74,397.78,397.71,395.58,395.76,400.61,409.54,414.30,402.21,397.89,403.74,401.18,397.50,393.95,396.38,394.44,388.30,374.21,380.10,382.03,374.71,377.83,374.26,372.60,372.61,375.80,374.57,366.65,357.81,365.83,364.46,367.57,368.91,367.11,363.50,356.43,352.55,349.61,351.70,354.13,354.51,354.16,359.61,354.25,352.35,349.78,350.65,347.90,347.58,345.95,350.52,354.82,353.79,359.38,356.32,357.98,358.43,371.72,369.24,376.76,376.72,380.81,390.75,386.25,369.66,368.75,366.88,376.50,305.47,296.57,307.20,304.29,291.74,291.59,290.37,293.36,282.79,291.16,287.43,285.67,321.97,363.82,365.14,353.17,370.11,388.25,370.43,383.45,296.55,298.59,300.44,299.54,307.94,300.44,301.18,307.06,309.80,315.39,316.06,317.43,376.19,301.98,290.65,281.54,279.73,277.68,278.97,278.37,279.91,282.14,264.30,248.17,250.09,266.53,262.10,255.20,245.87,236.60,230.57,238.17,234.05,243.01,250.97,355.73,358.65,358.29,,335.35,313.55,299.03,306.40,299.59,300.47,299.76,279.62,272.51,282.41,279.92,282.21,286.08,281.78,287.35,278.62,278.82,277.92,280.49,278.40,290.12,286.23,265.57,295.47,266.22,276.64,270.94,240.90,257.38,245.85,235.34,239.16,234.61,241.70,229.28,,,380.16,L5
