dates,satname,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0184
2011-01-04 22:26:21+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.01,346.33,342.53,337.02,325.90,329.49,335.02,338.37,335.68,333.57,341.67,353.27
2011-01-13 22:20:15+00:00,L7,265.06,264.01,260.95,248.05,255.19,248.68,264.02,270.40,166.65,158.83,285.49,298.44,305.99,306.27,302.94,307.48,270.26,301.97,286.56,304.98,321.29,215.98,275.74,272.74,272.89,329.84,339.91,348.56,351.28,348.57,342.08,345.90,344.37,342.03,343.42,341.60,342.50,341.73,345.10,340.35,340.35,343.46,346.68,338.81,334.30,327.91,322.73,333.91,347.29,338.26,340.00,337.86,337.44,338.03,340.15,333.35,327.67,334.98,338.29,332.16,334.92,339.27,335.38,329.49,331.13,336.24,337.12,335.57,329.96,326.08,318.52,326.66,329.74,326.93,330.20,334.19,338.12,338.06,344.22,347.36,353.74,359.04,358.83,353.99,346.35,346.06,334.65,321.76,322.04,318.84,317.82,,,,,,,,314.51,300.46,315.89,341.21,332.79,350.53,352.92,349.29,352.04,342.22,328.47,334.21,330.21,330.20,326.61,,332.87,334.65,340.34,328.12,340.16,336.04,305.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.87,320.89,312.16,,310.51,289.44,275.89,283.72,284.55,285.98,292.43,283.19,291.17,283.93,289.84,294.06,297.43,295.79,269.34,306.89,268.76,295.66,288.43,,,,293.87,,,,,,,341.45
2011-01-20 22:26:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.42
2011-01-21 22:16:54+00:00,L5,301.06,303.49,305.49,304.60,307.98,306.09,312.70,317.77,324.65,326.49,334.44,337.81,331.88,340.57,345.88,347.69,349.15,352.96,356.87,359.15,362.07,363.60,361.60,369.54,374.24,373.80,375.09,381.33,382.03,380.08,376.55,376.27,376.76,374.68,368.47,368.86,373.00,370.56,370.63,366.39,367.47,374.75,375.62,368.09,370.53,372.89,384.57,385.91,383.50,380.43,382.27,379.67,382.15,378.72,380.97,384.33,380.38,387.45,386.91,385.74,384.27,386.33,384.05,379.15,381.66,379.13,373.71,376.46,373.75,370.32,363.65,364.96,364.12,367.06,365.36,364.08,366.91,374.39,372.85,380.41,387.17,396.10,400.09,394.14,383.56,374.06,364.12,359.92,360.41,358.01,351.50,349.40,351.48,347.90,359.79,363.37,361.37,363.70,364.19,349.93,361.52,381.09,386.53,390.17,395.09,384.10,382.73,378.19,374.28,377.70,375.54,374.65,372.50,375.62,372.05,379.27,381.02,371.76,370.98,379.41,378.04,375.44,382.02,382.01,381.99,378.40,,,,,,,,,,,,,,,,,,,,,,,,,349.72,344.77,343.72,340.14,341.42,340.65,330.18,318.60,323.55,329.68,321.84,323.94,341.86,327.97,313.20,330.23,336.17,337.91,351.27,352.75,352.25,356.26,359.89,353.13,351.60,350.84,342.82,344.60,345.06,352.72,356.03,357.99,365.19,363.83,424.29
2011-04-19 22:20:33+00:00,L7,276.19,284.00,280.48,277.77,283.45,283.41,294.53,297.19,301.72,302.20,309.41,308.96,310.88,315.90,297.94,330.93,343.64,347.79,334.58,333.37,343.90,341.22,325.85,343.45,345.64,351.69,353.27,354.90,358.25,357.08,354.38,341.22,347.84,355.68,,,355.50,348.21,347.13,346.81,350.61,355.74,355.25,355.12,355.11,359.79,355.79,349.61,350.99,349.07,347.91,355.33,349.42,353.22,351.40,357.45,348.18,355.39,356.96,360.47,359.46,361.04,356.13,351.43,,,239.10,241.22,341.73,341.01,339.53,339.25,340.31,338.85,335.02,340.30,341.66,341.46,346.22,348.88,355.96,358.65,362.02,355.24,350.42,351.23,338.06,,284.59,298.93,304.10,306.33,301.07,299.26,298.97,287.98,280.63,282.10,284.68,281.06,323.30,351.10,348.89,369.43,367.98,366.72,356.95,340.67,272.14,,,280.33,292.78,284.65,285.13,285.71,288.85,290.45,299.86,292.25,288.82,285.63,280.96,284.60,287.44,276.71,281.64,,,,,,,,,,,337.73,330.81,,,247.75,252.27,243.81,256.94,261.80,272.51,245.58,329.90,293.18,291.69,290.74,286.95,295.61,,292.25,290.95,280.84,273.70,284.64,281.53,280.26,278.97,278.54,274.33,287.77,273.94,292.60,285.38,268.15,288.05,263.01,261.20,258.80,244.58,248.59,237.47,233.82,228.94,218.79,231.76,214.80,248.65,254.74,396.79
2011-08-09 22:20:22+00:00,L7,276.05,273.85,275.94,277.30,280.24,280.23,286.60,279.18,284.77,285.19,284.56,317.76,325.07,332.39,332.15,314.26,318.99,320.17,316.82,322.01,325.13,324.11,326.80,335.76,335.78,336.03,,,332.40,329.04,288.77,281.58,274.88,,258.44,253.24,260.81,335.72,333.02,334.83,340.63,,,,342.48,343.10,341.58,,338.16,345.03,340.38,347.25,343.60,341.16,340.01,335.74,334.95,338.04,337.27,332.65,329.62,192.51,262.82,257.44,247.76,329.45,323.42,317.77,317.00,320.30,321.68,314.75,310.13,314.27,313.59,319.76,314.95,321.97,,321.64,,276.92,278.78,343.36,334.98,,272.36,268.50,270.53,276.09,297.97,292.46,296.48,292.16,288.40,279.87,274.33,277.68,272.70,277.71,291.94,335.56,323.51,344.23,348.55,343.19,328.73,273.66,274.83,274.97,261.06,277.65,286.39,280.50,283.56,283.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.50,291.15,286.79,284.78,289.83,287.51,277.46,254.44,278.62,270.73,279.55,275.24,278.87,277.32,271.47,272.24,263.68,273.43,270.20,290.46,281.94,253.41,291.47,253.72,265.21,249.99,237.43,248.38,231.62,238.69,,208.63,227.20,208.68,241.03,253.69,238.56
2012-02-24 22:27:17+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.86,299.94,306.44,317.55,313.07,306.34,299.56,307.80,302.49,305.26,295.32,303.47,300.64,300.43,,,,,,,,,,,,137.07,,234.58,,,133.52,74.65,
2012-03-20 22:21:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,345.23,351.19,355.11,355.77,355.42,354.15,352.58,354.11,353.86,352.07,353.21,352.51,350.90,347.05,349.20,347.50,347.45,350.10,349.99,351.32,354.35,348.43,350.42,351.25,349.58,352.81,351.69,352.10,348.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.41,296.62,291.49,283.45,,,,,,,,,,,,,,,,,324.93,340.76,341.62,337.03,331.70,322.88,324.36,316.04,310.51,309.73,310.12,298.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.88,318.58,298.15,306.33,307.10,309.29,308.72,294.05,304.89,305.13,307.38,310.49,317.68,303.91,282.59,307.93,284.28,284.59,285.24,278.57,280.49,266.93,269.57,263.32,254.69,267.38,,,,
2012-04-21 22:21:10+00:00,L7,283.27,271.73,262.61,263.33,259.72,286.65,269.45,274.24,265.79,137.24,277.10,294.20,307.32,306.73,173.39,316.02,298.20,290.12,239.23,328.09,315.00,203.54,244.55,263.72,276.69,331.49,337.01,338.54,342.09,328.85,322.20,328.88,332.89,336.12,,,311.87,328.34,329.05,334.56,333.46,,,338.16,340.21,345.18,349.38,,330.45,336.26,329.33,329.67,328.88,332.42,317.34,328.06,332.40,344.44,346.46,347.17,354.19,353.36,355.42,353.16,352.65,337.37,339.93,343.04,343.86,340.29,341.20,338.35,328.47,333.24,326.99,332.02,339.18,339.01,340.91,343.82,354.30,354.33,365.70,368.23,363.97,362.45,356.33,360.01,350.49,324.55,321.10,314.05,315.42,315.80,306.27,306.37,295.44,304.62,297.46,315.35,323.94,355.69,358.48,361.52,365.31,364.01,,,,295.06,302.01,308.91,314.47,309.82,,315.41,308.45,313.22,318.73,315.97,309.33,302.07,305.56,308.56,305.62,292.54,304.70,305.80,308.07,290.59,289.85,285.03,,328.59,282.20,278.07,339.62,333.55,,253.75,,,264.74,292.99,298.65,278.72,285.73,298.49,316.91,303.61,306.40,297.63,297.87,299.00,288.63,284.52,,,,,,,,,,,,,,,,,,,,,,,,,,254.88,271.15,271.23,345.96
2012-06-15 22:27:34+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.47,235.51,240.59
2012-06-24 22:21:27+00:00,L7,,,,,,,,,,,61.92,79.97,60.26,133.53,124.83,131.14,197.49,157.16,174.63,165.08,176.98,324.80,178.97,231.44,239.67,216.87,249.69,277.15,302.87,312.14,284.98,,,,,,,,,,,,,,,,,,,,,,,,,,,290.91,291.88,292.55,,388.26,396.28,380.81,380.19,369.95,366.89,364.37,360.06,214.00,209.77,223.76,213.28,232.54,252.14,260.85,259.68,248.82,271.07,,283.58,279.99,291.69,362.78,,,274.71,271.75,277.64,287.38,301.48,296.18,296.90,290.21,284.49,281.35,269.51,272.60,266.47,268.01,,379.27,388.66,381.62,,,383.25,263.39,271.02,269.26,279.46,279.94,281.96,273.29,280.63,274.96,279.53,286.01,298.28,287.63,278.49,261.72,259.65,261.96,256.04,257.69,246.26,,270.92,271.58,235.65,225.02,233.95,242.16,249.36,239.12,229.54,216.67,199.46,223.12,220.30,234.60,236.09,243.94,248.64,258.67,259.08,237.48,291.14,297.69,287.40,283.51,289.14,280.46,266.17,248.41,270.99,260.18,270.99,268.18,267.84,275.35,273.07,270.91,259.61,,260.59,271.10,275.25,241.27,281.93,253.93,261.75,250.63,236.65,,,,219.79,259.75,,210.01,239.67,246.58,238.93
2012-07-01 22:27:43+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.92,244.97
2012-07-10 22:21:41+00:00,L7,289.66,295.94,305.89,301.79,310.97,303.28,302.09,305.04,299.81,302.95,310.42,305.61,302.67,122.18,326.53,310.66,170.23,174.55,178.43,185.27,180.57,178.72,225.37,261.82,264.24,256.45,269.57,273.48,278.63,280.29,278.90,278.29,272.78,,249.79,254.54,259.77,318.96,,,315.57,244.05,240.26,,241.81,239.92,260.50,274.55,245.09,241.87,230.76,231.25,338.19,351.67,349.63,349.95,348.05,354.86,353.16,353.48,360.15,366.51,364.85,362.59,366.24,365.36,358.98,363.72,205.95,207.85,207.44,211.97,212.54,210.42,226.06,222.95,235.60,249.50,,,,273.86,279.90,368.46,,267.51,269.64,272.07,269.61,290.66,301.09,292.26,296.98,295.47,282.14,280.87,253.61,,,,,,,,,,,,,,,277.62,280.06,269.18,265.72,280.79,283.01,289.42,292.54,289.06,277.62,259.66,251.67,262.60,265.97,252.43,261.51,247.21,251.98,267.38,,238.23,228.51,249.47,245.73,243.87,235.91,219.56,,212.18,217.54,227.99,229.02,240.54,240.23,244.97,257.27,241.47,287.96,280.67,286.32,284.20,286.92,275.20,253.11,241.38,,267.15,259.56,270.49,268.42,274.52,264.03,266.74,263.83,265.38,,,269.26,237.26,278.16,,,247.31,225.71,,,,,,,,,,230.61
2012-08-02 22:28:07+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.52,292.59,251.21,270.06,274.80,259.75,277.83,260.10,247.26,253.65,235.33,238.45,260.88,254.48,252.38,266.43,256.22,276.86,280.90,247.86,312.75,298.64,305.72,298.70,305.70,301.05,,319.27,306.78,295.01,286.94,289.90,300.30,290.59,289.48,281.77,282.48,291.63,286.18,301.90,295.08,282.83,316.58,272.42,276.43,,249.19,256.11,,,237.58,233.20,247.28,,265.92,266.26,251.03
2012-08-27 22:22:12+00:00,L7,277.99,283.31,276.88,286.15,282.14,287.14,287.09,287.92,284.29,289.49,291.43,300.00,310.48,311.16,235.65,268.74,175.91,,,,,,,,,,,,,,,,,,,,,,,,,,,330.79,334.59,331.16,336.10,338.27,336.60,329.80,327.81,326.35,327.58,334.08,329.41,331.14,321.60,326.49,328.64,329.02,327.36,333.05,331.16,335.12,331.65,335.00,311.78,318.51,322.06,318.93,320.69,321.14,317.88,319.85,319.36,317.89,319.54,317.01,319.34,321.01,327.43,307.86,281.76,332.73,329.32,328.43,,,285.99,293.98,302.17,299.65,300.84,295.39,291.91,289.19,277.22,282.25,283.13,284.04,301.47,310.67,334.93,328.15,339.27,337.41,324.17,277.18,274.42,269.94,283.44,279.99,288.12,282.81,274.12,287.06,287.81,288.85,300.61,292.66,286.20,276.26,269.01,278.54,270.55,263.70,269.42,250.19,272.34,274.57,262.06,246.98,231.62,260.48,241.29,235.45,223.37,216.97,218.08,215.07,227.88,236.73,244.26,246.53,244.65,249.44,267.95,244.80,295.86,292.61,285.85,292.04,290.58,294.63,273.77,245.78,275.20,256.21,250.04,274.43,269.67,271.69,275.75,268.04,,,,,,,,,,,,,,,,,,,,,
2012-11-06 22:28:59+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.25,364.68,371.05,372.90,377.83,371.59,373.68,369.06,376.10,372.55,366.47,359.88,356.43,358.69,364.63,367.10,365.70,365.46,364.43,369.25,366.01,365.97,364.57,364.01,356.69,355.70,345.01,328.30,320.14,313.80,347.82,337.96,327.10,319.99,325.30,322.20,327.76,331.23,342.68,,362.00,361.37,363.15,365.34,362.96,369.75,368.91,368.49,364.06,362.58,,,,,,
2012-12-08 22:29:10+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.42,361.83,353.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.64,351.99,345.05,347.57,350.69,353.85,354.65,351.31,348.39,351.40,347.28,348.62,352.04,349.84,351.38,382.35
2012-12-24 22:29:17+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-25 22:29:20+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-08 22:23:00+00:00,L7,,,,311.85,310.38,314.72,315.30,312.10,310.82,311.97,314.25,319.15,319.22,319.22,319.32,315.97,309.45,316.97,327.00,317.89,318.14,223.89,293.56,318.55,356.56,354.77,343.92,347.58,347.61,344.59,336.65,331.35,331.45,337.27,339.65,338.84,343.81,342.19,340.56,340.31,343.98,346.38,346.46,341.25,343.77,342.23,346.07,341.48,342.51,342.63,343.58,341.33,339.90,340.85,345.23,340.71,341.35,337.81,342.54,346.27,343.41,343.09,340.50,340.85,342.32,336.97,334.78,335.78,327.37,,,,,325.56,324.03,329.85,328.42,332.09,341.59,346.57,354.20,355.37,344.71,355.67,354.44,344.34,337.49,336.30,323.43,307.21,302.99,296.22,293.68,303.13,299.30,282.97,261.08,269.28,273.07,,,83.46,218.08,255.65,,,,294.32,299.91,290.91,302.59,,310.69,292.92,296.43,299.32,295.80,305.86,303.42,309.34,311.25,300.34,,,,,,,,,276.90,341.50,,271.54,263.83,238.54,,,,,,,,,,,,73.56,,,,,,,,,,,,,,,,,,,,,,192.20,,,,271.41,249.11,267.21,246.43,237.75,242.37,236.18,247.31,236.57,259.24,267.94,332.45
2013-05-02 22:28:46+00:00,L8,341.97,342.69,340.52,335.90,337.43,340.87,337.69,336.97,337.08,331.22,328.72,329.52,332.79,334.11,336.66,324.28,326.19,329.14,330.93,342.24,345.21,348.85,352.79,351.11,358.69,362.53,360.55,357.61,360.76,355.28,346.43,,330.51,345.93,351.15,351.66,353.77,349.65,354.62,353.39,356.39,360.29,358.27,357.68,358.71,357.22,349.90,354.34,354.66,360.18,358.47,364.20,356.34,359.40,361.42,364.51,364.93,368.23,372.04,374.36,371.45,366.84,367.72,366.24,365.32,367.84,366.17,366.09,366.76,362.38,360.59,358.78,357.60,357.23,362.21,362.01,361.79,369.09,374.65,380.76,373.99,395.01,376.85,387.30,381.33,375.60,377.59,369.30,356.18,,314.10,308.25,308.65,306.52,301.63,299.13,287.60,288.14,289.09,292.28,325.77,356.13,375.06,378.86,357.12,377.94,377.86,381.40,,,,,,,295.46,293.78,303.42,307.17,307.55,311.40,301.47,292.37,290.08,296.67,290.41,281.78,282.59,285.61,289.97,284.72,277.06,266.09,257.71,276.13,264.42,256.89,253.54,247.56,244.97,244.44,245.32,253.53,254.14,267.11,260.13,268.21,281.20,260.37,310.85,296.72,303.96,296.17,306.01,303.28,,264.10,295.83,291.13,286.46,288.49,289.13,290.19,281.36,282.15,281.18,284.54,286.33,298.47,290.38,274.58,296.97,269.32,275.47,264.32,246.35,253.77,246.95,237.37,236.49,229.13,239.53,225.72,256.35,259.62,428.13
2013-05-10 22:22:50+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,333.46,334.96,341.80,,302.27,265.28,,,,,305.00,327.22,,,326.61,,317.51,318.51,236.76,242.65,242.82,237.11,323.51,325.69,328.36,337.49,343.26,342.95,344.50,349.23,345.83,352.93,354.45,350.29,352.77,355.01,352.89,350.44,340.43,333.43,359.24,328.78,330.63,343.25,343.23,333.10,337.85,333.94,337.28,324.96,325.33,329.73,341.43,,,357.06,344.27,350.31,350.32,,,,,,,,,,,,,286.10,285.38,283.91,310.38,337.05,360.19,345.30,359.55,370.05,365.92,284.25,282.73,295.42,288.64,298.12,297.78,290.49,286.25,293.67,300.63,309.03,304.25,297.85,291.89,283.56,277.68,292.76,276.32,276.92,276.73,265.56,288.54,285.97,254.31,266.52,248.22,257.23,272.25,250.48,243.44,252.97,,243.03,247.22,246.42,250.62,265.13,256.33,264.74,273.27,256.91,306.87,296.87,303.71,293.03,302.18,298.39,276.69,260.49,283.39,279.52,278.34,286.51,282.54,292.41,275.04,280.69,274.21,294.07,273.99,291.81,289.70,269.20,305.51,265.67,267.93,264.94,237.25,255.18,247.92,238.29,234.34,224.86,232.15,224.48,255.21,111.10,
2013-08-13 22:35:09+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.94,292.48,294.25,293.19,298.34,306.46,304.43,307.38,298.87,287.61,288.49,296.86,285.30,279.25,283.43,285.17,288.37,282.54,277.50,261.06,256.29,273.19,263.43,254.44,252.20,241.92,241.84,241.29,242.41,253.86,253.29,254.26,259.21,267.35,278.58,257.44,309.06,295.65,296.60,294.80,302.56,299.56,,290.78,296.41,286.93,285.82,285.21,289.51,288.49,279.55,281.73,277.34,287.58,285.07,295.92,290.15,269.44,294.61,269.02,275.42,262.26,248.98,256.28,242.35,233.73,237.81,229.53,241.34,226.87,258.01,261.95,407.89
2013-08-22 22:29:00+00:00,L8,344.89,340.90,335.73,334.03,336.33,341.54,346.00,343.44,340.92,335.16,332.86,331.97,329.12,333.01,328.69,329.89,328.76,327.39,330.30,329.90,340.71,343.00,347.98,349.10,349.63,355.48,356.52,358.91,359.05,351.74,347.93,342.67,336.86,343.32,343.17,352.31,350.80,350.33,345.79,346.49,351.10,353.89,353.38,349.54,352.19,354.75,350.81,345.85,349.51,353.99,356.16,356.36,357.53,358.91,357.35,359.17,360.02,362.85,365.26,368.93,369.08,371.41,368.07,363.85,358.70,355.85,354.97,348.94,347.98,352.28,352.21,344.56,346.37,346.72,347.00,353.04,351.11,353.80,358.65,360.14,359.95,365.71,364.71,370.82,367.82,372.25,369.48,366.16,,,305.98,307.42,305.96,305.67,300.23,294.48,287.36,287.69,289.76,290.09,316.33,363.04,363.86,360.38,365.62,374.55,375.57,364.72,343.50,354.10,,,,303.47,,,302.74,305.99,311.37,309.02,303.20,295.02,295.70,298.83,293.74,290.34,290.59,294.84,295.24,290.23,287.26,271.37,269.40,279.51,270.13,260.17,258.82,251.05,249.91,247.75,249.03,256.23,260.54,270.13,261.57,269.45,281.58,314.49,318.38,297.74,307.81,298.10,306.23,299.83,,306.81,298.82,294.14,290.91,292.89,295.05,295.30,289.03,285.91,288.82,291.25,293.40,303.24,294.75,284.06,306.10,274.03,279.05,272.64,257.63,263.18,249.31,246.14,245.34,238.84,247.50,236.40,260.91,263.97,385.17
2013-08-29 22:35:12+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.70,292.71,289.98,341.95,,350.43,344.50,336.29,341.81,340.42,,324.03,248.97,257.91,262.37,326.74,262.60,271.20,282.09,318.96,320.24,297.45,305.46,297.08,304.00,301.03,,311.00,300.21,292.98,290.15,290.54,295.81,291.95,284.01,285.22,285.84,288.62,291.22,302.46,295.10,283.12,305.87,270.56,278.19,268.04,252.36,257.51,246.61,237.95,243.82,235.70,247.24,237.55,258.16,266.66,389.36
2013-08-30 22:22:25+00:00,L7,335.82,335.15,327.58,327.54,341.89,337.86,337.22,332.70,329.15,323.79,320.22,325.24,321.45,322.99,326.35,320.31,322.40,317.26,320.11,320.39,327.43,329.01,337.11,332.48,339.66,349.68,344.61,348.32,348.96,339.85,336.47,331.68,282.66,332.25,359.46,,347.12,344.84,345.94,345.61,350.89,347.24,344.47,345.06,345.69,348.60,347.12,,341.62,342.22,341.25,344.75,342.51,342.17,341.68,346.80,345.60,350.71,349.89,350.38,347.32,348.85,343.54,343.89,337.55,343.19,340.72,341.45,345.73,340.12,338.25,337.18,330.88,344.24,339.63,338.77,341.30,339.86,350.57,,,,,,,357.44,354.59,349.12,344.32,,306.87,301.74,300.10,298.30,290.47,286.34,278.26,276.45,283.79,275.60,302.75,338.05,354.87,359.39,365.55,366.70,372.05,367.33,,,339.58,,,289.00,289.02,293.06,290.54,302.30,305.36,298.49,296.63,289.51,297.61,294.36,290.45,281.20,289.51,293.35,290.42,283.36,281.40,262.33,258.70,273.81,264.40,332.23,343.67,341.70,,244.34,250.99,256.20,259.04,269.03,259.64,266.28,277.19,311.93,309.88,295.67,299.11,294.30,297.15,297.40,,307.16,301.89,287.93,288.55,285.03,291.96,287.13,282.90,283.39,284.64,287.21,295.00,299.08,289.35,277.53,310.82,268.02,277.30,269.18,237.84,267.64,247.04,229.31,243.81,238.46,,235.09,249.80,266.21,373.45
