dates,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0184,satname
2007-08-14 22:17:00+00:00,,,,,,,,,,,,,,,,325.13,339.18,331.42,351.44,360.28,378.22,369.29,371.24,375.73,378.20,381.70,,,389.49,387.42,,,,383.00,,,382.28,380.15,375.63,377.89,376.45,,,370.12,372.04,371.30,368.58,,,,,,,,,,,,,,,,,,354.33,353.10,355.71,,,,345.88,347.68,351.30,346.94,350.29,353.29,360.83,369.56,375.94,376.46,372.94,382.26,397.69,400.53,385.14,383.21,373.61,,,,,298.00,298.98,296.31,287.89,288.22,271.62,282.67,,,,364.48,382.48,402.68,396.34,396.39,405.29,399.57,,,,,,,,,,,,303.59,284.93,280.44,283.00,280.50,281.82,269.06,274.42,272.84,273.43,278.33,258.60,,,,,,247.74,239.62,234.65,234.54,,247.33,243.45,,250.95,261.03,271.05,244.43,300.63,289.34,303.90,287.72,294.84,293.78,276.04,,290.46,278.96,278.55,279.26,279.42,286.26,276.14,279.64,280.54,281.55,280.23,286.00,287.37,,,267.18,271.59,260.35,243.03,254.97,239.47,237.60,,,,,,,416.42,L7
2007-09-14 22:26:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.65,252.31,248.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-01-05 22:17:19+00:00,,,,,,,,,292.21,315.55,317.47,,,,,328.77,334.28,330.45,331.94,343.82,354.34,358.54,363.67,363.84,370.47,,,,,,,,,,,,,,,,,,,366.33,364.92,362.53,367.64,362.61,,,,,,,,,,,,,,,,,,,,,,,,,338.63,341.82,347.74,350.71,352.62,357.40,360.44,367.92,375.30,383.24,383.47,,375.34,375.83,373.88,361.43,359.44,349.12,338.91,325.90,325.52,322.98,321.22,326.78,322.61,315.70,329.46,336.49,336.61,356.32,358.01,,357.48,366.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.07,308.04,311.36,317.16,,,,,,,,,,,,,,,,,,,330.60,334.76,337.23,340.29,337.78,352.18,,L7
2008-06-29 22:16:33+00:00,219.67,256.51,234.49,238.26,255.02,258.90,270.19,274.39,284.82,318.83,311.19,,,,160.82,,,,,,,,,,,,,,,,,,,,,,,,,,338.10,,,,,,,,,,,,,,,,343.82,345.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.84,301.88,302.21,304.82,,,,,,,281.79,,,,,,,388.08,,,,,,,,,283.67,295.60,302.69,298.58,297.03,,284.31,282.17,277.73,279.38,266.50,274.85,268.05,,276.87,,,,,,,229.66,244.21,216.69,197.25,,244.49,241.55,,260.35,256.74,268.96,255.41,307.72,289.02,302.91,295.69,292.60,289.97,276.31,,286.92,,273.57,281.93,273.97,287.65,273.96,288.53,273.91,277.54,266.87,,283.85,,,268.98,271.75,260.83,,256.37,251.60,234.51,241.84,236.14,238.85,213.44,,,,L7
2008-07-15 22:16:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,364.62,407.89,410.26,401.80,,,,,369.27,356.89,360.98,347.76,353.47,352.07,352.11,352.05,356.69,349.43,,,,348.09,,,,,,,361.02,361.55,355.85,346.02,350.71,343.55,352.14,347.21,345.61,349.98,343.74,,347.49,346.58,344.88,344.10,338.74,,,,314.21,319.36,,,,,,,,,374.89,367.16,347.16,,,,,,306.69,311.50,311.93,311.84,308.67,294.44,298.06,287.15,291.07,286.74,283.93,,331.93,341.74,376.74,375.36,359.10,367.80,359.47,,,,,,,,301.93,298.07,321.09,307.39,302.62,292.57,283.97,302.31,290.51,278.39,266.13,273.55,,294.20,279.26,253.82,,,,,,236.41,238.42,201.48,234.99,,241.37,251.76,,259.46,263.04,285.58,257.23,306.77,299.12,301.05,299.87,298.98,291.29,286.03,,294.79,276.12,282.10,291.47,287.66,281.82,278.97,297.95,280.05,279.77,272.52,291.95,289.05,,,268.36,279.25,,253.14,274.20,254.30,258.93,251.22,247.73,259.17,230.75,,,,L7
2008-08-23 22:22:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.45,276.98,287.48,291.17,288.30,280.90,270.89,273.29,276.95,273.06,265.32,269.28,265.19,273.95,266.89,262.93,,,,,,240.73,229.14,,344.06,,,,338.47,318.97,241.34,264.21,231.92,300.19,278.12,286.57,274.50,285.90,288.67,270.04,,270.26,276.57,275.46,281.72,273.87,281.46,272.01,270.14,270.19,273.16,274.22,290.86,278.35,,277.56,260.45,260.10,250.86,229.24,240.65,231.79,225.47,224.45,215.57,222.37,209.84,,,395.04,L7
2008-09-01 22:15:59+00:00,252.66,247.73,251.66,262.52,269.54,285.64,286.40,296.14,298.30,308.66,314.64,318.12,323.38,331.20,334.47,341.75,344.96,349.03,348.62,354.08,354.52,363.36,362.20,368.14,375.43,372.75,375.93,379.25,380.60,377.85,374.13,375.51,376.80,374.24,375.23,374.10,376.19,373.92,371.30,370.92,375.26,360.57,363.80,368.62,379.63,377.43,368.70,367.27,364.89,364.85,367.07,370.54,366.77,369.82,366.20,363.09,358.61,358.92,366.03,369.06,369.85,366.71,359.81,359.37,361.81,355.38,346.62,349.45,349.88,347.75,344.38,347.23,350.18,349.99,351.50,353.98,355.19,360.85,361.73,364.86,369.59,378.70,386.41,364.38,366.74,367.49,357.20,347.36,,,,,,307.48,302.69,291.32,,,,,,,,,,,,,,,,377.31,368.22,357.79,354.27,,,,,,302.92,354.18,324.76,301.27,293.23,292.22,295.05,294.93,290.14,288.51,284.36,363.85,,362.71,352.41,365.86,358.81,353.22,,352.13,,,,353.90,347.98,348.39,,325.00,323.32,296.00,305.75,296.34,297.73,299.13,292.26,315.60,305.50,295.63,289.92,299.98,295.85,298.59,289.43,287.61,291.41,295.48,297.93,304.61,301.10,,308.41,275.04,276.16,271.73,257.18,267.03,251.01,241.35,247.46,241.65,245.63,234.17,,,,L7
2008-12-06 22:16:22+00:00,250.64,261.32,256.45,253.56,256.58,258.32,269.10,272.16,273.07,261.92,283.44,290.31,305.30,302.34,317.08,308.02,297.72,308.35,294.30,316.19,328.72,334.16,323.14,,317.68,354.44,359.21,368.15,365.03,363.83,361.29,367.59,366.11,365.48,363.80,362.80,357.73,353.36,354.31,349.13,352.48,363.34,358.92,353.86,356.84,350.51,350.99,353.53,349.10,346.98,347.77,349.18,347.74,348.63,339.51,341.93,340.53,340.81,342.90,350.05,348.79,340.75,339.81,347.04,346.87,347.92,329.89,320.79,315.24,326.61,311.79,324.99,342.56,334.91,339.88,342.18,346.63,349.96,355.79,355.58,363.04,363.32,366.21,363.89,361.48,356.64,341.87,343.58,341.05,336.22,326.48,331.06,334.58,332.34,335.12,327.51,,299.53,,302.86,331.46,339.77,335.39,342.38,343.79,358.88,351.17,353.77,,,,,,,,245.15,258.97,261.67,285.33,280.51,275.47,314.57,335.33,,,,339.46,352.09,343.36,,341.31,351.25,344.23,350.62,346.20,350.30,342.24,339.92,340.35,336.10,340.36,,,338.48,338.84,334.62,332.39,332.40,330.67,335.79,327.82,313.25,315.13,311.05,303.30,313.18,312.81,307.51,303.26,306.81,307.98,308.41,312.45,322.93,317.58,325.14,328.32,320.45,335.27,340.89,335.92,325.62,332.32,332.05,340.21,345.27,,,,,329.61,,,,,L7
2008-12-22 22:16:31+00:00,249.36,256.44,256.28,251.98,255.50,259.50,266.32,271.98,282.85,290.92,299.14,306.50,316.24,317.38,339.17,318.81,309.19,319.69,308.24,334.44,342.77,327.64,327.64,352.02,341.02,357.59,363.46,365.87,371.79,364.69,355.32,355.82,356.84,366.96,357.79,358.77,361.91,361.93,362.54,356.67,356.83,360.11,354.17,352.88,350.75,354.45,353.27,354.75,355.86,354.05,358.06,351.92,355.88,354.90,349.22,343.44,333.93,344.69,350.54,355.05,349.29,331.56,339.64,350.48,351.68,341.32,334.41,330.24,332.42,338.29,337.39,334.57,334.24,332.65,340.58,336.15,331.47,325.18,338.62,360.13,376.43,367.24,363.49,367.74,364.03,362.09,350.19,347.34,344.33,331.81,320.25,321.71,318.43,324.27,330.21,329.41,323.19,309.04,304.12,310.27,347.19,,,,,,,,,,,,,,,,,,,,,,,,349.38,348.50,342.25,359.29,344.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.79,301.08,300.54,301.77,296.42,301.96,307.65,326.77,315.43,318.39,312.01,307.63,319.74,320.93,326.71,324.42,320.26,326.61,,,,,331.04,,329.68,337.73,362.40,L7
2009-01-23 22:16:42+00:00,260.45,264.80,268.27,262.08,270.19,272.81,277.99,277.96,286.97,302.33,299.37,318.87,323.79,323.70,333.42,330.07,326.57,333.29,331.57,338.30,352.74,326.33,361.10,360.81,361.05,365.76,373.65,374.49,375.23,372.86,370.98,371.91,370.41,371.72,372.31,365.77,368.01,363.36,358.54,353.91,345.98,356.14,367.94,371.18,360.95,362.06,357.43,357.14,364.86,359.59,357.62,361.18,362.39,358.43,358.43,351.78,346.73,349.75,355.56,357.09,351.70,346.53,349.38,348.61,345.87,347.14,343.32,344.26,339.66,341.34,336.08,343.34,335.50,336.63,340.63,352.08,348.65,358.22,356.11,363.89,370.64,369.32,368.34,368.78,358.91,358.60,,,,,325.31,,318.42,330.19,329.57,332.93,326.58,329.48,325.44,343.79,366.52,368.59,351.12,375.20,376.57,374.10,381.64,380.51,367.09,355.85,348.06,345.53,355.11,347.10,345.86,353.16,350.00,,,,,346.31,349.58,,356.86,347.11,345.85,352.27,352.42,,352.19,348.54,349.07,350.65,346.09,348.51,342.93,353.60,349.47,354.29,338.90,,,349.00,349.81,340.63,340.51,339.63,340.21,330.33,319.19,320.91,314.53,308.45,301.79,311.15,306.58,304.24,300.21,306.47,300.40,302.88,299.39,304.15,309.78,325.72,315.35,320.67,320.12,334.31,322.93,308.63,326.49,317.47,323.60,333.31,,,,,333.99,,350.17,355.78,,L7
2009-02-24 22:16:58+00:00,265.00,272.19,270.83,274.61,282.63,278.77,288.96,293.16,299.73,310.92,315.34,326.81,331.97,329.35,346.04,339.47,347.31,345.58,351.02,355.36,365.02,367.23,365.81,370.15,367.49,375.95,378.86,382.35,380.51,371.89,369.36,360.26,367.34,384.89,399.33,376.71,377.34,382.02,376.21,373.72,371.07,371.68,369.92,374.04,369.42,372.26,368.13,370.53,368.32,369.36,369.66,370.02,370.30,371.31,372.24,363.71,358.95,364.62,365.53,370.45,378.16,376.46,374.81,375.40,368.63,363.76,367.69,367.15,364.50,362.38,351.87,352.38,350.16,350.50,356.28,362.32,360.17,,,,,,,385.22,381.31,376.99,372.45,365.51,356.86,355.27,340.53,331.23,328.01,325.29,337.30,343.57,342.36,340.27,343.60,351.72,359.55,372.31,365.88,399.97,393.72,385.07,389.75,386.15,387.64,370.00,369.73,368.33,360.89,362.31,359.89,355.39,370.70,,,,,357.50,366.45,,354.94,356.56,359.74,365.27,358.49,,361.15,364.90,362.13,364.21,361.38,358.38,354.95,356.43,361.78,355.45,353.10,,,349.72,355.65,354.54,346.29,353.81,350.68,348.79,,303.19,317.28,305.25,294.19,305.59,302.04,303.68,300.66,306.08,303.73,307.47,318.49,320.04,324.34,335.98,,,,,,,,,,,,,,,,,,,,L7
2009-03-03 22:23:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.23,,350.36,366.17,413.57,L7
2009-03-28 22:17:13+00:00,260.26,264.81,265.77,272.60,274.62,279.48,290.22,287.31,292.73,298.10,300.16,301.92,310.66,316.57,326.00,325.37,325.77,327.23,333.45,342.92,346.01,350.29,353.43,357.61,361.02,360.14,362.61,370.53,367.66,364.39,360.46,360.15,361.30,364.42,362.74,365.81,358.31,358.66,359.73,358.15,358.78,361.19,363.12,361.87,359.68,357.63,358.98,353.68,354.45,354.42,353.39,351.14,355.76,353.88,348.21,344.52,342.93,340.84,360.22,354.31,350.77,355.25,350.83,347.31,339.75,334.39,333.81,330.59,330.27,324.41,322.68,328.76,333.48,332.54,337.60,337.82,341.37,344.92,348.31,351.09,355.94,355.65,365.55,362.03,356.77,350.96,347.58,348.45,338.66,315.23,306.53,300.65,300.04,298.43,287.18,288.96,280.83,280.21,,332.41,349.93,354.66,352.55,366.26,371.62,369.36,371.50,359.29,349.83,351.13,355.70,,,,,,,,,,,,,290.59,,,,,,291.47,,319.12,,,,,,,,,,268.19,267.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.12,252.36,239.12,,235.96,334.05,358.07,389.92,L7
2009-04-13 22:17:18+00:00,271.46,274.53,273.97,276.30,282.54,286.03,,,,,,,,,,330.25,325.11,332.34,342.18,340.37,349.27,349.57,360.96,359.99,366.46,365.80,369.05,373.15,375.53,365.31,363.84,366.76,363.65,365.33,371.28,363.12,364.65,361.13,359.99,363.93,363.20,361.87,362.77,358.71,357.83,357.64,356.09,357.31,350.94,349.79,346.72,348.95,355.25,358.98,353.11,359.04,357.86,359.33,353.93,359.19,349.62,357.13,358.62,353.37,349.11,346.09,342.30,343.49,335.86,336.19,331.82,332.68,340.77,342.96,340.20,334.45,339.93,341.75,341.24,347.69,345.44,354.98,365.37,362.48,358.36,353.58,345.47,336.38,,,292.91,294.61,290.34,286.99,281.67,291.06,270.84,268.50,,324.44,343.25,351.77,343.50,361.51,374.05,382.75,375.94,362.90,,,,,,,,,,297.97,294.23,299.89,293.06,,,289.72,,,,,,278.16,,355.10,,,,,,,,,,,,,,,,319.12,327.90,,295.90,284.98,293.00,297.39,,289.08,281.69,279.95,285.42,284.91,288.07,285.77,277.44,281.51,283.87,287.03,284.31,293.98,287.37,,298.39,,,,,,,,,,,,,,409.84,L7
2009-05-15 22:17:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.72,,,,,,,,385.08,,,,,,,,,,,,,267.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-07-25 22:23:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.59,L7
2009-09-04 22:17:08+00:00,271.84,275.36,277.95,276.77,282.47,287.10,292.48,297.12,307.58,319.32,324.04,338.67,340.25,338.50,346.18,343.03,350.81,355.86,357.47,366.50,365.93,373.15,378.96,374.46,382.44,379.31,383.01,384.74,379.81,378.41,381.37,376.22,375.50,372.84,374.78,375.25,377.62,381.44,380.50,368.49,364.82,362.02,369.75,384.23,393.16,380.35,375.62,374.23,375.47,375.81,379.09,376.85,379.97,378.72,373.23,369.17,365.65,366.21,363.02,368.22,366.64,369.25,370.36,372.94,366.10,361.09,365.86,361.06,360.04,355.17,353.38,351.37,346.75,343.95,357.91,368.30,363.95,375.28,376.26,380.75,384.97,396.74,389.14,390.30,380.89,375.58,365.51,,,,,,312.69,316.37,306.66,305.32,300.17,302.54,,357.51,380.30,378.76,379.07,397.98,392.32,386.05,384.12,381.56,,,353.17,359.95,,359.39,360.02,,,,,,309.98,371.21,366.96,,,,,,,304.36,,365.37,370.90,361.92,351.82,356.55,359.11,367.59,,363.81,,,,358.58,356.77,358.64,,343.31,335.92,,311.98,305.10,311.08,304.17,295.28,322.34,304.15,294.20,300.08,309.45,300.41,303.11,290.87,294.31,294.81,296.01,304.65,312.76,304.47,298.96,312.54,285.14,,284.32,,,258.51,260.51,257.49,252.85,,252.68,,,,L7
2009-10-22 22:17:14+00:00,276.18,277.16,276.73,279.03,283.78,294.48,298.92,298.24,303.97,300.39,310.10,316.96,322.67,325.27,326.04,330.64,327.19,335.10,342.04,342.50,350.38,356.74,361.40,363.59,368.18,364.43,368.28,380.22,372.08,356.33,350.74,367.12,377.14,366.40,365.09,371.01,368.83,366.37,369.05,367.78,372.34,371.18,373.27,365.42,368.07,367.12,365.09,363.56,358.43,360.50,359.61,356.75,354.78,355.93,357.41,361.11,365.64,366.52,363.99,362.50,360.57,367.76,364.88,361.97,360.69,359.61,359.74,352.06,349.29,343.49,342.37,336.08,345.17,346.23,347.14,348.01,348.32,351.60,363.24,379.17,385.12,392.50,395.10,386.96,367.58,368.31,364.05,354.20,348.60,343.77,341.33,342.32,350.53,349.18,345.22,345.12,345.42,351.10,345.35,348.82,350.26,353.83,362.80,382.72,382.46,379.78,374.97,363.18,363.14,353.69,352.88,354.03,361.82,364.05,364.49,363.20,369.30,366.93,376.80,381.98,384.88,378.52,383.28,387.03,386.96,386.89,381.47,375.28,375.26,372.40,367.04,368.01,369.14,362.48,360.93,366.49,368.72,362.42,367.41,353.40,360.38,348.87,352.81,359.38,351.72,353.06,351.21,347.48,342.93,344.61,338.97,330.14,331.05,327.78,321.66,336.06,316.13,301.57,301.47,304.64,307.44,308.94,300.52,308.37,310.41,321.07,318.41,315.48,,363.39,358.20,356.94,357.14,360.69,355.05,355.90,348.42,343.85,343.20,342.80,350.02,345.14,340.81,353.68,418.46,L7
2009-11-07 22:17:29+00:00,,,276.23,279.77,279.10,289.12,293.07,299.50,296.01,296.40,313.62,312.54,317.63,316.79,314.33,330.00,326.05,327.71,339.01,338.42,345.93,353.25,360.46,362.90,369.81,359.28,360.27,375.44,382.76,372.66,364.10,366.72,365.96,368.05,361.41,369.94,364.43,362.20,367.55,368.82,369.56,372.60,373.41,369.23,369.77,365.00,366.45,365.92,357.69,357.78,358.72,358.54,356.84,357.11,354.74,358.70,350.20,355.42,347.74,344.97,336.34,354.25,352.21,352.59,350.61,351.74,340.66,336.23,335.41,334.35,331.07,322.45,323.11,327.90,335.19,345.28,351.12,353.94,354.08,363.72,359.91,386.46,384.77,376.04,365.15,356.97,346.45,343.37,340.81,335.25,332.99,337.79,342.01,344.63,344.65,338.50,336.76,339.84,333.28,335.62,338.40,342.92,367.22,377.20,378.19,376.96,369.16,359.12,367.91,348.04,337.01,349.06,359.53,367.25,360.27,363.85,368.07,365.00,362.79,371.26,369.81,369.69,374.29,380.09,373.91,376.90,376.47,370.72,370.54,362.71,361.37,360.11,360.58,359.28,355.90,365.51,365.90,368.14,367.33,356.24,360.78,354.23,350.34,355.16,353.31,350.84,361.67,344.30,348.21,347.41,345.66,343.03,340.48,345.80,337.84,337.47,326.70,311.92,304.90,309.02,309.37,330.10,345.80,339.84,330.83,351.46,342.18,356.39,353.71,368.12,362.41,359.98,361.64,364.72,355.11,348.82,343.51,341.29,336.15,339.39,343.40,339.72,333.38,343.33,405.39,L7
2009-11-30 22:23:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.14,319.65,339.29,340.85,340.46,340.76,333.47,336.54,347.25,349.26,340.75,344.79,351.97,362.63,351.44,347.27,349.70,353.56,347.35,352.64,362.21,370.58,376.75,413.23,L7
2009-12-09 22:17:51+00:00,273.60,271.58,282.54,281.74,281.72,284.63,292.07,294.06,298.75,310.16,315.56,321.64,328.66,335.52,334.99,342.80,336.83,330.86,336.75,337.30,356.44,360.53,365.25,366.08,365.84,367.06,371.15,377.76,376.76,377.33,370.20,371.49,368.57,367.87,362.62,377.94,369.05,363.16,368.43,366.11,362.16,369.86,367.66,365.71,368.21,370.57,369.27,366.45,367.97,357.05,353.15,364.08,356.85,363.69,368.59,369.15,360.73,360.74,353.19,353.97,363.92,370.49,367.92,360.80,359.53,360.04,352.80,350.89,347.34,342.67,345.84,345.62,344.21,347.20,350.86,353.91,356.78,354.41,367.83,370.92,374.57,385.97,386.13,383.47,375.41,366.03,352.43,346.96,350.46,350.35,339.17,337.55,343.65,348.94,348.07,351.80,346.76,345.57,337.92,338.66,349.55,361.86,373.19,380.48,,,,,,,,,,,359.41,365.63,365.86,365.84,373.25,374.58,372.12,366.21,373.37,377.91,376.78,377.88,376.24,377.44,377.15,371.00,361.23,360.03,360.78,362.42,356.22,362.83,363.32,360.85,363.31,354.18,357.24,346.40,348.82,344.32,353.67,,,,,,336.94,,,,,,,,,,,,,,,,,,,,,,,,,355.43,347.17,338.29,331.39,341.01,339.75,337.39,342.19,355.94,403.44,L7
2010-09-14 22:25:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.93,374.82,360.99,365.31,368.99,357.17,369.93,352.61,361.45,358.04,,294.43,311.01,315.38,,324.37,313.53,318.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-10-25 22:19:27+00:00,271.30,276.61,273.94,274.29,277.88,275.32,282.01,282.23,280.60,289.53,301.07,310.63,316.90,323.26,321.79,331.49,322.47,327.92,323.95,325.84,337.11,,340.38,344.06,331.82,335.46,352.04,365.05,358.98,360.06,355.05,353.45,352.48,353.83,351.30,345.31,341.56,343.54,348.20,356.65,356.07,357.07,358.02,358.38,360.36,362.37,361.41,364.84,359.04,356.43,352.84,350.88,348.68,348.54,346.73,343.92,338.04,352.12,353.69,351.59,352.95,350.89,352.62,356.10,352.39,345.27,342.33,330.53,335.38,334.55,332.69,332.08,340.87,337.84,343.17,341.71,345.68,350.36,357.54,357.99,366.85,371.68,373.53,365.06,,,326.74,,,329.56,324.81,326.39,334.80,342.34,336.30,335.49,334.39,330.86,327.51,329.87,338.08,353.28,361.05,362.93,372.14,375.32,365.56,359.25,351.56,344.43,343.81,357.21,354.14,349.23,344.89,338.80,349.16,349.66,352.69,366.84,363.31,358.08,365.05,366.39,365.69,368.03,360.61,360.73,358.40,360.81,350.24,,,,,,,,,,,,,,,,,,337.82,333.72,326.94,316.59,320.04,312.81,299.89,313.28,299.70,293.30,293.53,303.70,300.01,301.14,292.84,298.13,299.39,301.28,306.75,311.60,306.01,337.60,337.50,,,,,332.62,327.84,330.89,317.84,327.38,335.50,333.73,334.45,352.10,,L7
2010-11-02 22:16:48+00:00,274.07,278.55,278.69,276.47,279.16,273.31,282.17,288.55,294.27,310.22,319.26,333.59,336.05,333.00,332.47,328.91,336.05,339.88,336.63,336.00,331.85,,313.51,,341.99,352.35,358.49,358.54,360.02,357.39,360.49,360.14,355.24,353.48,349.58,344.01,353.47,355.85,353.80,351.18,352.83,354.44,352.74,358.01,356.51,355.69,355.45,355.34,357.04,352.40,357.04,359.07,362.58,359.02,357.70,350.86,343.33,344.88,351.58,354.82,355.99,352.56,353.12,357.24,360.69,357.05,353.14,352.36,347.73,345.08,339.88,341.10,335.79,335.02,347.39,349.40,347.01,357.13,355.50,361.89,368.96,355.33,363.58,364.35,353.77,351.89,353.28,351.08,333.45,333.21,318.60,318.77,315.69,313.53,312.10,312.18,317.07,311.49,316.31,309.90,336.59,371.55,357.42,354.88,365.49,362.67,366.02,358.66,345.40,334.45,326.07,337.04,343.28,338.88,,,,,,,,,,,,,,,,,,,,,,,,,,354.65,340.14,342.49,341.73,343.05,348.03,345.81,340.56,343.74,345.34,333.16,323.00,330.12,323.05,313.30,312.88,316.78,312.85,312.90,309.60,311.82,306.11,311.80,303.33,312.13,317.30,319.27,322.06,322.76,316.48,312.40,323.18,310.59,325.55,332.35,338.39,347.23,,,,,,,,,,L5
