dates,satname,nzd0078-0000,nzd0078-0001,nzd0078-0002,nzd0078-0003,nzd0078-0004,nzd0078-0005,nzd0078-0006
1999-08-26 22:04:44+00:00,L7,338.67,343.54,346.63,337.06,345.69,343.86,338.62
1999-09-27 22:04:48+00:00,L7,333.39,334.89,336.40,325.76,333.03,329.82,328.27
1999-11-14 22:04:42+00:00,L7,331.83,334.00,341.07,333.04,333.60,328.98,331.74
2000-01-01 22:04:37+00:00,L7,339.51,336.12,346.95,334.98,338.10,337.46,334.55
2000-05-24 22:03:46+00:00,L7,333.31,338.08,343.18,338.10,337.81,346.21,338.51
2000-07-11 22:03:17+00:00,L7,337.95,340.66,351.01,340.39,344.43,348.50,341.32
2000-08-12 22:02:54+00:00,L7,336.30,342.66,350.77,338.85,343.05,346.72,333.53
2000-09-13 22:02:26+00:00,L7,329.25,331.21,342.62,335.40,326.60,326.94,329.51
2000-10-15 22:01:56+00:00,L7,329.91,330.12,336.32,328.08,319.64,322.03,321.99
2001-01-03 22:02:12+00:00,L7,338.10,335.21,341.90,336.32,341.97,333.58,334.34
2001-05-11 22:01:45+00:00,L7,348.04,329.63,326.49,324.22,321.76,321.63,315.90
2001-06-12 22:01:24+00:00,L7,331.67,333.72,337.93,332.93,334.99,331.91,331.63
2001-08-15 22:00:38+00:00,L7,340.72,344.88,354.09,347.78,346.50,347.12,342.82
2001-12-05 22:00:18+00:00,L7,312.44,312.72,319.52,322.63,329.51,317.86,327.38
2001-12-21 22:00:29+00:00,L7,321.12,316.63,333.46,329.33,329.97,332.38,329.24
2002-01-06 22:00:31+00:00,L7,343.70,336.78,342.42,336.51,333.05,323.44,325.78
2002-01-22 22:00:40+00:00,L7,342.90,344.00,351.26,348.15,346.07,348.02,339.50
2002-03-27 22:00:37+00:00,L7,333.60,330.70,334.22,330.69,334.28,330.60,329.73
2002-04-28 22:00:38+00:00,L7,317.41,318.53,317.51,315.95,323.83,324.64,332.63
2002-06-15 22:00:19+00:00,L7,328.71,330.82,,332.49,332.78,324.26,326.78
2002-07-01 22:00:15+00:00,L7,344.65,337.84,,340.56,340.67,342.50,332.47
2002-07-17 22:00:08+00:00,L7,349.94,345.65,354.26,346.11,346.69,348.57,343.47
2002-08-18 21:59:57+00:00,L7,339.36,345.38,348.70,351.56,352.94,349.78,348.47
2003-02-10 22:00:29+00:00,L7,351.32,343.11,350.78,348.26,349.86,349.03,340.52
2003-07-28 21:48:28+00:00,L5,331.90,332.92,335.67,331.82,341.20,342.14,347.03
2003-08-05 22:00:11+00:00,L7,341.89,344.64,356.28,346.32,346.22,345.57,342.74
2003-08-29 21:49:02+00:00,L5,338.10,336.27,343.83,339.34,341.50,338.00,333.08
2003-09-14 21:49:18+00:00,L5,344.69,342.82,344.93,339.21,340.68,334.52,334.08
2003-11-09 22:00:18+00:00,L7,335.30,338.13,341.85,332.91,334.07,336.98,330.79
2003-11-25 22:00:29+00:00,L7,317.94,,,316.10,318.91,314.14,323.29
2003-12-19 21:50:27+00:00,L5,339.04,339.51,348.55,345.67,347.92,349.94,349.01
2004-02-21 21:50:47+00:00,L5,333.35,339.60,349.29,349.65,342.54,343.95,334.80
2004-05-03 22:00:59+00:00,L7,,339.63,343.77,333.94,335.05,336.81,325.82
2004-06-12 21:53:11+00:00,L5,364.21,363.76,360.08,360.45,358.67,363.74,371.43
2004-06-20 22:00:50+00:00,L7,341.41,337.68,,342.32,344.90,343.44,337.69
2004-07-06 22:00:48+00:00,L7,333.85,331.21,338.42,332.42,334.00,333.92,342.21
2004-07-30 21:54:28+00:00,L5,353.63,350.32,355.07,349.43,345.13,347.18,344.96
2004-08-07 22:00:37+00:00,L7,341.67,345.41,352.79,348.05,,,
2004-09-16 21:55:41+00:00,L5,351.08,345.22,352.18,337.90,346.78,349.45,346.37
2004-11-11 22:00:45+00:00,L7,,323.39,329.98,324.24,328.97,335.72,328.65
2004-11-19 21:56:55+00:00,L5,354.74,347.91,354.79,347.01,351.49,357.17,364.92
2005-01-14 22:01:13+00:00,L7,332.98,328.02,333.09,328.42,327.23,337.78,328.88
2005-02-15 22:01:25+00:00,L7,,,343.22,334.47,339.32,339.68,334.49
2005-02-23 21:58:31+00:00,L5,344.18,339.86,350.90,340.01,342.88,343.46,342.13
2005-03-03 22:01:30+00:00,L7,344.74,343.34,,,341.66,344.89,344.66
