dates,nzd0078-0000,nzd0078-0001,nzd0078-0002,nzd0078-0003,nzd0078-0004,nzd0078-0005,nzd0078-0006,satname
1999-08-26 22:04:44+00:00,338.97,343.83,346.98,337.36,345.94,344.16,339.08,L7
1999-09-27 22:04:48+00:00,340.88,343.83,347.22,336.26,343.40,341.69,340.90,L7
1999-11-14 22:04:42+00:00,339.16,341.79,346.70,336.49,341.22,338.75,339.85,L7
2000-01-01 22:04:37+00:00,337.90,339.09,345.18,334.76,339.31,337.08,336.45,L7
2000-05-24 22:03:46+00:00,334.81,335.58,343.19,334.94,336.62,340.24,334.06,L7
2000-07-11 22:03:17+00:00,332.88,336.75,343.86,336.50,338.82,344.61,335.68,L7
2000-08-12 22:02:54+00:00,332.42,337.20,344.28,335.68,338.90,343.71,332.50,L7
2000-09-13 22:02:26+00:00,332.00,336.06,344.31,335.99,336.14,339.89,332.33,L7
2000-10-15 22:01:56+00:00,333.34,336.55,344.78,336.16,334.30,338.08,332.97,L7
2001-01-03 22:02:12+00:00,333.48,335.19,343.56,334.99,334.45,334.73,330.88,L7
2001-05-11 22:01:45+00:00,345.62,334.85,337.20,332.82,333.99,330.15,329.05,L7
2001-06-12 22:01:24+00:00,341.34,334.82,337.87,333.22,334.63,331.11,330.47,L7
2001-08-15 22:00:38+00:00,339.91,335.86,339.23,334.74,334.22,333.32,329.76,L7
2001-12-05 22:00:18+00:00,328.44,330.60,337.38,334.61,337.14,332.46,334.20,L7
2001-12-21 22:00:29+00:00,325.39,325.35,336.44,333.88,335.85,333.09,334.12,L7
2002-01-06 22:00:31+00:00,329.44,327.70,337.31,334.01,334.72,330.15,331.23,L7
2002-01-22 22:00:40+00:00,331.74,330.58,339.63,336.44,336.65,333.32,332.27,L7
2002-03-27 22:00:37+00:00,331.87,329.23,337.49,334.58,335.51,331.58,332.05,L7
2002-04-28 22:00:38+00:00,330.84,328.77,335.79,332.86,334.71,331.81,334.28,L7
2002-06-15 22:00:19+00:00,333.19,331.43,337.11,334.14,334.95,332.51,333.61,L7
2002-07-01 22:00:15+00:00,336.74,334.62,337.29,335.64,336.43,333.83,333.58,L7
2002-07-17 22:00:08+00:00,337.57,335.89,339.87,337.03,338.53,337.80,336.20,L7
2002-08-18 21:59:57+00:00,335.94,335.14,337.40,336.56,338.81,337.06,336.10,L7
2003-02-10 22:00:29+00:00,340.09,339.25,343.56,344.66,347.02,344.15,336.42,L7
2003-07-28 21:48:28+00:00,340.31,336.77,341.69,338.74,344.44,344.28,341.77,L5
2003-08-05 22:00:11+00:00,340.04,338.63,345.62,340.47,344.37,343.91,340.87,L7
2003-08-29 21:49:02+00:00,339.06,339.62,347.34,340.93,344.45,343.67,343.67,L5
2003-09-14 21:49:18+00:00,342.39,342.25,349.00,342.42,345.11,343.31,344.24,L5
2003-11-09 22:00:18+00:00,341.92,342.33,348.68,341.46,343.69,342.98,342.99,L7
2003-11-25 22:00:29+00:00,339.57,342.33,348.68,338.88,340.93,339.82,342.25,L7
2003-12-19 21:50:27+00:00,338.47,340.71,347.25,338.82,341.07,340.24,341.63,L5
2004-02-21 21:50:47+00:00,340.12,343.53,350.96,342.53,342.09,341.64,342.46,L5
2004-05-03 22:00:59+00:00,335.56,340.17,347.04,338.43,338.02,339.14,337.02,L7
2004-06-12 21:53:11+00:00,343.70,343.67,348.01,345.38,344.34,346.56,342.11,L5
2004-06-20 22:00:50+00:00,348.72,346.24,350.65,347.71,346.23,348.11,344.17,L7
2004-07-06 22:00:48+00:00,346.78,344.59,349.68,346.08,344.97,346.69,345.96,L7
2004-07-30 21:54:28+00:00,347.37,344.92,349.84,345.98,344.45,346.12,344.79,L5
2004-08-07 22:00:37+00:00,346.32,344.91,350.21,346.19,344.45,346.12,344.79,L7
2004-09-16 21:55:41+00:00,348.97,345.47,350.34,344.26,344.91,346.74,346.26,L5
2004-11-11 22:00:45+00:00,348.97,343.33,348.30,343.06,344.08,346.78,347.06,L7
2004-11-19 21:56:55+00:00,349.56,343.70,348.94,343.34,344.93,348.02,349.24,L5
2005-01-14 22:01:13+00:00,349.02,341.57,348.20,340.78,341.62,347.50,345.89,L7
2005-02-15 22:01:25+00:00,351.43,339.49,346.21,337.43,341.27,346.98,345.31,L7
