,dates,nzd0225-0000,nzd0225-0001,nzd0225-0002,nzd0225-0003,nzd0225-0004,nzd0225-0005,nzd0225-0006,nzd0225-0007,nzd0225-0008,nzd0225-0009,nzd0225-0010,nzd0225-0011,nzd0225-0012,nzd0225-0013,nzd0225-0014,nzd0225-0015,nzd0225-0016,nzd0225-0017,nzd0225-0018,nzd0225-0019,nzd0225-0020,nzd0225-0021,nzd0225-0022,nzd0225-0023,nzd0225-0024,nzd0225-0025
0,1999-10-06 21:59:04+00:00,,,,,337.95344660172714,310.1523083828254,,,161.2122802258653,156.96076077747134,167.59253511389738,162.7642531431607,163.41141738907368,156.3409322451967,152.09784705907296,159.15905593432035,157.85675010262742,151.22633497240673,139.53430220162062,138.8409080014297,136.81729470479428,131.0468877382226,125.15507235025832,122.60345005009098,114.90755318274164,114.40305526957785
1,1999-12-25 21:58:52+00:00,,,,346.83054423821864,332.6498849569944,309.57278841002926,257.0592671493732,,179.71395833609648,166.8649181338307,160.60300382304243,164.6456171070204,173.54136124870058,178.30562082269722,174.109777724883,166.052767884887,161.2323364476814,152.26826831906664,142.76648104495055,141.71511997972107,143.8203597499255,137.41125120239388,133.04352746386598,124.59979233977188,124.65791202528035,128.23997412787054
2,2000-01-10 21:58:52+00:00,,,,,333.9245016457987,317.25740184752857,295.1583334657779,254.39829116254023,198.0647385846838,181.79051204054798,181.87648037131814,177.73158273333502,193.56331667974052,194.07048739532777,194.25363164467447,185.47227826669902,186.20669592217035,180.54356410661535,170.73999660964324,165.482020965034,155.66667260429688,144.79126240759138,138.59637914098883,138.17991989436229,138.2806681612272,141.71053308946352
3,2000-02-27 21:58:40+00:00,,,,346.16838551540354,339.58169238776236,328.2127404832404,317.1214851076761,291.24858544582946,,233.58367684830048,199.98485402856073,211.86624607717016,,229.68029537383197,215.5756750578505,205.7262449593056,208.10260860607505,198.4797882256256,190.5675849300676,183.10066285206054,171.70025806067684,162.2458096543935,169.29548165505878,171.2069734731981,165.49525069679856,156.50306810823437
4,2000-03-30 21:58:33+00:00,,,,304.82645881010217,296.41622043354187,301.9505385209362,301.08272011972076,268.7699893888297,,216.71697455466008,194.8164186035393,201.2674177619892,222.69420742677636,223.49599928113258,213.29732248404633,203.1156939813054,196.9970758187111,191.58524362827677,178.9628105078605,170.83663306240322,163.8804229906075,159.8269149887567,160.7237092334269,165.80748723479144,159.60605574310375,154.4965555173047
5,2000-07-04 21:57:38+00:00,,259.132368027514,254.07420183526312,251.17681925269108,247.59322716849687,245.7738964104126,,,192.8506418392259,179.40616092171342,160.17051208033914,160.0045966793619,167.4376398678969,176.39690499855575,176.44803818940443,173.46976140302255,166.76097049561957,155.36132836663552,,154.58399842813373,,132.1132191510584,,116.1092702854501,110.43886615305658,87.11212460460727
6,2000-08-05 21:57:08+00:00,,274.4675635277781,273.9934959404618,272.46657945662207,268.4423721219143,267.93000786064715,267.86709478657656,257.2926264362534,269.00252176003227,234.21392851884667,199.2268404377709,186.355363980091,192.05320914662082,201.61816342751098,203.98493722277834,187.82964532478516,194.25894179711537,202.7469697937031,,179.10609090183627,170.64870415332143,149.82733615124747,145.43774668703603,124.83339471221274,120.54000182030998,117.08131682647318
7,2000-08-21 21:57:02+00:00,,264.8100067503002,257.48719219948447,253.11364237537657,257.9810954209983,257.9514397946586,264.63186845211374,271.8859384138344,254.74155456961972,,,,,,,,,,,,,,,,,
8,2000-09-22 21:56:29+00:00,,,,,,,279.1383911532755,248.00023383358854,252.89698329197256,227.18449154232883,220.2739692122303,215.95528937854763,197.09539480581302,198.68320261284657,204.80650465286888,198.139295188385,199.19114860406899,192.57492240782062,176.07126869838402,168.72638652106573,162.06883308691755,154.80563840561572,147.19104938361838,146.48282195862546,137.35769612832465,134.15621000961957
9,2001-03-01 21:56:21+00:00,255.44749024001828,229.9541692613319,,,261.8211104372423,232.2919352829834,,221.2976998923569,232.78075000456715,250.60247183158415,253.10256665520706,244.64315818586635,,,230.2161173026126,209.8861546418128,214.24576187179298,219.38331940260557,208.36438213913652,198.85841875259314,167.8310943316047,171.88282817090624,162.07674629528412,156.68691936555632,139.44508357389023,143.4100036803519
