,dates,nzd0225-0000,nzd0225-0001,nzd0225-0002,nzd0225-0003,nzd0225-0004,nzd0225-0005,nzd0225-0006,nzd0225-0007,nzd0225-0008,nzd0225-0009,nzd0225-0010,nzd0225-0011,nzd0225-0012,nzd0225-0013,nzd0225-0014,nzd0225-0015,nzd0225-0016,nzd0225-0017,nzd0225-0018,nzd0225-0019,nzd0225-0020,nzd0225-0021,nzd0225-0022,nzd0225-0023,nzd0225-0024,nzd0225-0025
0,1999-10-06 21:59:04+00:00,,,,,354.7412252416466,319.19188149662824,,,172.96372527380893,171.65006708740088,180.6496962782792,177.45355945309024,174.09454925084063,167.02406410696366,162.7809789208399,169.8421877960873,167.6496209759138,162.97778002035037,154.22360851155017,151.89806916581153,147.50042656656123,141.73001959998956,134.19464546406113,131.6430231638938,124.700424056028,125.08618713134479
1,1999-12-25 21:58:52+00:00,,,,367.8951249728335,353.7144656916093,320.9152549594373,270.4640003441282,,194.4591648503269,185.29642627661875,176.9865666166318,183.07712524980843,186.9460944434555,191.71035401745215,187.51451091963793,179.45750107964193,173.52000854287343,167.01347483329707,161.19798918773859,158.09868277331043,157.22509294468043,150.8159843971488,144.385994013274,135.9422588891799,136.94558412047238,141.64470732262546
2,2000-01-10 21:58:52+00:00,,,,,346.3595631176512,323.95320417852605,303.07155440241127,265.2789699504111,206.7692816149805,192.67119082841887,191.5481948494256,188.6122615212059,201.4765376163739,201.98370833196114,202.16685258130784,193.3854992033324,193.46048178075094,189.24810713691207,181.62067539751413,175.15373544314147,163.57989354093024,152.70448334422474,145.2921814719863,144.87572222535977,145.53445401980778,149.6237540260969
3,2000-02-27 21:58:40+00:00,,,,328.2380692766411,321.65137614899993,318.5579548162145,305.7112838648273,275.5595587369123,,217.89465013938337,186.0390525095233,196.17721936825305,,218.27009413098315,204.1654738150017,194.3160437164568,197.64325746679697,185.92856685849193,174.87855822115048,169.1548613330231,160.29005681782803,150.83560841154468,159.64069598803286,161.55218780617218,155.03589955752048,145.09286686538556
4,2000-03-30 21:58:33+00:00,,,,301.1294837300389,292.7192453534786,299.95985963167135,298.73009961422594,265.5351361937743,,213.4821213596047,191.94099354126783,198.03256456693381,220.34158692128153,221.14337877563776,210.9447019785515,200.7630734758106,194.8405070220075,188.99736107223245,175.7279573128051,167.96120800013176,161.5278024851127,157.47429448326187,158.73303034416205,163.8168083455266,157.44948694640016,152.14393501180987
5,2000-07-04 21:57:38+00:00,,271.30924742134056,267.77319115331795,266.83280704475374,263.2492149605595,254.2040436830617,,,203.80983329366975,193.10515023976825,172.34739147416565,173.70358599741672,177.40054119011862,186.35980632077747,186.41093951162614,183.43266272524426,175.89363004098948,166.3205198210794,,166.76087782196024,,142.0761204732801,,124.53941755809922,119.57152569842647,97.07502592682897
6,2000-08-05 21:57:08+00:00,,258.3042021084445,255.80971434371145,251.6851147746217,247.6609074399139,256.7399884164931,254.6425263525763,239.10884483950304,254.455496482632,216.03014692209632,183.06347901843728,168.17158238334065,178.82864071262057,188.39359499351073,190.7603687887781,174.60507689078491,182.13642073261514,188.19994451630282,,162.94272948250264,157.42413571932119,136.60276771724722,134.24772724288198,113.64337526805868,108.41748075580975,103.85674839247294
7,2000-08-21 21:57:02+00:00,,249.52675967542666,240.29353924025173,233.4637532791106,238.33120632473234,247.3707302812846,252.12739357267176,254.6922854546017,240.98663220223355,,,,,,,,,,,,,,,,,
8,2000-09-22 21:56:29+00:00,,,,,,,265.59007738746135,229.3713024055941,237.99383814957702,208.55556011433438,203.71491905401302,197.3263579505532,183.5470810399989,185.13488884703244,191.25819088705475,184.59098142257088,186.77186098540602,177.67177726542508,157.44233727038957,152.16733636284846,148.52051932110342,141.2573246398016,135.72709158177565,135.01886415678274,124.93840850966168,120.60789624380543
9,2001-03-01 21:56:21+00:00,243.61778601138377,218.1244650326974,,,246.6114907147122,224.1021400477749,,207.98928263514307,222.1340161987961,237.29405457437034,241.27286242657254,231.33474092865254,,,220.53726838827527,200.20730572747547,205.3734837003171,208.73658559683452,195.0559648819227,187.02871452395863,158.15224541726738,162.2039792565689,153.88695106007563,148.49712413034783,130.57280540241436,133.73115476601458
