,dates,usa_CA_0126-0000,usa_CA_0126-0001,usa_CA_0126-0002,usa_CA_0126-0003,usa_CA_0126-0004,usa_CA_0126-0005,usa_CA_0126-0006,usa_CA_0126-0007,usa_CA_0126-0008,usa_CA_0126-0009,usa_CA_0126-0010,usa_CA_0126-0011,usa_CA_0126-0012,usa_CA_0126-0013,usa_CA_0126-0014,usa_CA_0126-0015,usa_CA_0126-0016,usa_CA_0126-0017
0,1984-04-18 18:01:41+00:00,196.61703460223572,200.34574145242212,208.09758550057833,200.71901940891138,183.76298877131472,178.2028916787183,173.53752044371083,156.87092782916105,169.88625749688305,206.09048465767714,200.02846511537624,187.24087576748386,193.11037904988657,191.13261555176987,173.1228435735286,166.56834977834004,161.77201235998902,155.71321727611348
1,1984-05-04 18:01:45+00:00,201.29211362564482,203.85144000910134,206.6410418298354,200.3510548567943,187.31657283572798,172.79333813386216,167.49041047967225,158.20543378452226,169.76048767656758,213.66823629405653,207.41262435467294,198.701459509184,194.459646121561,192.10945450158567,174.5010910779308,166.9660555713772,162.7999948805218,157.51504467251712
2,1984-05-11 18:08:11+00:00,186.81267386312084,192.96966125516514,194.8672974169226,194.18205864634936,177.62217759947825,169.46734205188667,161.48729535379786,149.9271190887605,155.82886451310995,198.52976413279706,197.34426858455618,184.4481310181478,185.2511503957247,185.9318325484707,167.2079499687605,165.1619492895103,162.50337460025216,148.34695269337794
3,1984-05-20 18:02:16+00:00,192.72599853508714,196.74064620825652,202.91055394637266,204.34885152677543,182.01429003471222,176.8060371334085,170.76310173966255,155.77806107173043,170.78579896501228,209.40591947355452,195.1035356277024,183.89745112408357,184.09820573450142,186.0823288500579,169.47791424951905,160.24507934670007,154.71198533921145,154.05187213816765
4,1984-06-05 18:02:38+00:00,188.70978068248,194.24481065512128,201.8621616018876,194.72331344145564,178.0358351694467,169.15629219256084,168.89018483117812,161.0614942848492,174.61442602389093,208.97694308368688,192.48210763201357,180.1499954787415,183.76413042069876,189.33346416431215,168.83033956255454,161.95999140708568,153.67038216159577,156.9114395861537
5,1984-06-21 18:02:54+00:00,194.15360884356642,204.91008491665616,208.72979644187467,198.64639036407988,183.9379180017397,173.44249232256817,176.5513061323404,166.09056269530868,177.38739684885542,209.4981530030796,200.5428896370227,190.18947757942757,186.94849514907767,181.8553107170633,165.10222642958217,157.02219859216737,149.87269439073202,147.6851573860505
6,1984-10-27 18:04:31+00:00,210.17206414843787,216.24743881918056,217.7057576728513,211.19989787733067,203.60685764979212,186.7378637517741,184.87130367014922,178.12180681448544,177.32659601954504,212.67149647969097,209.49085780716075,201.54150155254297,200.85107878239293,201.9988694005048,184.32071582379277,175.94521377543262,169.73874904082547,164.37146102209124
7,1984-11-19 18:10:33+00:00,191.71596672214744,204.13367060417042,208.15276205104888,202.77035552043714,186.99882779698035,173.96678908658726,166.9092894593454,141.52462583926427,151.23654395866492,199.73804907787797,192.5882485961781,179.60038058062133,181.42893284108666,182.68714037697356,165.97202581825837,161.75542121595433,156.15748588675348,155.96780867979498
8,1984-11-28 18:04:24+00:00,187.00091389117472,193.43831501322867,199.4748593459331,194.7747119339915,177.14129032609165,167.7602936385014,162.0579611045643,148.6837967275137,,219.76300619453818,197.74782559022577,187.24182117332646,186.61015784470456,185.78197416455393,166.1171573206484,159.83788122393193,153.18963325619518,150.76169242716878
9,1984-12-14 18:04:35+00:00,192.44198790318677,194.47502208096515,204.66035910422423,201.96420142239674,181.8163475987247,170.5013411114969,167.23140243075244,147.09498114487687,152.2866987395969,207.58607206571503,200.81406091586854,188.7509768885775,191.83985098319988,194.20365129173285,176.8876571865476,167.13036850365754,154.40115185274223,151.75796270022838
10,1984-12-30 18:04:44+00:00,199.72765377474136,198.67948862148864,203.24559162747,198.62954538547473,191.3052838318339,170.9237676945711,170.43598710978372,155.08375286764627,166.86740897480047,212.64759703684325,203.37815487235324,198.88685441492032,198.25518339499092,195.57184643069502,175.65822650425366,166.87468885191333,164.50143558478004,158.55628752278642
11,1985-01-15 18:04:51+00:00,187.50516471024585,194.4861919630848,201.13427565219317,199.90082190452392,181.8664037130581,172.61330366460874,168.90739277449472,150.8836544573475,161.01965082843031,195.5081157246128,193.13918039188658,183.92462514256792,185.595057877475,186.81015964210962,168.30823648107534,161.71127720685513,152.83441022957265,149.6125117788043
12,1985-01-22 18:11:04+00:00,180.09630101339226,191.0541622935575,199.05208708265718,190.71396139204015,178.8980874792145,162.66727134540957,157.99467391717656,,149.57938581519147,208.51701989490724,200.26805675551304,180.9806721314461,185.74163924548864,188.94742962852874,168.94075102789833,159.5363146230018,148.58441875900348,147.11437883337206
13,1985-01-31 18:04:55+00:00,195.31394296435712,198.06630405022418,209.8704782533609,203.68330360765745,187.57299770151658,179.28067410694408,175.46755603167318,152.5293887287365,164.2598986720369,202.5075676259297,199.89039765596934,190.25479664502623,189.72661221693403,192.00639624591068,174.35835977339187,164.50878640322077,154.18535407078434,154.85440004233317
14,1985-03-20 18:04:55+00:00,180.52378012641333,189.49854887964378,202.4467607321681,183.77499627583944,174.48926752660904,170.63907765198303,165.00888801089025,154.81719484921487,158.2230075026326,205.30105890373028,201.23307188957725,191.5911282064622,180.39309832442552,178.37611689615437,163.04147917479492,155.2078839102279,143.8446755098922,145.61834713746947
15,1985-06-08 18:04:37+00:00,204.83704955325692,212.4457650429916,210.42598748739474,212.5388238177571,195.07368059679416,177.47922596827212,177.93075767574518,167.3862361466984,175.6240671814743,208.89421702101603,211.29288831464373,197.75031879051605,202.4284879485928,199.61562253247607,181.3294920134987,173.47315970760337,166.06951656944474,167.4120406059391
16,1985-08-18 18:10:18+00:00,,,,,,,,,,,,,,,,,,
17,1985-09-12 18:03:49+00:00,209.96428700509708,220.0648411517985,213.40675119952627,205.20053141902176,191.04492177538046,178.63280572254962,187.96335365960186,178.8042669985176,179.98097865888832,210.18263260334504,203.6931364360904,194.84007472173832,197.27228892726293,193.4723994719141,177.58655025023597,165.28946346516366,159.75059194594198,156.46639262146024
18,1985-10-05 18:09:45+00:00,,,,,,,,,,,,,,,,,,
