dates,nzd0160-0000,nzd0160-0001,nzd0160-0002,nzd0160-0003,nzd0160-0004,nzd0160-0005,nzd0160-0006,nzd0160-0007,satname
1999-10-22 21:58:52+00:00,380.54,384.42,388.26,391.80,376.07,386.38,373.04,377.20,L7
1999-12-09 21:58:57+00:00,389.19,393.36,384.96,384.31,387.04,375.54,388.91,371.63,L7
2000-02-27 21:58:16+00:00,383.05,381.65,389.69,379.70,374.43,381.91,373.58,380.50,L7
2000-03-14 21:58:35+00:00,381.54,387.67,392.62,385.46,383.39,380.08,386.31,380.20,L7
2000-03-30 21:58:33+00:00,389.06,389.06,394.69,392.08,389.09,381.54,383.58,379.39,L7
2000-05-01 21:57:54+00:00,389.97,390.84,390.62,392.06,388.50,389.88,384.95,380.11,L7
2000-08-05 21:57:08+00:00,397.64,396.54,401.90,382.58,379.84,377.17,370.45,366.51,L7
2000-09-06 21:56:46+00:00,369.26,373.84,373.18,373.68,363.89,362.97,,,L7
2001-01-12 21:56:30+00:00,,,,,,,376.54,377.90,L7
2001-06-05 21:55:40+00:00,389.69,390.88,397.81,395.20,390.26,381.64,386.80,373.63,L7
2001-06-21 21:55:05+00:00,389.63,395.38,401.49,398.45,391.64,393.31,388.94,383.03,L7
2001-09-09 21:54:36+00:00,398.49,395.52,402.24,399.86,396.74,393.81,394.09,387.60,L7
2001-09-25 21:54:28+00:00,388.05,386.86,395.48,384.57,378.12,380.68,367.90,371.42,L7
2001-10-11 21:54:09+00:00,382.80,386.07,394.68,385.40,374.72,382.67,369.17,376.34,L7
2002-02-16 21:54:54+00:00,387.58,382.88,400.85,384.87,385.79,387.17,387.08,391.11,L7
2002-03-20 21:54:48+00:00,,,,,,,369.57,,L7
2002-04-05 21:54:49+00:00,381.80,,,,,,,,L7
2002-08-27 21:53:36+00:00,387.06,392.13,398.85,384.83,392.04,375.82,389.83,379.61,L7
2002-10-14 21:53:43+00:00,366.13,382.18,382.53,383.06,383.01,380.45,388.94,387.14,L7
2002-10-30 21:53:49+00:00,377.08,368.58,390.04,380.53,388.45,389.73,388.87,391.34,L7
2002-12-01 21:54:16+00:00,384.25,383.45,389.66,390.74,388.33,389.04,390.40,386.02,L7
2003-01-02 21:54:22+00:00,367.84,365.82,376.04,375.34,373.75,373.68,381.97,378.79,L7
2003-01-18 21:54:06+00:00,389.16,391.50,381.26,394.56,382.30,393.09,392.70,387.33,L7
2003-04-24 21:54:46+00:00,384.55,389.38,392.99,393.29,382.13,370.75,,,L7
2003-05-10 21:54:46+00:00,393.05,390.88,396.92,393.38,389.51,384.69,381.19,378.53,L7
2003-05-26 21:54:43+00:00,392.66,393.28,396.59,392.22,381.75,388.09,382.43,377.11,L7
2003-07-21 21:42:33+00:00,384.52,390.28,392.32,393.39,386.04,388.47,391.34,387.59,L5
2003-08-06 21:42:51+00:00,397.72,394.56,400.98,398.45,391.58,393.96,388.72,379.12,L5
2003-08-30 21:53:59+00:00,392.03,393.11,393.63,394.12,382.05,380.78,385.04,375.43,L7
2003-09-07 21:43:24+00:00,383.97,384.78,393.98,386.28,381.99,379.32,377.86,381.75,L5
2003-09-23 21:43:39+00:00,389.58,397.14,399.56,395.00,389.92,390.36,388.54,384.16,L5
2003-10-17 21:54:15+00:00,386.98,390.82,398.90,390.36,394.35,393.99,394.49,390.02,L7
2003-10-25 21:44:04+00:00,386.24,384.94,390.52,392.93,384.04,392.58,390.20,387.02,L5
