dates,nzd0123-0000,nzd0123-0001,nzd0123-0002,nzd0123-0003,nzd0123-0004,nzd0123-0005,satname
1999-08-26 22:04:44+00:00,354.76,352.62,366.40,373.82,382.78,358.47,L7
1999-09-27 22:04:48+00:00,360.15,356.48,362.54,374.10,386.16,363.75,L7
1999-10-22 21:58:28+00:00,364.17,345.91,364.03,374.74,384.43,362.45,L7
1999-11-14 22:04:42+00:00,360.22,348.57,357.52,377.20,388.08,369.72,L7
1999-11-30 22:04:35+00:00,347.20,346.40,363.55,361.85,366.12,353.95,L7
1999-12-25 21:58:28+00:00,358.82,345.16,353.91,362.56,369.17,362.07,L7
2000-03-30 21:58:09+00:00,365.99,353.27,363.34,,,,L7
2000-06-02 21:57:31+00:00,340.05,340.67,340.50,349.38,362.66,343.97,L7
2000-06-18 21:57:27+00:00,358.01,358.18,371.76,379.26,381.50,367.04,L7
2000-07-11 22:03:17+00:00,333.55,345.04,358.74,364.81,370.15,347.41,L7
2000-07-20 21:56:59+00:00,345.53,330.87,344.53,349.75,360.62,350.16,L7
2000-08-12 22:02:54+00:00,352.28,345.25,364.64,365.82,377.69,349.81,L7
2000-08-21 21:56:38+00:00,347.48,331.93,344.17,357.52,366.16,356.47,L7
2000-10-15 22:01:56+00:00,339.79,336.31,348.58,363.88,379.29,354.93,L7
2000-11-16 22:02:09+00:00,,,375.07,376.37,389.36,358.03,L7
2001-01-03 22:02:12+00:00,349.87,341.34,354.51,360.68,378.42,349.34,L7
2001-01-12 21:56:06+00:00,362.77,347.38,357.36,374.14,372.69,364.27,L7
2001-01-28 21:56:08+00:00,364.43,347.74,350.36,358.58,370.59,353.75,L7
2001-02-04 22:02:14+00:00,361.43,348.38,362.42,377.06,388.23,367.89,L7
2001-03-01 21:55:57+00:00,363.54,351.27,355.27,367.67,382.99,357.77,L7
2001-03-24 22:01:59+00:00,341.47,333.62,345.85,358.01,369.08,344.48,L7
2001-05-20 21:55:29+00:00,345.40,349.57,360.63,371.94,376.04,360.39,L7
2001-06-28 22:01:09+00:00,347.21,347.80,366.35,376.49,382.51,360.99,L7
2001-08-08 21:54:37+00:00,352.49,340.62,351.10,364.46,375.98,355.39,L7
2001-09-09 21:54:12+00:00,364.79,349.25,355.60,367.51,385.46,362.23,L7
2001-09-25 21:54:04+00:00,358.77,343.83,353.09,359.87,385.51,354.82,L7
2001-10-02 22:00:04+00:00,359.06,347.69,358.03,365.18,377.86,362.71,L7
2001-10-11 21:53:46+00:00,359.12,341.02,361.33,368.00,387.19,361.12,L7
2001-11-28 21:54:11+00:00,349.12,333.88,351.68,361.82,378.20,349.45,L7
2002-01-22 22:00:40+00:00,364.83,347.57,371.29,384.44,393.91,369.22,L7
2002-01-31 21:54:26+00:00,356.83,,325.44,363.80,,334.45,L7
2002-03-27 22:00:37+00:00,344.17,335.86,351.67,360.84,369.59,355.08,L7
2002-04-28 22:00:38+00:00,349.67,334.41,348.73,354.28,359.46,352.17,L7
2002-05-23 21:54:18+00:00,360.37,347.34,371.79,377.94,382.49,351.27,L7
2002-06-15 22:00:19+00:00,355.53,355.52,376.35,383.08,396.39,373.02,L7
2002-07-01 22:00:15+00:00,352.70,346.94,365.31,372.05,389.23,361.83,L7
