,dates,nzd0123-0000,nzd0123-0001,nzd0123-0002,nzd0123-0003,nzd0123-0004,nzd0123-0005
0,1999-08-26 22:04:44+00:00,155.19627869993496,154.0565104008719,167.17949779404802,174.09454078769642,183.13915497143017,158.48557914119698
1,1999-09-27 22:04:48+00:00,145.71673167033043,145.20695069145404,156.7505130352307,163.22670400684032,170.7335718999167,150.00781044230752
2,1999-10-22 21:58:28+00:00,177.34890896691644,154.95767312689458,171.5657590909023,184.79687578992744,197.63877938886824,174.49405739124305
3,1999-11-14 22:04:42+00:00,154.32660837738342,144.92633977696596,155.76620088835335,175.1696014124346,186.26937397338415,165.77322354788527
4,1999-11-30 22:04:35+00:00,156.0738056081941,152.05342560510934,168.9770048654645,172.9853981013818,178.79721803173808,161.929024782751
5,1999-12-25 21:58:28+00:00,138.34083635054185,132.50822837176497,140.9391523886784,152.73157497761338,147.99979277120093,141.69949923941627
6,2000-03-30 21:58:09+00:00,177.73146687528407,163.23381545718627,170.7502537198238,,,
7,2000-06-02 21:57:31+00:00,144.25791544041118,142.41150709358868,147.6155358481939,151.07583755120726,165.80847593397675,149.62309614878103
8,2000-06-18 21:57:27+00:00,149.0163820886662,153.66560486051105,169.67912368182414,174.33713582840238,174.70915168806982,162.38496162235066
9,2000-07-11 22:03:17+00:00,147.47200581754618,154.63535767508463,167.0949413028266,174.10879765909897,184.7776567868457,160.53227814889107
10,2000-07-20 21:56:59+00:00,132.40334978958808,121.95222228720476,137.0192700946961,140.64609775163063,147.5117648180676,138.0499336447542
11,2000-08-12 22:02:54+00:00,162.64408793254086,153.0927585693881,170.70557093413117,172.86219599581364,187.80927553687644,159.3525504323993
12,2000-08-21 21:56:38+00:00,144.1325310586439,128.3057769230184,140.2956939905058,155.03613087654168,160.2066120370689,151.13883456566433
13,2000-10-15 22:01:56+00:00,132.57695820183338,132.96292105711734,142.79094468092703,159.63423542009824,169.06298609158142,145.959127433259
14,2000-11-16 22:02:09+00:00,,,166.2738093254748,165.77092673030933,172.03609829993445,142.36338985395855
15,2001-01-03 22:02:12+00:00,160.60517867674125,146.42454714037666,161.43257983997412,168.33770131016468,185.45119706666517,157.06556434802914
