dates,satname,nzd0452-0000,nzd0452-0001,nzd0452-0002,nzd0452-0003,nzd0452-0004,nzd0452-0005,nzd0452-0006,nzd0452-0007,nzd0452-0008,nzd0452-0009,nzd0452-0010,nzd0452-0011,nzd0452-0012,nzd0452-0013,nzd0452-0014,nzd0452-0015,nzd0452-0016,nzd0452-0017,nzd0452-0018,nzd0452-0019,nzd0452-0020,nzd0452-0021,nzd0452-0022,nzd0452-0023,nzd0452-0024,nzd0452-0025,nzd0452-0026,nzd0452-0027,nzd0452-0028,nzd0452-0029,nzd0452-0030,nzd0452-0031,nzd0452-0032,nzd0452-0033,nzd0452-0034,nzd0452-0035,nzd0452-0036,nzd0452-0037,nzd0452-0038,nzd0452-0039,nzd0452-0040,nzd0452-0041,nzd0452-0042,nzd0452-0043,nzd0452-0044,nzd0452-0045,nzd0452-0046,nzd0452-0047,nzd0452-0048,nzd0452-0049,nzd0452-0050,nzd0452-0051,nzd0452-0052,nzd0452-0053,nzd0452-0054,nzd0452-0055,nzd0452-0056,nzd0452-0057,nzd0452-0058,nzd0452-0059,nzd0452-0060,nzd0452-0061,nzd0452-0062,nzd0452-0063,nzd0452-0064,nzd0452-0065,nzd0452-0066,nzd0452-0067,nzd0452-0068,nzd0452-0069,nzd0452-0070,nzd0452-0071,nzd0452-0072,nzd0452-0073,nzd0452-0074,nzd0452-0075,nzd0452-0076,nzd0452-0077,nzd0452-0078,nzd0452-0079,nzd0452-0080,nzd0452-0081,nzd0452-0082,nzd0452-0083,nzd0452-0084,nzd0452-0085,nzd0452-0086,nzd0452-0087,nzd0452-0088,nzd0452-0089,nzd0452-0090,nzd0452-0091,nzd0452-0092,nzd0452-0093,nzd0452-0094,nzd0452-0095,nzd0452-0096,nzd0452-0097,nzd0452-0098,nzd0452-0099,nzd0452-0100,nzd0452-0101,nzd0452-0102,nzd0452-0103,nzd0452-0104,nzd0452-0105,nzd0452-0106,nzd0452-0107,nzd0452-0108,nzd0452-0109,nzd0452-0110,nzd0452-0111,nzd0452-0112,nzd0452-0113,nzd0452-0114,nzd0452-0115,nzd0452-0116,nzd0452-0117,nzd0452-0118,nzd0452-0119,nzd0452-0120,nzd0452-0121,nzd0452-0122,nzd0452-0123,nzd0452-0124,nzd0452-0125,nzd0452-0126,nzd0452-0127,nzd0452-0128,nzd0452-0129,nzd0452-0130,nzd0452-0131,nzd0452-0132,nzd0452-0133,nzd0452-0134,nzd0452-0135,nzd0452-0136,nzd0452-0137,nzd0452-0138,nzd0452-0139,nzd0452-0140,nzd0452-0141,nzd0452-0142,nzd0452-0143,nzd0452-0144,nzd0452-0145,nzd0452-0146,nzd0452-0147,nzd0452-0148,nzd0452-0149,nzd0452-0150,nzd0452-0151,nzd0452-0152,nzd0452-0153
2001-05-02 22:10:27+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-12 22:15:31+00:00,L7,116.96,144.95,178.81,216.88,253.33,286.12,328.21,367.97,372.53,368.67,382.44,381.51,385.57,390.50,396.75,406.55,421.16,422.00,423.00,424.09,417.63,419.95,424.23,415.58,416.88,418.86,414.82,415.85,420.28,423.80,425.13,421.72,422.36,425.08,419.71,410.79,413.91,412.63,410.84,403.12,402.14,401.84,400.38,392.55,389.46,391.08,391.68,386.79,385.05,383.45,386.27,387.24,377.59,379.42,377.32,376.27,376.21,368.01,366.46,367.89,364.50,368.86,375.50,374.18,378.00,384.47,376.78,383.87,384.89,384.97,392.13,399.33,393.44,397.85,396.91,397.64,403.27,399.66,398.29,401.78,399.66,394.90,399.62,403.74,399.71,399.56,404.41,406.57,406.90,407.81,407.76,406.96,404.60,391.69,383.78,382.06,381.91,377.61,379.28,375.94,377.54,374.27,369.63,376.02,376.01,376.44,378.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-29 22:15:16+00:00,L7,88.58,103.00,137.55,166.87,196.41,250.46,284.36,327.00,332.38,333.88,346.31,346.23,351.95,358.28,364.07,377.13,389.64,393.21,393.60,396.45,393.38,391.42,392.06,393.19,388.74,385.44,390.66,394.72,393.89,397.94,400.40,402.65,404.84,397.81,398.13,392.01,388.24,383.22,384.55,375.98,375.54,372.69,370.37,365.89,365.09,363.20,364.09,365.47,356.78,358.75,356.54,358.46,359.10,357.26,352.89,352.93,352.23,343.78,342.28,343.38,342.34,342.23,346.84,351.96,350.67,354.11,355.33,355.46,358.51,359.45,363.61,367.07,365.76,367.49,371.21,371.86,376.55,377.52,373.57,374.46,379.31,376.87,370.15,373.87,377.93,378.40,375.08,376.74,379.18,384.20,382.59,381.15,377.55,366.99,367.75,360.12,356.04,351.93,352.26,349.01,348.89,348.60,348.73,350.75,348.77,349.14,346.52,346.69,346.17,348.41,347.19,342.88,343.69,347.90,341.42,341.54,338.67,338.78,339.09,339.02,342.12,339.11,,,,,,,,,,,,,,,,212.51,298.57,301.44,307.03,315.08,323.89,333.29,343.39,348.03,356.47,370.58,385.13,391.92,396.15,409.15,417.94,427.49
2002-01-20 22:15:25+00:00,L7,115.84,138.21,160.98,176.12,215.29,246.53,309.82,335.99,340.45,350.67,349.37,347.02,362.46,363.10,377.77,387.20,396.66,409.58,406.40,402.95,405.75,402.75,396.63,402.86,400.37,398.05,400.70,401.12,404.49,406.91,409.36,412.98,416.66,415.40,407.21,407.41,402.10,402.62,396.09,394.43,393.61,389.12,382.52,382.21,382.65,376.73,374.04,374.57,374.92,377.32,373.25,368.97,366.65,366.38,364.61,361.54,356.75,357.39,354.83,348.03,355.18,359.11,357.08,362.36,361.03,360.61,367.47,367.81,369.09,375.94,372.91,372.74,379.42,373.53,378.34,384.24,381.76,385.79,383.53,380.55,381.71,384.02,384.86,387.88,386.64,388.16,389.53,385.79,387.04,390.80,393.56,392.52,382.76,378.34,376.49,373.22,366.97,368.44,365.08,358.22,355.51,359.27,356.26,358.24,360.93,356.61,357.35,359.73,356.75,360.16,363.49,358.95,364.01,364.21,359.58,360.14,353.96,352.71,354.79,349.57,347.11,340.65,336.32,328.99,319.10,321.46,327.22,343.33,365.96,350.07,342.06,489.34,424.79,335.21,341.52,308.55,365.04,419.63,404.79,371.33,355.20,344.62,343.39,343.16,345.39,347.98,357.51,369.64,380.28,387.89,394.57,408.56,416.93,428.62
2002-02-05 22:15:01+00:00,L7,114.65,131.24,144.49,169.82,204.82,250.53,283.30,321.87,337.45,340.33,347.26,345.67,352.55,361.95,374.81,378.48,394.02,394.02,392.13,394.07,386.21,387.80,390.49,385.78,386.90,389.69,393.02,395.69,396.44,395.97,403.65,407.04,404.14,398.11,397.56,391.66,387.57,384.20,380.86,384.74,381.52,373.13,373.63,374.60,370.49,368.81,366.57,363.90,364.62,357.05,357.81,357.21,350.56,349.83,351.99,349.43,349.47,349.87,339.10,341.42,345.31,344.03,349.07,353.54,349.40,356.04,356.29,355.55,362.38,357.24,362.30,369.93,365.59,367.80,373.27,371.80,373.32,370.89,371.05,374.92,372.91,376.48,373.53,373.18,378.51,380.63,375.50,377.88,382.32,383.36,388.09,380.99,375.49,375.08,372.79,366.74,360.66,360.91,356.68,356.33,355.12,354.65,356.13,357.40,352.39,350.57,351.13,350.33,350.14,347.52,352.22,357.15,358.81,356.74,354.13,353.73,351.54,341.01,344.61,345.01,342.35,336.99,333.20,324.92,320.81,319.40,323.50,340.69,360.70,357.88,438.18,440.89,378.10,356.89,347.80,337.43,382.81,397.85,393.60,376.72,348.19,343.28,336.07,329.48,336.62,342.12,356.10,367.78,370.47,378.30,387.82,400.87,412.20,419.23
2002-02-14 22:09:17+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-09 22:15:29+00:00,L7,113.87,142.57,152.80,171.73,203.22,238.58,280.40,321.30,334.67,337.29,342.38,344.45,346.53,356.27,362.67,375.30,392.88,400.36,393.47,395.49,393.65,386.72,391.93,385.44,385.92,392.46,390.15,386.55,393.18,397.20,401.10,403.27,403.34,400.01,400.92,399.06,390.29,384.67,383.70,385.34,379.70,374.11,375.50,372.68,363.64,363.69,366.48,364.74,363.63,357.49,357.86,357.18,353.07,349.46,348.30,349.15,344.22,339.46,338.66,340.05,338.46,342.14,348.36,348.70,348.37,351.65,350.46,352.40,358.89,354.55,357.80,362.98,361.46,364.82,367.34,369.58,374.46,373.69,370.58,371.96,372.15,373.82,373.97,372.26,377.79,377.71,373.57,376.17,379.51,383.88,377.89,378.44,374.07,368.05,363.68,363.64,354.81,356.38,352.72,352.27,348.02,347.44,349.57,350.26,346.64,346.33,348.94,346.02,345.84,348.27,348.33,351.30,349.81,348.35,348.93,349.65,346.13,341.42,340.89,332.48,326.14,320.67,319.35,307.52,312.06,317.06,329.48,344.96,357.92,351.79,306.85,341.96,346.74,342.59,342.20,334.73,378.12,412.17,376.81,351.93,342.22,345.46,340.01,337.69,341.08,343.54,346.65,354.78,364.00,370.90,380.09,392.67,405.10,414.47
2002-03-25 22:15:23+00:00,L7,,,,,,,,,,,,,,,,,,,472.56,434.09,436.25,415.17,,,,,,,,,406.53,410.82,412.17,400.02,402.95,,,393.44,389.30,389.64,380.20,375.61,373.45,367.90,364.14,363.86,362.76,362.34,357.99,352.74,354.04,354.60,349.24,349.77,349.76,350.31,349.16,342.92,334.66,340.65,342.27,341.68,348.53,347.52,345.69,351.65,349.62,351.91,359.04,355.11,357.10,362.55,359.12,365.49,362.10,370.42,373.57,372.98,365.37,373.13,370.00,367.87,373.06,375.32,378.63,383.08,379.83,380.85,383.98,383.66,382.94,377.61,374.98,370.54,367.78,359.41,352.70,355.12,352.73,352.17,351.13,349.98,349.31,349.76,336.84,335.95,344.07,334.44,342.34,344.72,347.22,351.89,356.45,350.89,337.56,341.02,336.91,334.90,337.85,333.20,328.98,326.54,322.85,319.31,320.08,325.94,342.68,360.68,379.85,382.52,294.62,344.72,348.24,345.01,355.90,357.47,412.42,413.38,396.12,370.21,354.15,353.65,344.50,333.04,340.54,348.88,361.04,359.89,362.56,370.17,377.12,385.78,396.76,408.93
2002-07-31 22:14:47+00:00,L7,167.43,184.29,206.17,209.15,,260.61,285.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.55,371.47,371.76,366.33,357.74,360.35,360.36,362.25,359.95,361.54,356.00,351.85,347.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.76,,,339.92,334.84,334.56,338.40,327.04,115.59,101.07,,,310.75,340.94,343.59,339.33,340.24,340.40,333.44,326.54,322.39,324.20,323.76,331.70,335.64,342.44,347.76,353.59,363.14,374.00,376.73,396.63,411.13,426.14,423.64,416.01,408.54,117.85,310.94,331.98,357.41,361.00,353.65,332.78,312.88,309.64,324.99,332.73,350.30,353.02,360.99,383.40,390.69,395.79,406.43
2002-10-03 22:14:17+00:00,L7,141.33,152.63,170.33,196.75,225.33,243.64,271.90,306.03,321.75,325.57,326.86,329.89,335.49,350.91,353.90,368.37,375.64,380.37,383.46,376.86,375.17,373.74,368.29,373.61,377.38,378.95,379.17,379.42,381.64,388.29,388.75,392.12,390.44,390.99,390.49,388.23,383.64,380.05,380.00,374.65,369.90,365.18,364.74,360.61,357.09,357.17,352.11,352.90,349.30,348.99,350.55,351.77,345.10,340.13,339.83,339.11,334.42,333.99,332.33,324.74,328.65,332.37,336.38,339.46,341.22,342.77,341.11,343.80,342.47,345.23,347.28,345.98,347.39,352.45,347.97,356.80,359.59,354.93,354.14,353.99,355.54,356.75,356.88,354.08,360.06,363.00,363.85,360.09,364.11,366.49,367.30,363.45,360.25,354.13,355.78,348.96,343.66,343.88,342.66,341.68,341.71,337.56,337.15,331.72,328.08,327.82,330.74,329.55,334.16,333.99,334.25,338.38,345.42,343.54,335.60,335.33,335.09,333.22,335.78,335.69,333.77,329.98,331.20,334.13,335.29,344.48,352.83,361.92,370.99,378.50,378.91,388.92,397.79,403.05,398.81,392.50,398.88,401.46,326.77,373.76,394.69,362.69,332.43,332.16,331.63,329.51,323.16,321.70,330.95,339.70,354.11,365.90,379.16,389.63
2002-10-12 22:08:02+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.06,120.15,391.18,412.00,415.65,425.23,426.19,427.81,422.19,422.61,425.68,415.87,418.68,452.32,406.43,365.74,360.54,358.30,355.98,346.94,349.22,364.73,373.91,386.91,391.61,410.37,417.30
