,dates,jap0233-0000,jap0233-0001,jap0233-0002,jap0233-0003,jap0233-0004,jap0233-0005,jap0233-0006,jap0233-0007,jap0233-0008,jap0233-0009,jap0233-0010,jap0233-0011,jap0233-0012,jap0233-0013,jap0233-0014,jap0233-0015,jap0233-0016,jap0233-0017,jap0233-0018,jap0233-0019,jap0233-0020,jap0233-0021,jap0233-0022,jap0233-0023,jap0233-0024,jap0233-0025,jap0233-0026,jap0233-0027,jap0233-0028,jap0233-0029,jap0233-0030,jap0233-0031,jap0233-0032,jap0233-0033,jap0233-0034,jap0233-0035,jap0233-0036,jap0233-0037,jap0233-0038,jap0233-0039,jap0233-0040,jap0233-0041,jap0233-0042,jap0233-0043,jap0233-0044,jap0233-0045,jap0233-0046,jap0233-0047,jap0233-0048,jap0233-0049,jap0233-0050,jap0233-0051,jap0233-0052,jap0233-0053,jap0233-0054,jap0233-0055,jap0233-0056,jap0233-0057,jap0233-0058,jap0233-0059,jap0233-0060,jap0233-0061,jap0233-0062,jap0233-0063,jap0233-0064,jap0233-0065
0,1984-08-07 00:51:54+00:00,146.75585308024728,150.48149414616103,157.2428064100445,,156.23808630539338,138.91110081750205,133.45914136498342,134.93889459087814,142.57280540834074,142.81081135649498,155.4106374958543,161.2516735831208,171.8432180359967,170.47547979006518,170.5868306593779,178.91626813186915,183.02945291086718,196.69978790212386,,206.94405276103768,190.9800394217742,187.8930639016265,185.84841532902644,189.8997953970025,198.705649855653,197.15126992642104,197.79787817528393,184.01819537559464,179.39929114589464,173.02483299896775,179.0011299012776,175.61485961067046,167.72928306099024,176.19150176068118,193.05114046551392,201.1896969441021,212.6879688637487,211.77731270663156,207.22617059819996,213.74419539031612,210.7516423220464,205.23770819523125,197.4455056313895,194.87328585985776,202.80128246736712,209.75451098918884,215.80005909661307,208.0540878388603,208.5069861387526,205.81861955505042,208.3815729182299,206.10741604300367,197.15980848246812,207.23065243339093,212.10257094254067,210.90273488811937,205.20009812563524,203.59222351021862,205.25577654314304,199.20998783585108,193.5966591551211,186.385648447612,181.77688266953535,174.84587848656366,168.68204460774103,161.04157674032027
1,1984-12-13 00:52:28+00:00,136.57801986269965,142.21685147510658,146.8230295597937,149.01786590580087,154.60134246059752,158.5681500799786,165.15430978934555,175.27497513570253,179.2091720852612,165.3897022701956,156.09611943532664,150.02954915813552,151.7678457306731,153.62491980219312,160.74857177954377,166.24819126487768,177.69767942170336,175.3441118687758,171.54864049495941,185.87078097609032,205.82136465938808,207.10819297994104,199.8877798902552,188.90772632734664,182.2481477747121,189.68902334259298,204.88995368592225,187.39147231683873,167.58187435904966,165.96336934828344,175.16152425362108,185.8832627250524,188.82566453310378,197.5492646505948,195.42956781919904,191.23787858915483,197.42991969672818,202.1613869918484,221.08478966548088,212.892747139754,206.57983489176746,210.9395629874367,215.4110312419856,215.57559196021214,216.41933777283768,206.07655904538777,210.19998070735068,215.65546067499957,219.00558929405713,232.09995655342385,227.05544601469933,223.82846735347056,222.97643114714174,227.2845238139521,227.20908246037226,222.35556225430577,209.03791219516202,201.71391513433747,202.02240021369974,195.19635110898562,184.8517353998985,181.05949313077616,163.891559485202,154.97742752685542,147.55322861469125,142.90159074165058
2,1985-01-14 00:52:44+00:00,156.97308260506753,156.59330226079754,160.1580386972776,153.15436486776295,153.05287679722875,154.65595061411094,167.9072219999832,180.49668514704646,192.99833715983542,185.64544170381325,178.93112009225698,169.09119979993824,160.78667707004482,161.31007667832665,164.4826699763389,173.0387642294813,177.31683960165628,179.43408926808667,175.26434747348975,185.6977754372441,204.55064172686338,213.05961246224538,207.31228944312375,194.739422117932,193.3731269591982,198.1823149234195,210.26177452656597,200.06667819314043,190.5334117961238,179.01598910219113,175.59182901875533,179.900231002708,188.32460290947583,210.21902542344984,216.46243939579313,212.80573807329836,216.05996395959255,215.30610010622553,221.3528338996178,212.49152064851955,207.3698009458914,209.1823785263788,213.20294669328734,219.38825173690407,226.48776216122573,217.24410072547803,212.90887062488733,220.1916420937217,218.7070969202391,228.9806384193626,235.05394054161397,235.00357894919003,223.08446700374117,230.26441148421648,227.65269542984365,226.22087741786729,218.67914832701064,208.34720274314603,210.2850043788196,204.46204223162056,192.9059547922083,193.64561679081245,184.82339736642217,159.17333507210313,159.54326391923308,150.06891586711924
3,1985-02-15 00:52:50+00:00,145.66541897766731,144.1879771988013,144.96008834769628,145.79839097271744,142.34509606127597,145.36642193439909,154.41518866227688,176.77811828212876,194.40962212828887,194.95431810208058,179.79796461219203,166.8859679277554,150.4520317757084,149.75050897417634,150.78301743672424,174.6073555594355,176.5798800629627,177.51997387132602,176.5431811178771,186.6852902772853,197.70330743371625,208.8252204081085,204.13782488154067,195.1421029740163,196.10790130157906,202.69572410487936,213.64595903480915,203.45744610344852,189.3451247188116,177.28903100879398,178.5023401878116,183.2769948587751,193.8017189372302,210.83864986956266,215.98396597505672,212.485633538822,220.537115539985,224.15089280311028,215.51032624385437,217.43367412444647,209.9364978375097,203.3340335129893,201.27260387856924,207.0223542921919,216.5356071169733,221.92109666687966,218.75029625140962,215.7291452061335,213.52978016664883,219.7573608224174,221.32105665834717,217.33382611993696,216.16969216849802,216.86511329654272,218.20724502810333,217.05992051267313,207.5123759093729,197.59776001524276,199.2435659192655,191.44507742549177,189.50748487720162,187.02215391877365,184.3915501900159,178.2465583711217,166.96596527694734,151.77462281690507
4,1986-01-17 00:49:45+00:00,160.47081507358442,163.8387641507443,160.31198281253893,158.29892286343778,164.40349506669884,175.9647337375675,193.39708502285026,190.1094501124877,183.5587611607985,177.10176552022406,181.24397435930788,178.19184993288246,180.07753633078215,187.46996088882682,189.67694421121772,197.74904619516514,182.8125112867458,190.6444156127138,197.99496488435946,201.868888955788,203.50649057130113,219.17530986900806,213.648992248427,204.88401130555488,204.75481885409232,197.85667778559014,194.59926469864422,188.47497623283826,179.18122616018036,173.80214710436823,171.10267743645798,180.9713611249996,185.4216536716387,213.1286471619151,220.96885231848375,222.32411658121742,222.86637067566468,231.37867157594607,232.63065306084363,218.65835778288937,212.54104126356074,215.15081522148,205.80217339284354,217.07873644953546,229.08003730187153,226.95003461240978,225.16578017355496,224.79574665867509,219.48219019467808,220.2439469667945,227.3407138534299,229.57996067412924,229.85376901298267,227.27784288476892,225.23166997730056,216.6061805130737,208.41107088621388,197.89057474193498,187.20521959811666,180.95640113370192,173.41736587861106,170.4820582701156,174.2045710627618,173.65030677962451,170.43143694066262,166.10603749396603
5,1986-04-23 00:47:39+00:00,140.3433275416924,147.80896804682138,151.74482738213564,160.02927751953078,158.84863507593764,162.8668328590228,161.6088126052143,165.7212955454777,155.78128128253167,159.32562570016813,160.96332055091872,164.997473229414,170.99201003243397,178.53002998025735,181.30524049698937,181.0157091910058,183.849925356976,181.22915120548217,185.73840575814702,180.38993807379293,187.25556433978713,190.73934744125683,187.2677174284029,191.80700473935497,198.13156092666682,196.55239838417356,184.65631825425922,180.26019641533682,184.38180172851176,175.42254181530936,178.8056489825625,175.08891122691986,179.48103679204345,191.04118579172504,207.11422140492473,204.72230258187585,216.8108608883585,219.1176906444235,216.90876168119289,214.4111304333283,213.64310830083733,203.3907609241499,198.36244509092566,198.23265148608135,201.30912060110742,209.36429720917766,209.33487445661157,214.32480264445698,210.98755211772735,210.58340849293143,205.3331508123308,202.79007134191218,204.26657577613426,202.8794390978477,201.66996099006852,196.1309970749762,193.6482618326707,187.74268939253628,192.4508971855039,183.01911572391515,175.57803892337296,165.7866288817337,162.1363637802443,165.86962066592153,169.61591432001936,154.62707602409716
6,1986-06-10 00:46:19+00:00,145.25879591696616,145.82542862513563,154.33119558826817,156.06572220032393,159.1077556954898,167.2527882779029,169.16159004178152,170.83397959505268,168.22196501152703,168.12168412800554,171.2325011540032,171.54666562205946,181.0968869839094,186.65290255075735,186.63145297168458,187.4616134737315,191.31562949960644,185.7728091702828,190.2992611663847,187.71352693964948,195.44431291324972,197.01981236989,201.5130064089865,195.73423693386044,201.11530633751826,202.3095083154241,198.28723516615932,193.04512176007708,183.90825143343773,179.0496007085412,178.81732151008376,182.1853847640189,191.15251652683688,206.3656530868717,215.16074597774207,215.1633815300766,222.82108779376307,218.71845081741154,218.14481582627417,218.52510311907085,219.56013815106053,216.79318062486266,211.8426796012519,204.00599334287384,202.7536131328772,207.5978567122007,213.98458623305757,225.58979330918882,213.02499546645976,208.73473897070343,206.74303567018163,202.55275401070625,199.53060914129142,199.18464924730006,196.54905456470206,199.60327359588072,196.8128384826249,192.42737591174088,195.82828956523187,188.54034130978226,182.83064592670624,167.92343156580327,163.704466993868,157.6506592579586,160.38077282783675,153.94165239446636
7,1986-06-26 00:45:48+00:00,130.36970329913535,130.09171798472454,139.12247638253695,154.9409964646769,159.85811298805376,162.77321680490255,165.60934018466622,168.26808731395317,160.698240384913,160.3174962900761,,,,,,,,,,,,194.18716363708134,,,,,192.9588477619147,194.71970397056205,185.55817535279363,175.44396908092347,172.96984526031844,180.25630808334535,193.81355618612022,209.5556982281219,210.3864134690735,209.61393641727247,214.8067884029243,212.96102377746308,206.70354324429525,211.2988259220753,218.59569125034693,214.33776099249962,207.47707332035907,195.06053927089636,194.319714558299,203.84695795020724,214.6858792606072,218.23721913247047,211.20862395925008,208.1406431538209,211.8205247149014,205.66171220271573,201.07955207354433,194.63582816538147,194.00678163670284,199.80549301442812,187.39244157809577,196.10372476268282,194.05683489147123,191.61803022817466,181.06632489210102,169.748551701312,156.18640478499998,154.05553698621497,153.93775117893168,152.3681980045564
8,1986-09-30 00:42:29+00:00,120.76240513071636,133.9339813371675,146.03884283567297,151.71946217932637,151.79139301107796,150.33556192971497,158.94441970447195,151.61503110004017,164.15424206073456,180.68086295175797,166.40383451442494,153.17569690975563,156.53814299683205,169.9027570739495,175.6864837422833,180.41700937353073,168.4199226266474,170.0047631443191,184.95165479694737,190.96325099775953,184.23129713347697,189.7541274516391,200.31352634219706,195.52641484735153,196.94629981571774,196.03887923858463,182.37104043265956,175.40172133611458,176.32719918543575,176.8778463071154,186.8212311997481,183.48385850074,172.26152987643798,191.55063996403703,,,,,,,,,,207.269485648393,194.15553529244085,194.97241670037585,201.5265455300967,203.13301212035248,204.90467806126742,207.7633937581785,218.61208434767985,203.20731345304705,207.85361087639,217.88405743553065,204.51725489650968,200.0140970247386,190.4807891955873,201.07935829554515,223.23035046864283,,197.3952684902319,182.69516833166898,177.22811432362982,172.03599347457433,161.75171703393036,152.9974383208986
9,1986-10-16 00:41:58+00:00,145.56041428466943,150.36546116113982,161.8476686686149,158.02699442880774,157.2574364573661,160.9746922498037,170.11584461291488,177.63327830979784,179.07599814112336,190.51199296211607,179.7869711211002,168.54837656054545,168.55831805320227,179.6348132080337,186.8128828488769,189.58057863382513,188.84946101275835,186.2797898212464,195.05418585348372,201.08792689740497,196.73660873934273,197.44767177488555,204.1376667884652,204.33744608653893,210.46860006714408,206.41897313421242,200.43747908551225,185.43116266246392,187.00835202245233,190.5666606712665,194.21431062095866,194.2355639357391,190.99123375329495,200.10965540903257,212.86391062334863,221.4800930820021,227.62129799984982,229.01445265742913,221.81331294606352,218.55316211349813,220.54850970204265,213.8741493132698,214.1361260941021,212.51841329618895,209.3779327154519,201.34791598760773,209.85678345579228,217.37600192864585,209.74639134744848,210.69882327369913,219.26499705344952,213.64680080741064,214.9327749422308,214.47009835081164,210.9593443652135,204.01527995710677,193.882573020709,194.30156538710162,199.98720775263274,196.16574561814608,181.12454126783322,177.300100768992,173.02570494571546,174.79987857390375,166.73538190185667,159.58408225830794
