,dates,nzd0059-0000,nzd0059-0001,nzd0059-0002,nzd0059-0003,nzd0059-0004,nzd0059-0005,nzd0059-0006,nzd0059-0007,nzd0059-0008,nzd0059-0009,nzd0059-0010,nzd0059-0011,nzd0059-0012,nzd0059-0013,nzd0059-0014,nzd0059-0015,nzd0059-0016,nzd0059-0017,nzd0059-0018,nzd0059-0019,nzd0059-0020,nzd0059-0021,nzd0059-0022,nzd0059-0023,nzd0059-0024,nzd0059-0025,nzd0059-0026,nzd0059-0027,nzd0059-0028,nzd0059-0029,nzd0059-0030,nzd0059-0031,nzd0059-0032,nzd0059-0033,nzd0059-0034,nzd0059-0035,nzd0059-0036,nzd0059-0037,nzd0059-0038,nzd0059-0039,nzd0059-0040,nzd0059-0041,nzd0059-0042,nzd0059-0043,nzd0059-0044,nzd0059-0045,nzd0059-0046,nzd0059-0047,nzd0059-0048,nzd0059-0049,nzd0059-0050,nzd0059-0051,nzd0059-0052,nzd0059-0053,nzd0059-0054,nzd0059-0055,nzd0059-0056,nzd0059-0057,nzd0059-0058,nzd0059-0059,nzd0059-0060,nzd0059-0061,nzd0059-0062,nzd0059-0063,nzd0059-0064,nzd0059-0065,nzd0059-0066,nzd0059-0067,nzd0059-0068,nzd0059-0069,nzd0059-0070,nzd0059-0071,nzd0059-0072,nzd0059-0073,nzd0059-0074,nzd0059-0075,nzd0059-0076,nzd0059-0077,nzd0059-0078,nzd0059-0079,nzd0059-0080,nzd0059-0081,nzd0059-0082,nzd0059-0083,nzd0059-0084,nzd0059-0085,nzd0059-0086,nzd0059-0087,nzd0059-0088,nzd0059-0089,nzd0059-0090,nzd0059-0091,nzd0059-0092,nzd0059-0093,nzd0059-0094
0,1999-10-04 22:10:38+00:00,,227.6473213324262,226.33425222871205,225.26670379774941,215.30073166729974,217.19836155476168,218.1401109358652,226.92463013210076,215.5692717847463,212.53564717690233,227.07520735059393,,227.86417903585937,,,,,,,253.61008036014803,243.63840599483478,242.9756958424695,237.09622944257976,231.31561008626073,223.59797597778936,216.54106683176303,223.79049794687828,222.98877057871465,228.70204010986703,232.21612078220312,238.9274783601429,237.2086865571871,234.71113121905609,234.63692771831535,233.92519058452692,226.03757731678508,220.08840022012262,216.9460216372836,223.25410359134486,221.50286534056323,221.33766413646202,222.29631616450402,223.20698837212154,219.04417641533618,213.33352442652938,214.6780423873049,213.36582824808022,217.2364664699786,218.57109619334116,221.9297689276691,229.79997918162292,233.6885325031587,232.2755579914898,231.37670430563594,233.15259344738956,240.10813691765242,235.61584685470666,227.83494858486253,220.59812043176925,217.4505061263779,212.47525406845335,211.7459122985266,212.7205920207311,220.162079289661,222.7983785326137,218.9075488816512,218.23485476314823,214.39572606622883,205.3310871151599,202.1564275743027,202.23363512549025,205.7433459515467,200.35704843284984,195.41164839909388,209.2501941621925,211.8320729749197,212.05754266990414,207.0414650996306,202.01847958427942,208.09932713284172,203.35572440894708,204.91099836316505,206.19626819473382,212.5693273539158,217.63724993004044,219.40688404301977,225.4487864784943,225.3735061312641,223.87786895747712,214.43885622856845,216.25193370719867,214.7454769080806,210.8802479114412,211.92763417732462,209.31670879220562
1,2000-04-29 22:09:53+00:00,,264.8458418620871,254.57134620820884,246.76474079542956,244.65293820288952,246.06602718183592,251.92586683196362,258.4254714669267,252.77989180285752,247.6012226314955,256.99044013106993,,267.30076210773376,,,,,,201.10055777430688,239.59089250670465,248.93809399674828,252.80224779777043,250.8231905993168,249.358083951026,245.94192882708344,243.61746509524343,246.6656443829994,247.89225902272364,255.43198892200542,255.47324366053448,260.98578806927134,258.5717035404474,260.1170132550391,259.62629023474847,254.61605740283062,244.8389053440677,238.5446840013555,235.2944905124038,237.65574463411292,242.19577921774632,239.13018101677028,240.18837411229595,244.4720540716718,238.4247179245781,240.2523363083035,237.2272796525143,237.32638274475158,240.59379137678218,242.00183298459774,243.50453244277753,240.76960674098825,241.9124772260714,242.7099231600984,245.8787935260664,249.59234800446706,245.5566208647153,244.09903851820022,233.91053887105818,236.47253432206446,232.7513507435013,232.19147161244945,228.84654629573868,230.02977352108368,227.55855832908532,231.24795865465464,228.37102084117043,228.9568643660166,229.3429660489797,228.45588826672218,225.99791649209226,226.0001533214593,223.20873669772052,222.63975481395062,217.06824018773568,218.1461130233211,211.9200962930346,216.96884180369824,215.35320941810028,218.2215654764607,214.39531158412024,217.7575312395255,223.87412094211436,231.4317828741631,230.81937189719918,237.54665407518888,237.1263831406305,240.61707098948588,237.01665723746567,231.69767306031068,229.15254272793942,226.2232644307065,226.25042603606283,223.14760085626656,222.72771038928852,223.7538739700621
2,2000-05-15 22:09:42+00:00,223.72699941550653,217.64022034028227,218.35435926996595,212.03088585412348,204.89128031877783,205.56436638495632,207.92595829037103,212.20649057772928,209.21811189106072,206.01948159356868,205.32488773676212,205.74681187357731,,,167.9680299367559,135.60121511532964,116.41306490935989,177.63438225208733,195.9908589990009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.9045675179096,202.69856653606112,205.635521660908,206.09150127117567,211.26425374681253,211.56335751424746,215.40862587392067,215.44658816951676,209.27580097094483,202.20059888805912,190.681269986793,190.52118025807619,193.05993388031527,189.41114727883496,192.36676750007496,190.98581457471792,196.70528162999352,195.7445435241283,193.47831485358077,193.45074723815247,191.4726767419258,192.7606898911358,188.89947805542974,191.61064406944135,191.81199778561233,190.49814343870642,187.8439411221088,187.88930245270575,184.45439576056552,186.14196410531838,186.58712239184086,186.47543576775337,188.46357502379766,188.57214266308588,189.56011940068578,192.58760030538315,192.53719047068262,195.23826948071465,199.54242368871218,201.5755136176885,199.2735883505109,190.44624101421363,190.9241932810639,,182.2509812223394,181.69274236443036,184.06151107013147,185.11385536079055
3,2000-08-03 22:08:44+00:00,204.4936428967095,204.2419875335338,201.24090607244108,200.7131198931133,200.5498530972452,196.9051694282091,202.85891466641863,200.62684991857975,196.88590250111656,191.08221066018103,189.59802470059157,182.07092516577012,,,131.14224842058468,166.8292685113496,153.45410851889733,,193.0384154550582,200.91775079862907,207.8431124304695,215.71284013131088,211.5795916645809,207.8231880121428,205.41406869489748,204.02122746090197,200.94628050107593,196.63064964716955,192.58008730751243,189.7847134129267,197.63729315854118,204.71083751589612,205.4590298081115,205.6097417764455,203.8950684262378,202.7980185815899,196.61768269456894,192.73786329827198,189.8425723465803,197.81593025932705,193.07537762838115,192.82405716321006,194.17810787606282,195.68882556494475,195.34283062007495,197.21082757170285,198.44413164671488,194.18402816394757,199.0828536999229,199.23935885503556,201.9516489638291,199.98498027004894,207.10409242711717,213.56254611317522,215.58674072951544,213.2582579447826,205.97258902180494,198.85043841777764,188.9742015059941,193.24399020944753,189.655652714158,183.61274786626916,186.15129281408454,187.7390141550366,190.43169202759213,189.49047215988833,184.94991582514155,182.8517890373471,182.4998178838258,185.60445530719272,190.6976937448935,188.13220955290893,186.4356948273765,179.5285616594021,178.3706266951579,181.23445973833645,180.24852340329346,180.6457159488263,182.70052772586166,,,,,,,,,,,,246.07574004134563,193.11930584781777,187.06162397294827,185.78288811681944,183.52695348841974
4,2000-09-20 22:08:03+00:00,,,,,,,,,,,,,,,115.62850697568084,193.25329098895259,,213.76006685258392,222.4702573963701,226.70130079178972,228.31333737957203,243.4575716814236,230.55463782224925,217.76840072652385,221.90420106142176,222.20854830353016,217.7120128652881,212.50293128809756,209.33894177287897,215.161003729706,213.11879057170086,215.79843720264077,213.82136902379128,213.02480782201422,212.22652054669032,210.77313099566223,210.69167492805207,210.3762061066294,212.60400110184355,211.04991173628153,204.2747040020607,197.97190836924415,203.26411196258675,215.23934686679218,218.57360532430863,214.74785052557272,211.704574396382,213.1187720107519,206.24144148286757,205.82796575837205,211.73606835471548,222.8117718527883,223.65555367623313,218.25738757842322,217.88543122004805,231.3560198006593,232.28273591166467,224.8367232191904,204.10724723377655,208.85825402543992,209.6682966528659,213.50073894063098,205.92753980668124,206.56807636964896,210.07526703779916,201.4879941929952,196.72933759382786,199.30418417095052,198.45438491729217,198.126000646713,199.51904308188307,207.85624672991923,203.74280930993382,196.29654764314904,192.54972307622282,201.38928600248144,206.6178620046693,202.1330624302866,190.77635165868372,195.18892351311888,201.81295233335211,199.90325330385414,203.90242152821483,212.67287035399653,219.22474560335644,214.4886996526152,211.69874547857378,212.1935109085296,213.15883177215122,210.37065618135682,211.0845292524456,213.54777555963665,214.21947638339918,204.7666520412254,197.50949678970818
5,2000-10-22 22:07:50+00:00,251.42900583507083,232.20368875246777,230.82560696660596,231.3363813169948,223.77177536853083,227.51686040826644,219.4405108758611,215.36302128268613,,,224.38623108768644,,233.32093866882437,,188.27466755747142,,,242.45643112461477,250.89063266216846,259.7642910814779,257.5853685039998,263.9834238113536,255.9111205080933,246.23442976082816,242.4188514748699,239.31709808932123,228.40074390334024,240.67701607624338,241.83339205790708,235.33732790792556,236.85331460748654,228.96997856643532,235.0014598507022,231.96645355847568,227.2157503690985,221.24566934051097,219.64501595140564,218.23637927202594,214.61611832516093,213.60301592580313,220.50386956647174,219.47926206564796,223.6134225245149,230.74130963642008,217.8629398255848,212.895468400685,211.91678714623023,221.77220890460916,231.12164832939956,230.97181731634998,229.88964030577574,228.3395899673767,233.41987601013386,234.70825291107292,238.187820619608,239.09832394431737,241.30828081617145,238.50793849555345,219.50363646145797,220.55394993027747,210.54091537090838,215.2704622136287,219.0867529645284,215.7675949726655,228.37546089630285,232.04503665872687,223.67675457859792,218.60494837860622,221.51131826908178,216.4483504688161,210.13788864242224,217.80449576765557,214.5457629913879,208.20338007878735,206.43708712381925,205.5476917989908,207.92323391230548,205.99366613538137,201.95197592889082,205.39929553432802,204.87757795632547,204.34853266655122,206.62595266415371,214.91973980558294,219.18618693801477,224.18189974825566,221.83629034126102,221.3306840504792,219.16962226991512,217.07797395699174,212.59667595064298,213.10143640794695,213.7017965822472,211.39505286472962,209.4071465135307
6,2000-11-07 22:07:53+00:00,220.43965386133553,217.39869545010092,214.2843286882827,209.64124612283538,206.36324205264611,206.96376396663686,207.30674584125046,202.46519945819554,197.55007272676937,,189.52379203574577,184.3765429245235,176.4535341014541,,196.52294284064658,168.1177721005461,180.27179773135083,,208.89943741452086,216.71380998827755,226.76396669735786,221.87125420378658,215.79917595620907,211.13242934552193,211.4041508948461,206.31839724251904,204.74357486568505,209.08977367628853,210.68645773207606,211.7002254874621,213.85275958261997,215.99098667774547,217.47139199943064,213.80276566573923,209.395644951175,205.62317268178853,202.9057290281316,198.05923348923173,198.89146692687677,198.509273553377,203.64845702373674,205.14959164003466,206.35456131252926,206.65464735442362,204.67944789092377,200.85016072772027,196.6090894663397,201.68942919685642,206.70248751092564,209.00005248811192,206.85771103414362,212.0064288442727,213.62160906997238,215.79349850671207,218.92223323452606,216.32940477531946,211.8185383463761,204.43778210092023,197.01274769957828,198.04344792848278,196.946695408726,195.57536437117503,198.09788669695718,200.21440934228724,200.18528829708532,207.78496557898092,204.18558089426458,201.12817867945364,198.4312353523445,194.62022949793283,192.45716785336796,195.8503571371635,196.53844639645268,195.21894784828822,189.68513921233523,188.30947301278053,191.41904537737597,191.4844851421733,190.31742155090973,193.69323755827838,196.43443530864755,196.21625409249359,200.49225061457366,201.59023124874105,200.8069523454041,201.6750827893211,205.5114433867047,211.03774721996209,210.38393484886586,206.38228686982666,202.79252820933408,198.61156124371496,196.87712411437684,197.58449855473836,196.99880125894987
7,2001-05-18 22:07:26+00:00,233.87154032538405,227.29316443686733,221.92158016374415,226.49114104470956,227.77060163577113,226.9944167552468,228.2426975044982,228.93929483795455,,,219.83139965504785,219.7401524614171,213.94779900614748,202.62865470684378,188.11142040636275,169.30453902816532,109.30053704622296,,,227.25503138641187,226.5023819985537,221.14920830520708,217.39389865810278,215.44842558114152,208.70957574000363,205.06039446752078,206.05774776945225,206.06902258739314,201.37209933094056,194.07167790330647,193.9371684877869,213.31733608334255,217.42151711638127,209.48326469055846,212.17694670408815,210.1299227430466,209.7074839901281,206.3181439845709,201.5917599939511,203.801875494636,205.57921549443506,208.42709798714787,209.17434364622127,206.77740536443872,209.53641232533425,210.46784653121614,213.83864823479422,212.36156603063938,211.79791747563783,216.85930436704834,215.67632618132504,217.10442066196924,221.69448387896395,223.8222772268967,237.54909971441026,251.99854013452418,235.05181749266356,216.8205673620463,213.73329487150642,206.49255134665594,192.9748839238983,195.07021958834937,195.1895907939218,198.159139590596,199.91350680620863,203.1634236881551,198.09621938554514,190.84790218507175,192.24150005111355,192.81341668097096,193.16969177966837,193.9430338863079,192.50950704533184,194.81293862187738,192.08415037151514,194.00118150922364,192.4853803975092,190.70150961945896,188.85193917851532,190.43811792016083,198.39122369941947,193.68970046676247,200.57529371556205,198.24294787680924,204.80904327004896,209.59987501688164,212.880221839988,212.52531393341448,212.8112397105763,208.7024788042804,204.00386406284005,200.70515266066224,195.66227001392625,189.49621188725894,191.35909063641614
8,2001-06-03 22:07:16+00:00,221.34646260658093,215.075160119486,213.18032740925997,212.08976103514448,209.90897135171605,210.2734229299213,214.33457260037625,217.85391103877043,219.0920567139718,213.71486816115083,210.5224024589785,202.89440354612225,194.8332242440334,187.0828887326193,177.12342261848195,152.15253972748232,119.42982242350334,,190.4952780246491,209.5338890822553,212.79949138366038,213.62948297211102,211.1403819603386,205.64477657471087,204.8634745170653,205.35101736784247,201.03467194229853,201.13907685160467,199.69279869707734,205.9885446420318,207.127458037864,212.45712220345203,209.97865627309795,206.78171129531685,207.52585898812472,205.4910571891337,200.01971041767078,198.74735123704784,200.11363752795515,198.63570918801386,198.61304598192706,199.63782659645653,201.25887052482992,202.83928428700483,199.10162347188668,201.47286215446573,201.3204178309088,203.65220956654605,201.49141871173637,204.58201413373763,209.33649165643254,209.9227524785706,210.7143564408121,210.87828685926135,215.18322319851217,208.60539249278355,199.47732362303162,190.516419093714,193.4276668283992,191.32083225222289,189.24421077290162,188.28297723409645,191.65997795597713,194.28008422303188,193.29892136879084,194.07534886336842,192.72334903225092,196.0148578679317,192.71778878140736,186.80475310643538,187.0641421968831,191.16121482212347,192.20310117424123,186.67670544726548,188.0017180270325,191.87448069409282,191.02430852134728,191.24160850085718,190.47267360076447,191.98865671312288,190.06551782474776,190.7055167356274,193.03634216105036,197.42986753446786,198.78543556673003,204.42582716283582,208.46319239361506,209.42164196913592,202.6963448902455,202.9434937035433,197.83910106693207,195.4429297826889,191.44573184579951,190.25689155726428,188.4374833659242
9,2001-12-12 22:06:14+00:00,188.53009286800045,183.9759959133545,186.21241814056094,189.1558989140376,189.63595943029185,188.23611629966555,187.13457969693346,186.30777024458985,181.83670254614702,,170.19720854873827,164.62403935132042,159.81855771511135,151.20935118367163,145.41981432266243,131.64722492623903,122.04728441902807,,,,,176.58775996619312,173.89458615798787,174.0777605422135,171.927258801533,172.25622817572213,174.84681925692269,178.1579307834241,174.0479580725783,174.6735245391024,186.51901270121732,193.74156631170447,197.24511911124532,192.0552827250695,190.8518237452608,184.05929689908706,185.78719049970812,183.3109186555935,176.99327938129343,175.92441795311345,174.592944155979,177.34571008673458,178.1706088178808,180.3414649778997,179.54981581639868,181.16139377009662,180.3547824133991,183.67484538406978,187.95576054630308,191.67495553460577,191.40463343228572,190.3580609061458,192.5922434405353,191.9126017746015,191.5617013318611,183.37006110260512,172.29050240911604,154.88462366546054,155.15276606560244,169.307669149175,170.157878964401,171.96325184480452,171.40518637055612,165.3655427188201,164.37664702252002,,,,,,171.35682763466883,171.70289136982836,172.04469618241052,169.28607400370487,166.30847694582303,161.95704401540405,165.22645708014423,161.11532891728442,164.84933245805504,165.92714092647884,170.53529888109915,174.05573067558893,175.8880894970973,180.0705154033954,183.2590866461631,185.79264093197708,190.13021056208626,186.56297862480346,182.12891394416582,177.59881398928133,172.1227204618284,168.60927726016442,169.56804831305377,167.06166306659134,165.98711733050186
