,dates,chi0450-0000,chi0450-0001,chi0450-0002,chi0450-0003,chi0450-0004,chi0450-0005,chi0450-0006,chi0450-0007,chi0450-0008,chi0450-0009,chi0450-0010,chi0450-0011,chi0450-0012,chi0450-0013,chi0450-0014,chi0450-0015,chi0450-0016,chi0450-0017,chi0450-0018,chi0450-0019,chi0450-0020,chi0450-0021
0,1986-02-04 14:07:59+00:00,205.8219799054678,200.73160797641427,179.65213224414913,203.3622776730789,215.16870515918788,211.63630852893584,200.88444441057294,218.27905512782306,223.701208643587,208.06190452777156,185.26992835068512,,197.4116362501059,206.91663179883764,204.85576463387451,196.53423229673942,188.74499798220933,178.91533971572235,163.7874217973186,146.52968579928,170.42057708155022,189.7362250486036
1,1986-12-21 14:00:01+00:00,187.97488336353803,203.02645322481737,206.00747338681828,198.75011755638167,207.4933737529529,208.76491538392236,214.4980802451538,212.7173368228459,190.78784596802478,194.6714284296447,210.21951922325684,241.45594373215667,231.5333518276757,231.2735245602007,209.4736648805304,197.8081197625797,185.21519502512385,172.0600207546728,168.00314407411489,160.6159573785358,175.4930374281829,196.61634924161126
2,1987-01-06 14:00:30+00:00,171.68078881858125,184.0469481259492,194.51886867994352,190.83994339387596,185.94930940179222,193.1880575269015,200.21607152935576,198.77111428294353,190.6191053783003,191.38370090860042,208.34270762234237,214.9357530473965,219.6590998606681,216.4038487424067,203.2994352793051,197.5457649457237,173.49842917499737,158.52838097667106,161.67634506397007,158.3636670815124,163.40018728003443,175.56424520125475
3,1987-01-22 14:00:58+00:00,201.24132055129974,191.69889799120102,192.700125090158,187.73058704227566,195.84170446713563,195.5938715615608,192.96740853003593,207.46089758102073,193.28604374687492,193.04955558131925,208.24117313815344,222.4169307718225,218.4649623186661,215.2474247475618,204.7536041592217,196.28001577552703,180.28951003447287,178.271346463386,166.46716840847753,169.60509056412047,172.87994365912616,174.2283619702584
4,1987-02-07 14:01:33+00:00,199.9744828389117,220.0713849435364,222.75626710451087,185.20117174969218,181.00534914494978,188.29851071564514,212.52614747348548,227.91619110068862,218.92313811686836,210.31628667441228,201.6684055051073,214.02271209503544,220.02933178101753,224.2638400110204,209.5658343537676,201.8309266338008,185.4594971750032,180.32820303165113,181.81872833910018,177.14518813160495,193.7442638530782,202.47089996332693
5,1998-03-09 14:17:33+00:00,197.27446583597578,212.86996497309627,205.21851657634244,202.90646768798365,186.42646858409805,200.5428978856898,221.08420278204622,216.27022597097596,198.6326232623024,194.0998989690909,211.84387853433236,206.48321315596095,207.61453574261992,223.3829506077666,208.65239661608177,220.37945018291367,195.28643841724772,179.67519617597003,183.44463603067948,158.15893168315688,152.64994462538306,178.8953425283767
6,1998-03-25 14:17:47+00:00,200.52963559915048,209.56666082579437,218.7129967099918,215.7913486472623,202.63145654413393,207.793663695079,217.61769400649695,214.77240862589508,214.24398668559695,227.14016238033258,216.7257462785917,222.40431653815432,226.9477710779936,224.83983342429684,210.4637571611515,203.0247951378214,197.9046228516437,197.92356415128432,197.07045563006602,183.5932276780186,183.0720608238619,186.5579460141395
7,1998-09-17 14:19:50+00:00,179.47973624574695,176.9137237823004,174.43948134452322,184.71693539981376,192.8188748282272,205.7956181157138,215.37129721659386,216.51859791708597,209.72591350959846,206.06164460431359,195.40713976704367,185.2999606188255,182.5482627329482,184.5799797410902,182.41662535418376,169.24345039429315,163.46499306965674,159.41019318455574,162.62371842011237,150.7493500052179,170.29967213313628,184.54525065052673
8,1998-12-22 14:20:06+00:00,181.27547388328819,202.50052841248973,178.16361317276744,186.72064606445701,194.155945395342,187.94494248606335,170.65378147754507,202.47380314522331,201.2228876800911,209.9512984876827,201.76345475170635,190.5973565540389,209.7314184079782,217.38678920227363,207.37993337273548,199.65759177179243,177.77486281400218,160.39549673702157,137.72904134856196,169.51140236903046,170.62508612218363,194.98458349849767
9,1999-09-20 14:17:38+00:00,135.6293107549735,133.1383512912681,147.4889947089457,,,161.85066077872474,166.26790927472635,171.52851913312975,154.99075192512055,,144.76887112686094,146.18190863294967,162.55187232661032,149.77097772596767,,,,118.3839718691114,99.92480789286569,115.41775674972571,129.3376599753478,134.26112240730683
10,1999-10-06 14:17:39+00:00,172.897965966718,167.00649225200576,177.75472022071736,178.83165510926347,179.67668995891768,184.65896627404845,186.44486094832726,190.6689167584515,187.81046736211627,178.54811489657192,174.3730200659013,164.790730629109,172.40235025247523,180.91509327711177,178.0424114073177,172.08041085764714,162.55108543644687,151.65001252140632,146.4152079651662,152.50866581862664,150.25567286626676,140.43857033028385
