,dates,usa_CA_0098-0000,usa_CA_0098-0001,usa_CA_0098-0002,usa_CA_0098-0003,usa_CA_0098-0004,usa_CA_0098-0005,usa_CA_0098-0006,usa_CA_0098-0007,usa_CA_0098-0008,usa_CA_0098-0009,usa_CA_0098-0010,usa_CA_0098-0011,usa_CA_0098-0012,usa_CA_0098-0013,usa_CA_0098-0014,usa_CA_0098-0015,usa_CA_0098-0016,usa_CA_0098-0017,usa_CA_0098-0018,usa_CA_0098-0019,usa_CA_0098-0020,usa_CA_0098-0021,usa_CA_0098-0022,usa_CA_0098-0023,usa_CA_0098-0024,usa_CA_0098-0025,usa_CA_0098-0026,usa_CA_0098-0027,usa_CA_0098-0028,usa_CA_0098-0029
0,1984-04-18 18:01:41+00:00,204.7464433499095,201.68045733932505,195.80079047252525,202.5142079691853,199.03067154359832,206.49508277382637,205.5059697037386,205.78343278378088,210.64736869551632,208.8572181802487,208.32289208267173,201.1016087297701,199.33118583785682,196.82783863200342,199.28367081446265,188.77459029017035,176.8961328318134,196.60695234801898,214.521975080878,204.63698488611632,197.11231949640467,196.48780675981783,211.04200832235585,212.90986366128658,225.61432148483559,220.2134710138509,223.09765473365252,218.4067245676089,214.676918498301,217.9675748655397
1,1984-05-04 18:01:45+00:00,206.87503361054308,201.22487488296858,195.6901741312522,206.21251267961395,204.68630690815357,209.14277590988172,207.77090930831838,203.68997711176843,201.3620331276058,201.17473405814923,198.52799168676674,200.1109435980751,201.2548803090927,204.1644156084569,205.6241043690018,193.16013109460854,184.31385497438353,195.82192442302807,208.74508438660698,202.40716630961077,196.91010845763168,194.7420175259286,207.3541525578854,210.66896634456154,216.35573755728646,214.19342581953921,217.06451971435402,211.07101909653255,209.31679502822846,212.07072321044643
2,1984-05-20 18:02:16+00:00,197.1675065283289,198.19541003085695,199.97480753786402,202.23917689143713,197.32403998757218,208.44535447289184,206.3530581519448,202.289749415479,194.78426845195924,192.29925371008784,193.3279604195877,199.58298728367126,196.81158711026427,195.01963080090457,200.66675042555738,195.5942334294097,181.6529454668037,198.49659003937884,207.32942075040768,199.79613891962066,195.41923842748923,191.22376362429756,210.91289141931824,204.77500609787148,209.89435143429287,214.1787505164523,212.46000303218656,215.0293328362861,213.9314352277965,210.8068955124367
3,1984-06-05 18:02:38+00:00,204.02243753364428,190.4521836474081,198.07398522609947,198.37478027549417,199.4606182848294,211.5293690951777,205.33359540175618,203.26268246783454,198.22405687906326,197.4063552577662,194.5563801030061,194.54748013022817,185.15100173233947,184.42425449592065,195.7914045502392,,,,,,,,,,,,,,,
4,1984-10-04 17:58:26+00:00,,,,,,,,,,193.4379345471954,214.10311398063507,208.42570991278868,198.09533778267277,201.04725706970956,201.0653155865451,188.23415447224565,180.59034135462866,198.33578400711392,205.00393537990138,202.93680619851776,192.11971677541388,192.56626313602104,209.2410911527147,204.56940703207724,212.6577445752754,232.50267395151403,,,,
5,1984-10-27 18:04:31+00:00,209.20824373432046,204.06096649934673,202.1865260714386,205.84098643707205,209.47347619321343,211.6669817392856,212.11991706483587,210.1100955658565,207.0049780514948,202.294367518566,211.0095759295027,220.54209199083323,214.4779815929142,211.4855137905431,215.19594868525468,200.32063180120406,189.98435768501662,203.99794198135726,220.02227915536812,211.97318498569794,201.46454580458163,203.15270715948765,219.11084448818036,210.20185078765695,224.8196725006554,221.61936890569382,227.75955715908688,218.97518383816575,214.51668335650965,218.92007511454034
6,1984-12-14 18:04:35+00:00,197.36028155228576,199.1595482967629,204.3573218301654,207.4215317726843,207.2884077365912,207.91109621441782,210.4976728514578,206.49541603853348,203.43133712695337,205.16758542218813,206.95219429715766,210.39601457175246,202.95952364241464,202.34735078635597,204.37279258092536,189.81487577823194,182.0409267712082,203.82174050655155,209.79330280775085,213.71513869095247,199.14734893485488,199.82795894617917,213.5357874328917,209.90787635397962,225.95952659507503,232.93190581713586,220.6726674302805,224.38429932287696,221.69094812173356,214.37736342725225
7,1984-12-30 18:04:44+00:00,207.980007551607,202.89004062800203,203.92469676058843,213.31518850163266,214.6044523527276,217.51667090338913,214.97250159491907,216.62934395383076,211.13080116578132,212.2676725989109,208.79662446809223,215.9630159714686,208.31125217662455,218.0972324428036,213.53862126147123,201.50022471538315,196.2966809769972,206.89393445339326,218.68707479012133,211.35310310372145,197.00689030271255,198.3388366612655,217.5766359377388,222.23294954097034,228.31224054029082,220.80512441476085,221.093572811435,221.08525211694698,219.15971787445298,214.4699417796352
8,1985-01-15 18:04:51+00:00,215.10165430296482,197.74144540139685,202.5777075377104,202.42819392377663,206.24667215155108,208.87299335268196,210.71154918155423,207.7170951774714,211.3746262364532,212.77849124895317,209.16259145294165,207.78012196215542,205.12971003693275,203.30218571042894,206.175196008471,192.84897590827777,188.96935976176576,200.9631873890954,208.3753677672991,206.82003748310146,203.2031059390155,207.6182421104378,220.48056808009775,213.02057674923324,222.9781840224632,224.9007090136044,221.06736238450142,223.67948982451483,221.1035075691994,218.56078969432554
9,1985-01-31 18:04:55+00:00,207.33241999899906,204.88173391514493,206.3842641312101,207.25731245166818,211.54701850982335,214.00445792534038,219.0162772595586,214.20266349055873,217.40198388252173,216.50676732919152,218.29984544399508,210.98585811929794,208.16489557522735,205.53318265682202,209.84658647497787,202.52255744836077,203.36995617536888,216.11977972029575,223.52975352381873,212.8999053425888,206.92447416721154,198.5407195334503,212.8746301377298,205.6919363418263,216.50323045202643,216.06161006055095,223.471594631255,218.48909290032492,213.688004397411,215.7428868275199
10,1985-03-20 18:04:55+00:00,193.75091786077945,198.45316682212004,191.69539500154903,197.63435876912402,203.92287573677743,209.62472072626082,209.84635546432867,205.86809335948243,210.0621590791053,209.49852230681935,212.13693146984664,211.52335588505466,198.82015610455366,203.84138738542572,204.4300743147905,207.76734600376676,202.34040415686076,210.2767939911731,216.68762481497686,208.56966014942793,198.61019960956722,195.08925189658189,206.20165903277987,206.84546505591877,210.39580439804635,213.88909158631463,214.27228119647975,211.88268980552527,207.21422532207404,212.3952779396896
11,1985-06-08 18:04:37+00:00,207.5688164353824,206.03358187005315,218.88246718376453,211.11949894136433,209.55578190895218,213.13206295561565,212.99857603173035,212.2397883281206,208.56782425726388,215.55247515430557,221.6850817219953,221.67404580635036,209.54954141008216,211.52129619151734,218.03678435989556,205.35643709826414,204.44191405371083,209.06148673634587,218.21938169223634,214.2724628241409,201.25197415695584,201.04300244963233,217.51213580291446,213.93356510543748,212.71233861592304,221.87184149936766,216.28048920395753,219.29974648415612,218.48333695264836,215.84749421176443
12,1985-09-12 18:03:49+00:00,210.47800081227237,198.64770721900038,203.59971123101639,223.7983412264457,234.18374812268507,233.58841230797722,234.53737583191656,230.0789619710528,233.44950625071175,235.09311268121886,238.9959464438495,229.56183910189498,223.25434363239566,210.92888770174594,214.32002721460813,216.94941828441563,210.38814452458215,218.24957629346346,222.68148617610632,219.92517258756067,213.5919230229298,208.76928257582819,219.7378596818599,216.97527156422703,218.81606694929656,224.6405444684105,221.80748633411955,221.83276066526892,219.30744066296063,220.23064749058523
13,1985-10-14 18:03:28+00:00,201.47323115590729,201.9974867663243,200.2888575906665,209.72045371099298,218.95062181504096,218.30597683881516,219.5225815898675,212.78593558471036,214.54367638613326,217.89077915273586,217.58829610366723,217.71931204324858,202.40024718169377,201.50614871359306,204.08958589195473,200.48720437358753,192.23579993231343,198.83708855882662,212.09359069635724,205.85789046889218,199.01391520148172,193.14299117503208,214.48402212308324,211.49986486571603,221.38564302779585,223.6099430567626,224.87399075213676,221.2925218383722,214.4929230354237,218.7592740702724
14,1985-11-15 18:03:01+00:00,217.77959803058732,210.03920745494602,205.2296752605703,216.49612551924943,228.28802855749262,224.82198882664332,227.08574011348315,226.43996045144877,227.32611130875244,250.9017741474083,231.54747416683838,227.1964510656032,214.56908743985682,215.94727315932022,217.67764240720248,206.8435736272861,202.95461336412322,207.86245419494847,200.38350870573544,216.53113348595033,210.10027234388974,209.8859939631247,,224.73669955086504,240.61961273218168,237.94859832083466,241.67838008348463,232.46238966879216,231.52010496681356,
15,1986-01-18 18:01:49+00:00,203.96130866371644,196.35813382477124,201.09054728523205,199.0160961813088,202.80445892194965,211.805572489493,211.15476172256155,208.21079061907454,209.51198534987014,220.7926902955814,212.97330873359414,207.92389274892102,200.0608252078384,206.81358701609068,208.34919126008333,193.50636804643423,188.0922308686947,198.84174440643793,214.85394347806118,208.85093979051254,197.13250582237143,197.38646352825847,212.61908353231073,209.8225095133331,214.96183404594066,220.56287738058668,217.95312925698246,223.24527706010792,217.93546948883161,213.4658705636233
16,1986-02-03 18:01:28+00:00,205.24544058064106,191.95895061469304,192.3232964455626,192.89739155657884,192.88099708959766,202.53184441454343,198.79821171632454,207.05693705762124,207.10567192741098,208.1736578673204,200.3418263383559,205.391411340808,198.0708309389768,205.67064864227052,204.94563401896482,188.85584506811736,184.98160331690667,201.56423663574887,216.00940057684977,211.09291198103645,197.82184277595533,206.1784026832543,220.18923223534583,215.0414847393952,219.61995482114992,223.5213453100412,219.69191925545516,226.5792201991509,221.06429869842458,216.6009273583635
