,dates,chi0365-0000,chi0365-0001,chi0365-0002,chi0365-0003,chi0365-0004,chi0365-0005,chi0365-0006,chi0365-0007,chi0365-0008,chi0365-0009,chi0365-0010,chi0365-0011,chi0365-0012,chi0365-0013,chi0365-0014,chi0365-0015
0,1985-01-25 14:04:27+00:00,247.48524887657726,233.96951557212628,236.28996185033475,234.41089671885496,243.84498859326985,249.7815983104283,241.66334333850637,229.98271245931207,212.9833283197566,205.8106278709718,216.38971982130823,207.20217770478015,204.53781810732437,206.4639784503204,198.06871769962748,216.22581077066303
1,1986-01-28 14:01:10+00:00,237.64131388641175,227.20361946825446,232.37308043467146,242.74181825148946,243.9071073991549,239.64674048669562,230.4226864446222,218.11420814850482,208.10808004608518,214.55142966019727,223.9897308668206,224.42669488666203,239.06362505102655,225.68027079462334,193.19343530592806,223.8852116031157
2,1986-04-02 13:59:47+00:00,,,,,,,,,,,,,,,,190.2510039166675
3,1986-05-04 13:59:02+00:00,228.1833568589573,225.46940755261053,220.97132713253362,225.41775221250208,222.04447776227948,231.45783355095583,221.12328043084437,212.48303448037197,208.97590521484454,207.93310611004142,198.35145754974334,181.06796643740404,197.0090930633434,188.59365714171855,175.79244666140252,216.07877291032844
4,1986-08-15 14:01:53+00:00,241.58722557105358,234.4748904346925,236.92621132590003,237.55338874551077,222.60686963753443,209.9763445472293,203.888519232292,198.88946553812593,185.59004874398335,185.8389699350091,193.41380252940525,196.8373012435583,196.90924172320442,178.90868393982433,158.39065797984205,221.46870681919495
5,1986-09-25 13:54:18+00:00,244.3061128016446,234.03323083880534,238.967353724861,229.56305010937015,229.0701687526985,217.60161264175125,214.45854411447064,210.6454993420113,188.81134776046065,187.09054965406224,201.27767789420824,184.94350374817643,199.15999905945097,183.09497514536727,163.70449718618926,230.6974016306765
6,1986-10-11 13:53:47+00:00,233.225835396388,223.74864501416351,228.99447216838564,233.55976453006014,228.93538500204207,215.00311284126605,199.97060876680516,208.31580680916662,182.28460543969783,180.4779068068135,190.01381608356073,183.73878501419736,183.97338850346318,173.044779080242,163.06784742402655,224.58383472310572
7,1986-11-03 13:59:10+00:00,250.70645407552087,240.38391500062335,224.87970871022995,221.6199219166119,217.88141447049674,205.16385836054934,193.59386995584595,191.86499677582884,189.75225830464612,181.7233113632955,192.65464426871813,193.4313331115232,190.70942451265935,172.5930457172133,153.2933789406759,215.1846910391236
8,1986-11-12 13:52:38+00:00,243.08906825519952,232.21648508633353,231.23930090730443,230.4232605150239,218.1633703522809,208.94375839881428,199.59649863925358,195.58211734054092,194.55897763179203,195.85737173853403,206.5349081433793,195.76275660878372,211.55612063037293,,149.1588938789546,200.20052172633137
9,1986-12-14 13:52:49+00:00,233.75249621181297,222.65456519118445,228.5376420308262,239.9406904252371,235.6494846022776,228.6256863967147,223.13389048979005,214.76351718426173,209.55194276574983,205.8879971195039,210.22447083535627,206.3557679040382,223.53260958073292,,158.95335620623328,204.2113324178988
10,1986-12-21 13:59:13+00:00,242.42569798437586,238.527870113546,239.80343545297058,238.87607307359872,241.83432147493846,234.69432716129273,227.66569685068512,229.96075860690775,218.85914184244916,216.73240451077035,224.75373160753406,224.99863917551144,231.46214653967576,199.63459969320115,171.1343049668431,232.11558839378444
