dates,satname,nzd0465-0000,nzd0465-0001,nzd0465-0002,nzd0465-0003,nzd0465-0004,nzd0465-0005,nzd0465-0006,nzd0465-0007,nzd0465-0008,nzd0465-0009,nzd0465-0010,nzd0465-0011,nzd0465-0012,nzd0465-0013,nzd0465-0014,nzd0465-0015,nzd0465-0016,nzd0465-0017,nzd0465-0018,nzd0465-0019,nzd0465-0020,nzd0465-0021
1999-08-08 22:19:28+00:00,L7,334.14,324.37,318.88,318.03,325.96,342.12,353.66,357.72,351.38,351.45,354.27,,,,,,,,,,,
1999-08-24 22:19:29+00:00,L7,343.28,334.84,328.28,322.56,331.66,346.32,358.63,357.07,351.87,353.02,342.39,337.61,330.26,336.67,334.24,314.33,,327.19,,,332.68,312.80
1999-09-25 22:19:33+00:00,L7,329.65,318.74,310.58,314.98,318.62,335.64,349.16,348.97,343.61,333.27,323.42,324.15,329.29,322.49,316.78,315.66,320.58,327.51,329.67,320.24,311.18,306.40
1999-11-12 22:19:27+00:00,L7,356.58,343.21,343.52,343.76,364.44,370.24,373.37,369.78,365.69,367.18,360.67,345.39,337.18,338.35,356.83,363.53,353.94,346.44,368.29,359.70,359.13,355.00
1999-11-19 22:25:35+00:00,L7,347.00,337.42,326.17,329.73,343.91,349.40,349.01,346.92,347.72,346.53,333.08,324.08,329.89,334.57,340.94,337.19,334.29,333.05,343.89,349.12,328.58,334.20
1999-12-05 22:25:37+00:00,L7,325.73,302.21,310.41,320.25,329.69,346.66,347.49,342.67,342.96,331.33,312.10,308.25,320.14,327.48,345.14,331.79,329.19,334.18,335.83,336.43,329.09,321.93
1999-12-30 22:19:21+00:00,L7,356.52,346.43,345.90,349.20,361.65,380.45,398.93,402.38,389.26,359.46,339.71,336.91,343.09,378.56,387.92,369.11,363.78,366.17,365.88,379.20,375.36,375.98
2000-01-31 22:19:21+00:00,L7,347.61,336.75,332.11,335.17,349.52,362.21,379.46,381.95,371.43,340.50,320.31,326.66,369.07,376.01,374.35,351.94,327.97,327.45,353.76,362.44,356.99,356.50
2000-02-16 22:19:16+00:00,L7,346.30,332.51,325.82,330.27,342.29,358.64,370.65,369.61,356.16,337.64,316.72,333.03,348.14,359.12,355.89,329.17,322.21,329.22,341.45,336.00,348.41,357.66
2000-04-04 22:19:00+00:00,L7,,,,,,,,,,,,,,,,,,444.35,428.04,,337.53,
2000-04-20 22:18:51+00:00,L7,363.71,341.42,335.02,334.35,344.24,358.35,371.67,,,,,,,,,,,,,,,
2000-05-22 22:18:33+00:00,L7,,,,,,,,,,,,,,,,,,,,,,
2000-06-07 22:18:24+00:00,L7,384.67,369.11,361.26,375.17,378.72,374.07,378.69,376.07,391.77,400.38,413.57,411.16,409.14,406.62,375.99,366.57,361.20,370.85,384.17,385.65,382.81,
2000-09-27 22:17:00+00:00,L7,347.14,340.19,324.44,322.23,322.80,334.91,340.98,343.81,342.96,351.12,350.40,343.04,328.80,341.41,338.12,325.01,316.85,318.42,307.38,310.97,312.71,327.47
2000-10-13 22:16:44+00:00,L7,337.02,328.16,323.31,317.40,314.00,322.97,339.55,339.03,344.36,346.59,333.07,321.75,333.15,327.07,327.21,316.81,314.72,318.61,307.44,306.56,309.36,322.11
2000-11-14 22:16:54+00:00,L7,344.78,331.50,326.00,323.83,320.74,339.22,358.39,371.98,375.90,365.37,335.78,331.51,342.06,346.65,344.79,333.37,332.90,326.13,318.21,319.74,338.44,342.73
2000-12-07 22:23:04+00:00,L7,341.30,323.73,320.10,305.02,309.18,320.49,351.27,364.89,369.38,353.75,337.68,325.90,321.82,331.47,336.44,336.64,337.09,338.95,322.22,336.70,327.69,342.84
