dates,nzd0465-0000,nzd0465-0001,nzd0465-0002,nzd0465-0003,nzd0465-0004,nzd0465-0005,nzd0465-0006,nzd0465-0007,nzd0465-0008,nzd0465-0009,nzd0465-0010,nzd0465-0011,nzd0465-0012,nzd0465-0013,nzd0465-0014,nzd0465-0015,nzd0465-0016,nzd0465-0017,nzd0465-0018,nzd0465-0019,nzd0465-0020,nzd0465-0021,satname
1999-08-08 22:19:28+00:00,343.32,334.77,329.28,329.17,338.96,356.30,366.66,371.90,366.98,368.78,371.60,,,,,,,,,,,,L7
1999-08-24 22:19:29+00:00,347.89,340.00,333.98,331.44,341.81,358.40,369.14,371.57,367.23,369.56,365.66,354.94,347.59,354.00,351.57,331.66,,342.79,,,350.01,332.30,L7
1999-09-25 22:19:33+00:00,345.46,337.05,330.31,330.38,339.25,356.45,367.65,369.68,365.55,364.36,358.47,349.88,348.77,348.58,344.51,334.00,341.25,344.45,350.34,340.91,340.93,330.98,L7
1999-11-12 22:19:27+00:00,347.44,337.69,332.72,332.76,344.42,358.67,367.96,368.48,364.24,363.56,357.52,346.38,342.91,343.17,346.62,341.84,344.60,343.31,356.31,347.31,345.00,336.73,L7
1999-11-19 22:25:35+00:00,348.20,338.60,332.37,333.18,345.52,358.13,365.37,365.47,362.37,361.76,354.23,342.81,341.65,343.02,347.20,342.68,343.83,342.55,354.84,350.58,342.89,338.35,L7
1999-12-05 22:25:37+00:00,346.00,334.29,330.46,332.91,345.07,358.61,364.58,364.07,361.77,359.61,350.14,339.41,340.86,343.42,350.30,344.01,344.56,344.03,354.48,351.43,343.64,339.02,L7
1999-12-30 22:19:21+00:00,347.00,335.45,332.10,334.62,346.73,360.95,368.77,368.76,364.84,358.64,347.69,337.88,340.12,348.17,355.46,347.08,347.07,346.72,355.42,355.65,347.82,343.93,L7
2000-01-31 22:19:21+00:00,347.53,336.13,332.61,335.25,347.72,361.81,370.76,371.12,366.44,357.23,345.13,337.26,345.24,353.13,359.14,348.76,345.03,344.86,356.30,357.93,350.11,346.83,L7
2000-02-16 22:19:16+00:00,349.01,337.10,333.43,336.72,349.70,363.81,372.82,372.53,366.96,355.42,340.36,338.82,347.69,355.96,360.82,348.40,344.15,344.78,356.56,357.18,351.98,350.53,L7
2000-04-04 22:19:00+00:00,349.84,336.73,334.30,338.63,353.14,366.24,374.38,373.86,367.67,353.18,336.51,335.13,347.33,358.42,366.25,353.20,344.64,344.88,357.59,359.89,355.90,357.05,L7
2000-04-20 22:18:51+00:00,352.22,337.86,334.86,338.51,352.44,365.73,374.56,373.86,367.67,353.18,336.51,335.13,347.33,358.42,366.25,353.20,344.64,344.88,357.59,359.89,355.90,357.05,L7
2000-06-07 22:18:24+00:00,360.07,345.59,340.37,345.20,355.72,367.22,380.31,382.00,376.61,358.88,346.97,351.33,366.75,379.47,372.93,353.59,343.18,347.87,360.71,365.21,363.69,369.71,L7
2000-09-27 22:17:00+00:00,366.62,351.88,341.88,345.68,350.64,358.02,365.84,361.12,368.66,377.19,383.43,378.54,370.41,375.46,358.50,347.24,340.47,345.94,347.22,349.75,351.91,352.47,L7
2000-10-13 22:16:44+00:00,361.69,348.75,340.04,341.61,344.98,353.07,362.76,358.85,366.16,373.22,372.87,365.84,364.22,365.55,354.29,343.32,338.11,342.43,340.18,341.58,342.15,347.79,L7
2000-11-14 22:16:54+00:00,356.19,345.40,336.92,338.05,338.03,347.11,358.36,362.04,368.50,371.14,363.49,357.14,358.57,360.72,351.81,340.72,336.70,338.25,334.58,336.01,341.11,345.94,L7
2000-12-07 22:23:04+00:00,349.09,338.29,330.86,325.05,325.93,339.49,356.80,365.02,369.25,366.54,351.57,342.88,343.79,348.99,348.97,340.29,337.73,336.63,326.15,330.83,334.38,347.66,L7
2000-12-16 22:16:59+00:00,349.09,338.29,331.50,326.59,326.62,337.85,358.22,369.33,372.18,368.11,351.77,340.43,341.58,347.76,349.83,342.71,340.73,338.67,329.86,334.76,335.36,348.90,L7
2001-01-01 22:16:57+00:00,350.24,340.22,333.17,327.58,327.76,337.08,356.65,370.99,374.62,369.00,350.34,337.62,339.23,345.39,349.08,343.07,340.21,338.50,333.38,334.39,335.39,349.22,L7
2001-01-17 22:17:03+00:00,349.96,339.69,332.78,327.71,327.62,334.92,354.22,369.67,373.16,366.78,347.47,335.37,336.95,343.23,348.94,343.39,338.70,338.31,335.94,334.76,335.46,348.47,L7
2001-02-18 22:16:58+00:00,349.08,339.07,331.95,327.49,327.88,335.87,353.50,366.50,370.95,366.53,349.31,336.35,336.03,341.71,347.93,344.10,340.06,338.31,335.94,334.76,335.46,348.47,L7
2001-02-25 22:23:05+00:00,349.76,338.79,332.63,328.12,329.07,337.51,353.59,365.61,369.09,367.03,352.01,338.49,336.64,342.70,350.02,346.99,343.10,340.78,339.19,337.11,336.76,348.92,L7
2001-04-07 22:16:37+00:00,348.70,337.19,332.01,327.07,327.44,335.94,352.34,363.95,367.84,365.57,349.83,336.63,336.30,341.28,350.43,348.43,344.42,341.18,338.89,336.69,337.58,348.78,L7
2001-08-13 22:15:25+00:00,353.87,339.24,333.73,331.30,331.86,346.24,352.87,353.64,353.46,358.03,355.81,348.39,341.48,346.43,359.40,359.45,355.89,352.14,346.80,342.01,337.87,340.47,L7
2001-08-29 22:15:16+00:00,356.72,341.30,335.48,333.71,331.01,345.35,355.38,355.87,351.82,350.47,342.93,343.58,346.15,355.22,365.75,361.95,355.90,347.60,339.74,339.48,333.72,338.03,L7
2001-09-21 22:21:12+00:00,356.66,341.57,336.07,333.25,329.50,343.81,353.35,356.01,352.70,349.65,342.76,341.59,347.28,358.90,368.01,361.25,355.06,344.02,333.01,333.05,333.72,338.03,L7
2001-10-23 22:21:01+00:00,358.04,342.35,335.88,334.06,331.86,347.59,360.76,364.18,358.16,348.57,341.40,344.70,354.78,368.24,373.68,365.64,357.44,341.46,330.83,329.95,327.49,339.59,L7
2001-11-01 22:14:53+00:00,352.76,338.36,332.81,331.39,331.13,346.05,359.21,362.38,357.50,347.15,339.92,340.91,354.78,368.24,371.74,363.01,352.95,336.11,326.28,326.24,325.45,338.66,L7
2002-01-04 22:15:14+00:00,351.77,337.84,331.98,329.62,329.64,346.79,360.81,361.81,355.35,349.87,344.13,343.92,356.20,367.24,371.37,363.42,353.66,335.20,323.81,328.07,325.45,338.66,L7
2002-01-20 22:15:25+00:00,352.49,338.82,332.15,329.95,333.02,350.49,362.81,365.84,359.80,354.73,348.87,348.34,359.81,368.70,371.83,365.26,352.31,334.58,325.27,330.57,332.28,346.57,L7
2002-02-05 22:15:25+00:00,352.32,339.07,332.87,330.83,335.38,352.33,365.28,368.56,362.42,358.51,353.38,351.72,362.59,370.45,372.96,364.43,350.53,334.53,326.96,333.07,337.44,350.40,L7
