,dates,per0110-0000,per0110-0001,per0110-0002,per0110-0003,per0110-0004,per0110-0005,per0110-0006,per0110-0007,per0110-0008,per0110-0009,per0110-0010,per0110-0011,per0110-0012,per0110-0013,per0110-0014,per0110-0015
0,1984-05-06 14:44:03+00:00,,,,,,,,,,,,,,,,
1,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,
2,1986-04-10 14:42:16+00:00,135.98323490278977,123.54801740916375,116.16847353332474,137.4591113259251,138.4755573459691,151.15077845249422,144.70667689983412,173.6589170887024,172.2284848312177,158.7796308829848,154.23692831150294,158.23403422829352,170.2910261867026,187.46051074071994,182.84763728578514,192.46244223270605
3,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,
4,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,132.60436946859895,115.88691454372636,115.70122883381208,113.51929016537143,139.22268770834384,143.42091965566573,144.72311274856085,164.3185897152856,173.5535294166921,161.20785397085248,155.6347058868462,157.44934679536547,162.32498735142514,181.64399841040472,192.79028595254488,196.87848119639045
6,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,
7,1987-03-28 14:39:04+00:00,,,,,,,,,,,,,,,195.39175976958083,
8,1987-04-13 14:39:36+00:00,,,,,137.13696891859024,,,194.91949773448385,,174.89989486635045,,,,,,233.51759555591502
9,1987-04-29 14:40:06+00:00,,,,,,,,,,,,137.10595874929504,129.17472617611764,,,165.23012035601968
10,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,
11,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,
12,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,
13,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,
14,1987-09-20 14:43:42+00:00,118.98695921585443,102.96642391105526,98.04782811116036,112.39102946705088,125.08967424692756,126.10877631140266,137.84158043734234,159.8913408875139,168.54990728505803,152.08751614328253,145.97382657416838,156.061180601868,160.6891453214385,180.15405148471433,187.72921311976765,192.7789430338527
15,1987-11-23 14:44:57+00:00,101.83669840684112,94.87060229410613,91.04904642029247,103.07471250860716,118.3005895135185,125.49877850623241,122.93712371064221,155.45972807047096,152.5600927739721,142.2143990139266,138.5302018207586,149.7529523680713,152.5307037962657,174.88678254148493,181.43290448231147,187.89997053469725
16,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,,,,
17,1988-01-26 14:46:00+00:00,,,,,,,,,,,,,,,,
18,1988-03-14 14:46:39+00:00,86.71792686540064,77.87905420167398,84.56228522001659,79.39763928503982,,118.18628495336321,131.25683872057303,164.67040877913644,162.5940781099758,163.6230843991978,151.81986574154732,168.1156382427343,,214.59374182575294,,
19,1988-03-30 14:47:10+00:00,112.70211876400484,101.6019811919002,95.345963290531,107.80066209287406,125.52342586995124,128.78963898901344,134.40651958906787,156.40834967209773,163.65106240943985,146.01549953917197,149.37111112641801,148.40727526333836,148.7129573211232,172.92961649395852,183.30614009120853,190.33905947687467
20,1988-04-15 14:46:50+00:00,120.03252335662062,98.95255906772492,97.86748323514635,104.91405844912617,125.47194029836737,137.3575485356423,132.992652876178,165.70788634760868,168.74488735848433,150.96701258549166,151.78838955227366,159.20256143316175,156.42481102470748,178.47965793547755,184.2204992268969,192.24242789191817
21,1988-05-01 14:46:57+00:00,111.76810423249798,102.38836027534127,96.66429700009955,107.16677975327451,120.98869898102461,141.9244228028462,133.97069102132426,171.31495880630823,169.54723644031915,150.35981558178275,148.74670176570186,157.21168651769676,163.28894851491683,183.74750306855907,187.17139589709512,194.58993713629286
22,1988-05-17 14:47:08+00:00,99.98096410627952,86.15515085745074,82.44786148602611,97.26827403215768,112.15637738324101,128.3208387982358,119.66541828823685,153.21705770813358,158.46946612227686,134.20386166732317,138.73986080649837,147.44530296319215,139.5132687462255,165.63329538922832,178.1825129839919,184.5606766421018
23,1988-06-02 14:47:14+00:00,,,,,,,,,,,,,,,,
24,1988-07-20 14:47:26+00:00,,,,,,,,,,,,,,,,
