,dates,per0110-0000,per0110-0001,per0110-0002,per0110-0003,per0110-0004,per0110-0005,per0110-0006,per0110-0007,per0110-0008,per0110-0009,per0110-0010,per0110-0011,per0110-0012,per0110-0013,per0110-0014,per0110-0015
0,1984-05-06 14:44:03+00:00,,,,,,,,,,,,,,,,
1,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,
2,1986-04-10 14:42:16+00:00,136.4113914399377,124.06180525374126,116.4253674556135,137.82610264348045,138.5923273106458,151.40767237478298,144.92075516840808,173.87299535727635,172.4260955406706,159.01317081233822,154.4510065800769,158.40529684315268,170.50510445527655,187.6440063994976,183.0617155543591,192.69598216205947
3,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,
4,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,132.5005224691874,115.7622981444325,115.63892063416515,113.4302784515901,139.19436579941342,143.3586114560188,144.6711892488551,164.26666621557985,173.5056000323483,161.15121015299164,155.58278238714044,157.40780799560085,162.27306385171937,181.59949255351407,192.7383624528391,196.8218373785296
6,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,
7,1987-03-28 14:39:04+00:00,,,,,,,,,,,,,,,189.76217810715582,
8,1987-04-13 14:39:36+00:00,,,,,135.42760422431212,,,191.7856624616406,,171.48116547779418,,,,,,230.09886616735875
9,1987-04-29 14:40:06+00:00,,,,,,,,,,,,138.44532938914094,130.84893947592502,,,167.05653486490044
10,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,
11,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,
12,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,
13,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,
14,1987-09-20 14:43:42+00:00,112.71340046491069,95.43815340992278,94.28369286059412,107.0136933948134,123.37870367848835,122.34464106083642,134.70480106187048,156.75456151204205,165.6544186307763,148.6655750064041,142.83704719869652,153.5517571014905,157.55236594596664,177.4653834485956,184.5924337442958,189.35700189697428
15,1987-11-23 14:44:57+00:00,91.37980034293719,82.32232461742143,84.77490758195012,94.11165702526094,115.44870822336289,119.22463966789006,117.70867467869024,150.231279038519,147.73383212909334,136.51063643361536,133.30175278880665,145.57019314250974,147.30225476431374,170.40525479981181,176.20445545035952,182.196207954386
16,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,,,,
17,1988-01-26 14:46:00+00:00,,,,,,,,,,,,,,,,
18,1988-03-14 14:46:39+00:00,79.12345816099581,68.7656917563882,80.0056039973737,72.88809468126425,,113.62960373072032,127.45960436837062,160.873174426934,159.08893870794282,159.4806469240679,148.0226313893449,165.07785076097235,,211.33896952386516,,
19,1988-03-30 14:47:10+00:00,103.94954387715596,91.09889132768154,90.09441835842168,100.2984550470036,123.13635999171973,123.53809405690411,130.03023214564342,152.03206222867328,159.61141246166343,141.24136778270895,144.99482368299357,144.9062453085988,144.33666987769877,169.17851297102328,178.9298526477841,185.56492772041165
20,1988-04-15 14:46:50+00:00,110.37106304862894,87.3588066981349,92.07060705035134,96.63280675656188,122.83699657800601,131.5606723508473,128.16192272218217,160.87715619361285,164.28575183171895,145.69712514476893,146.95765939827783,155.33797730996508,151.59408087071165,174.3390320891954,179.38976907290106,186.97254045119544
21,1988-05-01 14:46:57+00:00,108.29935345574218,98.22585934323432,94.58304653404608,104.19356480176954,120.0426760419094,139.84317233679272,132.23631563294637,169.58058341793034,167.94627454335495,148.46776970355234,147.01232637732397,155.82418620699445,161.55457312653894,182.26089559280658,185.43702050871724,192.69789125806244
22,1988-05-17 14:47:08+00:00,104.70441523035802,91.82329220634496,85.28193216047322,101.31694642422498,113.4445913261715,131.1549094726829,122.0271438502761,155.57878327017283,160.64952048723617,136.78028955318416,141.10158636853762,149.33468341282355,141.87499430826475,167.65763158526198,180.54423854603115,187.1371045279628
23,1988-06-02 14:47:14+00:00,,,,,,,,,,,,,,,,
24,1988-07-20 14:47:26+00:00,,,,,,,,,,,,,,,,
