dates,nzd0154-0000,nzd0154-0001,nzd0154-0002,nzd0154-0003,nzd0154-0004,nzd0154-0005,nzd0154-0006,nzd0154-0007,nzd0154-0008,nzd0154-0009,nzd0154-0010,nzd0154-0011,nzd0154-0012,nzd0154-0013,nzd0154-0014,nzd0154-0015,nzd0154-0016,nzd0154-0017,nzd0154-0018,nzd0154-0019,nzd0154-0020,satname
1999-07-18 21:58:49+00:00,,,,,,274.98,,,,,,302.01,314.14,312.95,,,,,,,,L7
1999-09-20 21:58:32+00:00,269.01,268.52,276.25,288.23,299.12,282.38,287.06,284.63,302.55,,,302.01,314.14,312.95,,,,322.63,329.52,325.23,326.03,L7
1999-10-22 21:58:52+00:00,271.62,268.39,275.18,288.70,299.90,284.25,286.61,283.62,296.66,307.54,308.84,309.84,316.45,316.68,323.79,321.15,325.18,323.09,329.98,329.06,326.06,L7
1999-11-07 21:58:56+00:00,271.62,268.39,276.30,286.74,297.44,284.52,284.49,284.43,294.75,303.97,309.73,309.96,315.19,317.69,321.26,325.05,322.09,323.11,328.94,326.61,325.65,L7
1999-12-09 21:58:33+00:00,268.98,268.12,274.10,284.14,294.61,282.45,282.61,284.92,295.43,305.74,310.67,311.30,315.20,317.58,323.39,326.06,323.48,324.80,328.58,328.26,327.96,L7
2000-03-14 21:58:35+00:00,273.28,271.81,276.91,287.34,296.74,286.95,285.00,288.21,298.77,309.80,314.10,319.14,321.33,323.07,327.14,330.42,326.15,326.96,329.64,327.88,329.24,L7
2000-03-30 21:58:09+00:00,279.15,275.78,279.71,290.53,298.49,289.45,287.89,292.70,301.82,312.52,317.07,322.25,324.84,325.92,328.07,332.68,327.12,328.87,329.62,326.76,330.02,L7
2000-05-01 21:58:18+00:00,282.64,282.02,282.57,293.32,301.26,292.02,290.71,296.64,306.82,315.41,319.78,325.09,328.13,328.95,330.13,334.71,329.04,330.29,329.35,324.92,330.02,L7
2000-08-05 21:57:08+00:00,280.53,286.84,281.64,295.46,303.55,296.77,295.81,300.83,314.03,320.62,324.47,330.52,333.02,332.21,329.50,333.53,326.92,326.44,324.38,316.13,325.96,L7
2001-06-05 21:55:16+00:00,249.42,253.82,274.13,290.71,299.69,297.56,300.45,311.65,320.51,322.55,325.74,331.91,337.35,334.92,330.78,333.12,323.30,324.00,321.19,320.83,328.71,L7
2001-06-21 21:55:05+00:00,249.95,253.82,274.13,287.00,294.83,297.56,300.45,311.65,320.51,322.55,325.74,331.91,337.35,334.92,329.72,333.12,324.57,326.30,320.98,320.93,325.04,L7
2001-09-09 21:54:36+00:00,249.95,253.82,274.13,287.00,294.83,295.20,296.25,301.57,315.07,317.19,322.25,327.05,330.31,328.37,327.63,331.36,323.18,320.74,320.15,318.96,325.04,L7
2001-09-25 21:54:04+00:00,252.52,253.82,278.49,287.00,294.83,301.09,300.55,304.30,315.67,318.35,322.65,329.42,330.81,330.40,328.51,330.09,324.40,321.38,321.26,319.12,325.87,L7
2001-10-11 21:54:09+00:00,263.79,253.82,280.65,287.00,294.83,302.50,299.80,303.33,314.43,318.67,322.32,328.15,329.44,328.45,327.03,327.62,323.99,321.77,320.15,319.53,325.87,L7
2001-12-30 21:54:13+00:00,267.22,,281.30,288.37,301.06,302.67,298.73,300.50,311.00,318.23,320.52,326.86,326.44,325.47,325.29,323.67,323.31,317.42,319.68,318.28,327.37,L7
2002-01-31 21:54:50+00:00,269.15,248.20,280.02,288.91,298.44,301.23,297.33,299.60,310.61,318.29,321.60,325.08,325.94,324.90,324.36,323.30,321.42,316.46,319.80,317.58,328.32,L7
2002-05-23 21:54:42+00:00,259.53,248.20,276.13,289.62,299.20,296.26,294.48,295.44,308.99,318.59,319.14,323.46,323.04,322.83,324.47,321.13,318.90,313.59,316.35,315.97,323.00,L7
2002-08-27 21:54:00+00:00,263.93,275.92,274.25,289.42,298.29,295.10,296.39,294.66,312.59,318.90,317.70,331.15,326.72,328.91,329.06,326.45,325.00,318.48,322.67,321.84,311.58,L7
2002-10-14 21:53:19+00:00,274.26,275.92,274.20,289.42,298.29,298.17,298.31,297.19,314.19,319.60,319.52,332.57,330.63,332.15,329.22,329.64,328.26,324.10,329.93,325.81,327.28,L7
2002-12-01 21:53:52+00:00,288.14,283.98,274.89,289.61,297.89,298.77,298.28,297.54,312.42,318.15,317.38,328.57,332.12,334.72,329.85,332.86,329.03,329.15,338.83,329.96,340.70,L7
2003-01-02 21:53:58+00:00,285.19,283.99,276.70,290.87,299.58,299.67,298.86,297.65,312.69,318.42,317.74,327.76,331.51,333.86,330.25,331.96,328.78,330.26,338.71,329.91,339.87,L7
2003-01-18 21:54:30+00:00,278.55,283.12,277.28,290.12,299.58,298.77,298.18,298.70,312.59,319.36,318.66,326.57,330.41,332.56,330.49,331.96,329.31,330.76,336.26,329.26,338.41,L7
2003-03-23 21:54:16+00:00,281.85,286.30,279.24,294.25,303.30,300.64,299.55,300.18,312.76,319.58,317.76,324.50,328.54,329.91,331.10,332.12,329.06,330.34,333.48,326.72,335.36,L7
2003-07-21 21:42:09+00:00,287.10,293.41,297.62,314.75,324.10,315.71,312.61,314.32,324.36,331.62,329.94,336.45,339.31,338.02,341.53,345.05,339.89,335.11,339.25,332.30,323.17,L5
2003-08-06 21:42:27+00:00,286.23,288.77,296.25,315.66,323.22,316.52,312.38,312.02,323.66,332.88,329.28,336.47,341.03,339.10,340.15,341.69,336.51,330.81,334.49,327.11,323.49,L5
2003-10-17 21:54:15+00:00,285.36,288.83,302.36,317.35,325.25,317.35,312.90,315.03,324.70,334.30,333.65,337.87,349.39,347.79,343.29,345.04,340.47,337.12,339.00,331.65,327.27,L7
2003-10-25 21:44:04+00:00,266.72,285.83,294.37,311.48,321.19,316.30,312.64,314.93,323.41,334.07,333.90,338.37,346.97,344.73,342.14,343.65,339.41,336.94,336.88,331.03,331.85,L5
2003-11-02 21:54:02+00:00,255.84,283.43,290.91,308.00,317.86,312.33,306.77,309.78,323.41,334.07,333.90,333.89,340.38,337.77,336.27,337.55,335.37,333.36,332.54,329.54,328.73,L7
2003-11-18 21:54:39+00:00,273.97,287.56,290.78,307.86,317.89,312.20,306.86,308.03,321.90,331.82,331.67,333.30,339.22,336.73,334.77,336.89,335.27,333.36,332.54,329.54,328.73,L7
2004-01-05 21:54:57+00:00,273.97,287.56,285.18,302.06,317.89,312.20,300.76,308.03,321.90,331.82,325.53,328.98,334.06,332.42,330.36,333.33,332.32,330.09,330.72,328.33,328.73,L7
2004-02-06 21:55:08+00:00,283.86,293.71,282.52,297.18,313.04,307.32,295.75,306.97,318.96,327.38,322.40,326.11,328.01,326.99,326.07,329.56,330.66,329.68,328.34,328.72,330.38,L7
2004-02-14 21:44:33+00:00,289.12,296.32,286.54,299.81,314.50,308.42,297.47,307.30,318.87,326.86,322.54,326.81,328.01,328.31,327.35,331.23,331.01,329.68,328.34,328.72,330.38,L5
2004-03-17 21:44:44+00:00,288.02,294.78,287.48,301.03,315.03,307.16,298.11,306.62,317.72,326.08,322.45,327.06,329.12,328.31,327.35,331.23,331.01,329.68,328.34,328.72,330.38,L5
2004-03-25 21:54:54+00:00,290.50,294.15,287.48,301.03,314.54,306.93,298.64,306.53,317.36,325.77,322.60,326.76,329.37,327.71,327.50,332.03,330.81,329.12,329.93,329.18,331.54,L7
2004-04-02 21:45:18+00:00,292.09,294.85,288.84,302.28,315.35,307.27,299.48,307.04,317.25,325.86,322.59,326.99,330.36,328.03,328.77,332.46,331.18,329.87,330.71,330.23,332.27,L5
2004-04-10 21:55:14+00:00,292.09,294.85,288.84,302.28,313.57,306.70,300.11,306.62,317.28,325.88,322.79,327.41,330.23,328.05,329.35,332.46,331.18,329.87,330.71,330.23,332.27,L7
2004-04-18 21:45:49+00:00,291.27,294.24,289.26,301.66,312.60,306.02,298.93,304.54,316.24,324.56,321.17,326.56,329.39,327.49,328.55,331.24,329.52,327.61,329.63,330.01,330.08,L5
2004-05-04 21:46:16+00:00,305.11,298.81,292.95,304.14,314.21,306.45,299.75,306.32,317.02,324.09,321.21,327.08,329.93,328.67,329.05,332.79,330.69,328.84,333.18,331.19,331.74,L5
2004-05-20 21:46:20+00:00,303.19,298.77,293.56,304.05,313.29,305.91,299.96,307.44,318.02,324.88,322.06,327.70,330.03,329.44,330.30,333.46,331.21,330.67,334.45,331.82,333.49,L5
2004-05-28 21:54:47+00:00,301.13,297.51,293.15,304.07,312.92,305.34,299.76,307.08,317.21,324.06,321.79,327.17,329.72,329.32,329.87,333.08,330.67,329.66,333.38,331.82,333.49,L7
