dates,nzd0154-0000,nzd0154-0001,nzd0154-0002,nzd0154-0003,nzd0154-0004,nzd0154-0005,nzd0154-0006,nzd0154-0007,nzd0154-0008,nzd0154-0009,nzd0154-0010,nzd0154-0011,nzd0154-0012,nzd0154-0013,nzd0154-0014,nzd0154-0015,nzd0154-0016,nzd0154-0017,nzd0154-0018,nzd0154-0019,nzd0154-0020,satname
1999-07-18 21:58:49+00:00,,,,,,274.98,,,,,,302.01,314.14,312.95,,,,,,,,L7
1999-09-20 21:58:32+00:00,269.01,268.52,276.25,288.23,299.12,289.78,287.06,284.63,302.55,,,,,,,,,322.63,329.52,325.23,326.03,L7
1999-10-22 21:58:52+00:00,274.24,268.26,274.10,289.16,300.69,287.98,286.16,282.60,290.78,307.54,308.84,317.67,318.77,320.41,323.79,321.15,325.18,323.54,330.44,332.90,326.09,L7
1999-11-07 21:58:56+00:00,,,278.56,282.83,292.51,285.33,280.24,286.06,290.92,300.40,310.62,310.21,312.65,319.72,318.73,328.95,319.00,323.16,326.85,321.69,324.82,L7
1999-12-09 21:58:33+00:00,263.68,267.58,267.50,276.33,286.12,274.19,276.97,286.39,297.48,309.28,312.55,315.29,315.24,317.23,327.64,328.07,326.27,329.88,327.51,333.24,334.91,L7
2000-03-14 21:58:35+00:00,286.19,282.88,288.12,300.13,305.28,297.47,294.57,301.35,312.10,321.98,324.37,333.39,338.67,334.94,338.41,343.51,334.17,335.58,333.89,326.34,334.33,L7
2000-03-30 21:58:09+00:00,292.50,284.40,290.27,304.22,307.86,302.29,301.51,307.08,317.84,323.38,328.99,334.67,338.87,337.29,331.79,341.72,330.98,332.18,329.43,319.65,329.93,L7
2000-05-01 21:58:18+00:00,288.19,293.24,288.39,303.10,314.55,300.82,300.28,302.30,315.78,322.00,322.38,331.90,335.21,335.55,334.10,331.32,334.79,330.64,329.08,323.68,326.13,L7
2000-08-05 21:57:08+00:00,255.24,,259.78,274.39,286.51,286.49,286.88,292.61,310.42,315.11,322.14,322.12,319.32,321.04,313.72,317.58,307.73,307.35,305.11,294.85,313.43,L7
2001-06-05 21:55:16+00:00,249.42,253.82,274.13,290.71,299.69,297.56,300.45,311.65,320.51,322.55,325.74,331.91,337.35,334.92,330.78,333.12,323.30,324.00,321.19,320.83,328.71,L7
2001-06-21 21:55:05+00:00,250.49,,,283.28,289.97,,,,,,,,,,328.66,333.13,325.84,328.60,320.77,321.03,321.38,L7
2001-09-09 21:54:36+00:00,,,,,,292.84,292.04,291.49,309.63,311.83,318.76,322.19,323.26,321.81,323.46,327.84,320.40,309.61,318.48,315.03,,L7
2001-09-25 21:54:04+00:00,257.66,,282.84,,,312.86,309.15,309.76,316.87,320.66,323.45,334.16,331.82,334.48,331.14,326.27,328.05,323.31,324.62,319.60,327.53,L7
2001-10-11 21:54:09+00:00,297.59,,284.98,,,306.75,297.55,300.44,310.72,319.65,321.33,324.35,325.31,322.58,321.12,317.72,322.35,323.35,315.69,321.15,,L7
2001-12-30 21:54:13+00:00,246.42,,276.07,288.37,301.06,298.24,296.17,300.31,306.79,320.76,318.56,326.74,325.39,323.00,325.45,322.84,322.43,313.39,319.92,317.34,327.21,L7
2002-01-31 21:54:50+00:00,274.93,248.20,276.20,289.46,295.83,295.45,291.72,295.99,309.06,318.57,325.90,317.96,323.92,322.64,320.63,321.82,313.86,312.63,320.30,314.77,330.21,L7
2002-05-23 21:54:42+00:00,257.24,,,291.03,300.70,295.08,295.56,290.02,311.11,316.43,312.97,325.67,319.81,322.84,327.32,318.72,320.42,314.75,308.83,315.80,311.58,L7
2002-08-27 21:54:00+00:00,270.62,275.92,274.25,287.82,295.89,295.12,297.23,299.30,314.07,321.38,322.42,336.63,333.63,334.98,330.79,334.18,329.57,322.21,336.51,327.88,,L7
2002-10-14 21:53:19+00:00,294.93,,274.15,,,304.31,302.14,302.25,317.38,320.98,323.18,335.40,338.44,338.62,329.54,336.03,334.78,335.35,344.45,333.75,342.99,L7
2002-12-01 21:53:52+00:00,298.86,292.04,276.28,291.39,299.89,296.87,295.46,291.06,305.82,312.08,306.55,313.69,324.28,330.56,329.22,328.37,322.74,329.90,335.52,328.24,338.41,L7
2003-01-02 21:53:58+00:00,276.36,284.02,282.12,293.41,302.95,302.36,300.62,298.01,313.50,319.26,318.82,325.31,329.68,331.26,331.44,329.27,328.03,333.58,338.37,329.78,338.22,L7
2003-01-18 21:54:30+00:00,251.99,280.51,279.61,287.84,299.58,295.17,295.46,302.89,312.18,323.09,322.32,321.83,326.01,327.39,331.45,331.95,331.43,332.75,326.46,326.63,334.03,L7
2003-03-23 21:54:16+00:00,287.10,288.65,284.05,304.34,310.77,304.48,304.08,306.67,314.92,322.48,317.94,326.28,324.31,321.70,333.87,334.99,328.32,320.14,322.58,315.22,323.17,L7
2003-07-21 21:42:09+00:00,,298.18,311.19,325.15,337.43,326.94,321.13,321.97,333.80,340.76,341.95,346.63,354.32,354.35,349.20,355.11,351.47,350.07,355.91,349.38,,L5
2003-08-06 21:42:27+00:00,285.36,279.48,293.52,317.49,321.47,318.14,311.94,307.43,322.27,335.39,327.94,336.50,344.46,341.24,337.38,334.98,329.75,322.21,324.99,316.73,323.80,L5
2003-10-17 21:54:15+00:00,,,,309.40,316.84,306.98,305.64,315.68,318.02,326.74,331.07,330.47,,,,,340.18,339.07,336.11,328.84,330.74,L7
2003-10-25 21:44:04+00:00,248.07,279.83,278.41,293.88,309.01,313.15,311.87,314.63,319.54,333.41,334.65,339.86,342.13,338.61,339.83,340.87,336.24,336.41,330.50,329.17,341.02,L5
2003-11-02 21:54:02+00:00,234.10,276.24,280.52,294.06,304.57,296.42,283.27,289.18,,,,316.00,320.59,316.87,318.68,319.25,319.23,319.02,315.20,323.58,319.37,L7
2003-11-18 21:54:39+00:00,328.35,304.05,290.25,307.19,318.00,311.56,307.33,299.29,315.87,322.79,322.76,330.34,334.62,332.57,328.74,334.24,334.77,,,,,L7
2004-01-05 21:54:57+00:00,,,257.17,267.23,,,264.14,,,,294.79,303.04,308.26,310.89,308.35,315.52,314.57,313.79,321.60,322.29,,L7
2004-02-06 21:55:08+00:00,324.91,314.73,306.24,311.32,316.80,308.51,302.27,316.08,322.40,326.60,328.74,336.93,334.46,336.00,334.74,337.93,338.96,340.09,338.27,339.71,,L7
2004-02-14 21:44:33+00:00,310.16,306.76,306.63,315.60,321.81,313.90,307.78,308.91,318.52,324.74,323.25,331.00,,334.91,333.77,339.55,333.09,,,,,L5
2004-03-17 21:44:44+00:00,282.53,287.05,293.14,309.59,318.18,299.60,302.61,302.54,311.99,322.18,321.87,328.80,334.67,,,,,,,,,L5
2004-03-25 21:54:54+00:00,305.36,290.38,,,311.14,305.34,302.86,305.93,315.21,323.90,323.67,324.41,330.84,324.12,328.38,336.85,329.46,326.31,337.87,331.51,335.04,L7
2004-04-02 21:45:18+00:00,303.23,299.74,298.35,312.29,321.76,309.97,307.03,311.15,316.48,326.48,322.52,329.09,337.30,330.26,337.68,335.50,334.15,334.37,335.44,336.48,335.17,L5
2004-04-10 21:55:14+00:00,,,,,297.58,301.60,306.43,302.77,317.52,326.12,324.56,331.55,329.18,328.22,334.02,,,,,,,L7
2004-04-18 21:45:49+00:00,284.74,289.38,292.67,303.76,307.11,300.18,292.63,294.88,308.62,314.81,314.86,321.16,321.87,322.49,321.27,321.48,325.23,323.28,328.53,327.35,319.82,L5
2004-05-04 21:46:16+00:00,301.61,298.35,299.13,306.12,315.54,307.40,304.47,315.31,326.55,329.20,335.10,334.52,338.21,338.58,334.50,341.28,335.26,335.18,337.38,329.78,336.92,L5
2004-05-20 21:46:20+00:00,312.97,303.77,295.11,306.46,309.69,306.70,309.43,309.35,324.92,329.90,331.27,336.53,335.51,339.49,339.99,339.58,338.93,341.67,342.05,335.62,340.49,L5
2004-05-28 21:54:47+00:00,284.66,287.47,289.87,304.28,309.58,300.17,297.76,303.85,309.93,316.70,319.06,321.85,326.87,328.26,326.00,329.99,326.41,322.61,325.86,,,L7
2004-06-21 21:47:40+00:00,323.82,307.90,304.13,304.30,309.55,304.39,300.58,304.28,314.99,324.12,327.75,325.35,327.12,324.25,324.30,339.39,331.15,328.84,331.58,,,L5
2004-07-23 21:48:33+00:00,316.09,304.77,300.76,311.00,314.49,309.30,306.68,320.07,324.29,342.63,342.77,341.10,345.61,342.17,350.89,351.48,344.81,347.79,347.00,343.02,343.86,L5
2004-08-16 21:54:50+00:00,,284.25,281.62,296.09,300.89,292.06,291.61,290.76,301.25,311.78,311.98,312.59,,,,,322.18,324.67,323.64,323.62,327.92,L7
2004-09-09 21:49:43+00:00,326.83,321.33,312.81,323.59,333.62,322.10,313.78,314.18,322.42,321.48,332.00,334.17,334.59,338.84,339.67,345.36,340.59,343.37,345.27,346.84,346.81,L5
2004-09-25 21:50:07+00:00,316.09,299.44,303.23,301.05,317.83,308.95,304.20,306.40,315.58,327.49,323.09,333.38,333.26,325.64,329.91,336.83,332.14,337.50,339.76,342.74,346.76,L5
2005-01-15 21:52:09+00:00,328.56,318.77,302.25,307.66,312.00,307.17,300.72,307.27,316.49,324.44,328.69,327.30,341.77,343.15,346.92,353.40,346.73,350.36,356.19,356.82,362.11,L5
2005-02-08 21:55:11+00:00,285.87,,284.11,288.92,,284.23,282.76,288.10,300.54,307.89,313.86,317.37,317.71,319.37,317.69,321.23,317.26,318.03,323.00,318.38,323.04,L7
2005-02-24 21:55:41+00:00,304.85,292.91,291.99,297.57,303.62,300.19,,296.38,314.23,317.71,321.96,328.14,326.82,331.55,327.95,328.17,328.88,326.75,332.02,323.32,328.85,L7
2005-03-20 21:52:38+00:00,306.41,301.44,299.84,311.89,318.67,305.61,305.37,313.12,322.25,329.14,331.17,342.83,355.11,351.46,348.62,348.45,343.87,344.50,344.94,339.58,341.37,L5
2005-04-21 21:52:46+00:00,319.67,315.80,308.98,324.64,326.04,314.98,319.48,321.65,324.71,343.15,346.55,351.93,356.71,353.21,354.37,358.49,354.05,349.82,347.09,346.27,355.18,L5
2005-04-29 21:55:36+00:00,,,,,,308.45,309.90,317.03,324.37,331.37,333.57,338.19,342.08,342.62,352.08,356.92,350.37,354.06,347.71,344.71,345.12,L7
2005-05-23 21:53:00+00:00,309.19,305.96,306.05,312.18,317.18,313.72,313.00,312.33,325.76,327.14,331.28,334.78,338.85,341.53,336.17,341.53,341.32,334.82,336.16,330.60,338.80,L5
2005-05-31 21:55:11+00:00,309.21,,313.44,311.93,322.49,310.80,314.21,310.75,319.40,325.34,323.61,335.76,337.06,334.34,336.38,337.47,339.18,334.42,332.70,337.80,334.45,L7
2005-06-08 21:53:33+00:00,322.45,307.88,302.59,309.88,312.95,306.00,308.56,316.43,335.55,346.89,349.33,352.30,357.03,352.10,352.04,358.31,347.21,350.02,349.67,350.88,354.78,L5
2005-08-03 21:55:25+00:00,,297.81,297.60,313.17,321.36,307.35,307.71,311.71,314.24,322.60,331.76,333.16,338.87,340.86,337.24,339.36,334.19,334.94,337.51,333.34,335.99,L7
2005-08-19 21:54:56+00:00,300.79,288.81,288.46,307.97,309.32,302.07,302.56,308.93,313.76,321.71,323.73,324.21,327.50,324.26,331.37,,,,,340.54,324.70,L7
2005-09-20 21:54:42+00:00,272.40,289.25,284.69,291.35,302.69,299.80,,,325.73,323.75,325.41,326.41,328.14,326.09,331.73,328.42,330.23,,,,,L7
2006-02-11 21:56:04+00:00,286.53,284.77,,,305.29,296.35,292.94,296.00,304.79,314.52,313.60,318.40,322.23,319.64,322.50,325.77,323.85,317.95,322.32,316.27,321.37,L7
2006-02-19 21:56:39+00:00,301.40,295.60,293.39,305.01,307.59,298.13,296.56,301.38,309.96,320.48,325.06,326.76,327.80,325.28,328.23,328.75,328.60,326.15,322.74,318.06,328.37,L5
2006-04-08 21:57:36+00:00,304.98,295.42,301.65,313.22,321.76,313.67,301.42,300.50,317.42,323.41,322.70,325.84,326.77,334.08,327.78,331.31,328.57,329.19,333.12,329.01,332.33,L5
2006-06-19 21:56:00+00:00,291.53,286.01,290.45,,,304.09,296.33,300.24,308.60,318.04,320.02,326.33,335.25,327.65,325.27,332.60,,,,,,L7
2006-06-27 21:58:48+00:00,304.75,297.81,293.91,303.95,307.53,305.30,302.32,312.13,320.53,328.72,323.50,333.24,335.56,331.40,340.78,334.71,338.60,331.35,335.95,329.12,335.95,L5
2006-07-13 21:59:02+00:00,311.76,307.46,299.76,304.59,317.10,311.72,311.12,318.54,328.08,341.50,339.57,340.19,341.37,340.05,342.00,343.62,336.99,336.74,334.91,324.76,330.69,L5
2006-07-21 21:55:45+00:00,,280.43,291.17,314.96,315.31,307.88,307.32,307.40,315.03,328.93,326.68,331.47,336.90,339.10,334.90,332.76,330.42,331.23,328.57,316.20,316.64,L7
2006-08-22 21:55:17+00:00,,291.88,290.04,307.46,314.12,302.76,300.24,305.68,314.12,327.12,325.39,331.03,337.79,340.95,336.38,340.70,334.70,334.99,333.32,326.38,331.55,L7
