dates,nzd0371-0000,nzd0371-0001,nzd0371-0002,nzd0371-0003,nzd0371-0004,nzd0371-0005,nzd0371-0006,nzd0371-0007,nzd0371-0008,nzd0371-0009,nzd0371-0010,nzd0371-0011,nzd0371-0012,nzd0371-0013,nzd0371-0014,nzd0371-0015,nzd0371-0016,nzd0371-0017,nzd0371-0018,nzd0371-0019,nzd0371-0020,nzd0371-0021,nzd0371-0022,nzd0371-0023,nzd0371-0024,nzd0371-0025,nzd0371-0026,nzd0371-0027,nzd0371-0028,nzd0371-0029,nzd0371-0030,nzd0371-0031,nzd0371-0032,nzd0371-0033,nzd0371-0034,nzd0371-0035,nzd0371-0036,nzd0371-0037,nzd0371-0038,nzd0371-0039,nzd0371-0040,nzd0371-0041,nzd0371-0042,nzd0371-0043,nzd0371-0044,nzd0371-0045,nzd0371-0046,nzd0371-0047,nzd0371-0048,nzd0371-0049,nzd0371-0050,nzd0371-0051,satname
2003-05-24 22:08:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.24,382.00,383.87,384.98,381.89,382.74,388.43,381.74,389.28,385.68,377.89,374.18,368.17,372.59,374.82,383.17,367.78,362.92,444.49,L7
2003-07-20 22:01:56+00:00,,,,,,,,,,,,,,,,,,,,,,,382.69,378.01,379.21,377.58,367.95,375.42,377.04,377.36,373.06,,,,,,380.45,383.68,378.08,370.79,350.86,371.21,371.27,374.13,378.90,,,,,,336.73,432.22,L7
2003-07-28 21:50:04+00:00,446.93,430.90,414.28,392.87,388.27,379.24,359.69,352.32,342.90,353.03,349.27,348.58,352.22,361.16,350.69,354.19,359.20,370.86,372.25,365.69,365.61,365.63,363.11,365.61,366.77,367.44,376.68,375.78,372.29,368.52,362.44,368.53,365.57,363.25,363.69,371.70,373.98,377.29,377.21,367.93,361.66,359.34,353.94,365.82,362.43,360.14,351.72,350.25,360.76,346.42,347.30,462.09,L5
2003-08-28 22:07:57+00:00,473.82,450.86,432.05,,,401.43,,,,,,,,,,,,396.95,393.73,,,,,,,,392.47,399.92,,387.15,,378.51,370.39,,,,,,,,,,,,,370.73,350.06,356.58,,,,,L7
2003-08-29 21:50:38+00:00,443.05,434.46,420.59,402.89,389.73,376.61,364.69,352.74,354.88,353.72,359.79,355.61,355.32,355.40,353.09,356.22,366.00,368.01,369.55,368.39,,,,,,,,,,,,,,,,,,386.59,379.51,377.09,372.60,375.10,369.88,367.41,364.67,364.25,360.35,362.39,371.04,365.75,355.48,447.62,L5
2003-09-14 21:50:54+00:00,,,456.49,413.78,399.13,391.84,372.01,360.42,352.66,355.35,357.72,360.90,362.84,366.49,368.45,373.24,377.61,383.32,386.83,381.47,388.59,387.35,389.30,378.64,369.20,372.58,375.65,378.24,385.17,378.82,371.99,360.58,368.13,370.36,384.24,388.57,386.53,386.50,378.84,376.58,374.45,380.47,384.34,378.57,372.57,367.10,364.75,362.34,364.79,362.21,359.83,473.92,L5
2003-10-16 21:51:19+00:00,,,,452.31,414.71,399.38,386.26,371.51,365.85,364.00,374.49,388.69,400.56,406.95,407.56,412.42,405.16,397.67,397.48,402.89,399.55,399.15,400.35,406.59,403.60,397.83,385.86,377.99,385.32,388.55,399.99,399.28,384.50,397.67,403.52,412.34,402.85,405.04,405.79,410.98,,,,,,,,,,,,,L5
2003-11-17 21:51:45+00:00,,429.14,423.75,411.79,402.65,384.04,379.16,363.55,366.92,371.19,374.06,378.29,383.45,381.28,389.64,390.66,389.64,397.67,391.25,390.90,390.52,388.67,388.61,390.17,383.19,384.72,375.23,378.68,386.17,379.80,378.59,372.87,381.42,389.28,388.18,394.82,387.63,378.56,379.45,390.13,392.52,388.95,381.36,379.46,375.89,372.60,367.48,373.73,379.65,376.15,368.60,469.72,L5
2003-11-25 22:02:05+00:00,,,,,,,372.81,362.15,362.27,365.87,367.70,366.72,369.07,373.33,374.22,,,,,,369.18,369.48,373.00,376.69,372.90,373.27,376.47,373.66,375.65,,,,,,366.40,374.55,374.11,370.96,371.49,375.44,381.52,376.48,373.67,,,,,371.52,380.93,369.78,367.66,481.96,L7
2003-12-02 22:08:15+00:00,,389.83,393.90,380.50,373.54,,,,,355.89,356.12,354.26,362.05,365.90,369.55,367.88,368.76,363.58,371.07,,,,,380.22,380.66,376.21,370.90,367.69,373.47,376.37,373.62,361.34,,,,,,371.08,361.30,362.05,365.08,369.82,364.49,355.72,353.21,348.96,,,,,,,L7
2003-12-10 21:58:05+00:00,449.65,443.22,434.64,413.03,401.82,396.16,376.86,366.99,362.29,368.15,377.75,376.24,375.99,391.69,400.26,395.55,388.80,384.57,387.46,389.68,381.23,378.77,367.17,372.08,371.02,376.32,386.06,401.49,401.75,400.50,397.06,395.46,386.03,376.76,375.23,391.22,394.29,394.91,386.63,379.03,388.31,388.92,390.66,386.42,383.25,379.27,386.70,374.77,384.52,374.26,373.29,490.77,L5
2004-01-03 22:08:30+00:00,431.33,418.35,408.09,386.95,380.50,374.12,,,,,363.23,367.71,368.93,379.84,375.81,375.82,372.86,372.02,373.03,370.72,,,,,375.15,374.15,379.84,383.52,382.13,380.60,373.79,368.58,362.80,366.23,,,,,384.77,383.67,381.06,377.93,372.15,375.86,373.32,372.21,368.53,,,,,,L7
2004-01-12 22:02:19+00:00,,,423.53,403.97,399.69,384.95,376.06,,,,,,386.45,384.58,385.56,390.33,391.38,395.44,393.82,392.52,391.14,,,,,,387.71,394.07,398.11,390.29,394.45,383.84,379.79,381.59,381.59,,,,,,387.38,384.86,379.94,391.15,390.73,376.29,367.47,370.61,382.90,382.81,,,L7
2004-01-19 22:08:35+00:00,463.80,447.74,429.86,,,391.43,376.46,,,,,,,,,,,379.96,377.99,,,,,,,,382.83,382.21,,381.38,,372.95,362.32,,,,,,,,,,,,,382.60,380.17,373.36,,,,,L7
2004-03-23 22:08:52+00:00,,,,,,,,403.33,,,,,,,,,,402.27,403.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2004-04-08 22:08:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.22,L7
2004-04-25 21:53:23+00:00,,,,405.99,418.69,418.10,410.07,389.62,376.82,371.52,368.12,374.37,375.45,375.36,377.24,384.29,385.70,379.57,382.52,380.21,371.59,371.65,367.53,375.34,381.45,390.67,389.98,390.28,388.48,391.71,388.90,398.32,393.26,394.92,398.13,398.14,397.95,404.19,404.63,394.16,398.82,400.30,398.20,379.27,376.81,382.99,393.91,393.78,391.82,394.73,385.05,448.73,L5
2004-05-18 22:00:14+00:00,466.56,440.77,431.35,417.26,419.64,422.18,400.48,378.42,370.54,371.20,365.57,364.05,381.41,389.69,388.67,384.13,381.26,386.69,383.66,369.00,369.05,368.54,369.03,371.96,370.79,377.18,396.75,396.55,391.80,392.33,382.01,382.89,374.77,378.97,377.85,386.11,391.29,397.32,409.00,406.68,404.29,402.19,400.37,385.98,379.44,386.35,386.29,382.98,396.97,386.74,399.56,480.93,L5
2004-05-19 22:02:35+00:00,448.48,433.64,430.77,412.72,,,,,,366.03,361.07,367.79,371.80,380.72,382.75,384.28,380.88,378.32,,,,,,365.25,362.18,376.95,387.85,393.04,384.60,389.99,383.18,384.36,,,,,,392.09,398.32,402.93,399.36,394.48,394.87,390.13,389.54,,,,,,,,L7
2004-05-26 22:08:45+00:00,,434.55,,430.36,432.64,429.24,409.65,394.94,383.08,375.77,372.13,,,,,395.54,391.21,384.40,386.86,392.61,397.46,394.06,389.91,399.25,,,,,418.14,420.36,423.53,420.39,386.96,393.69,388.22,396.67,399.43,408.45,,,,,412.67,406.40,382.78,373.25,383.64,401.51,411.51,400.00,399.10,435.47,L7
2004-06-12 21:54:47+00:00,,,,,,,,,,,,,,,,366.05,358.74,358.03,361.46,366.64,378.70,373.89,363.34,368.25,371.21,373.84,385.02,389.06,385.63,384.78,390.89,388.36,,,,,,,,,,,,,,,372.59,375.47,389.55,375.67,374.42,448.95,L5
2004-07-13 22:08:34+00:00,434.43,419.98,413.06,401.79,,,,,390.32,388.48,383.08,375.20,370.04,365.49,365.95,365.58,370.79,373.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.39,383.18,466.58,L7
2004-09-08 22:02:05+00:00,,438.06,,,,,,413.18,405.27,401.41,394.94,390.23,386.00,388.48,383.32,377.84,,,,,,399.00,402.76,401.50,398.13,393.22,393.42,400.87,400.03,401.48,,,,,,389.85,388.19,384.44,387.27,389.89,394.61,397.39,394.57,,,,,,,387.80,386.39,470.92,L7
2004-09-24 22:02:01+00:00,433.70,426.55,414.49,402.20,405.59,,,,,,374.55,367.55,360.54,359.17,353.50,355.44,358.97,364.37,369.44,,,,,,380.48,381.00,380.82,382.02,379.44,376.75,368.66,374.24,373.36,,,,,,365.62,373.83,378.85,374.58,371.88,366.71,357.28,353.87,,,,,,,L7
2004-10-01 22:08:09+00:00,,,,,,388.45,,,,,,,,,,,,333.10,336.36,,,,,,,,364.13,,,,,340.19,347.27,,,,,,,,,,,,,354.24,355.39,359.53,373.61,,364.18,,L7
2004-10-10 22:01:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.76,344.90,,,,L7
2004-10-18 21:57:59+00:00,,,402.57,426.81,417.80,411.83,404.44,395.10,387.92,388.37,361.09,371.85,,339.35,359.63,355.81,352.11,356.49,366.73,374.73,378.55,388.98,387.21,388.73,401.42,390.05,380.32,378.40,379.42,372.06,384.36,369.51,370.10,390.76,403.29,408.67,404.56,387.37,362.36,356.90,356.48,380.92,395.71,387.99,374.46,368.53,355.86,358.03,397.40,389.93,385.36,467.94,L5
2004-11-02 22:08:28+00:00,,,,,,433.10,436.27,431.35,,,414.97,408.21,404.44,396.66,,,,,,407.18,413.18,419.08,422.89,427.48,425.60,417.76,407.35,401.07,,,,,396.40,406.23,411.21,410.11,404.93,401.08,377.51,377.33,379.89,386.29,,,,,382.41,380.71,385.11,392.97,414.19,487.34,L7
2004-11-10 22:04:35+00:00,,455.90,442.51,414.62,413.44,413.21,397.87,384.08,377.93,374.75,387.48,377.88,374.81,379.24,374.50,376.29,379.34,382.95,383.47,378.65,384.43,385.26,387.39,392.44,402.89,402.31,401.96,395.66,387.38,391.11,382.19,382.48,376.66,376.53,386.17,382.85,375.64,383.76,380.41,376.20,378.85,381.18,385.78,383.86,375.34,374.78,372.64,369.13,386.26,370.38,382.14,485.27,L5
2004-11-18 22:08:33+00:00,,406.47,425.97,394.63,379.95,,,,,,364.21,359.37,350.58,339.71,348.00,350.29,349.53,342.02,349.59,,,,,385.73,384.29,382.24,366.98,365.51,364.45,365.13,367.59,350.28,355.84,,,,,362.98,348.65,342.58,339.26,353.56,362.38,357.88,358.64,344.41,338.57,,,,,,L7
2004-12-13 22:02:35+00:00,437.60,437.29,420.90,391.01,392.28,393.13,371.12,367.95,357.98,,,,,,356.12,355.43,354.31,360.29,364.06,362.92,366.17,369.71,372.73,,,,,,379.32,375.36,368.13,364.79,363.03,364.38,368.30,376.48,,,,,,360.92,374.75,390.79,378.50,373.91,374.85,380.36,377.46,363.62,362.04,482.22,L7
