,dates,mex0048-0000,mex0048-0001,mex0048-0002,mex0048-0003,mex0048-0004,mex0048-0005,mex0048-0006
0,1985-09-30 16:17:33+00:00,171.50547754392525,168.36403277966454,167.03426551603619,180.3784756629164,176.17091310317,180.4290213147469,173.19306151606483
1,1986-01-13 16:09:40+00:00,197.3131118458088,172.7784024189496,175.59378110165298,185.48801960710188,184.98354265934915,194.48482619172688,192.32589806344978
2,1986-01-20 16:15:42+00:00,195.61647844926128,174.92929696813954,175.74956960650303,191.1658098115381,191.3876488880556,201.27656732752624,211.42773649409307
3,1986-03-18 16:08:16+00:00,192.53994550837763,182.54285945137582,182.0997698012433,195.0488766654375,192.54366079748354,207.58457067437828,207.62572194004417
4,1986-03-25 16:14:19+00:00,182.91759921831155,171.7753152615707,176.6440880245813,189.33676770093058,192.3358930479063,206.3552952868207,207.66049392158413
5,1986-04-03 16:07:57+00:00,206.87683799898355,178.0997622814144,180.3765910129475,189.22474293314684,190.92751644911425,206.3600055037722,207.50954397804605
6,1986-04-10 16:13:58+00:00,185.52076662410718,169.2158419296993,171.40372925564958,183.87888248541748,185.7204146627963,198.9566614193219,207.17107495764094
7,1986-04-19 16:07:35+00:00,171.86822427670603,154.93002617682262,164.6859312638825,175.2637735130194,176.48271862462158,185.40930893026731,181.10780265549226
8,1986-04-26 16:13:36+00:00,178.93212844916775,175.9343861174422,181.25559302619334,188.57977089577207,183.53233138796074,191.37327888459976,187.80459784729038
9,1986-05-05 16:07:11+00:00,209.04742094784817,182.38090973154524,186.8093482934242,195.56282209269338,196.9919279543378,201.02037474323902,197.13951215860737
10,1986-09-10 16:02:57+00:00,188.48631520812185,172.81878978150584,176.9768749442934,180.37123624205174,176.8390627639503,187.46462979291422,181.96245708484463
11,1986-09-26 16:02:27+00:00,177.66300027929742,172.66544287595673,171.04935554037678,180.06761366710066,179.21442335075238,181.4588187834515,175.74387958626167
12,1987-07-18 16:13:40+00:00,167.87277876169006,160.17183082688746,156.64147135923162,162.99907128075668,164.26071542807097,169.98837820610603,165.4855044294172
13,1987-08-03 16:14:08+00:00,160.53816967110438,151.89844263616192,157.99395287494303,173.17815679931527,171.45170570885287,160.9096583890611,154.75379578979505
14,1987-08-19 16:14:36+00:00,166.43239214314966,158.5823656183255,155.80664178071098,165.6992437247894,168.05301371685246,165.43568459448792,154.8736468793939
15,1987-09-20 16:15:25+00:00,172.2302449802914,160.0791974278644,162.32553375987345,173.2638803735365,170.26565691162224,169.4932911737251,161.5611982446949
16,1990-03-13 16:02:52+00:00,184.81309654501183,168.46295977985073,166.23716704500006,182.53585150621495,182.97582410308476,187.24655555699687,180.12331544825213
17,1990-03-29 16:02:21+00:00,183.91419152244163,163.07578927384313,167.32064840856216,182.28479174599323,182.01503556712458,182.9739550992649,182.105513754931
18,1992-09-01 16:10:44+00:00,164.26745487151624,151.94690790439765,148.864371129712,156.07921546213396,159.19045934641113,158.00768306592016,157.99040831113973
19,1993-01-07 16:09:59+00:00,191.16337699482523,169.40420181655784,159.71004563548334,171.95900680304513,174.91332820743594,184.3237160708815,170.78964269862007
20,1993-01-16 16:03:54+00:00,182.80650196099347,165.1982596524841,166.1988329236382,177.5904783600289,177.64510042136192,182.395254379382,173.18091773229386
21,1993-01-23 16:10:10+00:00,166.29415295602644,147.67952787806658,151.42456247410254,159.98245781662402,164.68391579793735,165.70563487932407,157.42961324561398
22,1993-02-08 16:10:21+00:00,177.53461993248217,155.51998313024572,160.01743350227662,178.86337475801375,179.88267334823726,184.79660453230858,180.43417123745851
23,1993-02-17 16:04:13+00:00,180.4983312943805,161.1661858200856,168.18113204232205,180.79894018126916,183.66768211609755,186.96223966392597,177.77522734417317
24,1993-02-24 16:10:24+00:00,184.57246539350058,153.95024937485493,162.9170841673357,176.36639352806392,182.37927013861585,183.09475531385814,179.97384995988267
25,1993-03-05 16:04:22+00:00,177.2981042428442,161.99269124391657,165.4429797698413,170.07629396523885,179.1305251599527,181.8230071870719,168.94977344970962
26,1993-03-12 16:10:37+00:00,177.93908615405763,156.8666234659216,163.4519169742261,172.75788584438226,179.82078895957008,185.72735108403378,179.15990461482488
27,1993-03-21 16:04:25+00:00,186.50056750911557,166.86487978275176,171.68388148219958,182.90068728597316,185.40700134065457,189.1999306982442,180.14327598326375
28,1993-03-28 16:10:38+00:00,176.86986137273712,156.79035510589043,157.05594067783665,170.83645790268042,180.33093850417467,170.52073836734775,164.88596674619578
29,1993-04-22 16:04:40+00:00,185.04318124610725,171.52525476705227,168.9077839382763,180.13756793229416,178.94845183369793,180.22680515123514,171.8285844588929
30,1993-04-29 16:10:52+00:00,163.95073159263544,154.28540958303753,155.45446283673982,164.16248202703295,169.39594733429126,168.58797911031945,162.19836112837012
