dates,nzd0517-0000,nzd0517-0001,nzd0517-0002,nzd0517-0003,nzd0517-0004,nzd0517-0005,nzd0517-0006,nzd0517-0007,nzd0517-0008,nzd0517-0009,nzd0517-0010,nzd0517-0011,nzd0517-0012,nzd0517-0013,nzd0517-0014,nzd0517-0015,nzd0517-0016,nzd0517-0017,nzd0517-0018,nzd0517-0019,nzd0517-0020,nzd0517-0021,nzd0517-0022,nzd0517-0023,nzd0517-0024,nzd0517-0025,nzd0517-0026,nzd0517-0027,nzd0517-0028,nzd0517-0029,nzd0517-0030,nzd0517-0031,nzd0517-0032,nzd0517-0033,nzd0517-0034,nzd0517-0035,nzd0517-0036,nzd0517-0037,nzd0517-0038,nzd0517-0039,nzd0517-0040,nzd0517-0041,nzd0517-0042,nzd0517-0043,nzd0517-0044,nzd0517-0045,nzd0517-0046,nzd0517-0047,satname
1999-08-08 22:19:52+00:00,386.04,383.12,388.70,363.55,,338.92,329.70,341.70,348.70,331.07,333.21,,330.38,345.73,348.96,381.03,392.45,377.16,,,,,,,,,351.75,355.10,359.40,344.46,339.87,337.69,344.80,347.87,357.01,363.80,364.38,345.28,339.80,338.06,352.38,332.39,335.70,349.97,,332.23,346.47,,L7
1999-09-16 22:25:58+00:00,389.23,394.82,387.49,363.63,342.03,353.71,348.53,354.56,353.39,349.85,347.01,364.32,348.91,364.09,367.88,393.51,397.95,387.63,378.87,375.48,371.56,380.62,387.50,388.41,381.52,381.03,364.79,361.08,358.77,354.31,351.13,349.77,352.49,353.52,356.79,364.38,363.50,348.79,352.03,345.83,353.06,344.18,348.56,354.84,366.96,349.07,356.40,356.54,L7
1999-10-02 22:26:11+00:00,389.23,394.82,387.49,363.63,342.03,353.71,348.53,354.56,353.39,349.85,347.01,364.32,348.91,364.09,367.88,393.51,397.95,387.63,378.87,375.48,371.56,380.62,387.50,388.41,381.52,381.03,364.79,361.08,358.77,354.31,351.13,349.77,352.49,353.52,356.79,366.36,364.32,351.84,355.69,348.65,354.69,348.90,355.55,357.10,364.98,351.32,357.54,362.87,L7
1999-12-30 22:19:45+00:00,383.90,393.73,383.61,359.14,342.71,354.91,355.02,356.32,354.71,350.76,347.01,358.24,350.23,363.31,368.43,388.97,391.63,383.96,375.44,370.52,366.68,373.77,378.12,379.16,375.16,375.91,366.56,361.56,358.72,354.07,352.47,349.07,352.44,355.80,358.05,365.06,363.83,353.05,354.37,350.16,353.59,349.80,354.38,354.31,359.57,351.52,355.76,359.54,L7
2000-04-20 22:19:15+00:00,375.09,395.74,383.38,347.49,343.56,359.81,364.02,362.44,359.18,358.04,353.16,359.54,357.65,362.07,372.04,380.05,383.18,380.87,376.88,370.78,369.43,370.63,365.62,373.25,370.73,373.44,372.19,367.64,362.66,358.57,355.62,350.56,354.93,359.69,358.67,356.77,359.38,354.98,348.94,352.03,347.37,351.64,352.62,352.83,350.26,354.56,355.80,359.38,L7
2000-04-27 22:25:27+00:00,375.42,392.47,376.87,344.26,335.32,354.84,354.67,357.22,355.61,350.88,349.48,353.80,350.62,357.70,362.27,375.20,375.24,373.21,368.76,361.94,362.30,365.72,360.26,366.26,365.06,368.80,367.23,361.52,355.97,351.26,349.95,346.46,350.28,352.15,351.06,351.90,353.28,348.49,345.86,347.09,347.20,351.28,350.58,351.85,350.21,353.73,353.29,360.67,L7
2000-05-22 22:18:57+00:00,372.89,391.27,377.53,347.61,335.15,353.97,353.26,357.22,355.61,350.88,349.48,353.80,350.62,357.70,362.27,375.20,375.24,373.21,368.76,361.94,362.30,365.72,360.26,366.26,365.06,368.80,366.27,360.37,352.92,347.27,346.70,345.36,346.87,350.96,347.94,346.63,348.40,348.49,345.86,347.09,347.20,351.28,342.02,350.36,345.16,353.73,353.29,361.17,L7
2000-06-07 22:18:48+00:00,378.10,395.57,381.15,353.52,341.12,357.40,357.48,357.22,361.09,361.62,356.44,361.77,350.62,357.70,362.27,375.20,375.24,373.21,368.76,361.94,371.61,373.37,365.96,366.26,365.06,369.93,366.27,365.93,362.71,357.47,352.26,345.36,352.29,355.71,353.81,346.63,352.65,354.56,353.15,349.78,347.20,351.28,342.02,356.54,345.16,361.28,353.29,363.40,L7
2000-06-30 22:24:48+00:00,379.31,396.58,383.74,356.39,340.55,352.83,354.86,355.92,362.34,364.63,359.59,364.97,349.50,355.68,358.64,372.86,373.37,371.50,367.13,360.13,374.88,375.51,365.03,364.43,363.20,369.64,364.99,366.78,365.69,359.43,354.77,342.15,351.21,352.04,352.12,341.79,350.22,353.85,354.07,348.14,345.65,350.67,323.80,359.20,343.96,364.33,354.73,366.03,L7
2000-08-01 22:24:18+00:00,382.77,398.34,385.21,358.61,338.51,359.28,361.06,363.50,364.81,365.44,357.51,363.78,351.84,364.16,362.42,375.57,379.77,377.59,373.37,366.48,375.88,377.79,365.03,354.03,367.19,370.58,368.13,367.96,365.61,359.15,354.77,343.76,351.71,353.25,352.98,346.16,352.87,354.41,353.47,347.81,344.51,350.88,328.73,358.64,349.87,362.75,357.97,367.93,L7
2000-09-02 22:23:58+00:00,384.58,400.12,386.85,361.76,339.81,359.85,361.63,366.87,366.42,369.62,360.60,366.07,360.96,370.35,372.33,386.75,388.24,383.94,379.77,373.38,378.91,382.59,376.30,354.03,372.10,375.10,373.21,370.19,367.12,360.35,356.80,348.61,354.71,355.70,356.57,352.41,356.84,359.39,358.50,352.64,351.16,357.93,338.97,360.16,352.18,366.68,365.00,370.57,L7
2000-09-27 22:17:24+00:00,384.58,400.12,386.85,361.76,339.94,359.09,361.15,362.54,363.25,364.48,357.74,362.16,360.55,370.06,373.53,384.58,387.22,382.28,378.69,372.45,378.16,379.18,372.03,353.08,368.07,371.23,369.82,367.37,365.05,359.26,356.59,349.42,354.18,355.22,356.51,354.33,357.09,358.79,357.75,353.83,353.48,357.24,341.05,359.58,355.10,366.08,365.06,371.12,L7
2000-10-29 22:17:19+00:00,384.62,401.14,387.85,365.49,342.96,362.33,364.98,362.94,363.64,365.52,356.84,361.38,362.21,374.94,378.59,388.69,391.44,385.58,382.81,377.09,380.28,381.03,377.26,347.61,369.19,370.69,371.04,368.34,368.52,362.31,359.66,350.84,355.82,357.61,360.59,357.86,360.42,365.98,364.83,359.11,358.69,359.52,339.54,360.68,355.28,367.77,367.72,369.98,L7
2001-02-18 22:17:22+00:00,375.90,395.44,386.78,364.24,344.25,358.88,360.66,354.83,353.45,352.43,351.23,354.37,363.85,372.18,382.37,389.86,390.81,384.09,381.65,374.37,373.74,372.83,371.63,355.64,366.82,368.35,366.16,361.97,360.85,356.06,358.57,359.47,359.82,357.44,365.07,369.29,368.46,366.94,366.32,369.30,363.21,357.95,364.83,360.17,359.61,365.64,368.81,365.87,L7
2001-02-25 22:23:29+00:00,377.08,395.71,385.37,362.19,346.85,362.32,363.08,356.94,356.56,355.47,354.45,357.71,367.32,374.18,383.79,390.99,391.55,384.58,382.01,374.42,374.20,374.03,372.97,360.76,369.08,371.08,371.60,366.29,365.28,361.31,361.91,361.15,361.66,360.49,366.47,370.58,369.38,365.86,364.58,367.04,364.22,360.27,366.66,360.67,360.34,363.37,366.66,364.37,L7
2001-03-06 22:17:18+00:00,371.56,391.27,381.60,356.02,346.99,362.09,362.74,351.94,352.49,347.75,349.82,353.33,362.07,370.49,379.22,383.67,387.23,379.58,376.86,370.28,371.80,368.50,362.79,359.50,364.11,365.18,365.04,361.66,359.65,356.42,357.29,354.67,358.19,357.04,362.04,365.72,365.14,359.16,357.00,363.51,360.49,354.25,355.19,358.84,363.01,354.64,357.04,357.79,L7
2001-03-22 22:17:09+00:00,374.32,391.39,385.27,361.44,349.95,363.45,365.85,356.23,355.44,350.25,351.67,355.10,364.12,372.79,381.78,386.03,389.29,382.20,379.58,372.67,374.32,371.05,365.23,362.29,366.47,367.19,367.00,364.12,361.26,358.80,358.26,355.50,358.64,358.48,364.51,368.52,367.06,362.77,360.72,365.21,363.03,356.24,356.25,360.84,365.90,355.58,358.34,358.91,L7
2001-04-07 22:17:01+00:00,376.36,390.81,386.00,363.43,354.64,365.71,368.80,360.56,358.52,352.84,353.58,358.07,365.54,374.21,383.81,389.49,391.45,384.75,382.93,373.95,375.53,374.31,367.22,365.17,368.74,369.58,369.69,366.88,365.22,361.10,358.90,355.59,359.69,359.75,365.37,370.62,369.66,366.77,364.80,367.73,366.13,358.61,357.96,363.22,367.35,356.35,357.64,358.08,L7
2001-06-01 22:22:52+00:00,378.29,390.79,389.02,368.47,358.12,364.44,371.54,362.98,361.11,355.87,357.17,361.78,370.65,377.55,388.76,392.48,394.46,386.92,385.10,375.47,379.14,377.11,368.47,366.32,369.94,371.16,370.05,368.16,365.22,361.10,358.90,355.59,359.69,359.75,365.37,370.62,369.66,366.77,364.80,367.73,366.13,359.68,359.75,364.88,372.26,357.59,358.29,363.85,L7
2001-06-10 22:16:35+00:00,381.51,395.12,389.94,368.87,354.44,365.53,366.76,358.02,358.11,356.04,357.05,361.27,364.85,377.64,384.01,391.55,394.45,387.20,380.71,375.47,379.14,377.11,368.47,366.32,369.94,371.16,370.05,368.16,365.22,361.10,358.90,355.59,359.69,359.75,365.37,370.62,369.66,366.77,364.80,367.73,366.13,359.68,359.75,364.88,372.26,357.59,358.29,363.85,L7
2001-07-28 22:16:09+00:00,380.75,389.21,384.19,366.25,349.91,365.41,364.24,357.19,358.11,356.04,357.05,357.85,361.59,372.12,384.01,391.55,394.45,387.20,380.71,375.47,372.89,373.20,364.41,362.86,366.48,367.06,370.05,368.16,356.73,356.60,355.84,356.90,361.24,353.72,357.16,366.04,364.05,367.92,361.47,361.49,361.83,360.28,353.15,361.31,366.73,351.35,353.81,360.18,L7
2001-09-05 22:21:44+00:00,383.05,389.15,383.61,365.14,346.80,366.32,363.25,356.89,358.24,356.67,355.69,356.36,358.27,370.78,380.61,390.71,394.11,389.19,380.27,374.10,368.61,372.32,364.07,364.39,367.45,366.73,372.63,368.11,350.88,354.22,352.25,355.06,359.31,349.06,350.33,363.41,360.94,371.31,362.87,356.91,360.19,363.63,350.68,359.92,362.85,350.96,353.50,361.39,L7
2002-02-28 22:22:07+00:00,376.82,393.39,383.82,353.01,341.03,362.87,365.68,352.95,356.82,357.91,354.14,362.23,366.14,373.45,376.93,386.29,386.34,381.90,374.69,361.24,364.15,370.17,367.86,368.24,376.72,376.90,372.09,360.90,351.19,351.27,348.04,343.24,352.09,350.19,348.47,356.08,359.42,356.95,354.73,349.30,348.19,356.37,357.01,357.65,356.12,355.44,357.53,353.40,L7
2002-03-25 22:15:47+00:00,393.25,385.86,398.63,371.33,355.34,346.14,356.80,349.78,346.52,339.40,338.38,328.58,354.93,372.71,388.43,395.12,399.94,395.14,389.37,382.62,394.24,380.50,379.43,363.91,365.57,364.08,363.88,364.62,366.12,352.58,358.78,357.01,359.59,360.24,355.72,366.08,364.73,360.00,358.32,355.01,358.72,357.95,361.09,363.43,365.11,359.06,363.38,362.86,L7
2002-04-01 22:21:54+00:00,393.57,396.17,398.63,381.23,361.70,356.90,356.85,355.85,351.02,350.57,350.19,328.58,368.15,377.74,389.26,406.08,408.53,395.37,385.71,380.41,389.69,385.31,381.90,377.60,372.75,373.28,379.99,364.62,382.53,352.58,370.67,376.63,367.87,360.24,355.72,366.08,364.60,363.93,360.71,361.66,362.53,370.85,361.09,363.43,364.55,360.76,361.28,361.17,L7
2002-07-06 22:21:34+00:00,393.57,396.17,398.63,381.23,361.70,356.90,356.85,355.85,351.02,350.57,350.19,328.58,368.15,377.74,389.26,406.08,408.53,395.37,377.90,372.93,376.30,385.31,370.45,367.85,366.21,367.54,371.84,358.02,372.95,350.74,362.87,376.63,361.91,353.51,352.85,356.81,360.79,363.93,360.71,361.66,362.53,370.85,361.09,363.43,364.55,360.76,361.28,351.69,L7
