dates,satname,nzd0517-0000,nzd0517-0001,nzd0517-0002,nzd0517-0003,nzd0517-0004,nzd0517-0005,nzd0517-0006,nzd0517-0007,nzd0517-0008,nzd0517-0009,nzd0517-0010,nzd0517-0011,nzd0517-0012,nzd0517-0013,nzd0517-0014,nzd0517-0015,nzd0517-0016,nzd0517-0017,nzd0517-0018,nzd0517-0019,nzd0517-0020,nzd0517-0021,nzd0517-0022,nzd0517-0023,nzd0517-0024,nzd0517-0025,nzd0517-0026,nzd0517-0027,nzd0517-0028,nzd0517-0029,nzd0517-0030,nzd0517-0031,nzd0517-0032,nzd0517-0033,nzd0517-0034,nzd0517-0035,nzd0517-0036,nzd0517-0037,nzd0517-0038,nzd0517-0039,nzd0517-0040,nzd0517-0041,nzd0517-0042,nzd0517-0043,nzd0517-0044,nzd0517-0045,nzd0517-0046,nzd0517-0047
1999-08-08 22:19:52+00:00,L7,350.37,359.34,345.90,320.75,264.27,322.46,299.13,317.92,324.92,315.78,309.43,302.47,303.63,315.16,313.29,350.46,356.78,341.49,259.05,283.18,236.70,,184.66,196.54,201.72,258.32,333.92,331.32,332.65,325.01,320.42,316.29,321.02,324.09,330.26,333.23,333.81,318.53,313.05,311.31,321.81,310.99,319.24,323.22,203.86,301.66,315.90,243.64
1999-09-16 22:25:58+00:00,L7,410.75,418.75,408.28,385.72,357.74,376.96,383.07,379.65,370.30,376.48,373.04,375.32,381.20,398.16,405.12,421.70,421.78,416.43,397.20,393.81,393.56,396.33,399.72,397.58,392.52,391.03,387.00,379.28,371.89,374.17,372.40,372.85,372.40,371.40,370.32,380.67,378.34,366.05,378.01,367.35,369.45,366.97,369.89,373.46,385.29,381.62,382.05,372.25
1999-10-02 22:26:11+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.04,375.67,366.43,371.52,362.78,367.65,365.14,374.76,370.12,374.32,365.53,369.52,378.90
1999-12-30 22:19:45+00:00,L7,374.24,392.20,377.04,351.34,344.25,357.77,368.86,360.49,358.03,353.02,347.67,352.76,353.61,362.62,370.54,380.74,379.98,377.61,373.02,366.56,362.99,367.78,369.41,370.41,369.40,371.34,370.61,363.20,359.38,354.12,355.70,348.26,353.02,361.01,361.33,362.01,363.20,357.43,351.15,355.46,351.17,353.10,351.31,346.68,349.76,352.99,351.27,353.74
2000-04-20 22:19:15+00:00,L7,383.61,404.39,398.91,352.83,349.43,365.39,365.76,369.51,365.43,366.36,363.77,370.91,367.44,368.09,381.21,385.93,394.04,391.79,388.40,382.68,385.07,380.06,366.93,379.92,376.65,379.73,377.61,377.19,371.69,367.22,359.72,357.45,361.94,363.48,361.76,358.11,362.12,358.28,352.47,354.35,350.13,354.78,357.46,364.73,358.44,362.71,366.89,371.60
2000-04-27 22:25:27+00:00,L7,378.07,387.27,366.26,340.21,320.57,345.82,337.68,348.09,349.81,337.42,343.45,343.53,338.06,350.68,344.74,367.20,361.36,359.89,354.54,346.25,350.43,357.60,350.89,353.27,354.94,360.60,358.31,350.62,344.09,337.72,339.71,339.47,342.32,338.39,337.35,343.85,342.79,337.01,341.21,338.71,348.59,351.77,347.44,351.38,352.10,353.76,349.98,364.94
2000-05-22 22:18:57+00:00,L7,386.31,401.66,404.72,382.84,352.64,361.04,367.01,,,,,,,,,,,,,128.61,228.34,,136.16,177.57,180.09,219.27,373.87,370.91,359.53,346.76,348.41,354.64,350.65,361.41,354.32,348.84,351.78,233.99,215.14,190.46,,172.41,326.01,361.66,351.02,205.89,205.65,380.67
2000-06-07 22:18:48+00:00,L7,430.59,433.88,433.60,415.16,392.11,385.74,401.53,414.71,398.65,407.41,398.43,404.68,412.41,423.58,442.23,448.38,451.48,442.46,443.69,441.04,437.53,423.44,404.16,200.06,186.03,390.58,420.14,409.28,425.62,415.52,391.75,407.90,395.06,395.83,401.04,400.52,396.76,396.50,398.78,381.61,,143.15,266.92,405.02,411.68,411.07,416.77,399.49
2000-06-30 22:24:48+00:00,L7,106.68,312.27,344.03,319.72,256.06,317.24,286.74,273.27,,,,,227.45,270.48,243.62,223.60,218.22,243.49,242.80,235.67,,,,187.59,201.51,204.51,182.32,267.90,345.51,343.04,347.36,312.46,322.06,317.08,235.19,249.18,243.33,243.97,205.54,186.10,,120.25,260.75,248.65,210.30,227.38,226.78,211.58
2000-08-01 22:24:18+00:00,L7,401.94,408.92,398.93,376.07,334.94,393.98,390.45,382.24,375.80,370.13,354.85,363.42,360.51,385.70,375.31,385.56,397.92,395.10,391.18,384.51,385.27,389.18,158.20,335.90,378.38,376.31,380.24,376.22,369.22,360.65,357.69,353.39,357.76,362.83,360.45,363.81,368.04,360.10,355.67,350.82,346.79,354.49,350.92,360.39,372.91,362.59,369.04,380.07
2000-09-02 22:23:58+00:00,L7,422.96,428.60,431.88,415.89,371.42,376.80,389.61,396.51,392.41,398.93,392.52,392.83,410.33,414.07,431.39,445.43,442.97,432.32,428.30,423.41,426.27,426.96,429.64,416.05,404.43,409.17,408.18,400.91,398.17,383.51,384.96,390.43,392.29,390.01,396.49,402.57,401.81,401.33,400.63,393.98,396.24,396.68,403.72,389.78,390.77,407.53,411.22,408.92
2000-09-27 22:17:24+00:00,L7,,,,,319.30,342.26,336.84,328.58,330.73,328.07,326.73,327.58,340.18,347.45,353.35,354.48,358.14,350.64,349.36,343.74,344.41,340.70,338.29,337.72,336.97,338.25,340.39,333.80,331.84,338.03,341.45,339.27,333.80,335.19,337.42,342.51,337.15,337.00,335.26,341.01,341.33,339.47,341.95,337.36,344.71,341.67,343.88,352.96
2000-10-29 22:17:19+00:00,L7,375.97,395.77,382.71,352.07,347.05,374.20,364.13,355.76,353.06,343.90,344.11,347.60,350.58,367.12,371.32,383.86,383.73,381.25,379.39,373.67,366.31,366.57,365.86,363.06,367.16,365.67,371.54,365.36,,,,,,,,,,,,,,357.63,354.19,362.12,355.00,357.71,361.32,357.48
2001-02-18 22:17:22+00:00,L7,346.09,373.51,366.54,345.56,332.64,338.73,345.48,333.34,332.48,335.52,336.43,344.88,348.55,353.49,365.76,369.11,370.71,364.48,361.90,348.98,348.78,350.51,347.64,347.63,354.11,356.10,340.70,342.70,341.29,338.45,341.12,339.71,343.38,337.12,350.06,349.93,353.57,351.24,399.40,361.66,339.20,333.42,,,,,93.44,337.54
2001-02-25 22:23:29+00:00,L7,390.96,403.42,393.54,368.44,366.13,380.86,381.64,372.31,375.91,372.07,374.22,377.24,388.98,391.05,399.78,404.38,404.87,396.87,393.76,384.96,388.43,387.72,385.21,381.29,384.31,387.67,398.53,390.47,386.32,382.70,377.55,372.40,374.06,376.52,378.41,383.31,380.98,370.35,368.84,368.02,376.11,375.73,376.94,369.91,372.87,365.41,369.09,367.22
2001-03-06 22:17:18+00:00,L7,,,,,,,,,,,,,,,,,359.37,345.32,340.56,340.71,339.85,346.16,337.40,338.12,342.38,345.86,344.39,336.43,329.17,330.12,332.67,327.31,337.07,334.87,332.28,329.98,331.73,328.04,331.41,333.37,328.19,329.42,329.20,335.98,339.46,319.51,319.59,322.88
