dates,nzd0517-0000,nzd0517-0001,nzd0517-0002,nzd0517-0003,nzd0517-0004,nzd0517-0005,nzd0517-0006,nzd0517-0007,nzd0517-0008,nzd0517-0009,nzd0517-0010,nzd0517-0011,nzd0517-0012,nzd0517-0013,nzd0517-0014,nzd0517-0015,nzd0517-0016,nzd0517-0017,nzd0517-0018,nzd0517-0019,nzd0517-0020,nzd0517-0021,nzd0517-0022,nzd0517-0023,nzd0517-0024,nzd0517-0025,nzd0517-0026,nzd0517-0027,nzd0517-0028,nzd0517-0029,nzd0517-0030,nzd0517-0031,nzd0517-0032,nzd0517-0033,nzd0517-0034,nzd0517-0035,nzd0517-0036,nzd0517-0037,nzd0517-0038,nzd0517-0039,nzd0517-0040,nzd0517-0041,nzd0517-0042,nzd0517-0043,nzd0517-0044,nzd0517-0045,nzd0517-0046,nzd0517-0047,satname
1999-08-08 22:19:52+00:00,386.04,383.12,388.70,363.55,,338.92,329.70,341.70,348.70,331.07,333.21,,330.38,345.73,348.96,381.03,392.45,377.16,,,,,,,,,351.75,355.10,359.40,344.46,339.87,337.69,344.80,347.87,357.01,363.80,364.38,345.28,339.80,338.06,352.38,332.39,335.70,349.97,,332.23,346.47,,L7
1999-09-16 22:25:58+00:00,392.42,406.53,386.28,363.72,342.03,368.50,367.36,367.43,358.08,368.62,360.82,364.32,367.45,382.45,386.79,405.99,403.45,398.10,378.87,375.48,371.56,380.62,387.50,388.41,381.52,381.03,377.83,367.06,358.14,364.17,362.40,361.85,360.18,359.18,356.57,364.96,362.63,352.30,364.26,353.60,353.74,355.97,361.43,359.71,366.96,365.91,366.34,356.54,L7
1999-10-02 22:26:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.33,365.96,357.93,363.02,354.28,357.94,358.34,369.53,361.62,362.99,355.82,359.81,369.19,L7
1999-12-30 22:19:45+00:00,373.24,391.53,375.84,350.14,343.39,357.31,368.00,359.82,357.36,352.59,347.00,352.16,352.86,361.76,369.54,379.88,378.98,376.61,372.02,365.56,361.79,366.92,368.74,369.91,368.80,370.79,370.11,362.53,358.63,353.57,355.15,347.66,352.35,360.34,360.58,361.15,362.34,356.68,350.40,354.71,350.31,352.50,350.85,345.93,348.76,352.13,350.41,352.88,L7
2000-04-20 22:19:15+00:00,376.94,399.95,390.91,344.83,343.72,362.31,360.05,365.07,360.99,363.50,359.33,366.91,362.44,362.38,374.54,380.22,387.37,385.12,381.73,376.01,377.07,374.35,362.49,376.59,372.65,376.09,374.28,372.75,366.69,363.58,356.08,353.45,357.50,359.04,356.76,352.40,356.41,353.28,347.47,349.35,344.42,350.78,354.38,359.73,351.77,357.00,361.18,365.89,L7
2000-04-27 22:25:27+00:00,376.07,385.94,363.86,337.81,318.86,344.90,335.97,346.76,348.48,336.56,342.12,342.33,336.56,348.97,342.74,365.49,359.36,357.89,352.54,344.25,348.03,355.89,349.56,352.27,353.74,359.51,357.31,349.29,342.59,336.63,338.62,338.27,340.99,337.06,335.85,342.14,341.08,335.51,339.71,337.21,346.88,350.57,346.52,349.88,350.10,352.05,348.27,363.23,L7
2000-05-22 22:18:57+00:00,365.31,387.66,379.52,357.64,334.64,351.35,349.01,,,,,,,,,,,,,,,,,,,,363.37,356.91,343.78,335.31,336.96,342.04,336.65,347.41,338.57,330.84,333.78,,,,,,316.32,345.91,330.02,,,362.67,L7
2000-06-07 22:18:48+00:00,398.92,412.77,395.60,377.16,364.97,371.12,374.39,,377.54,393.84,377.32,385.68,,,,,,,,,399.53,396.30,383.05,,,373.31,,388.17,401.87,398.25,374.48,,373.95,374.72,377.29,,369.62,372.75,375.03,357.86,,,,381.27,,383.93,,372.35,L7
2000-06-30 22:24:48+00:00,,,388.83,364.52,,334.47,,,,,,,,,,,,,,,,,,,,,,,373.51,363.40,367.72,334.86,346.95,341.97,,,,,,,,,277.98,,,,,,L7
2000-08-01 22:24:18+00:00,396.61,405.36,392.53,369.67,330.37,391.52,385.88,378.68,372.24,367.84,351.29,360.22,356.51,381.13,369.98,380.99,392.59,389.77,385.85,379.18,378.87,384.61,,333.23,375.18,373.40,377.57,372.66,365.22,357.74,354.78,350.19,354.20,359.27,356.45,359.24,363.47,356.10,351.67,346.82,342.22,351.29,348.46,356.39,367.58,358.02,364.47,375.50,L7
