dates,nzd0336-0000,nzd0336-0001,nzd0336-0002,nzd0336-0003,nzd0336-0004,nzd0336-0005,nzd0336-0006,nzd0336-0007,nzd0336-0008,satname
1999-08-17 22:12:02+00:00,375.44,,,376.29,346.02,343.09,309.67,315.45,324.75,L7
1999-08-26 22:06:20+00:00,363.46,338.57,,368.67,344.03,328.80,327.47,311.32,309.95,L7
1999-10-13 22:06:00+00:00,361.13,358.22,366.08,344.31,331.65,334.33,324.90,319.09,305.37,L7
1999-11-21 22:12:00+00:00,368.85,364.45,370.88,363.62,331.54,322.49,308.53,315.90,311.93,L7
2000-03-21 22:05:37+00:00,349.66,,,328.84,320.67,311.96,313.12,306.78,312.31,L7
2000-04-13 22:11:30+00:00,363.27,,374.07,,329.82,336.40,333.82,330.04,334.92,L7
2000-05-24 22:04:58+00:00,,,335.25,,,,,,,L7
2000-08-12 22:04:05+00:00,,,,,,,,300.71,288.74,L7
2000-08-19 22:10:13+00:00,371.58,324.47,379.15,,,365.31,311.47,,328.36,L7
2000-09-13 22:04:02+00:00,368.47,353.62,348.63,343.04,323.37,308.49,299.99,288.81,,L7
2000-11-07 22:09:29+00:00,365.92,365.17,366.81,354.55,332.62,320.61,318.36,317.11,313.10,L7
2000-11-23 22:09:30+00:00,361.37,353.82,360.73,354.79,326.25,319.20,311.63,322.87,318.18,L7
2000-12-18 22:03:25+00:00,371.34,361.48,372.64,352.57,335.85,328.35,332.39,340.81,333.44,L7
2001-01-03 22:03:48+00:00,,,,,346.43,332.78,329.70,332.12,328.98,L7
2001-01-10 22:09:39+00:00,369.58,354.63,365.01,374.60,338.92,329.87,330.37,331.28,324.56,L7
2001-01-19 22:03:55+00:00,361.22,340.08,370.44,362.63,330.66,333.81,333.95,327.80,331.49,L7
2001-02-20 22:03:24+00:00,356.52,352.59,369.46,369.54,332.59,340.95,336.72,333.65,339.47,L7
2001-03-15 22:09:27+00:00,353.63,351.53,367.71,358.58,324.66,328.72,326.92,324.45,333.80,L7
2001-03-31 22:09:19+00:00,379.55,367.22,384.38,374.18,358.63,354.12,354.76,350.61,347.17,L7
2001-04-16 22:09:18+00:00,375.32,370.99,370.52,380.50,339.69,339.61,333.63,324.96,330.19,L7
2001-05-11 22:03:21+00:00,,,,,309.72,312.84,,,,L7
2001-08-31 22:01:41+00:00,353.04,,,,338.60,346.63,330.22,310.40,320.67,L7
2001-09-23 22:07:39+00:00,,322.16,347.48,356.42,324.17,319.07,320.56,322.61,318.59,L7
2001-10-02 22:01:16+00:00,363.06,355.25,358.47,358.39,324.56,334.18,326.90,325.06,316.00,L7
2001-11-03 22:01:22+00:00,361.88,357.15,355.93,350.29,335.39,325.19,310.19,310.89,302.82,L7
2001-12-21 22:01:41+00:00,372.65,362.62,376.33,355.72,342.40,331.91,323.53,324.11,332.85,L7
2002-01-29 22:07:57+00:00,394.67,385.56,385.12,378.46,328.49,343.61,325.76,324.86,326.01,L7
2002-02-07 22:01:54+00:00,400.60,,,,,,,,,L7
2002-04-03 22:07:57+00:00,376.33,372.10,386.13,378.01,354.02,354.89,348.18,348.68,353.87,L7
2002-05-14 22:02:07+00:00,,,,,,,,385.02,387.90,L7
2002-07-08 22:07:36+00:00,,,,,,,,357.03,414.68,L7
2002-08-02 22:01:13+00:00,390.23,402.55,375.80,376.84,341.94,345.07,329.24,319.46,,L7
2002-08-18 22:01:33+00:00,,,,,,304.52,,,,L7
2002-10-05 22:00:43+00:00,370.24,342.48,351.41,335.69,323.22,315.89,302.82,304.64,311.74,L7
2002-11-13 22:07:06+00:00,340.20,355.96,355.35,350.27,332.51,325.64,318.85,316.66,321.19,L7
2003-01-25 22:01:30+00:00,357.84,353.69,372.16,352.13,345.58,341.98,331.04,327.59,336.18,L7
2003-02-26 22:02:04+00:00,357.21,344.12,350.24,348.32,332.78,335.30,328.70,327.81,319.96,L7
2003-03-05 22:07:55+00:00,367.99,352.10,370.36,355.59,342.05,343.55,338.41,341.58,337.64,L7
2003-04-06 22:07:56+00:00,373.43,358.39,366.46,355.43,336.15,346.54,338.18,341.17,342.80,L7
2003-04-15 22:02:09+00:00,396.37,,,338.22,,,,,,L7
2003-05-24 22:07:53+00:00,434.05,,,,362.97,345.19,,,359.77,L7
2003-07-20 22:01:56+00:00,,,,,371.02,379.72,,,,L7
2003-08-04 21:55:58+00:00,390.52,387.89,379.90,337.71,330.48,326.63,313.04,,,L5
