,dates,nzd0449-0000,nzd0449-0001,nzd0449-0002,nzd0449-0003,nzd0449-0004,nzd0449-0005,nzd0449-0006,nzd0449-0007,nzd0449-0008,nzd0449-0009,nzd0449-0010,nzd0449-0011,nzd0449-0012,nzd0449-0013,nzd0449-0014,nzd0449-0015,nzd0449-0016,nzd0449-0017,nzd0449-0018,nzd0449-0019,nzd0449-0020,nzd0449-0021,nzd0449-0022,nzd0449-0023,nzd0449-0024,nzd0449-0025,nzd0449-0026,nzd0449-0027,nzd0449-0028,nzd0449-0029,nzd0449-0030,nzd0449-0031,nzd0449-0032,nzd0449-0033,nzd0449-0034,nzd0449-0035,nzd0449-0036,nzd0449-0037,nzd0449-0038,nzd0449-0039,nzd0449-0040,nzd0449-0041,nzd0449-0042,nzd0449-0043,nzd0449-0044,nzd0449-0045,nzd0449-0046,nzd0449-0047,nzd0449-0048,nzd0449-0049,nzd0449-0050,nzd0449-0051,nzd0449-0052,nzd0449-0053,nzd0449-0054,nzd0449-0055,nzd0449-0056,nzd0449-0057,nzd0449-0058,nzd0449-0059,nzd0449-0060,nzd0449-0061,nzd0449-0062,nzd0449-0063,nzd0449-0064,nzd0449-0065,nzd0449-0066,nzd0449-0067,nzd0449-0068,nzd0449-0069,nzd0449-0070,nzd0449-0071,nzd0449-0072,nzd0449-0073,nzd0449-0074,nzd0449-0075,nzd0449-0076,nzd0449-0077,nzd0449-0078,nzd0449-0079,nzd0449-0080,nzd0449-0081,nzd0449-0082,nzd0449-0083,nzd0449-0084,nzd0449-0085,nzd0449-0086,nzd0449-0087,nzd0449-0088,nzd0449-0089,nzd0449-0090,nzd0449-0091,nzd0449-0092,nzd0449-0093,nzd0449-0094,nzd0449-0095,nzd0449-0096,nzd0449-0097,nzd0449-0098,nzd0449-0099,nzd0449-0100,nzd0449-0101,nzd0449-0102,nzd0449-0103,nzd0449-0104,nzd0449-0105,nzd0449-0106,nzd0449-0107,nzd0449-0108,nzd0449-0109,nzd0449-0110,nzd0449-0111,nzd0449-0112,nzd0449-0113,nzd0449-0114,nzd0449-0115,nzd0449-0116,nzd0449-0117,nzd0449-0118,nzd0449-0119,nzd0449-0120,nzd0449-0121,nzd0449-0122,nzd0449-0123,nzd0449-0124,nzd0449-0125,nzd0449-0126,nzd0449-0127,nzd0449-0128,nzd0449-0129,nzd0449-0130,nzd0449-0131,nzd0449-0132,nzd0449-0133,nzd0449-0134,nzd0449-0135,nzd0449-0136,nzd0449-0137,nzd0449-0138,nzd0449-0139,nzd0449-0140,nzd0449-0141,nzd0449-0142,nzd0449-0143,nzd0449-0144,nzd0449-0145,nzd0449-0146,nzd0449-0147,nzd0449-0148,nzd0449-0149,nzd0449-0150,nzd0449-0151,nzd0449-0152,nzd0449-0153,nzd0449-0154,nzd0449-0155,nzd0449-0156,nzd0449-0157,nzd0449-0158,nzd0449-0159,nzd0449-0160,nzd0449-0161,nzd0449-0162,nzd0449-0163,nzd0449-0164
0,1999-10-27 22:19:27+00:00,,,,,,,,,,,,,,,,,360.0919142296395,,250.5477947199557,255.423366657727,244.42365158300055,228.4247956654826,228.51172144363193,,,,125.13583850174177,109.85695713720469,110.91018130320953,125.80461509250169,136.4145568356395,139.72227057817778,143.38419791076956,149.55300459714041,148.5013177406693,148.14337481613106,146.99656488705585,143.68747694522074,139.80162516971296,148.7131455966625,143.1375323809611,148.87280793295756,154.6532663160483,156.33134796717195,152.56127417995344,,153.96615078990973,158.12472288905678,159.9927791901596,161.77959985575745,156.6793513566258,147.76574631595292,152.32004305848415,143.55496258533125,129.14414137565453,,84.30979475744503,91.63871516991331,95.13250809596012,105.24170724616883,114.34403622392061,157.64902361165537,141.98739220357874,121.71179720167815,111.04179671751214,110.92176746732297,111.94222835899782,122.91929895036726,135.02922982915558,145.72832147828433,146.89909622414095,140.37888418517355,125.4399088859152,118.2234094410419,119.13706238999414,117.45950868347322,108.83746230101474,102.58930984478728,111.54765927116634,113.2359097759531,120.30477566506998,129.4022117935297,141.88837106415244,156.18692085197733,173.58447371297558,176.31906451566397,171.55354265860984,164.9581697970354,160.62511171041325,152.46980557105104,152.69482949330055,,149.97587837773804,150.29936484420415,146.3670920494212,147.96439901968088,155.70958837267628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1999-11-12 22:19:03+00:00,167.51898363468928,170.27360945625747,184.05775255040098,195.98182558136662,209.71537245177603,224.07360736822395,239.19050728525053,257.1589275266328,274.64755291543554,285.49652255261753,298.1002974882249,,,,268.3098464341375,313.81799133933634,395.9604924106483,,,237.00145161727832,207.001826072986,207.6032316135952,204.19074344893335,,133.5619441230802,129.78976802627153,125.84931375066765,127.58237446882738,120.90430252565515,116.06775227686224,136.76288090109892,133.01032959345548,130.92130690514645,128.6983419161864,129.84549593595062,132.05273322610327,135.74652115928498,137.20880784987344,135.43262846335193,139.0056781899909,149.8634710772868,151.88741264249083,152.72960219706567,152.89186814492388,156.5460079041748,162.66198423106258,162.3296905702818,152.72857724541228,153.01861907922262,155.77122067360534,152.98188461433872,142.65592276784758,148.68943415914094,140.85803702574867,132.78429989645133,124.62478700252787,116.52889801819508,115.76294986214091,113.59906676713699,114.88902576434155,121.38687877195532,121.08750334226015,122.14956452577107,121.90426056347441,124.14938000811146,124.2290750209554,118.7163712850229,123.38181440270763,134.79861858694971,151.9389142726531,153.89636166484453,144.15609668664877,136.1487176391675,130.99794514058863,121.59651069633699,113.156266570857,109.00623836694713,,113.00778969550876,113.67136759363974,118.93208443715376,122.36088738040928,135.02623190015993,149.96047934797227,163.5676036438617,166.3564365314536,158.08132499304875,159.96658395627097,159.0822266638733,151.54877528765343,151.0028545693225,147.0808437712912,141.36012915052433,132.9511605754207,149.57651149817264,148.96342583816244,143.95084462697332,,143.35933627761986,158.76971883648088,170.46055611852455,170.6450113344943,165.38950574780068,171.03355125402885,184.92713147696793,192.23687382925402,216.24959892099224,,243.66917726945638,242.53640194256292,238.25886155088165,242.79287268426594,246.67637622058487,253.69450786430662,254.71053334342486,263.38562559206093,267.6757637013843,275.68408964800926,,355.8074317617195,364.1431055374832,372.72984470475586,382.4795049888323,,393.3577587097006,397.78009682927683,383.6439622337928,381.5329789591171,379.64001048446727,383.4663520056897,394.50972263400314,388.18130178893045,,377.6587896335787,368.4097403641428,360.95114834470314,344.0437473230878,,320.8801299182454,309.49227827904963,301.6854546897473,300.06071450499064,277.9032641080635,274.8499947481171,260.83896291502543,227.04813433011637,218.59491661358544,198.07857158494662,176.48091005156348,166.9611103402762,165.11900392511228,,,,,,,,155.1215572529834,159.7255120244142,127.3445388055999,97.23702701040314,73.36704786281268,56.61789986893818,35.51849206089167
2,1999-11-21 22:13:11+00:00,171.15811958910413,194.3256437141652,208.97549155638112,224.9520434340562,231.52910707360968,243.6574074702817,266.4152925570638,286.9778138101407,285.68544963394777,293.58567686820425,305.51222911321065,,,,244.10050363662396,306.94340822544916,,,261.3412331175582,,,199.86928991679454,201.4671874041495,,144.58175454469875,143.88918049796393,130.91936170539648,123.07816903862953,115.3873020665769,120.09326772682871,131.77349437476778,138.45579478460624,135.26727966391596,148.44295894267833,140.11741468765132,,134.10355716404604,,139.04473331846265,148.62528981800148,152.7503014571505,172.435127722801,152.12662272570296,156.34705929941026,166.88929904651653,158.6745432703511,157.47505476811816,154.04351252700832,148.69654148058913,152.20959674165476,149.77285283384947,157.86693051848997,162.29539007055712,145.64118358780428,134.73794387740242,128.2662731651337,126.78226823113455,118.84338810758496,115.22398118858082,115.99342637706697,118.7453295408232,120.79163821063838,129.36812000099738,124.99398599885859,136.16647948737108,115.49681861138399,115.11502052675984,117.0849171955046,125.06861582972563,133.24503723883248,132.24477638567305,132.65871930549892,128.71345713056357,127.69583362717106,125.32103438571095,123.3471283691068,116.47739353096533,115.80632274514585,118.91749646293607,119.33001591546348,124.00927364525647,130.43360134890546,139.9969804392467,158.23651647037906,155.7687396209022,161.56573105781368,156.61715811426168,146.74769809046055,142.6742143366322,145.53707933764045,141.54563502709595,142.0566958084675,140.69926157495232,145.8174336311654,140.79095376979146,143.16418160907415,,147.77146515017,152.72807376971713,159.57746057963394,172.8354195154218,166.2528318329056,176.26175448532726,185.91600875512253,187.49540893488458,201.87477925519556,213.7139638204673,225.7632453417481,225.346165925678,234.85341611039797,251.93841636800977,249.09440634808334,249.1360850872307,256.42606842409435,271.21278875306064,290.7686793667699,294.94767955455904,305.07106066613653,,353.5530852089996,375.62486108864164,390.1710890436068,,393.12938709826113,401.8081518223259,403.83024404558967,403.6915818041784,397.62137209729855,394.2623738280079,409.00373654755174,414.0106507855908,410.128786433949,400.51045155327125,409.5370809569483,387.17998147528147,366.46322309854634,347.4825183518945,,334.5014709986738,323.94724623422724,338.8824607891513,335.9608376840455,320.85631073163546,310.52483753619777,291.23698146764536,269.2812983422166,247.8044927634541,227.45052554817167,,,,,,,,,,,169.23022296288445,159.31667860737704,151.31300695497077,125.84936732768581,100.28929194868077,84.37572000219964,70.55542978069698
3,1999-11-28 22:18:56+00:00,138.79020742263313,160.5786307050995,173.3056040420694,196.34904944894836,213.57511540035273,226.30101793085646,242.4853152580257,257.5514610954735,264.67130400481136,282.01333089885907,295.16854893740475,320.599676493898,,,,288.893429077655,420.7914400196407,,,209.52722440051235,205.27233391935835,176.65451254692746,178.50854046402,,169.93146512281757,,144.42585716872955,,111.31366304524383,109.27930229178372,114.7671921794938,124.66079915087009,135.29973917658597,129.41800216310352,139.3985909107875,136.35219198060003,133.0013743956323,129.6059313489335,131.7740891842962,129.88158328178906,129.58048012358734,130.830729650463,136.07669385908625,137.34472360587378,140.78203532480194,,144.69347079348074,143.99463647714606,143.50291209257819,149.74941137984632,,151.57454086290417,147.3003383302722,,,128.37522657543673,120.3373022975818,,,109.5147584660525,116.32573394371175,105.96705817307716,101.22592006765755,108.09118281911569,120.0398793269031,116.46113265107576,,115.95701106509844,118.6800749005821,122.23673185286452,140.97507593723012,,121.33927056541143,127.432276110908,128.69478587564512,126.93904020571223,118.57820437886042,119.84544117269564,114.48584419105259,119.69979948838035,111.73038845159871,118.76309520494078,128.04190754174138,141.95331679021118,152.31082907399568,159.50131935091645,154.93282472598847,142.86000661054368,152.43373653342903,154.58195221616666,151.7855172358589,149.54042500327924,,148.07015704416247,148.32543636751183,155.9847753706349,,152.61345682188244,153.12378075798338,158.18417339215506,160.98004498758496,165.341166216943,176.85211179993803,175.64999474337912,191.01498084875027,213.79251101609628,,234.87683982712375,235.32616268539886,235.8156577750049,247.7644399367864,,257.1020621518907,256.0288757264461,258.3700716443323,269.31339827246586,,281.6214471672157,,,353.66145764461606,353.3717437965375,364.15811808531976,371.67442421470537,368.6586684054153,371.40937102417854,370.1943162876319,370.505957854248,375.7617188518562,371.65747826755415,377.1304699913313,367.1578088418804,378.34943871260174,349.9212212014012,340.6859493902161,339.40873277707146,331.11938585110624,,292.1416349483511,292.56692303199867,284.75208962967196,289.9917056599428,273.52813008185467,256.58909798022444,241.58574536433997,237.40347791949807,209.22126417010742,173.4713386924698,162.29691356581054,150.60099285655514,146.68812680861555,,,,,,,138.48092889199998,167.56326674105307,168.84102606112234,132.52371440850837,104.71225300556202,75.12503373601109,51.53149400333788,28.663373556257035
4,1999-12-07 22:13:17+00:00,131.7063806355923,161.9260531710731,179.6352199643863,200.03142450903925,209.242533173743,223.86829608139274,240.92536455927666,252.42014055209754,252.75279109501372,256.1719374118423,276.9960658170274,296.68862022409485,,,239.93691112134255,284.2989939618964,,,260.00129661446095,,179.8713168511566,180.43792474542786,,166.25529482716607,160.52766553602788,149.22172073331723,146.52994648735458,136.29608112230403,105.68143778303028,102.63484067516009,100.66117891713009,,108.12517136982116,114.27738449635314,111.0878121691118,112.71122112772017,106.02492086819989,,108.8868601973735,122.63920379176977,141.27354391857304,130.02298658804742,129.0529338730593,131.48924958107222,134.87792512695444,134.3152571041903,135.46419516980166,142.6155083453675,140.06351413187951,,140.51768556902823,,,133.07551942982454,129.83598505024023,118.62435944876225,113.12490699115395,102.57257728747365,101.840190458392,104.10314395338195,,97.00689270096139,97.01590008125527,107.29108495149828,,,98.60072991923064,104.42275094126927,,109.95201850110095,,116.4056882231792,108.22663426033748,,,,100.27228543920506,100.1805719843195,102.64348111632277,,102.50455117160487,108.10254504458884,116.67577380887649,,133.84407563061066,,,125.34985632010672,,,,,114.5747033374148,,,,121.30010771550045,,,,,,,159.2538567245451,,,200.65054612222943,,215.4184708603082,,,,243.33691799404707,246.1620385713298,250.72276773631634,269.0555887054643,274.8855621019736,277.99846820912313,,323.65673466887046,,,,,,,,352.17078224429287,361.065889280842,369.4211448732145,,366.8247882721441,,,343.6998852105412,337.03350180418545,319.2653346156923,,,270.6561658950453,,,267.5526768048763,259.364793009996,246.60590449705586,226.0985389358944,209.74084223456677,184.11437746377572,166.89407503756703,139.88822786960685,,,,,,,,,,,,,66.82322944696263,46.209215250974424,32.065783799310665
5,1999-12-14 22:19:07+00:00,136.75769799018096,164.51165596341409,176.2329888625899,201.8534885704614,219.96049511323218,235.47353604977394,247.25710507349174,,,,,,349.6203908126435,,,,377.4289611450127,,,,205.87572971065316,182.61132218611112,181.01685487772053,173.81210340627308,,163.16809913384878,160.82677477833647,159.41506986082237,158.84044820225654,147.3898713850323,,129.76605011391186,138.5924935782147,128.71926897140796,131.71977083308664,133.6592204922014,129.1144557725761,129.77227534641338,133.26504804178805,139.24807333616673,141.76196816019765,143.61456693090742,145.83040707294933,150.14209118342322,150.9046250386128,152.1291122850232,157.89271762029975,,,164.0109988579351,,161.5010413721856,165.15362159249963,,,136.98861654772506,,,,,125.72070162477456,126.20976342153568,,,134.63379817372376,128.2904781252647,117.03747374756183,119.25378831688819,129.45967493759807,,142.920890251631,,,148.2036923005932,147.03925650615213,155.83379844099906,,,,130.41844112753495,,,,160.5593671211227,,172.13512774250108,159.5495321963113,,157.02748078793022,160.3269015406966,155.98482131660847,160.88896391183738,,158.14310726595045,158.95224018831772,162.3670210983306,,157.5726493384649,151.77938499607092,164.1282470057953,171.2081116736783,171.57556269567655,179.40744523466836,187.4728675491095,204.10997092309358,228.56193339534246,,237.2763404074999,,253.80894622558756,252.41279795260064,,,,,,,325.7151068091872,327.7427171688496,,352.81444683584635,360.13211027370727,367.152464366829,372.53373687989904,369.05231142190894,368.378407250705,365.06660524336934,365.09195029948273,369.1696564684625,376.0497534519994,387.83826182288834,,392.87078606112823,356.0804912549043,344.64313441121374,336.8133478378311,333.7890373336714,324.9496156979387,304.1965128625616,300.0319315702553,292.2776876363946,295.009252542543,286.647544232847,271.9721405093935,257.1274002035517,245.62029705560482,220.1211057335538,196.63069375742722,184.3018251268629,167.3836696659064,167.53329257659038,,,,,,,113.12765074332984,,,144.5303363920991,103.3718032415017,66.75845605552628,50.80512364371258,30.532604042764078
6,2000-01-08 22:13:13+00:00,136.92149567258355,162.57159506494622,184.6476813643448,202.41564865184793,217.33146526282113,242.80566386339714,257.55478607280565,271.90753863152815,284.8254350885921,,306.9765100608807,321.89529382287895,336.71809796663115,,,,355.78913156769903,,,,228.9138925181586,,174.1089862116714,182.13292735771216,166.90566380898352,138.3953490085304,140.2062854479185,133.69086803765003,135.09818631627653,141.367525240332,,136.93134651401786,136.1401562610644,136.83343365263963,131.00601273184395,125.91447775648001,124.75321700951658,121.03110746468712,125.27158764983773,130.06282662332572,132.6066241656509,141.04313628190815,142.01026586598974,150.55078824157007,157.88354493101724,152.13712425091794,156.21951218645705,162.01023725614306,169.05527539083525,161.36592274876793,161.33150776266544,160.61031009567074,164.84131949371,152.0750686907521,150.41637045017765,140.03832677321003,129.53711061818493,127.60759648176214,131.22937552606828,127.02184909179604,121.22837864840115,116.47825710523412,112.69338803470524,117.99839099184308,119.58565894523502,123.8092542978109,120.07105924130299,128.33278688999667,134.63400666581586,,133.80606042726816,,133.51636500448194,133.16382176586274,134.5857147625159,135.4308409950633,133.56690077863263,127.69897606870263,123.63232841283805,122.70440387366996,123.42447319181191,127.81666057374112,140.37679587586612,146.66118017514844,154.04550781699183,158.12721948827507,149.58830531239002,,144.95212769114318,139.53244614426805,134.74231955815617,136.83483157782524,,142.83710057215248,142.4420885268015,143.39159030766177,153.91644156069685,,157.24716242128122,163.97448430467603,167.4730941217746,173.96079309264493,185.30631884744827,195.76367223656496,204.5727939135374,211.11316569047736,222.86171851873374,,243.77168741816357,246.85318952215397,256.0656879561145,,,,,,,322.68258381106534,333.2082770160903,343.1972617483746,350.3213849268283,356.6860821665704,361.7640121873156,360.49651736893225,364.7011160835121,363.05713243364806,362.99246766187593,364.8610748374874,369.9919530188697,381.51250581652516,378.1428047582077,379.79833617067607,381.70986220889085,368.6527933095733,347.2447567534037,340.18914262605296,331.7513370342036,317.62371037904666,304.1779817168757,287.0743559196557,292.64308143585123,287.13815630114493,270.9540711214935,259.0090766691134,250.56260471906864,241.2043173576986,226.99140413038228,198.40158808717538,180.38371464217687,161.67866400230363,,,,,,,,97.29815857233704,174.0253070583647,188.01269172839665,159.2324862066226,109.35729617966149,77.85735127136384,58.335554421492304,48.09806657868903
7,2000-04-04 22:18:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.27655687292997,,,,,86.28205443906195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000-05-15 22:12:30+00:00,,171.28751795936043,177.29704347300023,174.89460084211484,192.7479320417635,,235.79321808498136,248.53920645260402,254.66571387040293,258.2449678228019,,,,,332.90325392666114,351.7607214780399,350.7485795019675,,251.6988619670438,271.066976233328,,228.96226649715172,201.7905241645188,166.75508150767723,152.4926950424136,143.43237569609397,135.38500888455647,122.64082246498505,117.84338215568737,131.2577527661616,99.70688894886062,110.78508718157407,,116.7020933508411,109.54307375542842,108.7577398776373,101.024432879242,110.45621010728566,106.11410205385047,107.0344817106096,114.53818848999185,121.28004250463295,122.7279843370145,130.51282362140364,134.22552837941032,134.80147309828823,136.24579318096988,139.04929495270198,144.48940211610844,144.9569003625831,148.34014003947536,,152.12914296232793,,124.60542811465952,123.95633783410602,124.05444321172757,113.48129928810935,,,99.68517049199815,97.4842346069373,87.30652028319973,91.0502552787841,,103.16899405066027,109.69834377929212,106.28807838302679,117.64596769322604,125.09016032754457,118.23086692038454,116.00054859818535,121.50410588520909,111.8482326692605,101.77741679634967,104.71496518143229,102.89273679799547,,104.26335675886978,107.23813499353588,112.1841198285871,109.08525690070695,114.7911251311958,125.26732057411925,146.07658396418327,,142.09433179742248,136.48792949554036,129.81820626633666,137.25550599571366,130.6400602528126,133.471039445807,128.71926261390615,128.83058531219663,122.8998760264718,131.18785324994423,128.33730687213176,,134.11137982010447,133.94561314315223,144.35611619331658,152.3988132507663,160.8968600264183,169.35284791982227,,,,,207.56822293523624,219.86414030145062,,,249.59392195909885,256.4195966267414,275.6672212493266,281.35883035719354,293.29732125238377,,302.4462101552048,306.0848393295024,300.3713556036786,299.0575988143436,300.2788251775398,297.8586642737696,291.2174396420076,289.4842081698826,292.79306853717685,290.48615443265754,297.844917798686,301.1987568813788,297.97607325282326,302.76942269728175,297.39810110213506,306.6282014953376,,,,,,282.80874488585766,291.1634561676809,291.48273698730435,276.08273498234803,270.5112330492677,247.6157638856944,235.4416932313647,210.7658786606308,196.25621166074933,179.00386773487006,185.1702187135269,186.42304437816554,169.5768982206185,,,,,,143.6099582935147,,,,108.64707386384214,88.50842313393878,64.09925519768929,50.685784253358406
9,2000-06-07 22:18:24+00:00,79.02699486236082,139.11849531551042,,,281.1264249513544,207.5516892897072,264.31167346662073,290.5085890960955,298.8951320683958,307.3219261651681,309.9177016551023,322.9832177304616,340.50344418866047,366.50631670727466,369.5400552357844,365.6823018237505,374.61442842438794,362.52415435254517,329.1948267561082,304.5690177785478,,243.20858115714105,216.74057598220276,189.77729308130532,160.64979431604948,105.82569554108204,101.54830843225395,102.76374424836085,103.34317858632397,101.50763765747018,138.34843539184658,143.68016852284163,,140.23463198567092,131.80037335240306,135.9257156751621,134.05723058480632,128.61220754714606,130.1339275208072,133.24731067341608,132.36157154789967,131.97966712552918,140.1610400087147,137.5451738936591,145.12395839747927,,142.52132983893313,137.7976991224976,143.96597392176307,142.67406023306222,139.2213619227146,139.26115370485806,146.57104015155568,137.84096297212508,128.72087014103894,128.18136011546173,115.20395916891351,110.51062548869155,105.64999547952516,103.24595032591193,107.35644016763877,108.48903660087467,111.29435077292817,113.72758137629188,113.99098445277082,115.16360542489764,128.02842758224213,132.9264930923912,126.56081599215037,131.62570707582972,130.4090013433609,122.51190179539098,118.01469161582897,122.70000449147324,132.6892271634153,131.79662509150876,132.52610872978073,122.93976627762373,118.49626781981306,124.7496189527042,129.58014883258886,134.1232238778127,142.33717457092942,148.84706353082987,144.37092434409692,155.44711925392485,147.1307799456011,134.21260275545507,140.470382557089,143.42562766496536,161.6456919361669,158.8649131285996,158.1958244581798,153.4152647026261,159.04263450530954,155.93223763243194,157.09110777903513,159.9696200066174,163.26682574549852,168.4253093205361,170.6404998954567,181.18039860553546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
