dates,nzd0184-0000,nzd0184-0001,nzd0184-0002,nzd0184-0003,nzd0184-0004,nzd0184-0005,nzd0184-0006,nzd0184-0007,nzd0184-0008,nzd0184-0009,nzd0184-0010,nzd0184-0011,nzd0184-0012,nzd0184-0013,nzd0184-0014,nzd0184-0015,nzd0184-0016,nzd0184-0017,nzd0184-0018,nzd0184-0019,nzd0184-0020,nzd0184-0021,nzd0184-0022,nzd0184-0023,nzd0184-0024,nzd0184-0025,nzd0184-0026,nzd0184-0027,nzd0184-0028,nzd0184-0029,nzd0184-0030,nzd0184-0031,nzd0184-0032,nzd0184-0033,satname
1999-07-18 21:58:49+00:00,,,,,,,,,178.18,183.65,,,,,,,226.75,246.90,,,,,,,,,282.12,265.51,255.12,,,255.35,250.02,,L7
1999-08-26 22:05:08+00:00,299.21,244.41,231.74,228.59,227.29,,389.97,393.90,209.04,223.50,231.18,225.60,,,239.10,232.60,243.32,249.11,269.55,276.70,292.96,289.18,298.55,292.91,283.64,289.53,286.04,294.20,295.08,287.06,285.99,288.51,278.55,,L7
1999-09-27 22:05:12+00:00,309.48,237.97,223.38,216.73,227.06,,390.75,392.06,206.51,228.19,229.44,230.37,,,234.05,226.57,242.02,251.32,266.47,272.97,292.12,292.29,297.23,291.92,275.98,277.51,278.61,287.64,284.45,281.77,286.93,278.20,264.56,275.58,L7
1999-11-14 22:05:06+00:00,369.24,283.83,257.43,243.49,241.34,378.69,372.18,389.85,213.96,226.97,266.11,,,258.94,254.39,250.71,247.71,252.16,256.58,276.72,287.81,302.77,300.39,303.45,314.75,323.43,325.95,318.59,320.63,319.29,318.45,319.56,312.58,298.16,L7
1999-12-25 21:58:52+00:00,,248.26,,,,,389.83,372.45,,,,231.62,221.84,231.96,234.11,236.06,242.44,246.67,256.77,261.71,272.77,284.77,293.76,294.79,282.09,286.68,287.83,291.28,290.75,281.64,287.32,286.18,279.09,277.26,L7
2000-01-01 22:05:01+00:00,348.83,261.21,247.13,237.92,231.56,382.34,367.88,383.89,207.68,217.84,239.54,243.22,245.48,235.26,233.07,236.84,240.85,244.97,246.13,261.55,272.80,296.15,296.92,298.85,308.82,308.20,308.90,304.29,304.16,310.38,307.52,314.04,314.09,305.61,L7
2000-05-24 22:04:10+00:00,382.75,271.54,226.59,204.99,194.40,,375.29,384.42,196.58,213.99,234.87,235.13,225.05,231.06,239.73,254.85,265.42,270.27,277.44,288.51,294.46,,,,,,,,,,,,,,L7
2000-08-12 22:03:18+00:00,303.55,,218.52,197.57,180.90,,384.68,383.79,198.48,218.48,230.20,221.26,,,236.96,205.21,,250.48,252.45,263.64,280.76,275.16,282.04,276.40,274.12,289.63,291.94,291.47,298.96,,,287.08,285.78,,L7
2000-08-21 21:57:02+00:00,,,,,186.83,,388.38,383.13,215.96,231.51,240.06,231.02,236.94,223.59,228.22,,,,,,,309.64,306.42,306.49,305.32,296.47,301.00,319.64,324.59,314.21,305.19,304.11,313.44,332.94,L7
2000-10-15 22:02:20+00:00,321.26,245.38,228.00,218.06,213.07,372.27,389.65,389.40,209.82,234.12,242.39,230.57,209.33,206.70,233.53,219.67,244.85,260.18,270.62,271.90,289.96,280.25,289.89,283.39,273.80,284.53,274.47,278.98,283.42,281.71,286.69,295.08,291.35,299.95,L7
2000-11-25 21:56:23+00:00,294.05,247.77,238.35,213.60,197.38,385.11,397.58,388.37,209.04,234.57,235.51,225.98,,,225.77,207.40,236.40,250.58,268.83,269.41,279.13,274.31,281.48,276.46,263.29,262.65,262.50,274.86,263.54,262.63,267.86,273.58,259.25,275.40,L7
