dates,satname,nzd0184-0000,nzd0184-0001,nzd0184-0002,nzd0184-0003,nzd0184-0004,nzd0184-0005,nzd0184-0006,nzd0184-0007,nzd0184-0008,nzd0184-0009,nzd0184-0010,nzd0184-0011,nzd0184-0012,nzd0184-0013,nzd0184-0014,nzd0184-0015,nzd0184-0016,nzd0184-0017,nzd0184-0018,nzd0184-0019,nzd0184-0020,nzd0184-0021,nzd0184-0022,nzd0184-0023,nzd0184-0024,nzd0184-0025,nzd0184-0026,nzd0184-0027,nzd0184-0028,nzd0184-0029,nzd0184-0030,nzd0184-0031,nzd0184-0032,nzd0184-0033
1999-07-18 21:58:49+00:00,L7,,,,,,,,,192.18,199.65,,,,,202.21,202.23,245.42,262.90,,242.70,,,,,379.67,360.53,292.30,279.51,269.12,241.98,249.84,269.35,261.22,161.25
1999-08-26 22:05:08+00:00,L7,257.54,213.16,203.96,197.34,185.62,179.57,382.39,387.65,177.79,187.79,199.93,194.35,,,197.43,196.89,201.65,213.40,227.88,240.99,251.29,253.47,256.88,257.20,252.39,264.53,263.31,262.95,263.83,264.33,254.74,257.26,253.55,205.87
1999-09-27 22:05:12+00:00,L7,265.48,204.97,194.05,183.73,183.06,318.07,382.75,385.46,173.51,190.48,196.44,197.37,178.47,,190.05,188.86,198.02,213.61,222.47,235.26,248.12,254.58,253.23,254.21,242.98,251.11,254.61,254.64,251.45,257.77,253.93,245.20,238.16,251.58
1999-11-14 22:05:06+00:00,L7,380.24,292.08,264.76,251.74,252.34,383.77,374.18,391.50,222.21,236.40,274.36,288.09,275.17,268.37,265.39,260.14,258.71,261.59,267.58,286.15,298.81,312.20,311.39,312.88,323.00,330.03,331.95,326.84,328.88,325.29,326.70,327.81,319.18,304.16
1999-12-25 21:58:52+00:00,L7,,231.01,,,,,385.65,369.00,,,,214.37,204.59,212.25,211.11,216.35,219.44,226.96,233.77,242.00,249.77,265.06,270.76,275.08,264.84,272.88,275.28,274.03,273.50,269.09,270.07,268.93,265.29,264.71
2000-01-01 22:05:01+00:00,L7,358.16,268.21,253.35,244.92,240.89,386.65,369.58,385.29,214.68,225.84,246.54,250.22,252.48,243.26,242.40,244.84,250.18,252.97,255.46,269.55,282.13,304.15,306.25,306.85,315.82,313.80,313.99,311.29,311.16,315.47,314.52,321.04,319.69,310.70
2000-05-24 22:04:10+00:00,L7,396.08,281.54,235.48,214.99,207.73,209.38,377.71,386.42,206.58,225.42,244.87,245.13,235.05,242.49,253.06,266.28,278.75,281.70,290.77,299.94,307.79,,,,,,,,,,,,,
2000-08-12 22:03:18+00:00,L7,283.55,,205.19,182.57,160.90,224.07,381.04,380.79,183.48,201.34,215.20,206.26,,,216.96,188.07,200.30,233.34,232.45,246.50,260.76,258.02,262.04,259.26,259.12,277.63,281.03,276.47,283.96,,,272.08,273.78,
2000-08-21 21:57:02+00:00,L7,,,,,207.50,337.83,392.14,386.23,231.46,249.22,255.56,246.52,252.44,241.30,248.89,,162.14,180.10,,,,327.35,327.09,324.20,320.82,308.87,312.27,335.14,340.09,325.48,320.69,319.61,325.84,344.21
2000-10-15 22:02:20+00:00,L7,282.59,216.38,202.22,189.06,174.40,354.42,382.62,383.60,180.82,200.98,213.39,201.57,180.33,173.56,194.86,186.53,206.18,227.04,231.95,238.76,251.29,247.11,251.22,250.25,244.80,261.33,253.38,249.98,254.42,260.62,257.69,266.08,268.15,278.86
2000-11-25 21:56:23+00:00,L7,251.38,215.77,209.91,181.60,154.71,365.42,389.82,381.97,177.04,198.00,203.51,193.98,,129.09,183.10,170.83,193.73,214.01,226.16,232.84,236.46,237.74,238.81,239.89,231.29,237.05,239.23,242.86,231.54,239.36,235.86,241.58,233.65,252.13
2000-12-02 22:02:33+00:00,L7,357.94,287.32,260.04,253.59,259.49,400.59,375.66,377.05,245.68,252.89,260.87,256.62,250.81,248.76,260.36,267.29,270.06,266.92,273.99,280.37,289.05,300.40,306.44,310.75,318.36,313.20,317.08,315.82,309.69,307.16,313.13,323.53,325.80,315.32
2001-02-04 22:02:38+00:00,L7,357.69,296.80,265.19,248.21,241.60,369.76,372.81,379.64,246.05,254.84,255.81,246.15,237.84,242.28,241.13,255.88,260.44,270.78,277.71,282.99,278.33,283.35,280.53,279.27,287.10,299.25,307.86,315.30,310.31,303.41,310.56,312.84,316.38,305.79
2001-03-24 22:02:23+00:00,L7,274.73,240.87,227.55,205.99,180.64,336.88,371.01,376.10,187.37,201.27,218.63,211.66,187.93,195.11,205.05,202.80,207.62,224.15,227.42,235.99,249.11,257.02,259.75,258.11,247.20,252.37,269.34,274.92,277.67,274.66,269.76,195.85,,
