,dates,usa_CA_0196-0000,usa_CA_0196-0001,usa_CA_0196-0002,usa_CA_0196-0003,usa_CA_0196-0004,usa_CA_0196-0005,usa_CA_0196-0006,usa_CA_0196-0007,usa_CA_0196-0008,usa_CA_0196-0009,usa_CA_0196-0010,usa_CA_0196-0011
0,1984-05-02 18:13:15+00:00,177.73032989330503,190.24608420793388,198.2914926237647,186.5217170761639,198.1570952101132,199.92567870200386,193.48451071081035,196.80552175488884,193.09546988182842,185.68974927459712,200.5188440338247,220.77285621715393
1,1984-06-03 18:14:10+00:00,196.11525325506568,194.37518265394877,198.71434737078485,197.64405153582751,184.72445393647254,182.870243881674,179.8537251620499,188.2689276290678,179.7814142970324,187.10050804465936,181.37568357372274,209.53713021723945
2,1984-09-07 18:16:09+00:00,193.81600328610162,194.2323347679412,192.4676313839583,203.14546191610404,214.72830167593426,209.0315844896322,208.61834730982906,213.82964904174193,223.16956916980203,228.25485472158212,239.2859832875003,245.9940665599548
3,1984-09-23 18:16:11+00:00,191.2597813393784,195.21096054144704,196.06147247457636,202.34937070870475,207.99396488791047,205.59392568155755,200.5193475575993,202.22344927423828,201.30022610999902,210.36756128217473,208.7891963752619,220.1735389642816
4,1984-10-25 18:16:05+00:00,191.1483204173637,202.97597012946053,204.39827939892913,210.14915746376857,218.66742995722603,217.59370527196745,212.5177320288713,214.18520300813373,211.57005787182658,217.52732738139417,213.33492459185285,237.04194859280165
5,1984-12-12 18:16:08+00:00,,158.4961298993062,164.59110211817728,173.7107391907036,,180.52843485441588,193.34630408064288,211.3161297652659,189.07803114944193,,212.49031544487806,221.99573796460575
6,1985-04-19 18:16:20+00:00,192.0004240698798,194.3506258725712,189.36781308121175,200.7022953760628,201.78321412092018,209.42591967985067,211.86417041389285,204.32942362747053,204.7933423470919,205.75442782072707,203.31183538295875,228.94104278737836
7,1985-05-05 18:16:12+00:00,193.47495094632146,196.4497465334871,195.92094028827606,198.2690291356353,200.39518410864193,206.52849515585564,205.71303959937185,213.13831478117854,218.92765677506893,205.43597260529862,197.80917641974878,215.86886225183716
8,1985-05-21 18:16:11+00:00,203.041469545836,209.42413293480539,213.9111819457474,215.9622171118095,212.3628671359679,215.24207044655668,216.9977817858975,215.9787632782884,222.6909536272672,221.41944390161567,208.74556358913105,228.96701439310226
9,1985-10-12 18:15:03+00:00,181.93754621172016,187.10961282386543,195.8138762679268,204.120234926815,219.67821127788872,215.48616505109445,221.90505097821864,235.57716281772932,232.40484757969878,249.5134541692876,252.73664856200207,264.84115444242207
10,1985-10-28 18:14:51+00:00,191.19109512963618,190.7600075055307,192.50696551991223,198.30155081525118,212.21449256748593,217.2707536438439,221.07320654102435,233.1790882780441,233.75329102926656,238.88438876966882,229.55493031961296,237.6483840699052
11,1986-02-01 18:13:04+00:00,,,,,,,,,,,,
12,1986-03-21 18:12:01+00:00,182.94400519042216,156.5536814071338,165.82033073877466,184.61783028893453,209.1748905898296,203.52376454441742,207.41330286465646,211.02994481637077,204.19643351082422,205.1933152084796,205.2929835630808,237.04018406274128
13,1986-05-08 18:10:55+00:00,188.44741866000956,183.73216603204366,182.9039687191034,196.63120884705944,208.72237928489685,203.82523865447672,201.93841397194115,198.5933260242512,185.954093959117,198.81875479437505,199.13684406273467,218.93087676342157
14,1986-05-24 18:10:28+00:00,198.0017969062065,194.24092202590677,202.4415758713947,207.1085934766803,224.28908426463886,219.4195091307337,215.25315197942783,210.37184462000346,194.36502509044644,206.32926101558405,210.1657275322447,229.36306554501544
15,1986-06-09 18:10:00+00:00,189.18681335905492,184.20864978576085,188.8144805381687,197.80175887009366,207.41843189375317,201.07700449535506,198.67196989900438,195.69312923216594,183.62521294062722,200.19465023011443,204.78431968554938,218.89625424458785
16,1986-07-11 18:08:57+00:00,189.4913833631234,191.40769210525806,192.2699607409049,197.28069097271282,210.19195109427747,198.27889772988638,192.37443835543516,187.01208629862063,183.5177030578713,198.73750845680624,207.39699454373897,229.87835467881166
17,1986-08-28 18:07:12+00:00,179.77612345800318,173.7860514891842,179.20151929363547,195.52669309492717,211.666128033514,192.5987104283376,189.3162513369619,198.30728762053602,191.63389555823173,209.73738417249362,228.18900180667242,247.5403260910598
