dates,satname,nzd0300-0000,nzd0300-0001,nzd0300-0002,nzd0300-0003,nzd0300-0004,nzd0300-0005,nzd0300-0006,nzd0300-0007,nzd0300-0008,nzd0300-0009,nzd0300-0010,nzd0300-0011,nzd0300-0012,nzd0300-0013,nzd0300-0014,nzd0300-0015,nzd0300-0016,nzd0300-0017,nzd0300-0018,nzd0300-0019,nzd0300-0020,nzd0300-0021,nzd0300-0022,nzd0300-0023,nzd0300-0024,nzd0300-0025,nzd0300-0026,nzd0300-0027,nzd0300-0028,nzd0300-0029,nzd0300-0030,nzd0300-0031,nzd0300-0032,nzd0300-0033,nzd0300-0034,nzd0300-0035,nzd0300-0036,nzd0300-0037,nzd0300-0038,nzd0300-0039,nzd0300-0040,nzd0300-0041,nzd0300-0042,nzd0300-0043,nzd0300-0044,nzd0300-0045,nzd0300-0046,nzd0300-0047,nzd0300-0048,nzd0300-0049,nzd0300-0050,nzd0300-0051,nzd0300-0052,nzd0300-0053,nzd0300-0054,nzd0300-0055,nzd0300-0056,nzd0300-0057,nzd0300-0058,nzd0300-0059,nzd0300-0060,nzd0300-0061,nzd0300-0062,nzd0300-0063,nzd0300-0064
2005-10-22 21:56:03+00:00,L7,,338.69,348.73,345.18,305.85,333.06,327.51,318.57,301.77,307.74,288.35,298.84,286.02,300.31,298.08,297.58,294.51,291.54,288.19,297.00,296.13,305.20,301.64,314.34,307.78,328.04,310.09,309.61,307.89,297.67,280.03,289.55,294.02,292.81,298.03,304.69,313.25,317.23,318.59,314.74,309.97,300.70,292.80,283.65,272.68,265.56,266.53,264.22,262.84,282.54,309.83,299.00,297.81,319.34,325.32,328.80,339.62,342.19,335.79,343.28,345.26,344.43,349.39,350.10,356.58
2005-10-30 21:54:51+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,335.33,,,,,,,,,,,,,,292.74,278.84,271.80,276.17,268.20,254.15,287.47,264.36,255.42,264.97,283.74,313.22,298.12,302.66,304.52,309.34,311.56,319.28,317.29,306.71,319.86,323.58,,,
2005-10-31 21:49:59+00:00,L7,334.68,344.78,324.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-07 21:56:15+00:00,L7,357.50,368.40,359.07,377.67,367.70,359.20,349.90,340.07,335.61,333.20,325.06,321.77,318.18,314.14,308.11,,,,,,,,,,,,,,,,,,,,,,,,,,,311.34,307.09,298.78,295.18,282.15,304.28,321.37,319.82,319.03,324.84,326.34,327.51,330.37,329.92,329.23,347.71,355.90,351.92,352.93,352.18,350.24,349.80,352.01,358.00
2005-11-16 21:50:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-10 21:56:40+00:00,L7,335.33,339.07,325.40,320.01,300.63,306.06,307.14,314.58,304.21,302.36,296.68,285.52,283.90,282.34,275.63,275.19,268.21,273.03,275.46,280.94,286.69,288.88,299.77,314.88,307.39,299.62,297.44,289.88,295.12,291.17,284.26,288.33,281.35,274.77,280.50,283.87,290.11,296.97,294.77,284.99,281.38,,,,,,,,,,,,293.64,296.30,304.91,303.00,311.04,323.97,319.56,328.29,328.54,329.09,322.02,321.71,332.18
2006-01-26 21:56:48+00:00,L7,331.71,330.56,,,,,,,,,,,,273.89,271.69,270.98,267.76,274.15,275.80,278.43,286.30,290.56,298.33,313.90,306.95,293.44,292.01,285.26,288.67,285.49,281.57,,273.31,278.61,282.39,290.16,294.58,298.07,293.76,280.10,284.29,274.33,271.14,272.81,269.32,260.98,267.83,265.96,274.42,281.63,286.81,283.23,294.37,298.46,298.61,312.99,319.96,323.73,318.13,324.15,326.87,322.23,311.44,324.93,341.47
2006-01-27 21:50:46+00:00,L5,,,,,,,,,,296.30,290.63,280.71,278.18,268.44,268.49,259.76,266.38,273.92,279.78,278.88,280.96,282.48,288.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-12 21:51:08+00:00,L5,,,,476.17,482.84,485.07,517.17,518.75,536.71,524.76,543.15,558.94,545.37,537.06,562.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28 21:51:28+00:00,L5,,320.19,316.31,,400.68,410.97,432.76,,546.72,519.65,519.98,,,,,328.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-15 21:56:55+00:00,L7,,,,294.31,283.33,299.48,289.00,295.58,294.40,289.80,284.92,278.10,270.31,251.32,237.66,245.86,241.55,259.07,256.79,256.80,265.37,266.60,279.93,285.08,294.75,278.76,271.10,281.59,275.51,267.98,260.78,279.61,266.49,263.17,266.94,268.77,279.12,280.68,268.84,260.35,239.62,242.03,248.16,237.52,243.63,235.40,245.47,239.02,249.60,269.73,277.89,283.76,282.82,278.93,275.97,269.32,277.33,296.39,,318.82,322.46,308.22,308.11,310.22,319.25
2006-03-31 21:56:54+00:00,L7,,,,296.43,285.04,303.11,295.45,298.65,295.84,291.80,286.20,280.85,272.63,260.95,235.20,239.24,244.88,253.82,257.29,261.35,258.45,262.47,279.42,288.32,297.40,278.67,272.56,276.17,278.17,269.30,261.37,281.57,271.25,275.53,270.50,276.44,290.46,288.93,294.14,,254.48,231.61,243.37,242.17,246.87,237.13,233.54,240.93,247.71,254.60,283.63,286.98,286.93,278.34,278.30,281.30,305.57,298.04,,332.74,327.41,329.76,319.74,327.73,341.89
2006-06-04 21:53:04+00:00,L5,,,,,,,76.98,94.66,94.13,123.30,127.86,145.85,153.76,168.42,177.51,181.90,181.49,194.62,206.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-19 21:56:48+00:00,L7,301.52,298.51,295.66,284.41,285.18,300.60,268.81,,,,,,,,,,,,,,,,,,,262.26,266.49,271.16,257.80,246.06,226.72,,180.90,184.68,200.49,209.74,212.61,216.70,220.06,237.63,232.42,218.96,233.05,227.45,234.40,216.33,226.44,219.21,233.66,249.40,272.43,285.19,279.47,267.24,265.04,247.63,238.59,252.38,241.17,323.64,,262.37,244.09,240.91,252.58
2006-06-27 21:59:36+00:00,L5,295.03,294.95,299.18,292.52,290.56,298.33,274.24,293.67,292.91,284.43,273.73,274.31,263.93,248.72,214.46,236.85,239.75,248.82,248.45,240.14,248.21,250.51,255.34,269.96,280.86,270.16,272.78,270.45,258.77,247.42,234.61,266.55,186.07,191.93,205.48,210.76,214.90,218.97,226.64,238.58,235.03,219.05,234.35,229.77,239.84,221.54,230.50,228.90,237.23,255.50,274.60,282.93,280.63,270.16,266.00,252.77,248.77,257.68,252.52,308.83,274.54,262.68,245.02,247.95,255.90
2006-07-21 21:56:33+00:00,L7,,,,,291.23,295.02,274.52,282.65,286.08,280.65,275.11,270.20,257.88,238.95,205.06,229.95,223.77,238.62,237.28,236.48,242.95,250.35,247.50,266.67,271.47,263.76,260.80,270.67,254.26,243.37,235.74,,183.75,193.27,197.23,212.19,213.29,211.75,226.41,235.49,231.25,218.94,237.04,224.88,229.07,224.55,225.86,216.22,232.65,250.42,272.91,271.07,276.38,271.99,258.65,250.29,236.28,247.05,237.98,303.29,279.79,261.82,245.02,240.92,251.45
2006-08-22 21:56:29+00:00,L7,,299.20,302.54,287.15,279.70,292.11,283.14,289.25,292.78,286.61,280.30,277.55,267.60,248.13,227.19,231.67,240.33,245.99,251.47,247.21,246.44,257.13,263.55,277.28,289.14,268.43,271.82,275.25,261.62,263.60,258.74,277.25,210.93,206.23,206.07,211.35,222.11,225.63,233.73,240.09,236.72,228.98,239.75,238.37,240.59,235.89,233.74,231.93,243.82,251.82,277.41,276.16,283.30,278.26,268.73,262.19,254.13,259.69,254.47,283.90,293.04,263.97,,,
2006-10-18 21:50:11+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-05 21:50:46+00:00,L7,326.61,329.90,319.74,310.57,287.00,302.68,301.75,305.88,295.62,294.81,288.95,280.16,275.34,279.62,272.91,264.87,267.00,269.41,275.94,277.76,281.99,289.11,298.00,,,,,,,,,,,,267.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-13 21:55:19+00:00,L5,357.70,357.24,369.79,370.28,356.53,359.09,352.63,346.42,337.15,332.45,325.91,323.44,312.52,312.50,306.53,299.77,289.05,293.87,296.55,306.04,308.18,312.32,341.24,348.80,349.78,344.50,343.45,334.90,328.54,325.73,316.25,318.59,310.38,307.42,301.87,305.62,325.34,337.16,326.15,328.30,324.37,330.00,321.36,330.24,317.81,316.38,311.27,306.32,307.92,301.24,310.64,325.99,312.77,315.46,330.95,360.42,372.28,366.86,338.11,,358.94,361.31,344.51,336.25,359.53
2007-02-06 22:01:48+00:00,L5,326.26,327.48,346.27,320.83,323.80,341.97,331.03,326.73,303.21,303.20,291.90,286.74,285.81,268.60,279.32,276.24,274.45,280.94,281.11,287.11,292.69,297.43,314.55,341.92,335.96,334.81,329.47,321.96,318.94,303.78,294.72,284.86,276.31,278.16,292.64,307.88,301.03,309.08,336.54,344.11,323.75,314.18,309.19,305.05,291.45,288.16,287.94,279.43,283.70,287.47,296.77,321.44,338.60,330.72,326.81,323.55,331.63,338.43,341.93,337.36,334.53,326.73,332.96,339.66,341.14
2007-02-14 21:57:15+00:00,L7,318.10,328.02,316.23,296.46,312.52,317.80,318.34,315.18,296.89,300.64,289.39,282.97,281.47,270.94,275.03,273.45,260.04,271.34,272.87,281.09,282.09,286.69,299.75,316.76,302.56,301.43,306.04,288.22,287.52,280.04,280.48,280.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-19 21:57:19+00:00,L7,303.81,302.19,302.30,294.51,300.00,303.33,283.31,295.63,296.83,289.05,288.01,276.58,271.46,254.40,229.25,,,,,,,,,,,,,,,,,,,,,,,229.20,232.14,240.58,247.32,226.97,242.23,240.14,246.56,233.58,232.52,242.94,246.67,253.14,285.24,284.74,286.21,279.04,266.30,,,,,314.51,290.83,,,,313.92
2007-04-28 21:51:07+00:00,L7,,,126.34,72.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-21 21:57:09+00:00,L7,,,,,,,,,,,,,264.47,242.81,212.32,231.53,238.98,241.23,243.84,242.36,244.33,253.21,252.62,263.65,283.51,267.66,270.21,271.96,257.57,255.59,238.53,270.50,188.75,192.36,,,,218.49,222.37,232.81,235.50,219.46,231.73,226.80,239.62,217.87,228.04,225.33,233.37,250.89,272.09,278.70,279.99,266.75,265.40,247.91,241.76,252.60,252.32,,276.90,263.65,249.59,247.66,255.51
2007-09-10 21:56:39+00:00,L7,,,,,,,,,,287.29,284.13,276.40,270.64,256.02,233.29,245.45,242.45,247.50,253.22,251.08,263.29,264.88,272.81,279.27,296.07,278.97,273.64,282.65,273.75,271.16,261.15,280.60,,277.49,288.81,298.17,,,,,259.31,,,,251.85,239.55,251.70,256.06,252.61,261.61,282.79,284.18,284.11,277.20,271.63,261.66,264.17,258.15,262.98,291.01,284.21,286.16,,277.42,304.54
2007-10-05 21:50:18+00:00,L7,,,,,,,,,120.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-28 21:56:46+00:00,L7,314.93,318.93,300.10,299.33,300.31,302.46,294.84,290.35,286.60,282.40,280.42,272.27,264.94,263.31,267.15,265.97,268.28,261.88,265.36,268.15,268.07,281.54,293.30,302.93,288.77,283.73,283.23,281.85,298.51,292.47,286.80,279.92,276.28,276.34,279.86,288.00,291.17,295.70,302.52,304.03,307.39,307.24,297.02,284.75,275.60,270.66,271.14,269.09,272.71,278.36,278.28,278.54,281.34,275.48,267.17,278.40,286.65,290.99,278.39,287.08,283.68,297.16,308.96,321.06,333.52
2007-12-15 21:57:08+00:00,L7,,,,,,,,,,,,325.91,319.66,312.63,302.27,302.01,304.07,308.78,318.59,322.45,319.26,317.80,319.63,339.31,340.77,342.71,344.34,338.18,327.60,313.71,305.41,313.24,306.36,310.14,336.89,,351.49,354.37,350.23,344.66,342.15,345.46,316.08,306.79,303.86,307.86,315.56,290.67,298.04,317.51,334.80,330.95,332.96,324.23,303.88,328.01,348.15,335.96,351.66,374.76,386.47,382.78,379.98,373.43,365.44
2007-12-31 21:57:10+00:00,L7,380.49,374.99,379.85,369.49,362.98,353.26,352.07,346.35,335.63,340.30,339.51,333.90,329.15,314.40,311.72,307.70,318.98,326.53,332.23,325.23,321.39,328.24,329.41,347.29,344.81,349.19,343.37,345.77,335.88,320.15,323.00,336.19,326.21,316.22,333.07,345.05,351.77,359.43,352.08,352.30,367.91,339.13,332.96,314.48,313.12,314.30,299.21,,,,,,,,,,,,,,,,,,
2008-01-16 21:57:11+00:00,L7,352.26,346.67,342.76,,,,,,,,,,,290.37,291.28,299.90,,301.45,291.55,301.63,302.07,309.28,313.94,323.39,313.91,329.57,331.27,315.03,312.12,313.45,303.78,305.91,301.66,294.97,299.50,317.45,333.53,338.43,333.63,340.02,344.01,328.23,306.71,298.05,291.91,294.61,285.78,280.35,281.28,291.93,310.97,310.77,317.97,293.37,299.34,317.88,316.48,327.70,305.37,,358.09,362.72,352.63,349.69,349.68
2008-01-25 21:50:59+00:00,L7,349.48,344.23,337.46,330.20,318.87,325.21,317.67,311.55,298.71,305.67,306.31,289.04,283.46,280.29,279.75,287.22,295.72,279.60,284.69,287.17,290.65,303.24,304.93,320.52,316.83,325.16,314.77,311.51,297.12,290.27,284.99,291.88,287.87,285.57,292.96,306.11,320.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-07 21:56:52+00:00,L7,304.47,300.37,296.02,288.74,288.99,298.93,279.29,282.74,291.93,283.19,282.32,272.65,264.74,255.47,222.20,235.55,241.46,242.07,254.40,247.76,246.72,255.41,255.06,270.03,286.91,272.98,271.95,272.21,269.81,256.59,247.09,279.91,194.68,203.28,204.70,217.80,226.69,227.22,240.28,241.47,237.29,226.58,240.60,235.35,239.49,234.84,236.78,240.31,247.15,254.67,278.33,278.02,280.90,276.35,268.46,260.78,252.04,255.00,253.46,307.86,,,,245.72,260.60
2008-05-16 21:50:38+00:00,L7,,,,277.27,288.22,297.54,275.57,282.74,286.94,282.76,276.51,268.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-08 21:56:37+00:00,L7,,,,,,,,,278.45,281.09,273.12,265.25,253.47,241.14,207.02,218.66,223.23,235.44,236.06,233.45,241.84,248.29,239.11,,267.79,262.80,251.65,263.35,258.04,241.66,228.10,264.38,185.86,181.27,196.65,211.69,211.10,214.19,224.88,237.68,233.88,220.24,230.94,226.38,238.03,219.41,226.20,223.47,233.91,246.74,274.11,279.05,278.40,266.82,266.60,247.41,247.39,252.41,242.62,322.91,,258.03,242.08,242.23,254.25
2008-08-27 21:55:53+00:00,L7,301.24,298.53,298.02,286.10,280.14,303.17,,,,,,,,,,,,,,247.85,256.47,255.69,266.88,272.05,288.99,271.40,271.75,282.29,262.47,265.88,248.42,278.58,,,,,,,,,238.63,223.85,241.31,230.65,244.21,231.41,232.08,234.70,239.72,258.72,278.57,281.18,286.13,273.37,275.27,,,,,313.47,300.82,,255.43,,308.07
2008-12-25 21:51:22+00:00,L5,337.88,337.13,329.66,309.72,292.11,319.27,307.73,300.17,293.17,291.75,288.72,280.37,271.62,276.60,283.14,281.18,273.22,267.74,272.78,273.85,278.94,278.98,281.71,314.45,318.98,316.04,298.73,286.95,290.05,278.73,279.12,286.05,286.07,290.37,307.02,314.39,317.08,317.89,314.72,302.13,295.15,290.48,282.16,285.15,298.09,306.74,311.37,304.24,297.04,299.88,298.72,302.05,297.85,296.77,290.84,291.36,,,,,,,,,
2008-12-26 21:50:14+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-11 21:50:20+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-16 21:50:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-01 21:50:55+00:00,L7,,,,288.08,315.79,,290.61,285.66,290.63,284.98,282.13,272.47,263.59,248.95,225.83,240.85,237.66,246.98,251.74,,,,,,,,,,260.57,262.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-17 21:51:00+00:00,L7,,,,,,,282.41,293.56,292.28,287.53,280.19,275.31,266.41,248.35,228.72,238.78,240.86,241.52,253.27,245.26,256.85,257.33,259.26,271.51,288.23,273.15,266.98,274.44,267.67,261.43,257.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-03 21:51:03+00:00,L7,305.70,303.18,300.19,287.73,274.38,310.55,283.62,286.49,293.68,288.23,278.59,276.44,269.82,247.81,223.02,231.70,240.32,240.90,256.67,244.74,257.63,257.83,257.29,281.49,289.82,280.91,274.31,279.98,273.91,266.66,246.93,292.72,,,,,,,,,,,,,296.16,,,,,,,,,,,,,,,,,,,,
2009-06-20 21:51:03+00:00,L7,,,,,,,,,,,,,,,,,,,,231.40,,241.29,247.70,252.15,,262.81,266.57,266.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-24 21:50:47+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-11 21:51:13+00:00,L7,363.36,357.95,356.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-13 21:51:37+00:00,L7,,,,,,252.31,,195.34,235.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:57:41+00:00,L5,321.94,320.12,310.57,299.70,276.86,301.32,299.39,291.38,288.60,287.69,289.56,282.53,275.77,265.22,284.32,278.73,272.36,279.15,277.34,273.96,276.98,288.18,293.48,304.14,301.11,296.48,294.62,292.24,290.77,293.12,289.11,289.40,281.39,275.88,280.34,287.01,285.00,286.32,283.60,286.88,284.58,282.11,280.81,276.52,258.11,246.90,253.68,264.18,262.73,270.81,282.30,281.43,285.88,282.55,271.70,268.87,289.64,294.42,302.23,310.08,313.15,311.50,304.12,308.21,326.51
2010-02-22 21:58:49+00:00,L7,,,,,,,,,,,,333.79,329.31,341.06,335.76,331.10,335.98,342.34,331.34,332.27,335.08,336.45,336.68,343.18,349.36,369.35,345.12,345.11,340.41,323.24,314.97,301.49,322.63,325.51,329.66,337.56,324.15,328.20,348.64,325.74,322.01,345.41,346.20,325.97,307.30,302.06,303.69,310.54,314.55,314.42,331.88,336.49,341.94,343.37,343.85,340.67,337.39,360.06,365.28,358.75,351.25,355.43,342.87,343.18,346.24
2010-03-03 21:52:42+00:00,L7,303.53,314.91,299.32,297.80,296.80,311.37,296.46,291.35,288.32,285.46,282.03,277.93,251.38,282.29,288.44,277.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-04 21:52:51+00:00,L7,,,299.33,291.51,291.34,312.55,286.67,291.75,290.47,288.99,282.15,276.50,269.68,247.69,,,239.94,245.63,253.99,248.41,251.30,260.13,270.95,278.54,289.83,279.44,272.56,271.97,273.65,259.57,,283.60,,320.16,320.98,312.99,307.97,323.07,,,,,301.48,,247.01,233.99,245.21,266.05,,261.12,278.91,284.79,279.22,279.81,,,322.49,326.57,329.62,334.75,331.41,322.88,308.47,312.45,327.75
2010-05-06 21:52:49+00:00,L7,510.21,559.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-13 21:58:57+00:00,L7,304.05,302.80,297.27,286.05,261.57,300.01,271.69,278.79,286.12,285.23,279.97,271.85,264.07,251.27,,,,,,,,,,,,,,,,,,,188.14,190.27,210.21,217.37,229.86,225.07,230.65,239.60,234.08,230.35,236.93,235.04,239.73,234.31,239.09,228.41,240.62,256.21,277.83,282.07,279.29,273.23,269.31,251.43,257.47,254.02,261.75,287.56,276.77,268.28,251.49,252.00,259.87
2010-05-29 21:58:57+00:00,L7,299.44,293.83,296.62,275.68,271.46,296.16,265.07,247.87,,282.65,273.37,261.03,250.86,237.95,208.71,221.68,228.41,236.66,246.37,235.57,244.61,252.60,246.35,,270.76,268.73,256.18,262.33,257.19,238.46,234.50,255.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.76,248.96
2010-08-01 21:59:03+00:00,L7,300.98,299.45,297.11,284.00,286.15,302.40,266.62,270.71,274.24,285.06,274.99,273.85,260.89,246.31,215.85,228.37,236.24,240.20,249.51,235.25,246.44,253.26,253.91,,278.77,269.15,268.83,270.34,262.72,254.85,240.97,270.14,,185.77,,,220.59,226.55,224.75,238.40,233.90,229.06,237.84,229.31,230.29,229.65,235.52,224.37,239.97,252.38,276.41,278.53,280.41,274.37,261.26,263.48,,,,316.06,296.47,,,,
2010-09-11 21:52:56+00:00,L7,300.08,304.26,315.47,325.82,384.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-04 21:59:05+00:00,L7,,,,,,,,,,,287.81,282.64,292.72,313.63,312.52,310.71,301.13,303.19,308.58,311.33,321.61,316.81,312.94,314.94,298.44,285.71,279.38,275.05,284.70,279.07,,292.79,305.20,310.01,305.05,302.75,301.95,296.89,304.61,296.27,297.17,300.32,302.59,307.44,294.86,290.76,284.55,291.99,305.90,302.18,297.10,288.20,282.35,281.65,278.20,285.03,317.83,327.34,337.74,318.61,302.10,290.13,304.26,315.27,326.74
2010-11-14 21:53:22+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30 21:53:33+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01 21:53:50+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-09 21:50:34+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-16 21:56:45+00:00,L5,330.86,320.00,317.51,307.61,297.35,300.09,303.90,310.99,314.65,314.86,309.30,296.81,282.63,286.34,283.50,279.08,284.73,295.63,300.19,305.42,302.45,297.39,296.01,303.37,308.42,309.90,301.31,289.22,297.86,279.61,286.40,284.59,294.56,287.15,282.65,299.15,300.94,298.49,299.38,302.14,292.80,287.22,282.52,269.17,255.78,268.09,273.94,274.43,278.52,277.98,282.80,291.60,301.75,293.73,292.09,290.63,284.31,287.24,280.59,296.80,308.63,309.24,298.81,300.80,312.22
2011-01-24 22:00:11+00:00,L7,369.87,355.90,354.23,356.30,,,,,,,,,,,,,,,,,,333.38,327.80,337.16,350.90,352.28,338.84,328.28,328.01,322.34,309.94,324.77,319.18,304.74,329.76,354.87,347.56,317.22,329.96,339.20,316.64,306.30,290.99,293.14,309.67,311.02,300.37,284.06,300.67,309.67,342.45,342.18,330.81,327.41,333.02,319.97,320.03,327.48,338.01,342.63,339.03,335.83,322.36,333.67,334.42
2011-02-09 22:00:15+00:00,L7,349.33,347.65,345.22,,313.83,361.53,350.10,341.47,327.86,317.53,309.30,302.37,292.50,297.70,305.94,315.06,308.60,318.10,323.86,333.71,326.86,318.06,303.88,329.67,340.40,341.26,,,,,,,,,,,,,,,,,,,,,295.01,287.87,299.15,,326.62,311.78,314.62,310.29,311.09,304.70,,307.88,336.52,335.09,328.03,321.21,321.79,329.01,335.03
2011-03-29 22:00:26+00:00,L7,303.73,303.17,303.43,291.66,349.12,339.61,,,,,,,,,,,,,,,,,,,,282.47,273.75,273.16,274.30,267.53,,283.82,306.01,318.20,318.10,308.54,309.84,324.41,331.66,313.32,304.87,295.41,301.65,305.62,,,,,303.04,309.55,301.90,295.52,284.30,283.32,306.02,321.43,312.97,306.75,313.09,318.06,330.24,324.12,320.04,325.90,320.63
2011-05-16 22:00:23+00:00,L7,295.57,284.66,285.10,,,,,,,,,,,241.10,208.40,227.06,231.60,237.49,238.54,228.88,241.54,246.95,247.43,,275.29,258.70,263.30,262.75,253.52,243.56,233.78,265.84,,175.62,195.71,202.59,210.50,208.11,219.80,229.33,226.74,215.87,221.30,222.61,231.77,,,,,,,,,,,,,,,,,,,,
2011-07-19 22:00:20+00:00,L7,,,,,,,274.25,282.04,277.69,283.70,277.39,268.91,259.06,239.20,208.91,230.40,235.47,237.16,239.41,235.31,247.22,252.23,248.74,,279.48,268.62,270.38,268.43,258.35,246.51,241.40,269.08,,,,208.24,213.72,221.23,223.58,237.75,235.90,224.81,237.03,229.38,232.70,230.79,233.02,238.56,238.12,252.24,276.42,274.73,279.60,271.62,262.61,252.01,242.44,249.69,252.39,331.91,,264.53,248.60,242.80,255.66
2011-10-16 21:53:56+00:00,L7,,,,,,,,189.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-19 21:54:31+00:00,L7,378.54,374.35,367.90,372.77,385.09,365.73,360.08,351.77,344.53,345.21,340.43,327.61,316.45,317.31,315.41,306.15,305.17,305.17,312.59,314.86,312.12,316.34,317.54,336.18,352.57,352.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-20 21:54:39+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-27 22:00:50+00:00,L7,322.69,324.25,311.91,300.59,301.67,313.83,311.06,299.68,317.48,305.90,292.09,282.75,276.73,273.32,282.37,279.28,269.18,275.01,277.74,278.97,277.39,276.90,297.15,315.72,309.49,324.91,314.17,289.25,304.24,317.21,322.08,290.46,297.53,297.96,300.96,296.95,292.67,299.59,297.83,301.39,315.74,311.74,297.15,288.81,259.37,272.73,,,,,,,,,,,,,,,,,,303.06,316.46
2012-03-15 22:00:56+00:00,L7,,,,,367.28,368.88,354.81,336.54,,297.31,335.06,,278.87,,322.23,345.66,336.58,,,,,,335.52,341.09,,,314.86,288.52,317.58,322.92,335.59,343.51,327.49,,,,,,,,,,,,,,,,,,,,314.86,,292.24,,314.83,319.84,318.63,325.82,332.32,346.98,304.66,318.08,328.99
2012-04-16 22:00:53+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,274.99,276.85,272.94,268.07,261.07,288.68,298.89,301.36,300.99,310.25,314.39,310.69,314.35,,237.62,,,236.16,237.99,236.91,235.90,241.21,245.71,253.85,276.80,280.18,281.26,280.51,,,,,,,,,,,
2012-05-02 22:01:19+00:00,L7,,,,,,,,,,,,,,,213.12,239.14,235.66,233.66,246.58,240.34,273.15,260.57,272.29,273.65,293.58,307.89,281.11,270.14,271.51,256.65,246.81,280.29,,,,,,,,243.33,234.05,229.69,242.46,238.83,241.69,237.25,234.36,241.14,246.02,252.39,279.46,275.84,278.94,271.91,260.18,252.80,250.67,255.03,258.20,289.99,283.62,267.05,253.91,252.52,266.59
